state,county,tract,B08134_022E,B08134_023E,B08134_024E,B08134_025E,B08134_026E,B08134_027E,B08134_028E,B08134_029E,B08134_030E,B08134_032E,B08134_033E,B08134_034E,B08134_035E,B08134_036E,B08134_037E,B08134_038E,B08134_039E,B08134_040E,B08134_062E,B08134_063E,B08134_064E,B08134_065E,B08134_066E,B08134_067E,B08134_068E,B08134_069E,B08134_070E,B08134_102E,B08134_103E,B08134_104E,B08134_105E,B08134_106E,B08134_107E,B08134_108E,B08134_109E,B08134_110E,B08134_112E,B08134_113E,B08134_114E,B08134_115E,B08134_116E,B08134_117E,B08134_118E,B08134_119E,B08134_120E
48,085,031656,51,181,145,257,61,265,62,43,20,0,20,0,26,0,85,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
48,085,031657,276,136,262,107,167,217,68,72,31,0,0,0,5,0,23,21,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,085,031658,227,302,460,567,62,303,153,71,86,0,16,0,0,0,56,15,20,0,0,0,0,0,0,13,0,0,0,195,18,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,0
48,085,031659,420,208,136,72,52,139,79,53,15,7,103,16,14,0,52,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
48,085,031660,445,559,241,126,71,243,121,84,80,44,37,8,26,0,0,0,9,0,0,0,0,0,0,0,0,0,10,10,0,0,17,0,0,0,0,0,26,0,60,0,0,0,0,0,0
48,085,031661,26,157,141,103,66,222,142,139,91,0,8,26,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16
48,085,031662,147,238,367,273,51,378,228,372,68,14,42,34,39,17,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
48,085,031663,68,195,170,240,46,208,163,192,38,0,42,59,43,0,25,99,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,085,031664,130,180,197,234,93,284,90,300,98,0,0,7,31,9,16,8,19,10,0,0,0,0,0,0,0,0,21,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
48,085,031704,115,258,409,453,112,384,25,116,36,18,0,0,0,17,0,0,7,0,0,0,0,0,0,23,21,0,34,27,13,14,0,0,0,0,0,0,0,0,0,9,0,0,10,0,6
48,085,031706,51,189,128,114,62,124,92,29,27,0,0,4,0,6,21,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
48,085,031708,228,306,315,266,170,343,137,62,21,42,0,18,7,0,1,25,0,0,0,0,0,0,0,0,0,27,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
48,085,031709,138,221,497,337,183,438,162,153,92,0,22,17,69,5,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
48,085,031711,23,374,231,448,241,182,79,92,35,0,17,0,45,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
48,085,031712,250,418,423,624,276,636,143,114,60,0,33,63,177,15,0,0,0,0,0,0,0,0,0,0,0,79,21,24,0,0,12,0,0,0,0,0,0,0,0,33,0,0,0,0,69
48,085,031713,229,241,299,352,283,335,236,68,27,53,18,18,37,0,26,0,0,0,0,0,0,0,0,0,0,0,34,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
48,085,031714,224,558,627,629,155,853,123,42,15,28,0,0,51,0,148,32,21,0,30,0,0,0,0,44,0,0,38,13,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0
48,085,031715,70,246,152,221,105,241,60,78,10,12,8,0,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,35
48,085,031716,113,307,172,221,89,163,40,65,36,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
48,085,031717,53,159,229,202,126,188,109,57,11,0,0,18,0,0,56,0,35,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,7,7,0,4,0,0,0
48,085,031718,152,152,276,171,88,150,84,72,44,11,0,4,37,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
48,085,031719,120,261,132,118,38,74,74,62,19,32,0,19,4,0,25,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,085,031720,265,144,254,250,164,362,60,117,0,78,0,0,109,0,213,0,42,24,0,21,35,37,0,17,0,22,11,0,51,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
48,085,031802,320,392,421,408,148,353,258,241,69,0,67,0,30,60,66,0,18,14,0,0,0,0,0,0,1,13,30,10,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,27
48,085,031804,130,72,200,122,21,110,25,47,66,0,9,9,10,0,66,14,35,0,0,0,0,0,0,0,9,27,7,84,0,36,6,0,0,0,0,0,7,0,9,0,0,0,0,0,0
48,085,031805,362,231,324,356,116,468,85,145,122,0,0,0,24,0,64,23,0,9,0,8,0,0,10,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
48,085,031806,190,264,113,128,6,67,24,25,37,11,34,5,8,0,29,0,0,0,0,5,0,17,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,085,031807,195,173,293,339,116,235,161,237,70,15,0,18,14,0,0,19,0,0,0,0,0,0,0,31,15,24,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
48,085,031900,225,160,195,158,36,382,97,83,64,0,21,53,245,16,203,31,64,34,8,0,0,8,0,17,12,0,5,70,56,81,7,0,0,0,0,0,0,21,0,21,0,0,0,0,0
48,085,032003,344,412,447,257,75,420,175,87,131,13,0,14,30,93,98,0,0,0,0,0,0,38,0,22,0,0,35,12,0,0,0,0,0,0,0,0,31,0,40,57,0,0,0,0,0
48,085,032004,384,511,627,437,247,502,217,453,188,90,0,0,0,39,15,19,14,0,0,0,0,0,11,38,20,0,0,0,0,0,0,0,0,0,0,29,24,19,19,0,13,15,0,0,0
48,085,032008,304,147,204,177,34,390,161,244,115,23,28,27,8,9,83,14,16,0,0,0,0,0,0,13,0,0,25,0,0,0,0,0,0,0,0,0,20,17,0,0,0,28,0,0,0
48,085,032009,271,243,452,333,307,478,342,210,80,36,15,0,47,0,0,0,18,28,0,0,0,0,0,0,0,34,71,29,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
48,085,032010,203,254,480,342,87,492,132,281,38,0,0,136,0,59,0,12,32,20,0,0,0,0,0,0,0,0,7,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
48,085,032011,216,342,201,320,191,538,230,205,148,28,61,27,40,0,72,17,0,31,0,0,0,0,0,0,0,0,39,64,0,0,0,0,0,0,0,0,134,20,0,0,0,0,0,0,0
48,085,032012,149,234,233,157,124,305,124,69,140,22,6,33,154,8,35,0,37,53,12,0,0,0,0,0,0,71,7,8,0,51,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0
48,085,032013,188,476,472,356,239,276,371,149,88,0,30,0,0,0,57,114,17,22,0,0,0,0,0,0,0,0,20,11,0,0,0,14,0,0,0,0,0,69,0,0,0,0,0,0,0
48,087,950300,594,128,55,38,27,79,41,18,75,60,19,3,24,26,66,6,16,26,0,4,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
48,089,750100,615,175,124,216,61,198,92,136,111,9,14,23,49,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
48,089,750200,154,66,140,57,113,177,9,68,34,12,14,32,14,0,24,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
48,089,750300,468,440,335,129,179,116,57,75,175,67,17,20,24,0,29,0,0,0,6,0,0,0,0,8,0,0,0,6,18,26,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9
48,089,750400,376,157,258,250,180,264,77,54,145,12,40,0,41,0,42,54,0,89,0,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
48,089,750500,442,316,88,146,23,104,33,57,38,47,33,0,25,0,24,0,39,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,091,310100,208,522,205,125,64,70,41,126,102,11,33,11,12,7,0,21,0,29,0,0,0,8,0,0,0,0,0,11,0,8,0,0,0,0,0,6,19,11,0,0,0,0,0,0,0
48,091,310200,154,240,154,131,94,90,48,99,108,0,16,58,16,19,16,0,38,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3
48,091,310300,459,612,256,124,131,94,121,333,96,57,208,53,37,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
48,091,310401,417,257,272,101,50,460,26,50,207,96,60,79,72,0,31,0,41,25,0,0,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,091,310403,367,436,206,221,59,308,247,288,65,0,151,0,26,22,87,0,13,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,27,0,16,0,0,23
48,091,310404,405,342,382,142,120,121,71,77,39,123,56,9,8,10,58,0,73,0,0,0,0,12,0,0,0,0,0,39,0,0,0,0,0,0,0,0,13,28,5,0,0,0,0,0,0
48,091,310501,302,168,92,230,70,68,10,144,50,26,82,58,45,74,17,15,6,0,6,0,0,0,0,0,0,0,6,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,091,310502,442,230,410,200,110,170,0,74,195,12,40,49,10,0,37,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,14,0,0,15
48,091,310503,409,254,211,126,20,87,83,55,103,12,0,17,60,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1
48,091,310603,99,37,131,86,66,252,30,273,294,0,0,0,0,0,0,5,32,17,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
48,091,310604,45,15,53,76,52,143,52,266,214,0,23,0,15,8,24,0,22,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,091,310605,174,44,128,183,49,167,262,417,360,63,0,0,0,41,20,40,58,57,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11
48,091,310606,217,13,55,72,0,313,74,98,354,34,11,0,20,0,21,0,0,63,0,0,0,0,0,0,0,0,0,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,091,310607,211,24,70,223,48,268,109,233,170,0,0,0,101,0,30,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,43
48,091,310608,102,50,53,155,63,251,98,166,62,56,0,0,0,0,55,15,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
48,091,310701,111,165,425,193,95,355,192,434,306,0,0,133,15,0,0,67,14,31,0,0,0,0,0,0,0,0,0,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,091,310702,78,108,230,120,107,215,313,376,451,0,11,24,13,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
48,091,310703,106,158,92,194,228,448,153,640,320,0,118,0,10,23,21,88,44,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,6,0,39,0,0,7,0,36
48,091,310704,27,84,117,115,142,382,295,575,153,0,22,1,0,0,14,15,14,14,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,27
48,091,310801,134,71,141,415,80,241,236,388,85,0,13,0,0,45,76,49,25,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14
48,091,310802,371,388,475,126,96,171,161,228,170,0,135,69,0,42,48,48,34,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,78
48,091,310901,79,177,216,339,93,231,155,108,253,24,39,30,168,17,19,0,0,20,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,091,310902,345,256,578,248,144,286,111,236,287,15,0,65,17,69,0,0,17,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,11,0
48,091,310903,21,168,290,379,92,277,88,233,274,11,0,12,26,9,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,22
48,093,950100,297,171,110,63,21,210,91,86,85,14,38,83,11,0,38,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
48,093,950200,272,239,111,121,26,98,89,66,97,2,6,12,0,0,3,41,5,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
48,093,950300,515,405,65,91,11,79,38,145,0,59,0,0,9,0,35,6,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0
48,093,950400,126,19,71,63,35,93,47,18,20,25,4,4,33,0,11,0,17,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,095,950300,358,79,36,128,14,81,43,13,96,5,0,32,43,0,20,0,0,25,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,097,000100,269,249,429,304,103,237,125,141,183,0,28,30,66,23,0,0,33,90,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
48,097,000200,643,301,263,233,79,167,102,114,152,53,43,52,19,2,3,26,74,13,0,11,0,0,0,3,0,2,0,24,3,0,0,0,0,0,0,0,19,3,0,0,0,4,0,0,0
48,097,000400,250,132,25,54,19,28,35,22,28,51,22,17,33,0,13,6,7,48,0,8,0,0,0,0,4,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,097,000500,355,226,139,87,34,42,24,30,109,171,114,53,44,0,43,22,8,12,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,097,000600,408,658,244,81,25,73,160,56,294,99,236,73,42,16,0,10,8,0,0,0,0,0,0,0,0,0,3,25,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,11
48,097,000700,85,253,372,614,86,131,71,238,437,0,32,93,103,28,24,24,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
48,097,000900,194,175,250,388,74,259,119,123,273,20,10,39,16,0,30,5,41,29,0,0,0,0,0,3,0,0,0,15,7,0,0,0,0,0,0,0,0,0,3,0,7,8,0,0,0
48,097,001100,576,380,270,48,37,110,98,68,156,116,58,49,62,7,127,41,41,14,0,0,0,0,0,0,0,0,0,31,0,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
48,099,010101,43,180,130,297,64,93,83,156,98,8,3,35,9,9,9,30,2,1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,1,0,17,3,0,0,0,9,2
48,099,010102,67,67,181,192,61,132,70,73,121,4,0,29,34,18,58,10,39,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0
48,099,010201,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,099,010202,339,609,275,25,0,116,64,244,106,133,81,50,0,6,239,33,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,13,0
48,099,010300,331,111,59,9,25,12,88,97,63,50,20,23,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,4,0,0,0,0,0,8,0
48,099,010400,500,252,222,72,18,86,126,99,55,115,77,27,0,0,24,0,35,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,33
48,099,010501,152,489,127,131,34,25,4,6,22,21,67,10,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,17,11,0,0,0,51,0,0,0
48,099,010502,240,210,109,60,26,7,0,0,21,19,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0
48,099,010503,538,148,60,73,30,6,0,0,0,481,91,101,19,0,6,0,0,20,22,0,0,0,0,0,0,0,0,1983,249,62,0,0,12,0,0,0,78,0,0,0,0,0,0,0,0
48,099,010504,23,177,224,95,18,63,0,0,1,0,3,20,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
48,099,010601,124,262,305,332,110,130,37,42,83,27,64,0,19,0,8,0,0,62,0,0,0,0,0,0,0,0,0,45,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
48,099,010603,219,78,329,303,130,351,56,106,130,16,90,64,61,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
48,099,010604,46,172,328,351,226,352,82,178,25,21,133,0,59,0,90,30,7,18,0,0,0,0,0,0,0,0,0,29,19,0,0,0,0,0,0,0,10,9,7,9,0,43,0,0,0
48,099,010701,132,281,262,351,220,220,52,97,0,42,13,29,22,26,12,0,38,20,0,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,5,31,8,0,9,8,0,15,10
48,099,010702,258,173,123,141,50,178,71,46,31,0,51,0,7,8,18,11,0,10,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
48,099,010802,112,310,357,345,164,327,28,118,118,3,26,13,72,9,37,36,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,9,0,0,22,0,0,0,0,0
48,099,010803,186,232,202,309,10,51,33,128,104,8,14,14,0,8,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
48,099,010804,341,196,301,198,109,241,51,51,17,0,35,16,75,0,29,6,11,25,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,16,0,0,0,0,0,0,11
48,099,980000,28,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
48,101,950100,252,36,29,43,0,59,8,46,7,20,6,0,0,5,31,5,0,9,0,0,0,0,0,0,0,0,0,42,3,12,0,0,8,0,0,0,21,0,0,3,3,0,0,0,0
48,103,950100,756,98,95,46,40,133,136,113,96,105,56,0,0,0,17,17,0,118,0,0,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,7,0,8,0,0,5,0,0,16
48,105,950100,765,290,52,56,28,99,0,47,95,19,103,21,0,0,0,0,65,45,0,0,0,0,0,0,0,0,0,6,0,45,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
48,107,950100,360,54,16,40,12,75,27,79,58,33,4,3,5,0,0,0,36,12,0,0,0,0,0,0,0,6,3,23,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,6,0
48,107,950200,288,112,94,12,40,55,87,47,33,35,9,13,0,16,10,10,8,3,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,24,0,5,0,4,0,6,6,4
48,107,950300,110,79,22,40,41,83,31,44,10,6,0,0,0,0,13,0,9,10,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,7,6,0,0,0,8,0,0,6
48,109,950300,553,66,13,11,2,46,0,0,37,75,7,64,0,0,0,0,17,15,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0
48,111,950100,348,54,69,50,4,44,21,10,10,16,73,1,0,6,4,0,2,0,0,1,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
48,111,950300,1034,273,205,145,25,25,15,54,92,172,30,11,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,79,12,0,0,0,0,10,0,9
48,113,000100,89,245,630,256,89,274,122,210,55,0,0,23,20,6,0,10,21,0,10,0,0,0,0,0,8,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
48,113,000201,193,211,270,264,94,178,102,128,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
48,113,000202,183,233,392,517,73,288,187,97,56,0,15,29,30,11,0,0,30,0,0,0,0,0,0,13,12,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0
48,113,000300,191,593,375,465,195,215,220,117,120,22,0,0,0,0,64,0,22,0,0,0,10,19,0,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0
48,113,000401,242,233,449,383,40,374,147,58,114,0,59,0,56,58,56,37,10,0,8,7,0,8,11,16,0,0,37,0,20,0,9,0,11,0,5,0,0,0,9,0,0,0,0,0,0
48,113,000404,220,391,287,281,88,266,100,28,7,61,55,0,9,0,117,7,27,0,0,0,50,0,17,11,0,5,0,24,10,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13
48,113,000405,134,184,113,60,18,135,0,30,78,61,19,115,23,0,63,25,0,0,0,0,0,0,0,11,25,36,52,63,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,000406,424,349,627,189,30,404,66,142,123,51,48,91,96,71,131,0,58,107,0,64,0,0,0,39,61,0,20,328,30,32,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
48,113,000500,438,556,433,552,322,141,57,33,0,41,15,0,82,15,158,0,0,0,0,0,0,0,13,0,0,9,16,91,40,13,0,0,2,0,0,0,12,42,11,0,0,0,0,0,0
48,113,000601,287,537,557,383,39,243,146,81,35,12,69,98,46,0,220,59,44,29,0,0,22,84,15,50,0,0,41,94,0,99,0,17,0,0,0,0,14,0,0,13,0,33,0,0,0
48,113,000603,647,609,519,428,103,539,68,52,17,8,25,8,0,0,0,0,0,0,0,44,0,12,0,0,14,0,21,22,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0
48,113,000605,156,369,161,236,45,160,63,36,37,35,0,0,19,29,14,0,0,0,0,0,0,0,0,0,0,66,11,29,10,0,0,0,0,0,0,0,31,0,0,0,0,0,0,56,6
48,113,000606,352,318,260,360,147,215,52,39,11,0,9,12,0,0,0,0,0,0,0,0,0,0,36,18,0,10,11,0,0,0,0,0,7,0,0,0,0,7,0,13,0,0,0,11,0
48,113,000701,732,451,579,421,181,296,290,102,55,0,0,0,16,14,13,15,20,16,0,0,45,17,0,0,0,0,0,91,27,0,0,0,0,0,14,0,0,39,0,15,0,0,0,0,0
48,113,000702,356,365,339,306,217,77,34,7,9,10,10,9,26,9,0,0,0,0,0,16,0,0,0,14,0,0,49,91,0,0,0,0,0,0,0,0,0,0,20,14,0,0,0,0,0
48,113,000800,361,521,547,374,241,346,62,172,75,0,61,134,21,76,107,0,20,55,0,36,161,0,0,21,43,25,55,0,61,0,0,0,0,0,0,0,39,30,0,0,0,34,0,0,30
48,113,000900,228,359,421,280,177,337,93,92,26,0,16,57,42,0,27,0,18,29,0,26,1,0,29,35,0,0,21,0,31,0,0,78,0,0,0,0,64,0,0,0,0,0,0,0,0
48,113,001001,86,158,208,107,63,40,24,42,0,17,0,56,30,0,12,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,8,0,0,0
48,113,001002,215,331,217,101,51,154,35,59,41,24,28,29,14,0,14,0,5,0,0,0,5,7,0,8,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,10,12,0,0,0,0
48,113,001101,156,309,321,366,249,169,151,107,95,106,17,17,7,0,40,0,12,0,0,0,5,14,0,0,14,19,21,28,0,8,0,0,0,0,0,0,45,13,10,10,0,4,0,11,0
48,113,001102,32,286,236,294,130,400,82,44,0,16,8,0,0,0,0,0,0,7,0,0,0,0,0,10,0,19,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,001202,127,235,329,450,80,302,97,142,50,0,38,24,60,14,30,0,0,0,0,0,0,0,20,0,0,40,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
48,113,001203,44,93,54,180,130,85,9,39,17,7,15,6,5,0,7,12,27,40,0,0,0,0,10,0,0,3,21,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,001204,72,51,142,172,39,144,32,64,47,0,0,0,47,0,32,4,5,0,0,0,0,0,6,14,0,28,0,11,0,0,0,0,0,0,0,0,5,14,0,16,11,18,5,0,5
48,113,001301,38,121,198,309,22,69,113,74,43,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
48,113,001302,50,165,163,105,44,196,84,46,8,0,21,37,13,0,12,0,7,0,0,0,0,0,0,30,0,9,28,0,19,0,0,0,0,0,0,0,35,23,0,0,8,0,0,9,0
48,113,001400,125,176,282,136,15,161,7,218,64,4,38,0,50,45,19,0,21,29,9,33,50,24,0,76,9,0,88,26,8,27,0,0,9,0,0,0,23,8,28,0,0,0,0,0,0
48,113,001502,134,259,220,236,0,164,23,132,82,0,7,18,20,0,58,0,16,24,0,41,44,28,11,0,12,0,48,44,0,11,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0
48,113,001503,59,38,165,67,90,130,115,45,41,28,33,86,53,0,109,25,72,27,0,0,0,43,0,30,0,0,60,14,0,0,0,0,0,0,0,0,0,0,43,0,0,22,0,0,0
48,113,001504,176,84,124,167,97,188,67,19,41,17,77,0,94,0,0,39,19,0,0,11,2,44,0,21,19,14,22,10,15,0,0,0,10,0,0,0,0,0,0,0,0,25,13,0,0
48,113,001600,277,420,210,323,110,386,80,92,22,67,28,0,36,0,71,47,0,0,36,0,6,0,0,0,0,64,0,11,0,40,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,001701,14,68,52,19,0,4,0,22,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,0,0,0,0,0,0,0,0,12,4,0,0,13,0,0,5
