state,county,tract,B14003_005E,B14003_006E,B14003_007E,B14003_008E,B14003_009E,B14003_010E,B14003_011E,B14003_014E,B14003_015E,B14003_016E,B14003_017E,B14003_018E,B14003_019E,B14003_020E,B14003_023E,B14003_024E,B14003_025E,B14003_026E,B14003_027E,B14003_028E,B14003_029E,B14003_033E,B14003_034E,B14003_035E,B14003_036E,B14003_037E,B14003_038E,B14003_039E,B14003_042E,B14003_043E,B14003_044E,B14003_045E,B14003_046E,B14003_047E,B14003_048E,B14003_051E,B14003_052E,B14003_053E,B14003_054E,B14003_055E,B14003_056E,B14003_057E
48,001,950100,74,156,109,32,14,6,16,4,42,8,0,0,0,6,6,0,7,55,31,348,1513,105,117,92,8,30,25,34,20,6,0,0,0,0,3,13,0,0,0,152,216,1621
48,001,950401,0,14,20,146,311,440,429,0,0,0,0,0,0,0,0,0,12,36,413,1375,2521,0,25,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,48
48,001,950402,0,17,0,6,109,333,499,0,0,0,0,0,12,6,0,0,0,16,209,1178,3089,11,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,11,11,0,50
48,001,950500,80,174,37,39,73,12,9,0,23,0,0,17,0,7,21,8,0,0,197,175,1049,214,239,160,14,8,18,0,22,0,0,0,21,0,0,9,12,0,26,159,368,1022
48,001,950600,226,300,245,50,0,0,40,0,0,0,0,0,0,0,14,14,0,0,142,548,1518,322,204,19,74,0,26,19,0,5,0,0,73,0,0,0,0,0,37,124,429,1527
48,001,950700,45,114,39,31,48,26,18,6,8,0,0,0,0,0,0,0,0,0,142,198,563,38,87,86,14,26,11,0,6,4,0,0,0,0,3,0,0,0,51,125,120,560
48,001,950800,68,110,33,28,0,0,23,32,0,0,0,22,31,35,68,0,0,0,183,287,1365,265,124,0,0,0,41,48,8,0,0,0,0,0,0,0,0,0,0,82,308,1382
48,001,950901,142,225,117,16,0,46,67,0,6,0,0,0,0,14,26,0,0,12,134,182,2374,24,58,165,38,0,0,23,8,0,0,0,0,6,6,21,0,0,0,203,192,1273
48,001,950902,210,214,121,100,0,0,13,54,0,0,0,0,0,0,0,0,0,19,99,98,1638,132,135,37,16,6,0,30,35,0,0,0,0,0,0,0,37,0,3,70,244,1519
48,001,951000,188,261,204,27,29,17,7,28,0,6,0,23,0,0,3,6,0,87,120,464,2136,217,244,137,50,28,21,80,10,1,0,0,0,0,2,5,0,0,48,96,373,2086
48,001,951100,100,112,102,25,17,0,7,24,20,11,0,0,0,0,35,0,0,11,251,155,1355,60,149,77,9,11,29,26,30,35,25,0,0,0,0,5,0,0,31,154,196,1387
48,003,950100,127,63,47,0,22,0,5,4,0,0,50,0,0,0,0,0,0,10,30,40,493,53,119,24,42,17,0,4,0,3,37,11,19,0,16,0,0,0,0,43,61,527
48,003,950200,220,156,267,0,0,0,12,0,0,0,21,0,0,0,0,0,0,127,264,608,1708,333,96,84,0,0,28,13,0,0,0,0,0,0,0,0,0,19,39,162,489,1758
48,003,950300,278,245,98,38,29,0,0,0,0,0,0,0,0,0,0,0,0,49,41,237,902,135,281,49,50,22,17,7,0,0,0,0,0,0,0,0,0,0,31,143,327,845
48,003,950400,71,118,41,18,15,7,10,0,0,0,0,0,0,0,27,0,0,28,99,145,623,43,196,74,22,43,0,3,9,0,0,0,0,0,0,0,0,18,29,90,217,678
48,005,000101,135,93,119,53,0,0,21,0,58,0,0,0,0,0,0,18,24,29,57,353,1664,172,137,165,41,14,33,40,33,0,0,0,36,0,0,0,0,0,6,157,351,1605
48,005,000102,174,286,156,97,0,0,17,16,0,0,0,0,0,0,0,0,0,44,84,278,1112,141,322,148,14,88,48,6,9,0,0,0,13,0,0,0,0,0,13,74,310,1057
48,005,000200,605,210,165,51,0,21,52,10,0,0,0,0,0,0,0,0,0,0,117,366,1473,405,276,69,15,48,144,49,0,0,0,0,0,0,22,0,0,29,103,78,378,1669
48,005,000301,141,127,109,9,0,0,15,0,0,0,0,0,20,6,13,0,0,0,77,217,1371,105,170,116,52,0,15,0,9,10,0,0,0,0,0,10,11,0,73,0,145,1562
48,005,000302,75,255,102,0,23,23,12,0,11,0,0,0,0,0,0,17,0,36,167,232,1052,341,251,39,0,26,29,33,20,0,0,0,26,0,6,0,0,0,16,176,251,1142
48,005,000400,133,172,50,23,46,20,20,0,0,0,0,0,0,0,0,0,0,72,237,222,1171,228,231,158,20,82,11,33,0,0,0,0,0,0,1,0,0,0,150,129,467,1433
48,005,000500,81,82,57,82,40,41,35,0,0,24,0,0,0,6,0,0,1,14,119,180,858,59,79,31,65,47,0,56,0,0,0,0,0,0,0,0,0,6,0,209,123,1182
48,005,000600,302,381,203,9,61,44,6,0,0,0,0,8,0,4,0,0,0,83,239,445,1390,308,152,100,39,34,48,73,16,0,0,0,0,0,0,0,19,0,68,163,400,1555
48,005,000700,202,83,125,0,16,34,0,0,0,0,0,9,0,0,0,39,30,45,187,401,587,68,315,48,68,21,54,0,0,0,0,0,9,0,0,0,0,9,0,166,256,699
48,005,000800,248,211,143,0,88,0,26,0,29,0,0,0,0,0,26,0,0,0,169,300,1590,86,204,128,17,93,20,48,13,6,0,0,23,14,8,6,0,13,14,150,309,1827
48,005,000901,163,188,142,50,24,52,0,72,0,0,0,0,0,32,0,0,0,0,250,165,1697,312,142,298,59,49,24,44,0,26,0,0,0,0,0,0,36,0,13,99,312,2089
48,005,000902,40,10,9,26,88,0,44,0,0,0,10,0,0,0,11,0,0,21,71,185,664,50,40,10,44,106,84,52,13,0,0,20,11,0,0,0,0,0,20,192,144,744
48,005,001001,288,252,103,160,36,72,71,0,0,0,0,0,0,0,0,0,0,76,65,403,1859,154,159,136,27,58,92,18,7,0,0,0,0,28,0,0,0,0,7,51,321,1155
48,005,001002,95,44,202,92,0,119,0,0,1,0,1,0,0,0,0,1,0,12,166,256,1193,231,194,78,50,70,55,18,18,20,0,0,0,0,29,38,0,0,10,103,234,1093
48,005,001100,120,181,83,60,45,49,18,34,64,0,0,0,0,0,69,13,0,28,138,299,1489,232,96,143,11,35,79,7,38,28,0,0,0,9,37,0,0,0,0,71,439,1782
48,005,001200,45,74,47,18,0,2,0,0,0,0,0,3,0,12,2,4,0,8,54,122,882,5,49,22,0,8,2,14,0,0,0,0,0,0,0,2,0,0,0,136,64,1038
48,005,001300,213,245,66,0,17,4,0,48,0,0,0,0,0,0,0,0,0,43,106,390,1255,200,152,135,53,3,18,5,0,0,0,0,0,0,4,12,4,0,9,117,305,1359
48,007,950100,96,26,94,0,0,21,0,28,41,29,0,0,0,0,0,0,0,13,101,228,1880,106,66,57,31,0,15,36,0,12,17,0,1,0,0,0,0,0,0,145,230,1931
48,007,950200,17,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,428,0,17,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,31,497
48,007,950300,212,263,94,61,0,0,9,17,0,0,0,13,0,0,23,0,0,186,108,254,2250,228,366,60,94,0,0,33,0,0,0,0,0,37,0,26,0,39,101,152,178,2376
48,007,950400,183,88,32,19,0,0,0,0,0,0,0,0,0,23,0,0,10,0,77,224,969,35,46,36,22,19,25,32,0,6,0,8,0,0,0,12,0,0,41,111,132,976
48,007,950500,74,184,113,45,0,51,0,0,0,26,0,0,0,0,3,0,0,78,165,228,2007,209,135,175,0,0,0,0,0,0,0,0,0,0,0,14,0,0,65,70,245,2166
48,007,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,009,020100,69,102,72,15,46,12,20,39,3,2,6,0,0,0,13,0,2,27,18,76,892,79,122,34,17,17,20,30,0,19,4,0,0,0,0,0,0,0,0,23,74,884
48,009,020200,57,71,51,20,26,11,0,0,16,24,0,0,0,0,0,0,0,23,34,160,758,29,79,115,20,7,21,0,0,0,0,0,0,0,0,3,5,0,13,75,141,836
48,009,020300,97,154,106,26,24,0,7,0,1,0,0,0,0,0,7,0,3,25,105,181,864,105,155,39,33,32,8,2,0,0,0,0,0,0,0,0,0,0,13,54,127,999
48,011,950100,51,59,42,11,17,10,10,4,0,0,0,0,0,0,0,15,0,6,33,67,582,91,25,16,29,0,36,11,0,0,0,0,3,0,10,0,0,0,0,55,74,562
48,013,960100,265,218,275,24,19,0,37,55,0,3,0,14,0,0,30,0,0,24,213,467,1791,177,274,126,42,18,0,15,0,4,27,0,13,0,68,22,0,0,0,217,438,1687
48,013,960201,303,277,210,203,15,4,23,43,0,0,0,0,0,0,0,0,0,23,153,346,1648,274,312,321,76,0,0,108,0,0,0,39,0,0,0,0,0,0,6,166,422,1771
48,013,960202,292,497,187,138,83,0,25,14,29,0,15,36,0,0,0,0,32,8,214,550,2374,474,424,216,52,26,15,21,14,0,0,0,0,0,16,0,0,0,62,266,532,2258
48,013,960300,108,241,27,15,28,0,0,0,0,0,0,0,0,0,0,0,0,48,207,98,809,211,110,26,25,23,0,41,0,0,0,0,21,0,0,16,0,5,11,160,259,894
48,013,960401,59,88,53,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,155,568,80,65,57,0,8,0,7,25,0,3,0,0,0,0,0,9,0,56,26,55,625
48,013,960402,394,246,170,37,24,10,14,11,0,0,0,0,0,0,0,0,0,69,145,444,1868,140,327,191,52,56,28,16,19,44,0,0,50,0,16,0,0,0,140,76,498,2171
48,013,960500,95,152,83,35,0,0,0,0,0,0,0,0,0,0,0,0,0,23,68,148,741,106,184,59,19,0,36,5,0,0,0,0,0,0,0,0,0,8,0,90,173,742
48,013,960600,296,113,101,25,2,0,14,0,0,0,15,0,0,0,8,0,0,2,144,522,1545,106,189,98,54,4,0,14,4,15,0,0,0,0,7,0,0,0,32,100,320,1659
48,015,760100,77,74,74,12,0,1,0,0,0,12,0,0,0,0,0,0,0,0,84,110,736,26,60,9,8,0,7,2,6,0,5,0,20,0,0,3,0,0,2,56,122,663
48,015,760200,139,368,133,42,5,0,10,0,29,21,0,10,0,0,0,0,2,3,276,268,1628,164,162,120,149,27,49,39,18,14,2,0,18,17,0,1,1,0,83,42,221,1523
48,015,760300,209,357,202,47,71,26,60,17,20,0,0,32,0,0,28,0,0,8,267,243,1748,145,186,141,127,100,32,53,8,0,28,46,0,0,39,0,0,14,30,172,278,2041
48,015,760400,23,203,108,0,5,0,4,0,10,0,0,0,0,0,0,0,0,16,25,112,1072,114,162,96,30,33,0,30,13,0,7,0,14,0,0,0,0,2,9,40,188,1180
48,015,760501,34,96,56,114,13,28,23,89,52,12,7,0,38,0,11,0,3,14,53,152,1411,54,178,72,32,11,20,27,18,35,19,0,8,48,13,33,0,16,0,11,112,1462
48,015,760502,156,169,57,30,0,0,39,0,0,0,0,0,0,0,0,0,0,0,92,323,1335,319,103,97,0,30,0,0,0,6,0,0,0,0,0,0,0,0,0,122,280,1340
48,017,950100,294,357,72,87,0,20,9,34,15,16,0,18,0,0,35,0,7,112,201,371,1707,369,212,203,116,0,28,21,0,0,12,0,11,15,0,0,0,0,36,96,405,1682
48,019,000101,120,116,72,15,0,0,0,11,0,0,28,0,0,0,18,0,0,7,56,116,1318,193,100,21,14,0,74,22,0,0,0,16,0,10,10,0,0,0,5,47,96,1653
48,019,000102,21,84,25,0,9,0,0,10,0,0,0,0,0,25,0,0,0,4,169,187,1699,211,135,72,36,70,0,47,0,0,0,0,0,0,0,34,0,0,42,21,203,1530
48,019,000200,31,19,89,69,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,28,904,25,39,58,3,14,8,11,0,5,0,0,5,0,5,0,2,0,0,18,28,1220
48,019,000300,156,146,77,71,22,0,33,122,0,0,0,0,0,18,0,0,0,0,125,263,2087,138,138,149,13,28,38,32,0,37,0,0,14,0,0,0,0,0,0,130,336,1886
48,019,000400,58,58,31,0,23,19,0,0,19,4,0,0,0,0,13,0,0,15,0,254,720,53,21,28,0,16,66,6,18,0,0,0,0,0,4,0,0,0,0,0,84,734
48,021,950100,369,219,146,71,77,3,38,0,53,12,0,0,0,0,0,0,0,12,49,652,2636,354,491,131,69,37,5,36,42,0,17,0,0,24,42,0,0,0,12,208,479,2635
48,021,950200,292,197,164,0,149,14,0,0,0,0,0,0,0,0,0,7,47,32,230,343,1856,310,244,268,46,91,109,22,31,0,0,0,16,14,0,13,0,16,31,152,456,1920
48,021,950300,529,324,189,45,42,136,45,22,69,0,62,0,42,0,108,0,51,97,275,425,3887,318,419,406,78,248,68,87,58,116,48,19,48,21,55,27,0,0,62,110,519,3960
48,021,950400,153,441,160,45,134,0,16,21,0,46,0,18,4,15,0,0,0,66,256,354,2181,163,193,62,60,44,20,23,0,0,0,0,0,0,13,0,0,0,42,199,327,2403
48,021,950501,268,222,144,42,21,133,83,44,0,0,8,0,13,12,53,0,0,132,160,686,2478,168,280,186,75,0,94,0,0,0,0,19,0,22,0,20,0,0,0,156,339,1685
48,021,950502,278,138,144,33,0,0,0,36,20,0,0,5,0,0,15,0,0,0,40,284,1714,151,176,52,10,0,33,0,0,0,0,0,0,0,13,16,0,0,69,29,257,1606
48,021,950600,35,195,123,23,0,14,0,23,0,0,0,0,0,25,0,12,0,0,152,301,1441,253,59,138,0,25,44,15,0,38,0,0,0,0,0,29,0,0,16,46,304,1451
48,021,950700,101,214,31,11,67,0,0,24,7,6,0,0,0,0,0,0,0,58,60,97,1048,258,158,93,23,36,0,0,0,0,7,0,0,0,0,19,0,0,9,54,278,1299
48,021,950801,386,344,288,99,16,0,16,71,0,8,0,0,58,0,23,0,11,26,170,668,1655,151,216,85,0,34,70,68,72,10,0,0,0,12,55,0,0,0,104,82,370,1427
48,021,950802,284,179,114,0,0,0,22,0,0,10,0,0,0,0,50,0,0,62,287,465,1720,263,352,139,56,24,0,0,0,0,0,0,0,77,33,51,0,0,50,180,407,1594
48,023,950300,87,189,89,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,39,131,1142,56,90,88,75,21,17,52,0,0,0,0,0,0,0,0,0,0,10,25,132,1207
48,025,950100,104,68,5,22,1,0,0,0,0,0,0,0,8,0,0,0,11,12,57,195,443,47,42,28,0,7,6,0,0,0,0,0,0,0,4,0,7,0,13,24,140,486
48,025,950201,54,42,22,0,0,9,30,17,9,0,41,151,63,112,0,11,0,110,652,1777,4464,17,38,44,0,0,0,0,0,0,0,0,0,0,0,7,0,9,25,24,31,294
48,025,950202,226,158,139,15,14,0,0,0,0,0,0,0,0,0,0,0,10,31,162,213,1556,192,212,26,51,13,29,9,37,20,0,0,0,0,0,0,0,0,7,69,80,1613
48,025,950300,182,216,43,68,8,0,0,17,17,0,0,0,0,21,0,0,0,15,165,308,1006,126,230,79,137,142,64,0,18,0,13,9,0,0,0,0,0,0,7,137,270,1302
48,025,950400,41,82,0,6,25,5,9,0,0,0,0,0,0,0,0,0,0,9,31,132,452,112,106,48,5,53,34,0,0,0,0,0,0,0,0,0,0,0,0,7,210,687
48,025,950500,343,275,262,80,7,10,15,0,0,0,0,11,39,0,0,0,0,43,393,694,1454,299,209,220,52,55,30,12,45,0,0,0,0,63,0,0,0,0,34,237,517,1411
48,025,950600,58,28,44,17,62,0,0,0,7,13,0,0,0,0,0,0,0,12,123,79,699,83,53,90,23,0,0,16,7,7,15,0,0,0,0,7,0,0,37,41,109,817
48,027,020100,107,236,153,31,97,7,21,42,0,21,19,0,0,34,4,14,0,13,107,505,1648,271,59,168,80,5,43,28,0,11,11,0,79,4,18,0,13,0,6,141,373,1645
48,027,020201,135,351,196,37,28,102,0,26,0,0,21,0,0,19,0,0,11,0,43,335,1640,356,492,134,0,0,16,14,0,37,19,0,0,0,17,0,0,17,0,71,579,1802
48,027,020202,282,179,169,71,34,0,0,0,15,34,0,0,0,0,13,0,0,25,56,332,1505,79,132,229,0,0,9,17,0,0,0,0,0,0,0,34,0,0,13,100,269,1667
48,027,020300,382,330,159,13,21,42,64,8,0,31,0,77,17,0,0,73,0,0,155,613,2091,394,352,412,93,198,120,132,19,0,0,0,0,0,98,0,25,0,23,105,598,1882
48,027,020401,119,68,27,83,0,88,70,12,13,6,0,0,8,0,22,0,0,9,24,96,740,129,89,108,0,9,22,32,0,12,12,0,0,10,16,12,0,0,3,39,159,826
48,027,020402,52,66,60,33,16,0,0,0,5,0,7,0,0,0,0,0,0,0,29,119,582,92,102,58,26,11,0,8,0,5,0,0,37,20,0,16,0,0,0,88,91,614
48,027,020500,73,157,37,34,38,25,51,11,22,49,20,0,0,9,41,19,11,17,46,277,844,182,94,66,74,0,69,9,0,31,0,0,0,0,0,11,0,0,0,110,192,1224
48,027,020600,37,68,59,16,21,44,16,0,0,15,0,0,0,0,0,6,38,0,123,218,645,110,132,88,0,5,0,24,0,17,0,0,0,0,50,0,0,0,11,74,129,685
48,027,020701,14,38,13,9,15,0,18,0,0,0,0,0,0,0,0,0,0,10,23,22,340,0,46,10,19,8,5,13,0,0,0,0,0,0,0,0,0,0,3,17,32,349
48,027,020702,83,82,86,18,0,14,11,0,0,0,0,0,0,0,0,0,0,0,106,179,684,41,119,29,0,14,5,17,0,0,6,0,0,7,0,0,0,10,11,42,182,398
48,027,020800,95,179,55,45,41,0,42,0,0,0,0,23,0,57,18,0,0,14,126,198,897,63,215,36,0,15,21,20,0,10,9,0,0,0,0,29,0,0,46,59,311,852
48,027,020900,75,22,50,26,51,68,0,0,0,0,0,0,0,0,15,0,15,5,24,195,733,45,95,67,0,0,12,0,0,0,0,0,0,0,0,0,0,0,39,75,144,653
48,027,021000,203,87,13,0,23,11,0,0,0,0,0,11,0,0,0,0,0,8,151,373,1151,79,245,119,16,128,30,59,0,0,0,0,1,0,19,0,0,0,25,52,284,870
48,027,021100,200,157,0,10,0,63,12,0,0,0,0,42,52,0,44,0,0,0,119,494,1093,122,240,67,15,29,18,85,28,0,0,0,0,0,0,17,0,0,55,177,657,1362
48,027,021201,23,110,93,0,17,70,24,19,17,0,0,0,20,16,0,0,0,0,67,233,694,105,9,13,0,22,0,23,31,0,0,0,14,41,0,33,0,0,0,55,264,641
48,027,021202,201,116,65,0,0,0,12,22,0,0,0,0,10,0,16,0,0,53,239,173,1034,76,102,149,55,0,0,34,20,0,0,0,52,10,19,27,0,16,49,97,169,1122
48,027,021203,61,77,55,50,11,32,19,9,24,0,0,0,0,0,0,0,0,0,131,257,1058,141,34,29,47,92,32,55,10,6,0,0,27,0,0,0,0,0,22,80,202,1065
48,027,021301,174,142,0,0,0,126,0,27,15,14,0,28,0,9,99,0,0,0,49,296,1138,118,42,74,68,63,31,0,36,0,6,0,50,0,0,0,0,0,0,127,234,1566
48,027,021302,39,21,35,0,19,15,0,9,12,8,0,52,0,0,9,0,0,0,70,127,987,74,60,28,36,20,0,18,0,0,9,0,0,0,10,0,0,0,0,118,115,1196
48,027,021303,235,169,69,64,0,352,61,30,49,0,0,0,25,14,0,0,0,0,146,462,1435,149,153,12,0,22,34,62,0,10,17,0,0,14,0,0,0,0,31,166,618,1683
48,027,021400,156,174,110,67,6,0,3,0,17,8,0,0,0,15,0,4,0,35,83,148,1043,50,87,92,52,8,11,10,11,15,0,0,16,0,5,0,3,0,0,77,90,1179
48,027,021500,245,371,46,100,95,76,0,11,21,10,19,146,0,0,0,0,6,24,574,448,1304,253,261,144,90,11,7,0,10,10,10,39,72,43,0,10,0,0,24,231,393,1500
48,027,021601,148,67,107,10,177,0,24,9,0,0,0,23,0,0,16,16,55,84,235,219,1145,196,183,142,74,0,26,52,14,0,1,8,0,0,19,0,0,0,27,247,224,1222
48,027,021602,59,56,4,116,117,65,7,0,0,0,116,167,0,0,18,0,0,5,43,61,198,35,50,18,180,62,15,28,0,0,0,341,294,2,0,0,0,0,4,39,44,286
48,027,021700,245,219,146,103,0,25,0,0,0,0,0,0,67,71,64,0,0,1,189,333,1881,247,314,134,28,13,109,73,23,23,0,0,152,37,13,68,79,0,0,238,208,2442
48,027,021800,342,225,259,46,0,15,65,0,0,14,0,0,0,24,0,0,0,0,162,378,1258,352,358,126,42,43,135,61,0,0,0,0,32,22,20,10,0,50,14,75,636,1642
48,027,021901,95,64,17,16,12,6,13,9,0,0,0,0,17,0,30,0,0,70,82,157,977,56,99,20,34,69,20,27,4,0,0,0,0,11,13,0,0,0,12,62,146,1260
48,027,021903,433,717,284,164,61,111,264,15,44,0,14,0,61,0,0,0,0,19,213,550,1612,636,319,228,75,14,194,52,81,91,0,0,86,56,133,16,0,0,0,143,526,1896
48,027,021904,397,469,204,29,72,129,136,36,0,0,27,0,0,69,0,0,0,122,300,396,1799,234,194,317,82,55,130,33,51,0,0,60,0,13,0,0,0,0,56,99,632,1840
48,027,022000,309,358,253,45,283,60,33,16,0,31,0,0,0,41,30,0,0,151,190,617,1650,296,286,101,29,77,63,96,32,0,0,27,13,70,31,18,0,6,148,224,327,1682
48,027,022101,208,179,91,29,9,113,6,59,0,0,0,0,8,6,0,0,0,37,131,193,987,173,67,46,9,18,48,31,6,0,0,0,11,12,78,9,0,0,0,142,443,984
48,027,022103,124,157,119,45,8,55,43,24,9,0,0,0,8,16,0,0,0,14,273,302,780,279,286,37,27,98,79,97,0,0,0,0,32,9,20,0,0,0,0,194,529,926
48,027,022104,140,90,34,0,115,0,32,0,0,0,0,0,6,0,0,0,0,25,97,333,820,184,152,24,40,124,0,36,0,0,0,0,30,0,0,0,0,0,15,252,167,841
48,027,022105,56,45,29,31,0,6,0,0,0,0,14,0,9,0,9,0,0,0,80,162,248,72,82,29,20,4,55,3,0,0,0,0,0,7,0,16,0,0,3,118,178,345
48,027,022200,120,54,34,14,11,56,17,0,0,0,0,0,0,3,37,0,0,14,136,288,435,256,65,15,0,16,80,83,0,0,0,0,0,14,2,19,0,0,42,295,378,468
48,027,022300,190,91,53,0,28,73,6,0,0,6,0,10,16,13,20,15,0,5,240,417,807,155,132,86,0,76,62,26,7,7,0,0,0,34,0,27,0,0,11,114,228,757
48,027,022401,205,112,100,19,80,48,26,0,0,0,0,0,15,0,0,0,0,82,284,383,889,416,155,136,33,58,80,54,0,0,20,14,20,0,0,89,0,0,16,452,537,1213
48,027,022402,537,265,93,43,23,114,250,0,0,0,0,0,0,47,0,0,0,0,158,306,765,157,269,148,38,63,141,121,0,9,0,12,33,9,27,10,0,8,0,27,486,983
48,027,022403,102,136,113,22,9,24,10,0,0,0,0,0,0,43,0,0,0,0,99,388,894,107,207,33,81,68,23,79,35,0,0,0,0,63,0,0,0,0,0,85,196,836
48,027,022404,225,585,460,104,73,14,245,0,0,15,0,0,0,54,0,0,0,20,206,492,1390,364,444,325,151,108,29,266,0,0,0,0,0,87,55,0,0,0,0,134,681,2005
48,027,022405,0,7,22,9,23,75,29,0,0,0,8,0,0,0,4,0,0,26,83,290,235,54,57,38,46,63,99,11,0,0,0,9,0,0,3,0,0,0,0,170,111,254
48,027,022501,104,23,107,120,40,22,19,11,30,28,0,0,0,0,0,0,0,37,69,66,716,32,26,21,0,0,31,25,0,0,0,10,0,0,19,0,0,0,89,44,146,831
48,027,022502,225,417,352,68,38,335,152,67,0,35,95,31,0,0,0,47,44,0,305,709,1572,157,363,57,60,203,270,72,101,36,0,0,0,33,40,0,0,0,34,264,794,1811
48,027,022600,92,61,18,80,17,0,33,0,4,0,0,10,0,9,25,0,0,18,194,309,836,35,39,37,24,58,12,20,0,17,0,0,11,0,19,0,0,0,116,144,109,796
48,027,022801,125,81,21,0,50,37,7,0,0,0,0,0,0,0,0,0,0,13,79,250,449,96,117,44,9,10,39,14,0,0,0,0,0,0,18,0,28,0,21,60,148,440
48,027,022900,115,40,6,10,10,25,10,0,0,0,0,0,26,0,0,0,0,0,217,453,752,186,79,27,13,68,111,17,0,0,0,0,0,0,0,0,0,0,24,366,228,771
48,027,023000,268,279,33,12,61,51,143,0,0,0,0,27,0,44,64,0,0,78,175,752,1365,260,244,148,22,82,119,177,0,0,0,0,9,0,0,0,0,0,0,307,634,1536
48,027,023103,229,119,132,18,57,102,21,0,0,0,0,0,10,0,13,0,0,0,140,420,930,95,87,32,0,29,88,23,0,0,0,0,28,12,0,25,0,0,24,49,391,978
48,027,023104,221,89,50,31,19,33,16,0,0,0,0,0,41,0,30,0,0,39,234,433,499,151,136,35,53,30,146,57,12,0,0,0,0,0,23,0,0,0,17,203,264,788
48,027,023105,879,352,123,107,78,273,130,0,17,0,0,0,29,28,131,0,0,61,795,1080,1029,529,277,209,132,80,193,179,0,17,0,0,14,22,15,38,0,0,56,477,1126,1320
48,027,023106,369,561,76,66,144,127,68,72,0,0,21,0,38,31,0,0,0,32,585,975,1482,214,354,175,0,172,275,42,18,0,0,0,67,45,85,126,0,0,13,550,911,1367
48,027,023107,354,290,119,40,101,172,17,0,0,0,0,0,0,46,0,0,0,89,335,733,765,276,421,105,44,51,204,27,192,0,0,0,0,58,76,25,0,0,21,346,855,884
48,027,023108,405,437,558,112,160,323,96,0,0,0,0,22,53,52,53,0,0,0,466,1151,1803,330,631,238,202,255,151,295,44,0,12,0,40,138,18,44,0,0,16,651,855,2311
48,027,023201,40,70,6,0,0,41,18,10,5,0,0,0,5,6,13,0,0,0,189,293,187,79,45,0,9,82,31,20,4,4,0,0,52,0,27,12,11,0,20,168,236,202
48,027,023202,269,318,116,146,92,96,26,0,10,0,0,0,9,30,0,29,0,333,1204,784,436,344,120,84,8,104,193,65,66,0,0,0,6,24,27,11,0,0,141,383,404,199
48,027,023203,238,137,38,9,15,68,27,0,0,0,0,0,31,0,12,0,0,0,95,392,117,145,89,48,0,32,72,0,0,0,0,0,0,18,6,0,0,0,6,78,499,124
48,027,023204,96,90,9,6,97,66,84,4,0,0,0,0,0,0,0,0,0,374,1564,924,119,94,36,84,14,71,62,0,0,0,0,0,23,0,0,0,0,0,53,313,295,119
48,027,023300,177,227,239,60,0,120,141,0,0,0,0,0,15,0,16,27,0,9,127,445,1937,178,282,211,47,100,136,70,37,0,0,0,0,41,0,29,14,0,0,148,497,2111
48,027,023402,152,105,69,28,21,18,10,0,7,2,5,0,0,15,8,4,0,37,116,270,1020,139,172,102,74,26,26,37,41,0,0,0,0,0,0,13,0,8,0,50,231,1193
48,027,023403,58,230,73,9,24,21,4,22,0,0,0,16,0,20,4,0,0,22,136,225,1814,10,153,120,37,52,19,26,13,0,17,0,9,12,18,0,0,0,0,43,225,1507
48,027,023404,78,144,60,0,19,0,15,0,0,0,27,35,0,0,0,0,0,0,18,99,902,36,57,87,0,4,0,15,10,8,0,0,0,0,0,33,0,0,0,0,141,999
48,027,023500,151,54,22,0,0,20,21,15,0,5,0,0,0,10,0,0,0,0,76,203,341,94,35,31,0,25,7,20,0,0,0,0,0,5,0,0,0,0,7,97,162,347
48,027,980001,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,216,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,43,21,0
48,027,980002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,027,980003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,029,110100,0,41,16,46,11,123,52,0,0,0,0,0,43,103,0,1,1,20,82,561,1055,25,15,0,5,23,39,52,9,0,0,8,0,14,15,0,0,0,0,17,291,650
48,029,110300,48,177,68,6,22,34,42,0,0,0,0,21,0,0,0,0,0,9,55,142,760,34,0,61,0,12,16,0,0,0,0,40,14,0,18,0,0,0,13,103,218,821
48,029,110500,39,65,59,0,37,0,0,0,0,0,0,0,14,0,0,0,0,12,11,43,230,115,101,23,0,0,12,0,0,0,0,0,0,13,15,0,0,0,5,155,118,437
