state,county,tract,C18108_003E,C18108_004E,C18108_005E,C18108_007E,C18108_008E,C18108_009E,C18108_011E,C18108_012E,C18108_013E
48,201,331300,0,15,1199,114,497,2628,149,239,482
48,201,331400,50,0,979,182,182,992,54,146,72
48,201,331500,0,0,1867,352,209,4181,89,295,934
48,201,331601,17,104,1316,305,368,3596,170,229,510
48,201,331602,14,13,613,186,115,1059,103,37,58
48,201,331700,7,0,1283,107,338,1553,88,193,353
48,201,331800,28,0,1087,73,277,2000,66,84,188
48,201,331900,12,18,403,150,156,1374,158,134,269
48,201,332000,67,21,1476,296,414,2266,162,272,282
48,201,332100,27,31,1031,107,130,1312,70,119,142
48,201,332200,16,0,1381,218,257,2958,90,181,206
48,201,332300,17,0,546,124,124,1748,96,138,221
48,201,332400,25,0,823,207,219,2001,91,213,547
48,201,332500,14,0,602,92,214,1686,50,94,330
48,201,332600,57,0,2216,281,107,3856,66,469,376
48,201,332700,41,5,986,75,95,1689,28,67,103
48,201,332800,27,6,1603,146,156,2264,31,64,205
48,201,332900,0,36,1491,103,222,2661,13,191,168
48,201,333000,15,0,1063,152,86,2158,32,47,171
48,201,333100,11,11,1223,27,133,2209,25,97,136
48,201,333201,0,0,1525,92,47,3053,94,59,152
48,201,333202,46,0,1719,265,75,3488,11,121,408
48,201,333300,81,66,3647,253,159,6028,57,32,265
48,201,333500,0,0,1886,121,128,4193,54,59,237
48,201,333600,0,0,918,32,74,2160,38,20,180
48,201,333700,19,3,859,88,10,1910,14,37,154
48,201,333800,106,28,3177,354,211,5561,106,71,312
48,201,333901,29,26,2731,91,245,5689,0,0,199
48,201,333902,158,41,2066,137,205,5273,46,76,374
48,201,334001,12,94,900,71,52,1698,88,113,178
48,201,334002,0,9,564,17,52,1886,3,39,26
48,201,334003,19,0,1175,202,76,4602,40,84,592
48,201,334100,135,0,2909,244,245,6823,201,174,486
48,201,340100,27,54,1618,217,158,3402,125,17,135
48,201,340201,0,0,414,35,0,963,21,66,188
48,201,340202,24,23,1287,47,148,3370,9,6,186
48,201,340203,13,0,1096,52,21,3024,33,56,437
48,201,340301,0,0,946,51,17,2461,99,51,517
48,201,340302,0,0,1928,73,39,4104,137,170,1015
48,201,340400,5,0,243,26,33,769,32,44,245
48,201,340500,23,20,1167,130,68,4360,109,44,796
48,201,340600,57,9,404,102,88,1344,59,60,423
48,201,340700,0,18,2008,237,83,4651,317,62,523
48,201,340800,6,36,1412,64,36,3567,101,25,392
48,201,340900,38,0,1607,140,110,2952,61,37,146
48,201,341000,100,64,1384,199,75,4188,98,172,415
48,201,341100,0,20,759,232,80,2584,52,59,75
48,201,341201,31,21,1099,143,38,2884,61,43,37
48,201,341202,0,0,823,278,37,2978,74,150,607
48,201,341301,42,0,643,150,176,3162,85,15,654
48,201,341302,0,0,586,63,52,2052,143,4,84
48,201,341400,36,6,1131,273,90,2830,226,81,449
48,201,341501,59,0,1626,218,59,4258,60,78,494
48,201,341502,68,0,962,352,57,2631,97,28,136
48,201,341600,67,0,1565,114,186,3154,90,64,407
48,201,341700,64,0,563,162,74,1332,81,85,207
48,201,341800,9,0,386,51,41,1072,41,31,125
48,201,342001,33,17,1736,200,61,4350,130,73,360
48,201,342002,0,0,983,141,46,2220,41,30,224
48,201,342100,102,9,780,176,80,2432,61,45,223
48,201,342200,11,0,1101,129,153,1887,68,45,145
48,201,342300,59,29,2273,324,238,3776,77,133,242
48,201,342400,39,0,941,95,37,2044,62,44,156
48,201,342500,80,0,1214,113,101,3313,93,279,406
48,201,342700,84,33,1311,229,173,2756,122,131,385
48,201,342800,24,40,2313,311,120,5396,105,109,469
48,201,342900,31,0,1599,229,172,3360,161,146,391
48,201,343000,14,14,2239,399,221,4591,23,151,345
48,201,343100,25,50,1192,256,174,2513,30,96,275
48,201,343200,79,0,1372,223,151,2991,51,30,248
48,201,343301,49,132,942,226,230,2632,64,175,109
48,201,343302,59,0,1303,208,152,3266,22,77,249
48,201,343600,64,6,606,229,96,1837,57,126,310
48,201,343700,59,27,707,57,70,1616,104,78,234
48,201,350100,124,25,3995,392,161,9032,186,192,1673
48,201,350200,43,35,2226,157,143,5369,133,113,752
48,201,350300,35,20,1496,221,74,3522,26,168,764
48,201,350400,16,15,1882,189,182,3370,44,136,347
48,201,350500,74,0,2571,183,200,4214,74,114,266
48,201,350601,7,0,1279,368,20,2690,62,44,186
48,201,350602,23,16,2404,193,47,5355,69,72,595
48,201,350700,15,11,480,103,64,1298,63,82,299
48,201,350801,56,25,1113,224,60,2999,91,69,350
48,201,350802,23,0,1936,171,108,4921,147,55,383
48,201,410100,0,0,527,169,138,2683,25,144,142
48,201,410200,0,0,269,138,102,4117,46,67,122
48,201,410300,0,8,150,60,29,1913,28,13,210
48,201,410401,10,0,326,167,29,2986,93,65,310
48,201,410402,15,0,249,26,62,2436,33,11,165
48,201,410500,32,33,382,207,71,3258,24,15,231
48,201,410600,0,0,68,48,20,3118,0,47,141
48,201,410701,0,0,230,191,107,2960,100,86,410
48,201,410702,0,0,190,163,111,2076,39,50,99
48,201,410800,0,0,388,99,70,2779,58,56,170
48,201,410900,0,0,204,58,33,2065,13,20,215
48,201,411000,0,0,421,127,21,3802,163,32,421
48,201,411100,44,0,908,52,9,2238,61,59,519
48,201,411200,5,13,423,7,0,863,43,57,452
48,201,411300,0,0,149,91,37,2658,0,36,392
48,201,411400,0,0,539,43,0,1425,63,187,513
48,201,411501,32,0,439,175,45,4297,149,81,470
48,201,411502,0,0,145,38,16,3340,90,12,280
48,201,411600,0,0,421,83,22,1483,50,12,400
48,201,411700,14,0,213,92,65,2226,36,7,100
48,201,411800,0,15,659,21,35,3078,164,143,454
48,201,411900,0,0,391,31,58,2553,13,63,546
48,201,412000,18,9,582,45,19,1904,32,41,423
48,201,412100,0,0,56,32,6,2484,0,0,0
48,201,412200,50,0,1246,104,20,3713,56,70,457
48,201,412300,33,0,1920,78,38,4048,62,47,821
48,201,412400,16,0,1290,25,38,2447,31,16,468
48,201,412500,0,0,537,16,23,1054,10,33,143
48,201,412600,35,0,1256,22,0,2375,38,26,168
48,201,412700,9,4,722,37,27,1892,54,110,352
48,201,412800,23,0,2041,58,0,3078,93,90,304
48,201,412900,41,0,705,138,32,2879,67,138,381
48,201,413000,24,43,1017,63,56,2392,80,70,263
48,201,413100,8,9,1212,33,0,1942,39,9,256
48,201,413201,13,0,339,50,49,2059,3,68,86
48,201,413202,0,0,253,94,77,2106,60,19,324
48,201,413300,54,0,1360,295,56,4313,138,145,664
48,201,420100,0,16,704,121,33,2061,6,64,96
48,201,420200,25,0,567,24,49,1573,53,71,253
48,201,420300,0,0,699,62,78,2117,45,85,400
48,201,420400,0,50,566,94,86,2150,25,88,348
48,201,420500,41,39,1104,123,30,1812,9,64,119
48,201,420600,29,0,444,59,6,1273,48,110,216
48,201,420700,23,0,816,83,56,1735,43,125,453
48,201,420800,3,0,599,39,15,1496,83,64,333
48,201,420900,41,0,1701,156,44,3431,21,52,655
48,201,421000,13,5,565,92,11,1525,37,17,254
48,201,421101,33,0,889,39,7,2385,12,9,57
48,201,421102,32,13,1654,64,66,2719,0,0,96
48,201,421201,42,0,738,112,34,2658,14,56,57
48,201,421202,49,0,1210,78,97,2140,0,44,45
48,201,421300,22,0,2189,220,216,3743,15,113,179
48,201,421401,18,18,1175,70,0,2133,0,8,34
48,201,421402,0,39,1649,203,83,2068,0,0,48
48,201,421403,39,8,1235,117,76,2105,27,37,142
48,201,421500,36,32,1270,203,165,3781,81,55,279
48,201,421600,18,28,2479,89,72,3750,17,112,96
48,201,421700,0,0,862,83,32,2891,106,135,490
48,201,421800,12,0,1225,125,0,3537,63,136,389
48,201,421900,19,6,539,19,45,1314,121,89,410
48,201,422000,0,0,669,67,67,1516,97,106,329
48,201,422100,95,0,883,191,162,3004,85,219,457
48,201,422200,18,0,1537,109,134,2817,130,101,125
48,201,422301,203,0,2394,182,430,4198,15,26,191
48,201,422302,16,7,643,72,73,1505,128,72,81
48,201,422401,120,52,1076,115,86,2082,124,199,369
48,201,422402,14,0,1517,57,52,3608,31,66,379
48,201,422500,60,0,2108,140,87,4016,35,143,436
48,201,422600,0,18,1420,139,218,3906,118,261,314
48,201,422701,24,0,1366,64,46,2746,110,105,189
48,201,422702,38,0,856,109,42,2025,62,57,258
48,201,422800,48,0,687,138,73,2596,107,229,335
48,201,422900,37,0,1142,244,127,2501,72,112,143
48,201,423000,24,51,1442,312,140,2788,69,59,255
48,201,423100,26,0,799,64,47,1716,11,0,38
48,201,423201,37,0,799,66,69,1987,56,25,345
48,201,423202,106,31,3034,149,204,4809,33,55,143
48,201,423301,52,7,952,261,108,2405,120,161,498
48,201,423302,139,20,1022,149,252,2678,192,110,482
48,201,423401,23,44,1552,150,178,3294,66,98,283
48,201,423402,20,9,1089,69,120,2604,104,68,269
48,201,423500,8,0,402,56,17,1175,17,41,257
48,201,423600,7,0,1663,447,150,3987,43,136,458
48,201,430100,0,0,987,84,0,3969,150,306,717
48,201,430200,0,8,292,19,0,958,49,15,161
48,201,430300,6,6,1313,46,0,2543,62,72,497
48,201,430400,25,0,698,34,30,1759,33,126,523
48,201,430500,0,0,767,17,47,1443,62,38,261
48,201,430600,14,0,1161,14,25,1888,54,39,582
48,201,430700,10,0,710,57,0,1536,136,216,599
48,201,430800,18,8,1383,18,48,2611,60,49,493
48,201,430900,68,13,1440,130,69,3266,210,201,923
48,201,431000,0,0,1032,122,2,3240,89,161,1058
48,201,431101,0,0,161,14,87,2362,36,91,516
48,201,431102,0,0,830,23,15,2321,70,254,253
48,201,431201,0,0,829,181,156,2815,35,165,193
48,201,431202,0,63,717,148,55,3108,99,30,424
48,201,431301,30,0,906,62,13,3852,118,115,186
48,201,431302,0,0,740,66,101,2243,95,173,372
48,201,431401,11,0,230,100,38,1681,31,20,98
48,201,431402,0,0,345,11,19,2618,97,34,341
48,201,431501,0,0,310,58,33,2287,142,288,414
48,201,431502,11,12,449,68,6,2389,76,74,467
48,201,431600,0,15,470,102,0,1744,140,150,677
48,201,431700,0,0,447,136,62,2510,112,56,1082
48,201,431801,0,0,453,77,18,2017,92,25,493
48,201,431802,0,0,168,70,52,2702,0,126,304
48,201,431900,0,0,111,23,0,2780,41,33,204
48,201,432001,4,22,555,42,47,2632,56,28,134
48,201,432002,0,0,768,160,16,3389,17,15,166
48,201,432100,47,0,989,148,71,3729,26,46,172
48,201,432200,0,0,1044,183,56,2615,50,89,298
48,201,432300,0,0,1373,173,220,5093,44,45,47
48,201,432400,60,0,1023,158,41,3629,40,32,134
48,201,432500,21,0,1592,421,142,3227,26,63,240
48,201,432600,0,23,621,29,27,1355,46,6,124
48,201,432701,50,0,1897,219,70,4654,13,72,33
48,201,432702,0,0,684,127,132,1893,14,23,146
48,201,432801,0,0,1361,112,61,3320,12,39,85
48,201,432802,52,0,1583,294,131,3226,30,136,388
48,201,432901,0,23,887,16,39,2097,0,23,22
48,201,432902,62,0,1765,83,96,3918,52,105,193
48,201,433001,17,0,1742,51,102,3361,7,71,55
48,201,433002,0,0,1230,57,25,2970,0,33,21
48,201,433003,0,0,1610,24,0,3228,35,172,122
48,201,433100,15,0,971,83,25,2019,8,11,21
48,201,433201,54,18,1382,83,135,2832,72,107,608
48,201,433202,0,0,1411,87,99,2500,33,134,343
48,201,433300,34,0,1064,143,115,2648,124,285,443
48,201,433400,0,0,1170,147,66,2978,77,67,175
48,201,433501,46,10,2684,145,99,3256,0,41,45
48,201,433502,0,25,2449,247,177,3742,26,0,83
48,201,433600,53,0,1321,80,144,2361,26,0,159
48,201,440100,0,190,1355,140,72,4527,47,87,361
48,201,450100,6,0,451,34,4,940,45,62,231
48,201,450200,25,0,1368,67,84,2517,68,84,493
48,201,450300,44,38,1381,121,164,4184,4,78,523
48,201,450400,0,0,867,168,32,3111,76,44,430
48,201,450500,9,0,473,27,0,1479,25,58,690
48,201,450600,0,0,1079,95,17,2427,36,42,471
48,201,450700,0,0,2358,213,62,3242,192,148,825
48,201,450801,0,0,244,21,56,1123,64,59,155
48,201,450802,0,0,3079,46,86,5128,86,91,323
48,201,450900,7,0,581,45,26,1665,80,24,320
48,201,451001,0,17,1117,89,18,3318,26,54,310
48,201,451002,105,0,1615,329,78,3139,7,26,102
48,201,451100,10,0,485,155,57,2942,57,19,509
48,201,451200,34,0,467,15,75,1741,58,89,421
48,201,451300,0,0,1211,114,317,4043,218,137,596
48,201,451401,0,10,603,19,7,2100,141,107,328
48,201,451402,0,0,840,23,64,3491,79,0,133
48,201,451403,0,0,1150,150,75,3510,44,0,101
48,201,451500,0,0,669,96,104,3427,57,42,191
48,201,451601,0,21,1404,26,0,3225,221,411,904
48,201,451602,0,25,1597,73,30,4757,29,109,262
48,201,451700,0,25,818,15,129,2338,33,9,177
48,201,451800,22,0,1337,195,91,3338,56,41,338
48,201,451901,26,0,1862,191,177,4688,80,108,214
48,201,451902,13,0,497,33,67,1612,26,70,209
48,201,452000,43,28,1858,311,313,5177,61,74,183
48,201,452100,0,0,1365,130,18,6108,100,181,825
48,201,452201,0,0,575,112,23,3217,18,25,174
48,201,452202,0,0,198,0,0,1927,14,30,47
48,201,452300,0,0,737,46,43,1623,8,7,122
48,201,452400,62,0,2030,161,132,4778,150,14,462
48,201,452500,152,41,2777,346,106,5086,96,108,531
48,201,452600,37,50,2775,209,313,4219,56,114,394
48,201,452700,28,15,3012,133,123,6605,101,413,379
48,201,452801,86,0,1299,221,95,3466,48,171,364
48,201,452802,32,48,1471,93,187,3147,38,62,188
48,201,452900,7,20,1238,57,171,2557,24,81,212
48,201,453000,45,0,2164,185,0,5627,70,191,381
48,201,453100,0,0,1270,149,135,2550,51,78,140
48,201,453200,232,42,1999,377,32,4018,42,147,256
48,201,453300,13,0,646,62,174,1515,18,0,51
48,201,453401,0,0,657,133,115,1928,64,119,180
48,201,453402,46,79,2285,120,125,5281,0,63,421
48,201,453403,47,0,1114,120,199,1894,25,68,43
48,201,453501,19,27,1689,172,104,4069,56,96,275
48,201,453502,49,10,838,147,86,1966,16,129,198
48,201,453601,0,0,573,61,43,1153,20,48,117
48,201,453602,80,56,2059,462,503,4299,176,167,282
48,201,453700,39,64,1617,333,461,5253,88,145,196
48,201,453800,30,8,864,230,86,1922,110,158,208
48,201,453900,86,0,2419,178,336,6093,68,111,508
48,201,454000,25,18,1062,85,40,3482,40,47,235
48,201,454100,8,93,1192,87,38,2123,22,58,238
48,201,454200,33,0,1015,118,58,2439,19,92,204
48,201,454301,93,18,2911,274,82,7210,100,91,594
48,201,454302,18,0,1375,78,244,4318,38,121,453
48,201,454400,0,0,132,0,0,389,3,0,17
48,201,454501,0,0,2289,116,52,5214,169,55,526
48,201,454502,12,0,740,31,99,1441,44,10,85
48,201,454600,0,0,1012,130,16,3319,56,125,325
48,201,454700,5,0,1637,98,145,4306,51,33,514
48,201,454800,78,0,2119,168,171,4129,262,194,418
48,201,454900,42,70,3452,282,149,7057,92,30,468
48,201,455000,16,0,672,51,81,1704,10,18,163
48,201,455101,0,19,1543,216,223,3913,62,78,409
48,201,455102,11,71,971,130,80,2120,48,19,73
48,201,455200,58,0,950,139,61,2568,83,107,447
48,201,455300,8,14,905,217,132,2202,37,20,144
48,201,510100,25,0,276,36,31,1513,39,70,88
48,201,510200,0,0,356,124,141,4574,54,152,286
48,201,510300,0,0,963,144,172,3571,82,132,290
48,201,510400,0,0,643,31,37,2852,18,131,221
48,201,510500,8,0,454,54,29,2267,21,36,194
48,201,510600,0,0,401,65,0,3558,40,140,135
48,201,510700,0,0,194,63,87,2740,0,19,102
48,201,510800,6,0,821,232,49,5423,33,123,557
48,201,510900,25,9,1401,208,89,4931,30,56,268
48,201,511001,0,0,351,36,33,1787,52,64,233
48,201,511002,26,0,624,159,62,2963,30,82,299
48,201,511100,60,0,467,14,37,2173,34,72,85
48,201,511200,0,32,765,28,57,3500,107,88,315
48,201,511301,73,11,539,195,148,2568,140,85,107
48,201,511302,14,0,635,98,21,2501,95,117,251
48,201,511400,42,0,414,240,41,2249,27,87,149
48,201,511500,26,32,1007,375,270,4212,94,157,281
48,201,511600,10,7,891,259,46,2455,66,165,158
48,201,520100,63,5,438,151,116,1474,37,57,92
48,201,520200,0,0,998,86,80,2285,48,59,256
48,201,520300,0,0,1471,112,227,2900,61,111,171
48,201,520400,0,0,1106,129,144,1925,32,127,76
48,201,520500,81,26,2382,323,312,4600,39,144,426
48,201,520601,29,55,714,13,53,1224,40,86,117
48,201,520602,70,22,2223,86,148,3200,35,60,241
48,201,520700,21,0,1150,101,203,2121,28,126,179
48,201,521000,0,0,575,51,28,1199,17,25,95
48,201,521100,0,12,712,59,32,1319,37,16,63
48,201,521200,93,49,1726,67,137,4182,30,107,194
48,201,521300,24,0,1594,160,108,3429,57,178,302
48,201,521400,211,42,2050,290,143,4234,18,33,135
48,201,521500,46,43,1310,106,253,3412,59,138,399
48,201,521600,66,31,1093,158,54,1925,28,69,147
48,201,521700,16,34,2007,117,148,4556,0,68,78
48,201,521800,45,38,1165,183,58,3278,81,165,373
48,201,521900,11,0,1692,83,119,4214,192,79,782
48,201,522000,9,45,931,119,153,2583,228,133,430
48,201,522100,43,81,2315,312,324,4637,57,237,564
48,201,522201,8,0,1027,242,184,2384,103,21,253
48,201,522202,158,22,1075,95,122,2192,39,39,290
48,201,522301,33,0,955,141,109,2822,38,34,184
48,201,522302,14,0,1000,161,143,2467,59,76,103
48,201,522401,0,0,1284,96,87,3343,94,75,469
48,201,522402,19,0,1214,44,19,2161,7,29,357
48,201,522500,27,0,1221,149,9,2523,86,104,425
48,201,530100,18,0,1763,188,66,4053,9,99,138
48,201,530200,24,0,677,129,92,2318,75,81,481
48,201,530300,21,0,555,135,136,1265,50,84,134
48,201,530400,18,0,764,150,113,1090,86,114,267
48,201,530500,56,0,994,178,154,2452,63,192,260
48,201,530600,0,21,730,186,138,1956,33,78,135
48,201,530700,19,0,1997,76,176,2997,97,152,205
48,201,530800,6,16,746,172,137,1973,140,156,608
48,201,530900,12,12,1142,152,201,2220,165,98,388
48,201,531000,15,0,753,99,60,2448,21,81,268
48,201,531100,0,0,447,80,62,1762,77,34,213
48,201,531200,0,0,617,10,43,1833,52,96,219
48,201,531300,0,46,1732,186,171,3334,10,158,293
48,201,531400,10,0,239,21,42,1273,54,64,282
48,201,531500,13,0,452,79,30,1867,102,51,318
48,201,531600,11,0,726,32,117,1722,94,43,292
48,201,531700,14,0,641,44,70,1904,53,92,223
48,201,531800,0,0,427,98,116,1032,44,79,147
48,201,531900,39,0,1092,246,202,2256,205,142,266
48,201,532001,36,66,1231,140,338,3408,68,108,185
48,201,532002,0,0,218,8,34,523,46,27,179
48,201,532100,0,41,2030,203,226,3750,150,164,345
48,201,532200,73,0,884,81,47,1594,38,0,120
48,201,532300,61,41,1476,216,177,3627,24,128,150
48,201,532400,65,0,1575,145,47,3748,77,126,328
48,201,532501,18,17,2742,315,234,5289,78,61,300
48,201,532502,0,0,1818,164,7,3609,78,79,199
48,201,532600,32,0,1935,284,232,3375,81,98,167
48,201,532700,43,15,1283,140,295,3017,75,85,391
48,201,532800,0,0,338,12,64,998,37,50,124
48,201,532900,28,58,1444,83,103,3119,57,111,211
48,201,533000,0,60,1133,157,84,1175,19,29,74
48,201,533100,24,16,2045,206,343,3470,35,160,317
48,201,533200,33,9,873,134,316,1631,51,47,237
48,201,533300,73,50,2028,376,265,3124,164,284,272
48,201,533400,114,114,3455,353,664,5436,161,236,538
48,201,533500,8,0,1177,57,218,2629,89,138,370
48,201,533600,17,77,1505,109,118,3295,98,85,62
48,201,533701,117,48,2300,64,133,3088,35,38,75
48,201,533702,23,21,1103,165,116,1979,136,95,57
48,201,533801,60,14,3097,197,375,5005,41,96,195
48,201,533802,84,92,2279,92,113,3573,23,225,217
48,201,533901,52,27,3391,450,386,5329,106,144,460
48,201,533902,79,39,1375,89,107,2529,72,153,179
48,201,534001,16,6,817,38,52,1765,15,26,95
48,201,534002,50,0,1631,88,171,3330,114,171,167
48,201,534003,28,2,874,57,19,1534,0,55,14
48,201,534100,0,0,2288,305,138,4608,230,151,411
48,201,534201,0,0,508,152,86,1194,13,51,18
48,201,534202,0,17,1758,281,71,5762,55,71,739
48,201,534203,0,0,567,102,9,889,5,47,32
48,201,540100,131,53,3347,225,154,7366,168,150,669
48,201,540200,26,0,644,69,64,1963,8,53,141
48,201,540501,56,38,1808,43,23,3857,66,59,228
48,201,540502,21,0,842,156,152,3068,122,43,464
48,201,540601,14,0,1041,43,46,2981,42,85,127
48,201,540602,52,0,2116,120,112,4309,64,89,241
48,201,540700,14,47,1890,175,221,4881,46,58,438
48,201,540800,30,15,2774,208,197,4494,108,141,208
48,201,540901,0,0,448,60,185,1712,14,57,136
48,201,540902,60,0,1692,226,208,4768,34,75,364
48,201,541001,125,0,2767,326,239,6521,148,121,229
48,201,541002,13,0,2602,39,94,5084,126,197,304
48,201,541003,129,0,4465,272,167,8781,67,144,387
48,201,541100,11,54,1730,314,70,4265,71,92,387
48,201,541201,26,46,2449,173,73,5329,58,63,276
48,201,541202,26,17,2434,315,117,5635,61,92,529
48,201,541203,61,0,507,108,7,1664,25,37,216
48,201,541300,32,21,3754,372,155,7822,42,186,195
48,201,541400,0,0,5019,118,167,9193,114,67,741
48,201,541500,13,42,1636,104,149,2970,30,70,195
48,201,541601,10,0,1082,267,110,2829,81,89,634
48,201,541602,107,0,3079,134,233,6093,133,87,501
48,201,541700,43,18,3163,233,176,7331,134,35,260
48,201,541800,7,0,1413,199,104,3594,15,34,253
48,201,541900,71,29,1596,49,44,5052,25,78,240
48,201,542000,46,82,4099,402,151,9058,107,346,451
48,201,542101,360,0,5973,398,203,10062,145,237,443
48,201,542102,0,0,4660,395,198,8813,38,130,350
48,201,542200,175,62,5508,417,214,10792,132,102,470
48,201,542301,233,86,4069,313,76,8261,146,195,310
48,201,542302,67,14,2398,248,233,3967,69,50,368
48,201,542400,26,0,2865,144,171,6124,35,171,281
48,201,542500,29,0,476,60,58,1409,139,80,350
48,201,542600,9,0,1366,117,20,2767,31,74,124
48,201,542700,89,0,1002,181,90,2439,133,199,328
48,201,542800,50,0,2055,62,108,4423,166,25,415
48,201,542900,39,37,3554,486,154,8118,11,60,451
48,201,543001,47,25,3303,162,182,5332,92,0,349
48,201,543002,91,13,4411,134,27,7704,162,114,630
48,201,543003,167,40,6664,309,326,10407,93,149,449
48,201,543100,14,0,1050,52,73,1341,50,40,82
48,201,543200,18,0,1490,260,174,3497,122,42,561
48,201,550100,41,33,2030,130,79,2563,25,3,44
48,201,550200,91,28,1279,133,124,2171,4,27,54
48,201,550301,0,0,2711,83,120,4439,26,32,60
48,201,550302,0,0,2853,505,285,5523,44,182,295
48,201,550401,97,40,3660,215,170,6774,140,81,289
48,201,550402,94,34,3386,210,271,6155,103,31,279
48,201,550500,10,0,1691,59,143,3301,68,17,235
48,201,550601,69,16,2261,151,177,4224,14,73,346
48,201,550602,12,0,1001,72,54,1607,29,9,86
48,201,550603,49,2,1513,50,92,3349,18,52,186
48,201,550700,16,27,855,55,87,1919,25,18,64
48,201,550800,79,11,1369,100,133,2254,16,67,111
48,201,550900,69,78,2850,107,177,5499,87,114,240
48,201,551000,42,27,959,116,98,1851,13,0,90
48,201,551100,88,8,2993,205,442,6024,22,114,422
48,201,551200,0,17,1639,198,90,3786,65,173,642
48,201,551300,0,0,1060,48,156,2265,28,54,314
48,201,551400,0,0,997,48,34,3581,77,77,324
48,201,551500,64,28,2608,139,116,5143,86,63,90
48,201,551600,0,51,2302,184,162,5068,85,66,465
48,201,551701,107,87,1870,116,27,5829,29,66,335
48,201,551702,0,0,1034,39,88,2449,0,84,332
48,201,551703,13,18,1685,125,46,4662,33,113,552
48,201,551800,8,20,757,133,61,2733,111,175,706
48,201,551900,66,41,1573,150,336,3844,0,21,96
48,201,552001,0,114,2553,118,90,5534,97,291,614
48,201,552002,0,0,531,0,10,1271,28,29,57
48,201,552101,26,0,957,75,121,2404,13,78,144
48,201,552102,120,0,1290,154,107,3575,97,95,619
48,201,552103,27,3,828,142,36,1816,49,45,136
48,201,552200,0,0,1814,239,105,3560,160,75,276
48,201,552301,52,37,893,131,93,2051,98,144,300
48,201,552302,9,17,1629,104,69,3108,25,39,356
48,201,552400,18,0,2081,206,96,3886,302,98,473
48,201,552500,26,0,2786,507,127,6360,122,167,388
48,201,552601,16,7,1779,118,106,2852,63,53,178
48,201,552602,0,0,1647,158,77,4179,38,75,454
48,201,552700,65,0,1516,101,251,5333,164,304,443
48,201,552800,74,0,1511,264,0,5399,373,267,1317
48,201,552900,13,16,932,185,299,3975,147,263,925
48,201,553001,83,17,1194,161,31,3330,42,190,623
48,201,553002,66,0,903,133,121,2693,64,219,459
48,201,553100,0,57,1374,88,56,3704,87,142,515
48,201,553200,13,38,1664,196,253,3401,37,131,412
48,201,553300,4,0,1377,127,84,3312,15,69,98
48,201,553401,19,10,894,48,143,2248,101,102,392
48,201,553402,8,0,1417,169,46,4564,189,156,365
48,201,553403,60,42,1861,82,16,3860,38,114,278
48,201,553500,116,0,1136,102,252,3631,140,81,542
48,201,553600,15,42,1802,165,43,4283,161,33,412
48,201,553700,34,21,986,130,76,2303,47,79,342
48,201,553801,18,0,626,23,28,1729,48,43,114
48,201,553802,15,74,1645,122,53,4757,64,57,776
48,201,553900,81,0,2085,137,115,4719,159,42,662
48,201,554001,39,0,879,130,0,2100,50,132,286
48,201,554002,18,0,1011,117,55,2488,91,95,428
48,201,554101,15,0,425,7,3,647,30,0,175
48,201,554102,0,0,2656,299,172,6472,59,103,572
48,201,554200,20,2,2076,137,125,5200,41,78,239
48,201,554301,82,0,1338,135,104,4053,166,148,913
48,201,554302,19,22,1091,172,60,2696,47,44,426
48,201,554401,149,64,4781,181,138,8822,66,132,616
48,201,554402,0,10,4138,253,137,7218,72,139,801
48,201,554403,69,49,3113,492,251,5431,15,46,255
48,201,554501,45,0,1967,110,82,3391,18,35,361
48,201,554502,38,0,1906,62,29,3776,36,59,501
48,201,554600,41,0,1082,45,10,2990,69,70,420
48,201,554700,42,18,2075,75,100,4704,101,87,519
48,201,554801,85,87,5094,174,259,9252,214,141,328
48,201,554802,79,0,5254,407,193,7852,76,142,965
48,201,554901,125,14,2762,141,99,5435,154,83,244
48,201,554902,0,15,2095,10,93,4260,40,70,627
48,201,554903,0,0,3628,98,51,6445,74,148,666
48,201,555000,31,14,2143,225,123,4303,76,65,556
48,201,555100,26,14,2433,188,367,4718,123,50,522
48,201,555200,151,47,1620,242,228,4095,169,40,333
48,201,555301,0,0,188,3,24,426,14,10,103
48,201,555302,92,26,4461,206,122,7724,203,343,727
48,201,555303,53,42,1449,71,12,3031,70,83,273
48,201,555401,25,0,777,66,90,1357,57,115,150
48,201,555402,83,0,2286,201,283,3708,313,413,688
48,201,555501,31,0,1584,198,4,2307,53,30,493
48,201,555502,130,75,6454,564,181,10644,182,189,925
48,201,555600,7,0,1517,220,117,2790,72,56,463
48,201,555701,89,0,2855,87,186,4100,160,60,213
48,201,555702,12,21,3511,105,21,5890,131,112,513
48,201,556000,31,0,2356,216,352,3708,158,262,306
48,201,980000,0,0,0,0,4,4,0,0,0
48,201,980100,0,0,250,32,88,417,0,0,0
48,203,020102,37,0,800,279,308,2759,215,273,567
48,203,020103,36,0,1116,112,111,2358,92,178,379
48,203,020104,42,0,671,142,158,2090,153,67,440
48,203,020200,28,0,2054,364,180,3807,240,295,536
48,203,020301,19,14,1081,53,169,2294,123,212,252
48,203,020302,22,0,1382,98,244,2266,40,92,231
48,203,020401,0,0,1053,137,251,2133,69,150,187
48,203,020402,53,30,1071,100,156,3003,118,266,338
48,203,020501,0,5,715,139,30,1324,96,109,202
48,203,020502,0,0,995,163,205,2280,93,198,487
