state,county,tract,C18108_003E,C18108_004E,C18108_005E,C18108_007E,C18108_008E,C18108_009E,C18108_011E,C18108_012E,C18108_013E
48,087,950300,0,18,790,114,57,1410,115,157,319
48,089,750100,88,8,1120,200,193,2515,103,136,550
48,089,750200,17,0,454,185,90,928,38,90,200
48,089,750300,24,8,1107,203,32,2460,161,167,588
48,089,750400,21,0,956,197,96,2597,162,99,781
48,089,750500,8,0,1031,163,37,1759,142,193,516
48,091,310100,27,33,683,173,63,2072,24,77,317
48,091,310200,41,0,714,121,77,1493,42,47,252
48,091,310300,52,31,1346,310,309,3204,232,288,897
48,091,310401,81,26,1416,76,272,2592,92,182,290
48,091,310403,21,0,1578,47,84,3372,104,144,409
48,091,310404,0,0,1254,147,30,2356,148,64,313
48,091,310501,35,0,811,121,279,1777,106,136,298
48,091,310502,44,51,1621,144,218,2762,74,215,236
48,091,310503,8,1,776,75,112,1977,117,213,406
48,091,310603,43,0,703,120,94,1760,162,48,346
48,091,310604,0,40,359,62,189,1256,43,51,464
48,091,310605,97,0,1119,396,244,2714,165,177,499
48,091,310606,116,10,514,216,72,2280,121,156,783
48,091,310607,0,0,348,163,226,2269,336,135,1072
48,091,310608,44,9,721,257,191,1548,102,170,345
48,091,310701,43,0,1742,127,74,3826,102,28,672
48,091,310702,0,0,1224,149,332,2865,198,126,482
48,091,310703,23,0,1169,79,64,3565,94,109,617
48,091,310704,170,0,1125,45,387,2916,306,473,463
48,091,310801,16,14,1175,168,47,2959,203,88,773
48,091,310802,0,44,1787,205,382,3325,65,136,540
48,091,310901,0,23,933,63,80,2652,123,85,576
48,091,310902,53,0,1510,269,89,3589,137,90,637
48,091,310903,44,0,974,196,90,2415,148,73,417
48,093,950100,10,0,1074,204,225,1693,188,243,494
48,093,950200,8,8,633,131,65,1560,138,173,567
48,093,950300,57,0,1072,168,213,1957,58,204,401
48,093,950400,3,4,379,70,56,1091,78,118,226
48,095,950300,0,8,547,106,152,1265,83,89,382
48,097,000100,132,13,1115,192,297,2648,105,198,507
48,097,000200,11,0,1340,192,93,2618,153,95,502
48,097,000400,3,0,543,93,52,1025,20,65,79
48,097,000500,12,11,871,168,109,1855,76,50,254
48,097,000600,24,0,1332,191,251,2602,91,98,472
48,097,000700,76,0,1155,301,503,3116,217,212,1274
48,097,000900,42,9,1114,197,185,2512,82,169,506
48,097,001100,78,11,1437,285,133,2980,93,238,518
48,099,010101,2,8,624,107,188,1686,113,92,497
48,099,010102,30,0,688,153,90,1562,87,87,380
48,099,010201,11,0,53,11,14,209,0,0,0
48,099,010202,104,25,1404,298,198,2709,206,142,361
48,099,010300,35,0,558,84,151,1114,92,96,203
48,099,010400,42,4,843,116,153,2121,106,174,281
48,099,010501,90,0,2684,122,22,1486,0,0,0
48,099,010502,82,11,1408,31,20,847,0,6,10
48,099,010503,0,0,0,0,0,0,0,0,0
48,099,010504,37,0,1303,6,57,1005,0,0,0
48,099,010601,25,23,1336,233,168,2118,49,106,151
48,099,010603,17,24,1728,135,198,2457,17,99,230
48,099,010604,71,0,1827,94,104,2440,0,44,185
48,099,010701,85,7,901,207,100,1912,84,71,299
48,099,010702,100,0,618,170,76,1451,137,101,318
48,099,010802,36,11,1509,258,227,2590,35,84,245
48,099,010803,48,41,757,120,61,1541,54,71,162
48,099,010804,145,0,811,143,269,2149,79,78,364
48,099,980000,0,0,4,0,0,14,0,0,0
48,101,950100,0,4,315,65,54,682,94,114,261
48,103,950100,12,0,1350,75,86,2481,96,121,279
48,105,950100,12,0,987,133,45,2036,76,180,313
48,107,950100,0,11,512,82,100,1022,48,126,215
48,107,950200,9,30,696,107,102,1075,91,138,190
48,107,950300,5,11,406,40,21,675,28,90,91
48,109,950300,11,0,531,165,163,1089,107,117,119
48,111,950100,3,0,430,78,7,795,51,30,139
48,111,950300,49,60,1617,191,212,2940,98,81,129
48,113,000100,42,0,710,34,151,2657,12,43,274
48,113,000201,5,0,666,108,59,1786,11,50,242
48,113,000202,14,0,551,57,8,2643,46,32,114
48,113,000300,0,0,532,105,56,3249,17,96,188
48,113,000401,12,21,1112,439,400,3548,94,34,132
48,113,000404,11,8,520,93,88,2575,30,107,198
48,113,000405,8,8,403,77,66,1588,18,22,32
48,113,000406,38,0,2053,175,227,4688,0,191,452
48,113,000500,12,0,268,75,141,3549,41,26,296
48,113,000601,17,0,1484,218,111,4182,112,69,257
48,113,000603,49,0,191,87,66,3458,15,57,110
48,113,000605,0,0,69,92,41,1812,6,61,169
48,113,000606,0,0,58,52,71,2011,98,51,683
48,113,000701,0,0,237,26,50,4177,0,11,58
48,113,000702,0,0,175,47,73,2247,31,106,111
48,113,000800,49,27,1195,180,125,4728,37,123,191
48,113,000900,28,32,555,91,125,3132,86,4,172
48,113,001001,11,22,182,16,37,1144,46,88,116
48,113,001002,0,0,310,41,45,1523,10,71,112
48,113,001101,0,0,388,165,24,2628,0,49,199
48,113,001102,0,0,457,19,30,1873,8,12,142
48,113,001202,37,0,728,52,85,2444,0,0,122
48,113,001203,45,0,291,16,83,1017,5,31,111
48,113,001204,8,0,963,44,87,1810,25,59,73
48,113,001301,0,0,443,33,84,1356,35,129,216
48,113,001302,15,0,535,35,55,1480,19,16,94
48,113,001400,8,0,714,158,100,2557,32,17,171
48,113,001502,0,0,666,67,106,2053,28,44,112
48,113,001503,11,0,790,48,117,2056,70,63,136
48,113,001504,0,0,375,116,109,1871,5,15,79
48,113,001600,0,0,780,123,56,2705,36,116,371
48,113,001701,0,0,19,0,0,327,0,0,16
48,113,001703,0,0,0,20,0,3125,12,0,114
48,113,001704,0,0,32,46,9,1116,8,9,107
48,113,001800,0,0,36,41,13,3478,35,12,39
48,113,001900,117,0,245,173,30,3981,25,0,302
48,113,002000,14,10,891,190,194,3380,52,131,223
48,113,002100,0,0,67,69,37,1528,0,0,5
48,113,002200,0,0,142,76,46,1650,43,30,83
48,113,002400,27,0,883,70,44,1992,35,45,212
48,113,002500,28,11,1203,200,145,2394,162,165,261
48,113,002701,29,0,794,194,185,1238,9,156,67
48,113,002702,34,0,279,90,191,802,20,80,120
48,113,003101,0,0,104,55,47,2715,0,0,64
48,113,003400,0,0,255,65,175,716,4,64,91
48,113,003700,28,0,636,199,209,1639,78,126,249
48,113,003800,23,18,410,148,138,819,50,183,126
48,113,003901,7,0,557,152,150,904,40,53,122
48,113,003902,24,9,459,162,190,830,34,107,77
48,113,004000,0,0,162,73,66,505,12,70,96
48,113,004100,38,0,263,32,77,497,0,38,34
48,113,004201,44,0,1200,210,138,2500,11,7,253
48,113,004202,10,0,637,39,52,1638,21,54,94
48,113,004300,38,0,415,52,73,1069,30,84,124
48,113,004400,45,13,720,79,32,2133,24,42,338
48,113,004500,6,11,1420,211,181,3559,87,66,343
48,113,004600,0,0,187,39,37,1130,25,31,102
48,113,004700,6,23,1038,100,101,2415,39,29,212
48,113,004800,0,0,924,38,39,1456,7,48,105
48,113,004900,12,0,1497,149,127,1986,25,289,221
48,113,005000,0,30,1344,183,95,2433,82,133,187
48,113,005100,33,11,965,46,56,1678,42,80,164
48,113,005200,91,0,1385,183,44,2784,19,66,128
48,113,005300,11,24,2401,155,102,4196,131,85,253
48,113,005400,28,25,1682,122,134,2813,139,292,197
48,113,005500,11,0,1266,141,193,1483,118,175,308
48,113,005600,81,62,2882,229,206,4073,110,188,348
48,113,005700,29,13,1127,187,164,2248,50,78,381
48,113,005901,67,0,1075,215,176,2458,137,260,489
48,113,005902,26,37,979,163,224,1720,195,170,344
48,113,006001,0,0,1436,127,128,2145,33,102,155
48,113,006002,67,10,1712,213,245,3128,40,100,48
48,113,006100,17,61,1379,82,184,2386,94,177,250
48,113,006200,45,29,1948,145,61,2967,151,119,269
48,113,006301,25,0,1722,156,150,3549,57,88,290
48,113,006302,0,0,1066,111,66,2868,24,36,214
48,113,006401,5,0,829,24,57,1573,34,22,87
48,113,006402,29,0,2047,274,77,3355,43,102,115
48,113,006501,33,6,2090,133,82,3511,47,17,212
48,113,006502,47,9,1299,68,106,2452,45,71,192
48,113,006700,53,13,2743,100,81,4497,66,164,251
48,113,006800,28,0,1642,128,58,3038,110,97,237
48,113,006900,25,0,1175,181,208,1804,55,59,91
48,113,007101,0,0,446,19,8,1424,11,37,161
48,113,007102,19,18,1273,195,155,3760,114,248,311
48,113,007201,72,0,2946,246,47,5297,0,68,56
48,113,007202,20,0,2326,199,74,5385,17,66,95
48,113,007301,0,0,507,22,24,1274,38,8,176
48,113,007302,0,0,1303,68,11,2886,46,40,445
48,113,007601,9,0,332,58,13,1092,9,96,318
48,113,007604,40,0,828,32,5,2033,46,33,246
48,113,007605,10,0,375,5,45,1018,53,36,371
48,113,007700,0,0,596,61,17,2510,248,336,944
48,113,007801,4,0,173,18,8,1092,123,85,696
48,113,007804,30,0,1259,122,170,3459,69,31,235
48,113,007805,46,42,465,96,85,1526,131,150,509
48,113,007809,0,0,384,49,111,1317,59,52,206
48,113,007810,36,21,787,89,108,2092,75,37,333
48,113,007811,0,53,1520,127,174,3572,53,0,138
48,113,007812,0,9,717,27,41,1773,42,48,384
48,113,007815,44,45,1829,150,130,2472,65,6,72
48,113,007818,0,0,1572,83,137,3515,76,121,133
48,113,007819,16,0,390,76,52,1438,14,7,34
48,113,007820,12,55,2138,80,206,3388,40,46,135
48,113,007821,35,0,874,93,93,2317,42,0,49
48,113,007822,0,0,113,12,44,871,37,93,63
48,113,007823,0,16,192,24,3,361,3,3,15
48,113,007824,4,0,362,78,57,1061,33,5,145
48,113,007825,0,0,1648,160,30,3124,56,41,445
48,113,007826,0,0,6,14,29,216,0,0,7
48,113,007827,17,19,507,48,86,1607,11,0,89
48,113,007902,0,14,711,49,51,3218,109,166,442
48,113,007903,14,0,203,13,12,1261,47,140,257
48,113,007906,0,0,618,44,0,1196,52,39,520
48,113,007909,30,0,140,24,0,1809,36,10,47
48,113,007910,18,0,199,43,15,2755,0,60,76
48,113,007911,35,0,78,37,42,2775,13,31,60
48,113,007912,0,0,99,39,27,1511,0,28,69
48,113,007913,0,23,276,127,103,1764,25,14,218
48,113,007914,0,0,78,20,53,2446,20,0,116
48,113,008000,31,0,1613,132,31,3985,94,114,707
48,113,008100,0,0,1250,187,88,4224,90,86,590
48,113,008200,9,0,1014,175,78,2372,83,102,366
48,113,008400,0,0,2736,288,216,4967,97,212,421
48,113,008500,53,0,1628,121,160,2926,36,81,141
48,113,008603,16,0,504,21,21,535,29,29,68
48,113,008604,11,14,864,82,159,1651,40,72,101
48,113,008701,121,28,1263,155,135,1821,65,158,270
48,113,008703,24,7,720,113,316,1321,66,117,123
48,113,008704,9,0,775,211,202,1471,38,81,296
48,113,008705,0,0,237,37,75,759,83,63,81
48,113,008801,15,4,403,135,208,1120,33,144,303
48,113,008802,0,17,1835,272,140,2885,67,398,223
48,113,008900,53,0,815,139,145,1391,120,162,247
48,113,009000,172,15,2934,268,262,4226,153,182,225
48,113,009101,42,0,2246,96,161,2734,109,45,190
48,113,009103,6,14,1364,147,123,2269,20,60,74
48,113,009104,0,15,1255,189,62,2176,42,33,197
48,113,009105,0,0,1222,167,42,2150,91,43,159
48,113,009201,46,27,2179,210,188,3637,82,103,272
48,113,009202,48,29,2042,119,197,2892,83,110,267
48,113,009301,16,23,2058,127,124,3304,96,34,136
48,113,009303,0,57,1085,108,222,2129,48,127,229
48,113,009304,111,52,2516,146,229,2575,83,195,160
48,113,009401,48,0,807,79,57,2319,31,189,209
48,113,009402,0,9,408,74,43,1420,32,98,316
48,113,009500,10,0,528,58,23,1317,13,36,320
48,113,009603,0,12,1048,77,38,2681,179,111,629
48,113,009604,0,30,1131,0,32,2163,166,265,511
48,113,009605,12,17,701,19,50,2115,140,111,289
48,113,009607,0,0,841,48,38,2291,58,235,357
48,113,009608,0,0,790,46,106,2467,90,91,452
48,113,009609,37,30,482,64,22,1668,65,156,294
48,113,009610,101,8,1818,34,19,3258,34,0,57
48,113,009611,87,0,761,71,44,2118,77,78,175
48,113,009701,23,0,1287,110,45,3522,62,63,226
48,113,009702,35,8,677,18,31,1734,38,96,392
48,113,009802,38,0,1762,210,150,3544,101,56,225
48,113,009803,0,19,657,39,83,1165,23,26,164
48,113,009804,97,16,3104,165,11,4982,8,30,220
48,113,009900,0,0,631,30,53,1736,23,32,91
48,113,010000,20,0,454,193,276,2210,61,219,165
48,113,010101,33,28,1556,172,237,2423,42,98,195
48,113,010102,10,19,913,140,80,1788,26,86,151
48,113,010500,11,11,1023,89,100,1650,65,111,170
48,113,010601,1,25,1805,87,103,3494,53,97,388
48,113,010602,26,5,1153,33,56,1372,74,64,108
48,113,010701,15,0,1498,103,86,2985,41,53,110
48,113,010703,27,0,822,54,174,1494,51,37,114
48,113,010704,35,6,1582,121,39,2723,35,34,155
48,113,010801,50,0,3599,279,165,5193,111,170,565
48,113,010803,16,0,1558,222,280,3518,82,230,446
48,113,010804,52,0,1550,45,113,2036,39,310,140
48,113,010805,61,0,2376,170,159,3124,45,154,213
48,113,010902,42,55,1994,192,405,3602,68,0,266
48,113,010903,45,0,987,179,32,2353,0,34,82
48,113,010904,0,0,1035,124,160,2000,12,18,77
48,113,011001,0,62,1580,194,493,3537,78,298,701
48,113,011002,0,17,546,230,137,1807,128,141,343
48,113,011101,0,0,558,125,179,2065,147,143,562
48,113,011103,9,48,634,70,83,2139,122,209,200
48,113,011104,9,19,651,146,152,1759,31,82,393
48,113,011105,36,7,1145,199,177,1670,52,97,213
48,113,011200,134,69,1810,466,301,3262,89,336,486
48,113,011300,18,8,977,249,263,1964,164,298,418
48,113,011401,24,28,1629,203,290,2399,98,69,143
48,113,011500,11,37,852,103,61,1218,39,69,106
48,113,011601,63,0,1265,281,156,2092,57,139,209
48,113,011602,0,0,2488,173,174,3655,93,138,124
48,113,011701,67,21,2302,106,230,4033,58,136,337
48,113,011702,53,36,1553,173,118,3071,53,93,315
48,113,011800,17,19,3553,258,166,4704,28,158,305
48,113,011900,117,12,2668,286,255,5429,118,345,218
48,113,012000,40,0,2583,237,278,3880,107,131,254
48,113,012100,87,25,2042,234,165,2992,49,82,117
48,113,012204,36,0,1518,187,221,3358,137,160,510
48,113,012206,70,0,967,192,293,2405,117,138,378
48,113,012207,26,90,2454,248,277,4382,91,101,279
48,113,012208,16,19,898,276,121,1427,42,51,101
48,113,012209,44,8,967,53,61,1893,37,39,199
48,113,012210,34,9,1098,225,216,1979,23,41,187
48,113,012211,59,24,1426,146,164,2037,42,155,116
48,113,012301,37,47,1629,178,148,2809,58,118,305
48,113,012302,155,17,2423,179,236,3719,151,251,221
48,113,012400,69,5,1138,212,110,3154,133,123,433
48,113,012500,62,0,1968,274,151,4497,119,276,305
48,113,012601,48,0,2159,193,132,3579,60,89,244
48,113,012603,54,0,771,37,13,1026,26,50,202
48,113,012604,14,79,1845,420,344,3528,20,146,119
48,113,012701,139,39,1921,277,225,3353,169,312,255
48,113,012702,22,19,998,251,74,1806,39,66,128
48,113,012800,14,0,1594,170,150,4958,163,182,739
48,113,012900,27,0,609,134,99,2872,65,25,504
48,113,013004,28,0,1565,61,132,3383,172,286,440
48,113,013005,0,8,668,65,9,1862,96,185,301
48,113,013007,0,0,808,92,100,1792,42,102,202
48,113,013008,8,10,966,20,71,1869,85,58,372
48,113,013009,7,14,1200,95,52,2676,114,37,326
48,113,013010,35,0,1410,61,52,3091,31,39,105
48,113,013011,52,0,1708,76,122,2733,38,48,32
48,113,013101,6,0,478,84,22,1291,31,153,371
48,113,013102,0,0,241,49,10,850,107,57,327
48,113,013104,0,0,144,0,6,672,27,19,139
48,113,013105,0,0,1131,163,136,4122,138,67,396
48,113,013200,0,0,916,61,2,3768,177,566,1063
48,113,013300,0,6,492,38,7,1331,24,17,276
48,113,013400,4,0,511,21,0,1196,11,53,273
48,113,013500,3,3,586,30,13,1360,27,39,310
48,113,013605,0,12,1185,132,43,3041,76,109,704
48,113,013606,0,23,1172,231,60,3971,99,39,616
48,113,013607,27,0,856,65,26,2055,110,147,390
48,113,013608,10,0,498,37,0,1085,77,96,620
48,113,013609,44,38,1333,117,27,2270,37,64,248
48,113,013610,21,29,881,41,139,2683,78,131,388
48,113,013611,3,0,135,46,67,1412,63,88,519
48,113,013615,0,0,1601,140,58,3103,10,14,225
48,113,013616,0,0,423,111,34,4943,63,90,151
48,113,013617,9,0,635,63,63,1762,63,23,290
48,113,013618,7,0,495,53,9,1365,17,55,300
48,113,013619,0,10,921,47,46,2938,99,95,742
48,113,013620,0,0,390,113,171,2765,132,85,533
48,113,013621,0,0,516,45,43,2725,63,17,323
48,113,013622,0,0,565,85,8,1849,72,90,165
48,113,013623,0,0,1615,97,65,4866,0,56,151
48,113,013624,0,0,404,17,7,2748,13,10,74
48,113,013625,14,0,800,44,0,2305,7,0,31
48,113,013626,0,0,530,21,24,2456,15,0,20
48,113,013711,5,11,1248,110,26,1733,21,34,107
48,113,013712,28,0,708,63,50,1319,18,26,155
48,113,013713,4,0,676,40,6,952,0,0,26
48,113,013714,71,14,2071,85,81,3742,43,108,374
48,113,013715,61,0,596,57,25,1602,21,49,93
48,113,013716,30,20,1290,153,47,2718,119,169,391
48,113,013717,26,0,924,45,15,1529,16,100,69
48,113,013718,0,41,1888,59,8,3162,11,35,113
48,113,013719,37,13,645,159,76,2266,65,155,288
48,113,013720,19,15,1519,109,114,3508,75,44,369
48,113,013721,0,14,996,124,135,3976,119,132,626
48,113,013722,0,0,472,102,114,2519,65,33,151
48,113,013725,81,0,1028,81,43,2478,34,30,233
48,113,013726,0,10,696,74,22,2184,35,0,295
48,113,013727,39,0,264,85,39,2191,11,28,420
48,113,013803,13,0,1111,122,99,3082,98,152,963
48,113,013804,21,0,672,19,35,1890,88,65,418
48,113,013805,0,0,745,88,0,2335,32,15,98
48,113,013806,0,0,556,134,0,2326,21,62,145
48,113,013901,28,9,947,55,76,1864,48,87,147
48,113,013902,28,15,970,123,31,2287,111,140,455
48,113,014001,24,38,1018,21,99,2477,67,125,433
48,113,014002,0,0,8,0,0,60,4,0,31
48,113,014103,42,14,956,61,23,2199,0,0,11
48,113,014113,17,0,1247,70,44,3456,14,0,178
48,113,014114,13,6,653,80,35,2321,35,36,105
48,113,014115,24,29,2132,171,90,4308,149,96,611
48,113,014116,0,0,938,167,44,3171,0,0,102
48,113,014119,4,0,998,67,58,2492,48,26,337
48,113,014120,9,16,1317,104,56,3288,35,47,249
48,113,014121,12,0,883,63,100,3573,38,126,247
48,113,014123,19,0,1984,38,56,3649,38,81,244
48,113,014124,10,12,1098,18,36,2730,59,28,319
48,113,014126,12,0,2024,117,44,3812,61,134,192
48,113,014127,16,11,2441,24,127,5281,29,23,193
48,113,014128,37,0,860,84,59,2287,7,9,211
48,113,014129,17,0,1370,13,20,3780,71,64,48
48,113,014130,0,21,626,60,36,2924,64,40,343
48,113,014131,0,5,1144,104,64,2800,44,12,103
48,113,014132,13,0,561,76,50,1437,17,0,106
48,113,014133,0,0,1025,175,54,2955,55,0,126
48,113,014134,24,0,1275,129,13,2451,22,10,122
48,113,014135,10,0,1403,49,24,2744,15,48,184
48,113,014136,18,0,964,79,192,4336,38,11,115
48,113,014137,0,0,733,36,33,3210,16,0,143
48,113,014138,0,0,788,38,8,2854,0,0,44
48,113,014203,0,31,849,122,142,1939,86,72,220
48,113,014204,37,0,421,76,47,1394,10,5,67
48,113,014205,7,0,325,29,10,815,52,9,287
48,113,014206,0,0,354,26,28,3817,0,23,97
48,113,014302,80,33,1366,220,201,3824,43,211,711
48,113,014306,55,13,1713,68,125,3178,38,132,408
48,113,014307,0,0,610,87,87,2522,149,158,396
48,113,014308,36,0,1487,119,32,2202,5,38,133
48,113,014309,21,0,1787,113,60,3070,11,16,104
48,113,014310,28,0,1140,195,69,2793,59,26,195
48,113,014311,0,0,1248,9,1,3530,0,0,53
48,113,014312,16,22,1190,47,33,3730,14,122,216
48,113,014403,9,0,1346,118,79,2636,58,0,33
48,113,014405,23,0,949,244,88,1703,85,123,193
48,113,014406,0,0,983,61,70,2546,64,101,324
48,113,014407,82,0,1390,109,146,3028,30,37,212
48,113,014408,0,8,1304,82,67,2543,45,29,221
48,113,014501,57,0,956,51,73,1999,21,130,309
48,113,014502,42,19,1164,49,117,2830,25,129,190
48,113,014601,6,15,575,52,79,1010,25,31,193
48,113,014602,18,0,1678,64,96,2577,34,174,111
48,113,014603,13,17,433,87,49,993,20,0,58
48,113,014701,0,0,1544,118,51,2546,38,49,96
48,113,014702,19,53,1462,48,72,2082,82,86,176
48,113,014703,5,14,486,62,72,919,29,17,93
48,113,014901,24,0,611,23,10,954,0,8,9
48,113,014902,0,0,639,135,38,1302,27,18,81
48,113,015000,0,0,2924,188,111,4286,98,120,275
48,113,015100,88,0,2059,168,181,3669,107,131,326
48,113,015202,7,47,1232,78,44,2499,6,43,166
48,113,015204,0,31,2143,216,118,4323,210,141,474
48,113,015205,15,19,1483,123,119,2419,15,49,106
48,113,015206,35,54,1072,117,44,2161,48,112,232
48,113,015303,13,0,748,48,26,1192,9,47,41
48,113,015304,8,0,1158,103,190,1876,57,68,223
48,113,015305,25,0,1456,154,77,2415,103,100,202
48,113,015306,9,14,1415,110,19,3015,126,169,333
48,113,015401,0,16,1277,152,50,4373,135,27,485
48,113,015403,62,8,980,103,106,1750,21,76,260
48,113,015404,47,11,1349,150,223,2113,30,49,83
48,113,015500,73,8,1165,99,77,1858,47,65,210
48,113,015600,71,0,1402,139,35,3130,45,40,194
48,113,015700,64,15,905,84,73,1548,59,60,94
48,113,015800,28,10,751,91,95,1139,30,11,152
48,113,015900,45,0,1483,149,109,2191,36,22,150
48,113,016001,92,12,1501,148,167,2578,67,65,207
48,113,016002,52,32,800,56,80,1502,33,49,124
48,113,016100,18,0,984,102,206,1587,68,191,452
48,113,016201,32,0,1763,117,61,2837,21,55,175
48,113,016202,147,0,2081,188,144,4360,240,115,363
48,113,016301,47,12,1944,172,130,3891,95,104,243
48,113,016302,49,8,629,95,74,1175,8,60,111
48,113,016401,65,0,3070,395,160,5507,180,50,374
48,113,016406,72,8,1397,245,114,2724,88,82,213
48,113,016407,91,0,2578,213,22,3815,68,140,312
48,113,016408,18,0,1908,185,146,4004,69,48,542
48,113,016409,5,0,745,155,106,2245,50,64,195
48,113,016410,30,10,1675,76,48,3029,61,112,315
48,113,016411,262,0,2669,234,92,5253,28,159,293
48,113,016412,72,10,1231,43,30,2806,45,31,211
48,113,016413,16,0,1739,127,113,4027,53,92,374
48,113,016502,20,0,2183,249,208,3623,173,45,462
48,113,016509,40,0,1651,168,108,3374,197,115,400
48,113,016510,155,68,3731,293,311,6956,47,142,550
48,113,016511,15,52,1155,125,220,1769,48,66,162
48,113,016513,10,0,829,165,163,3192,111,92,669
48,113,016514,44,130,2110,123,119,4020,140,241,422
48,113,016516,14,32,1923,148,172,2959,117,68,342
48,113,016517,89,30,938,167,236,1983,143,134,391
48,113,016518,65,13,1495,125,140,2479,118,153,325
48,113,016519,3,6,535,77,20,1388,91,86,302
48,113,016520,185,47,2544,89,192,4535,27,74,176
48,113,016521,23,0,1319,207,58,3567,25,31,62
48,113,016522,6,12,746,124,62,2112,59,144,198
48,113,016523,7,0,1069,95,92,2670,140,54,414
48,113,016605,43,39,2503,196,317,3289,210,386,489
48,113,016606,24,0,1348,211,196,4521,136,90,505
48,113,016607,0,0,773,172,196,2078,24,6,56
48,113,016610,71,0,857,156,182,2519,76,116,335
48,113,016611,80,0,1591,207,200,3643,38,47,553
48,113,016612,77,21,3935,440,212,7527,171,172,798
48,113,016615,15,27,1187,121,110,2336,19,25,113
48,113,016616,60,37,1905,136,48,3371,16,95,195
48,113,016617,79,0,917,237,192,2581,44,67,530
48,113,016618,94,41,869,174,214,2229,96,127,390
48,113,016619,0,16,881,134,132,2102,109,103,313
48,113,016620,26,22,1013,193,205,3011,61,105,589
48,113,016621,34,65,1532,204,199,2507,26,78,157
48,113,016622,34,4,1426,107,121,2298,26,0,152
48,113,016623,13,0,2056,223,207,3430,101,66,235
48,113,016624,0,16,822,169,98,1650,38,116,166
48,113,016625,56,0,2850,364,211,5634,20,91,350
48,113,016626,0,80,1353,264,106,2604,9,69,143
48,113,016701,21,0,1704,192,357,3276,127,358,529
48,113,016703,60,19,3841,327,416,5362,91,113,337
48,113,016704,43,40,1137,368,163,2098,61,82,164
48,113,016705,144,0,2050,449,289,3650,21,207,226
48,113,016802,21,17,789,22,23,1851,68,110,370
48,113,016803,16,0,1837,137,263,2778,138,75,501
48,113,016804,14,0,2453,136,198,5135,23,108,180
48,113,016902,80,15,1277,134,145,2413,86,120,221
48,113,016903,8,0,1304,221,173,2268,36,131,226
48,113,017001,53,22,1995,419,287,3721,81,197,401
48,113,017003,53,0,3076,397,486,5208,187,117,425
48,113,017004,14,0,3445,128,300,4267,20,100,313
48,113,017101,0,34,1664,161,85,2821,99,47,194
48,113,017102,49,0,1314,120,179,2479,43,107,274
48,113,017201,91,0,1965,187,229,2918,75,89,122
48,113,017202,179,0,3084,210,347,4506,179,21,231
48,113,017301,33,50,2030,223,168,3216,116,59,164
48,113,017303,46,0,2003,298,100,4190,111,87,476
48,113,017304,35,99,2978,239,251,6101,137,179,214
48,113,017305,66,0,3145,182,115,5873,105,74,420
48,113,017306,219,17,2727,137,188,4404,115,20,187
48,113,017400,0,25,1457,181,196,3150,97,120,219
48,113,017500,23,0,1037,170,51,2084,71,83,411
48,113,017602,6,0,1496,123,106,2175,16,76,252
48,113,017604,28,0,1169,68,91,1765,12,67,153
48,113,017605,14,0,1370,63,101,2287,99,52,69
48,113,017606,75,11,1511,221,118,2561,26,113,89
48,113,017702,29,0,2297,106,186,4674,128,146,406
48,113,017703,38,10,1362,176,207,2315,128,80,201
48,113,017704,128,13,1522,162,169,2946,160,116,235
48,113,017804,94,25,1695,199,194,3873,97,205,440
48,113,017805,16,0,2201,213,146,3191,105,125,401
48,113,017806,69,4,1336,168,163,2532,103,79,261
48,113,017807,66,0,2068,186,57,3812,79,64,283
48,113,017808,97,16,981,215,125,2634,123,83,355
48,113,017811,7,0,947,153,140,2524,61,172,328
48,113,017812,18,6,587,90,38,1482,12,34,87
48,113,017813,10,0,1369,188,194,3835,58,39,98
48,113,017814,37,45,1471,143,88,3434,9,211,246
48,113,017900,174,42,1674,295,181,2297,59,146,273
48,113,018001,94,4,1570,190,76,3476,134,114,398
48,113,018002,21,0,1124,61,148,1762,54,43,236
48,113,018104,123,0,1875,163,79,4230,67,86,594
48,113,018105,112,52,1849,195,217,3395,90,139,226
48,113,018110,18,0,614,193,190,2348,250,378,869
48,113,018111,194,0,2215,212,243,3431,141,187,311
48,113,018118,20,47,2073,171,83,4745,102,225,359
48,113,018120,16,0,1557,105,177,3049,38,140,171
48,113,018121,93,27,1630,109,194,3438,63,93,193
48,113,018122,115,8,3312,359,624,8234,122,90,643
48,113,018123,35,0,1845,269,92,4790,108,170,187
48,113,018124,136,0,5155,374,286,9917,176,150,618
48,113,018126,20,0,1888,293,199,3474,86,46,679
48,113,018127,15,0,1048,48,66,1779,58,57,294
48,113,018128,26,55,1446,216,131,3364,63,72,277
48,113,018129,18,22,879,36,140,2372,118,223,361
48,113,018130,25,0,1004,114,71,2260,125,59,207
48,113,018132,143,20,1459,240,174,3068,106,186,403
48,113,018133,9,9,720,139,104,2325,29,132,221
48,113,018134,12,0,1376,166,36,3439,121,93,218
48,113,018135,10,0,1206,131,90,2417,99,41,154
48,113,018136,43,0,1622,226,36,5212,194,146,816
48,113,018137,9,0,920,149,48,2279,70,66,215
48,113,018138,30,7,1235,131,119,2852,17,38,181
48,113,018139,27,11,1658,262,207,4334,177,174,358
48,113,018140,14,16,1282,222,60,3331,47,101,206
48,113,018141,36,0,847,296,144,1915,61,62,75
48,113,018142,0,0,889,126,58,1924,40,63,203
