state,county,tract,B11016_003E,B11016_004E,B11016_005E,B11016_006E,B11016_007E,B11016_008E,B11016_010E,B11016_011E,B11016_012E,B11016_013E,B11016_014E,B11016_015E,B11016_016E
48,113,014902,242,78,78,92,38,11,222,51,6,0,0,0,0
48,113,015000,551,468,683,252,40,76,384,24,0,0,0,0,0
48,113,015100,565,419,402,122,104,68,366,18,0,11,0,0,0
48,113,015202,246,133,139,143,108,93,189,29,0,0,0,0,0
48,113,015204,515,682,264,200,74,137,335,89,0,0,0,0,0
48,113,015205,208,203,134,132,139,86,186,75,0,0,0,0,0
48,113,015206,331,180,219,135,57,23,274,12,0,14,0,0,0
48,113,015303,98,53,77,177,25,21,106,16,0,0,0,0,0
48,113,015304,386,148,90,137,94,24,212,12,0,23,27,0,0
48,113,015305,331,221,173,162,71,53,303,49,9,0,0,0,23
48,113,015306,444,330,469,60,51,28,333,49,0,0,0,0,0
48,113,015401,883,405,275,137,68,20,735,97,0,0,0,0,0
48,113,015403,218,134,264,89,18,27,350,89,0,0,0,0,0
48,113,015404,229,205,231,173,52,21,383,57,0,0,0,0,0
48,113,015500,251,207,186,142,37,35,346,12,0,0,0,0,0
48,113,015600,419,204,130,219,74,67,268,48,0,71,0,0,0
48,113,015700,59,131,127,213,70,7,78,14,0,0,0,0,0
48,113,015800,138,122,129,102,44,9,107,18,0,0,0,0,0
48,113,015900,331,243,161,134,59,64,235,76,27,0,0,0,0
48,113,016001,242,207,272,221,58,71,174,88,0,0,0,0,0
48,113,016002,172,129,178,100,62,0,184,3,0,0,0,0,0
48,113,016100,450,160,137,74,37,19,652,34,0,0,0,0,0
48,113,016201,159,171,248,183,95,144,165,35,5,0,0,0,0
48,113,016202,463,411,492,194,131,95,441,80,24,0,0,0,0
48,113,016301,318,375,326,245,110,116,288,26,6,0,0,0,0
48,113,016302,95,96,165,47,46,19,55,74,0,0,0,0,0
48,113,016401,671,337,603,251,221,187,258,103,0,0,0,0,0
48,113,016406,426,256,392,177,44,9,217,36,0,0,0,0,0
48,113,016407,376,424,446,201,159,81,506,45,0,0,0,0,0
48,113,016408,744,458,411,180,84,0,622,19,6,0,0,0,0
48,113,016409,392,195,187,76,57,33,186,47,0,0,0,0,0
48,113,016410,333,228,268,233,122,51,248,79,0,0,0,0,0
48,113,016411,796,490,447,299,220,46,456,92,0,0,0,0,0
48,113,016412,480,252,267,147,65,20,190,35,0,0,0,0,0
48,113,016413,554,345,405,152,61,80,483,22,43,0,13,0,0
48,113,016502,770,319,417,163,40,103,622,20,1,0,0,0,0
48,113,016509,728,448,324,80,84,26,346,57,0,0,0,0,0
48,113,016510,1035,633,719,359,244,45,792,204,0,0,0,0,0
48,113,016511,333,184,263,90,40,0,475,9,7,0,0,0,0
48,113,016513,761,206,363,125,33,26,368,9,0,0,0,0,0
48,113,016514,643,432,423,197,42,102,666,86,0,0,0,0,0
48,113,016516,340,396,173,251,117,53,423,34,0,0,0,0,0
48,113,016517,382,197,297,86,23,7,588,70,25,0,0,0,0
48,113,016518,469,258,267,133,73,28,533,8,0,8,0,0,0
48,113,016519,312,153,125,74,30,16,84,18,0,0,0,0,0
48,113,016520,305,400,531,202,126,90,369,100,0,0,0,0,0
48,113,016521,422,243,221,91,75,8,463,25,0,0,0,45,0
48,113,016522,368,179,105,11,77,46,328,32,33,0,0,0,0
48,113,016523,684,321,211,35,19,73,240,40,0,0,0,0,0
48,113,016605,388,405,334,93,221,85,1248,48,0,0,0,0,0
48,113,016606,842,465,196,111,145,14,1042,60,0,0,0,0,0
48,113,016607,341,242,98,35,0,10,825,103,0,15,0,0,0
48,113,016610,463,330,196,47,34,13,754,48,0,0,0,0,0
48,113,016611,686,487,198,264,32,48,470,35,0,0,0,0,0
48,113,016612,1372,875,551,534,172,122,425,28,0,0,0,0,0
48,113,016615,346,216,186,121,59,45,231,73,0,0,0,0,0
48,113,016616,401,415,331,161,132,39,303,35,0,0,0,0,0
48,113,016617,571,220,279,78,70,20,345,30,20,0,0,0,0
48,113,016618,535,268,245,101,11,8,443,69,0,0,0,0,0
48,113,016619,510,156,170,125,0,29,448,39,0,0,0,0,0
48,113,016620,679,326,293,28,66,39,405,126,0,0,0,0,0
48,113,016621,368,435,372,60,56,14,304,0,8,0,0,0,0
48,113,016622,432,163,260,117,50,58,215,66,0,0,0,0,0
48,113,016623,612,457,413,77,117,64,216,13,0,7,0,0,0
48,113,016624,227,340,93,145,0,0,332,9,0,0,0,0,0
48,113,016625,882,600,497,307,87,64,683,197,0,0,0,0,0
48,113,016626,376,335,244,117,36,42,393,0,71,0,0,0,0
48,113,016701,417,450,198,256,128,10,482,147,0,0,0,0,0
48,113,016703,384,592,578,392,252,88,734,67,0,0,0,0,0
48,113,016704,298,292,161,120,32,71,348,60,0,0,0,0,0
48,113,016705,668,467,380,210,0,63,754,95,0,0,0,0,0
48,113,016802,437,137,186,78,61,0,287,24,0,0,0,0,0
48,113,016803,564,379,189,253,78,3,666,26,0,0,0,0,0
48,113,016804,579,409,694,126,200,0,661,74,0,0,0,0,0
48,113,016902,321,337,202,98,57,63,305,68,7,0,0,0,0
48,113,016903,501,267,148,84,80,62,307,20,0,14,0,0,0
48,113,017001,518,442,343,144,67,157,685,54,0,0,0,0,0
48,113,017003,814,678,656,237,172,25,671,45,0,0,0,0,0
48,113,017004,610,378,470,353,163,89,186,142,0,13,0,0,0
48,113,017101,422,213,324,100,162,26,214,39,0,0,0,0,0
48,113,017102,339,264,314,109,93,10,271,14,0,0,0,0,0
48,113,017201,375,250,193,240,20,152,384,43,21,0,0,0,0
48,113,017202,786,338,336,266,112,191,557,178,0,0,0,0,0
48,113,017301,283,233,335,195,135,113,274,61,0,0,0,0,0
48,113,017303,914,357,269,192,143,58,304,62,10,54,0,0,0
48,113,017304,536,665,922,259,83,91,221,58,0,0,0,0,0
48,113,017305,795,890,715,260,104,39,325,0,0,0,0,0,0
48,113,017306,417,520,408,410,123,32,370,31,0,0,0,0,0
48,113,017400,450,330,243,189,68,60,338,59,7,0,0,0,0
48,113,017500,440,231,280,79,14,44,279,23,0,0,0,0,0
48,113,017602,396,90,249,234,57,38,154,34,0,0,0,0,0
48,113,017604,224,181,168,71,52,77,130,52,0,0,0,0,0
48,113,017605,225,154,163,232,35,92,176,0,0,0,0,0,0
48,113,017606,214,237,339,140,93,63,200,38,0,0,0,0,0
48,113,017702,709,535,278,370,122,0,605,64,43,0,0,0,0
48,113,017703,288,374,199,118,26,54,401,86,0,0,0,0,0
48,113,017704,391,338,293,138,115,15,489,40,47,0,0,0,0
48,113,017804,787,268,406,122,11,107,667,141,0,0,0,0,0
48,113,017805,619,380,417,98,91,40,593,14,0,0,0,0,0
48,113,017806,429,166,244,180,50,43,359,69,25,0,0,0,0
48,113,017807,509,347,215,281,0,74,673,190,0,0,32,0,0
48,113,017808,524,437,191,70,85,0,380,66,0,0,0,0,0
48,113,017811,575,305,163,43,108,17,295,32,26,0,0,0,0
48,113,017812,263,152,151,4,68,21,86,8,0,0,0,0,0
48,113,017813,716,442,206,165,0,0,948,33,0,0,22,0,0
48,113,017814,708,283,289,144,53,65,433,47,15,0,0,0,0
48,113,017900,255,188,248,182,121,104,303,9,0,0,0,0,0
48,113,018001,538,356,339,137,92,44,483,72,9,0,0,0,0
48,113,018002,381,201,114,140,94,10,179,10,0,0,0,0,0
48,113,018104,796,487,510,185,100,6,340,13,0,0,0,0,0
48,113,018105,289,303,394,215,123,70,196,62,0,0,9,0,0
48,113,018110,802,343,194,73,36,0,542,72,0,0,0,0,0
48,113,018111,518,464,328,169,132,93,320,17,0,0,0,0,0
48,113,018118,599,597,368,258,142,40,398,101,0,0,0,0,0
48,113,018120,342,296,161,218,144,58,173,34,0,0,10,0,0
48,113,018121,333,344,451,164,125,34,178,14,0,0,0,0,0
48,113,018122,1361,1072,865,305,111,91,489,92,0,0,0,0,0
48,113,018123,658,511,488,213,16,48,569,86,0,0,0,0,0
48,113,018124,1301,1172,1092,567,315,49,524,123,15,0,0,0,0
48,113,018126,846,294,237,148,79,144,297,42,31,0,0,0,0
48,113,018127,190,230,84,118,92,40,169,37,0,0,0,0,0
48,113,018128,451,357,284,154,59,46,508,52,35,0,0,0,0
48,113,018129,523,231,133,114,30,28,647,66,0,0,0,0,0
48,113,018130,503,257,140,52,26,6,663,32,11,31,0,0,0
48,113,018132,501,345,365,210,49,35,234,50,0,0,0,11,0
48,113,018133,400,265,121,160,23,19,180,75,0,0,0,0,0
48,113,018134,581,481,281,178,4,56,227,4,9,0,0,0,0
48,113,018135,231,235,208,86,134,59,215,16,0,0,0,0,0
48,113,018136,1249,469,505,216,48,56,183,26,0,0,0,0,0
48,113,018137,422,194,206,86,23,43,274,105,0,0,0,0,0
48,113,018138,293,340,288,53,23,40,620,154,0,0,0,0,0
48,113,018139,477,506,544,141,41,64,386,128,0,0,0,0,0
48,113,018140,482,276,357,104,33,57,317,60,8,0,0,0,0
48,113,018141,412,184,102,121,0,0,694,109,23,0,0,0,0
48,113,018142,336,223,94,113,83,0,192,71,0,0,0,0,0
48,113,018203,314,494,210,242,112,112,201,39,0,16,0,0,0
48,113,018204,199,188,141,304,43,105,100,9,26,0,0,0,0
48,113,018205,213,237,424,157,45,23,225,48,7,0,0,0,0
48,113,018206,148,163,363,249,68,70,164,38,0,0,0,0,0
48,113,018300,366,423,255,169,103,151,591,97,11,22,0,0,0
48,113,018401,364,291,255,195,21,84,266,77,0,19,0,0,0
48,113,018402,540,194,106,71,106,22,256,39,0,0,0,0,0
48,113,018403,89,57,34,10,3,0,183,40,0,0,0,0,0
48,113,018501,208,95,345,72,50,88,213,39,0,24,0,0,0
48,113,018503,401,331,298,114,56,0,866,203,0,0,0,0,0
48,113,018505,278,241,206,79,36,8,519,102,30,0,0,0,0
48,113,018506,260,162,89,82,24,37,508,109,51,0,0,0,0
48,113,018600,359,126,139,79,45,60,450,76,0,0,0,0,0
48,113,018700,327,333,320,253,117,108,395,34,17,0,0,0,0
48,113,018801,325,263,185,210,95,13,274,42,6,0,0,0,0
48,113,018802,102,28,14,30,8,13,192,26,0,0,0,0,0
48,113,018900,434,279,267,248,121,80,440,49,0,0,0,0,0
48,113,019004,556,426,366,159,43,11,510,197,0,0,0,0,0
48,113,019013,281,214,314,205,74,75,308,95,51,20,0,0,0
48,113,019014,360,408,418,220,162,199,228,52,0,0,0,0,0
48,113,019016,217,178,198,75,28,0,375,120,27,0,0,0,0
48,113,019018,392,267,393,136,24,23,467,76,0,0,0,0,0
48,113,019019,636,292,372,197,173,100,682,34,23,0,0,0,0
48,113,019020,647,453,185,45,32,61,664,57,0,0,0,0,0
48,113,019021,760,357,382,174,222,38,405,0,0,0,0,0,0
48,113,019023,955,292,174,27,13,26,459,71,0,0,0,0,0
48,113,019024,493,219,175,166,65,49,196,74,0,0,0,0,0
48,113,019025,572,260,366,110,73,21,232,53,0,0,0,0,0
48,113,019026,881,177,323,68,28,75,444,16,0,0,0,0,0
48,113,019027,572,259,339,48,58,61,482,40,0,9,0,0,0
48,113,019028,310,321,220,64,56,0,211,43,0,0,0,0,0
48,113,019029,547,270,390,126,38,11,766,60,0,8,0,0,0
48,113,019031,716,502,308,77,27,0,472,76,10,0,105,0,0
48,113,019032,242,148,265,116,87,70,144,29,15,0,0,0,0
48,113,019033,195,188,165,220,90,88,175,12,0,0,0,0,0
48,113,019034,436,296,167,128,0,5,650,143,51,0,0,0,0
48,113,019035,392,361,257,103,0,0,720,130,8,0,0,0,0
48,113,019036,503,138,193,76,0,10,139,37,0,0,6,0,0
48,113,019037,451,223,280,70,37,0,137,20,0,0,0,0,0
48,113,019038,64,5,5,0,0,0,393,67,32,0,0,0,0
48,113,019039,826,240,145,194,126,0,613,155,17,0,0,0,0
48,113,019040,666,492,211,112,19,37,901,79,0,0,0,0,0
48,113,019041,317,200,146,70,13,0,288,61,0,0,0,0,0
48,113,019042,742,237,400,84,28,26,307,42,0,0,0,0,0
48,113,019043,927,508,360,128,112,44,545,87,0,0,0,0,0
48,113,019100,689,322,242,96,67,36,705,137,33,17,0,0,0
48,113,019202,338,268,185,157,56,47,564,161,0,30,0,0,0
48,113,019203,615,276,143,84,8,18,502,54,0,0,0,0,0
48,113,019204,545,302,493,287,127,180,521,92,31,35,33,0,0
48,113,019205,510,246,209,52,23,14,253,13,0,7,0,0,0
48,113,019206,521,265,194,138,0,0,969,474,95,14,0,0,0
48,113,019208,334,347,359,187,157,105,480,90,0,0,0,0,0
48,113,019210,519,285,260,107,30,0,136,73,0,0,0,0,0
48,113,019211,664,299,201,90,31,0,841,71,51,0,0,0,0
48,113,019212,51,193,164,193,110,66,210,110,23,0,0,0,0
48,113,019213,338,144,105,103,20,12,512,117,22,0,0,0,0
48,113,019301,281,150,246,114,57,0,84,3,0,0,0,0,0
48,113,019302,210,107,191,101,0,7,116,122,29,0,0,0,0
48,113,019400,370,287,225,67,36,11,350,161,24,0,0,0,0
48,113,019501,556,330,733,293,112,11,127,0,0,0,0,0,0
48,113,019502,465,354,306,97,34,0,392,27,0,0,0,0,0
48,113,019600,365,114,114,104,34,0,170,0,0,0,0,0,0
48,113,019700,266,106,56,73,0,0,188,0,0,0,0,0,0
48,113,019800,594,164,192,186,77,25,459,118,9,0,0,0,0
48,113,019900,128,213,234,152,39,114,128,39,4,0,0,0,0
48,113,020000,300,256,434,147,48,0,202,7,0,0,0,0,0
48,113,020100,73,77,79,97,31,55,238,43,21,0,6,0,0
48,113,020200,324,230,255,110,21,0,281,108,0,23,0,0,0
48,113,020300,237,103,46,57,0,7,508,88,10,0,0,0,0
48,113,020400,474,132,20,10,0,0,1622,291,75,0,0,0,0
48,113,020500,186,280,241,138,142,75,586,18,0,0,0,0,0
48,113,020600,276,136,150,88,34,0,135,27,6,0,0,0,0
48,113,020700,785,309,89,29,14,0,797,170,0,0,0,0,0
48,113,980000,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,980100,0,0,0,0,0,0,0,0,0,0,0,0,0
48,115,950401,508,152,287,145,11,25,542,12,0,0,0,0,0
48,115,950402,183,180,39,35,24,0,120,33,0,0,0,0,0
48,115,950500,443,257,200,23,27,7,458,37,15,0,0,0,0
48,115,950600,222,122,81,40,10,14,104,7,0,0,0,0,0
48,117,950300,442,268,245,322,67,124,453,47,0,0,0,0,0
48,117,950400,374,256,315,210,44,93,433,16,0,6,0,0,0
48,117,950500,349,85,238,84,30,83,289,32,0,0,0,0,0
48,117,950600,402,167,187,137,49,18,310,21,14,0,0,0,0
48,119,950100,428,99,135,113,13,5,317,11,3,0,0,0,0
48,119,950200,274,129,77,59,0,8,213,42,0,0,0,0,0
48,121,020103,1234,821,617,200,161,0,644,96,3,0,0,0,0
48,121,020104,313,196,137,163,0,31,118,80,0,21,0,0,0
48,121,020105,439,545,409,447,45,51,178,27,56,0,0,0,0
48,121,020106,484,380,383,262,62,80,154,5,14,22,0,0,0
48,121,020107,501,333,343,185,20,0,228,113,108,0,0,0,0
48,121,020108,846,1036,744,597,126,21,416,172,0,0,0,0,0
48,121,020109,194,331,321,57,4,20,21,0,0,0,0,0,0
48,121,020110,234,402,332,337,71,18,142,19,0,0,0,0,0
48,121,020111,112,143,417,241,16,34,185,9,0,0,0,0,0
48,121,020112,377,173,194,139,28,0,86,56,6,0,0,0,0
48,121,020113,808,605,651,469,62,88,421,54,0,0,0,0,0
48,121,020114,551,490,690,183,165,103,494,44,8,0,0,0,0
48,121,020115,457,292,269,243,17,48,263,133,5,0,0,0,0
48,121,020202,835,650,758,246,61,64,443,134,0,14,0,0,0
48,121,020203,391,272,414,103,72,42,344,67,21,5,0,0,0
48,121,020204,543,305,151,50,40,27,231,76,0,0,0,0,0
48,121,020205,230,117,87,16,47,4,77,61,0,0,0,0,0
48,121,020303,1360,434,777,300,67,28,371,164,38,0,0,0,0
48,121,020305,1256,384,497,113,33,12,336,30,0,0,0,0,0
48,121,020306,790,270,321,163,65,0,1340,171,0,0,0,0,0
48,121,020307,788,569,751,260,45,32,550,147,13,0,0,0,0
48,121,020308,840,724,619,355,89,82,147,156,0,0,0,0,0
48,121,020309,988,482,500,244,131,20,563,113,45,0,0,0,0
48,121,020310,834,84,57,0,0,0,436,36,0,7,0,0,0
48,121,020401,693,359,440,175,91,49,428,132,43,0,0,0,0
48,121,020402,501,282,165,86,36,8,565,127,63,92,0,0,0
48,121,020403,341,153,110,34,20,13,501,113,52,66,9,0,0
48,121,020503,564,260,213,273,38,12,618,402,42,0,0,0,0
48,121,020504,111,155,206,107,40,26,201,89,8,0,0,0,0
48,121,020505,905,396,288,311,0,0,519,129,0,0,0,0,0
48,121,020506,280,95,94,16,34,0,144,78,0,0,0,0,0
48,121,020601,249,174,245,20,7,55,501,202,23,0,0,0,0
48,121,020602,767,509,405,254,128,36,809,131,0,0,0,0,0
48,121,020700,169,160,11,9,0,15,833,303,59,0,5,0,10
48,121,020800,346,125,174,65,0,0,695,375,211,80,0,0,0
48,121,020900,207,135,67,80,0,0,427,256,46,7,0,0,0
48,121,021000,181,36,55,38,19,11,507,321,72,31,0,0,0
48,121,021100,162,48,0,2,0,0,856,471,37,0,0,0,0
48,121,021201,649,199,279,132,0,0,941,156,133,102,0,0,0
48,121,021202,250,197,111,115,5,65,240,56,50,21,0,0,0
48,121,021301,180,71,52,0,13,0,506,303,158,192,0,0,0
48,121,021303,439,243,373,287,14,116,676,21,0,0,16,0,0
48,121,021304,807,428,195,114,31,0,512,98,12,0,0,0,0
48,121,021305,485,191,179,53,10,8,375,184,0,35,0,0,0
48,121,021403,1170,698,647,249,114,28,692,138,3,0,0,0,0
48,121,021404,929,406,502,247,103,42,674,98,0,10,0,0,0
48,121,021405,958,620,480,220,182,58,417,238,0,0,0,0,0
48,121,021406,386,453,698,186,126,0,333,66,0,0,0,0,0
48,121,021407,278,533,301,191,85,123,241,84,88,0,0,0,0
48,121,021408,502,502,426,102,45,80,484,72,24,0,0,0,0
48,121,021409,940,728,493,156,106,0,438,95,0,0,0,0,0
48,121,021502,416,212,200,112,86,22,546,92,3,13,0,0,0
48,121,021505,499,504,285,141,81,0,330,227,57,0,0,0,0
48,121,021512,521,255,346,165,28,31,87,33,0,30,0,0,0
48,121,021513,545,261,209,33,32,21,147,50,0,0,0,0,0
48,121,021514,503,376,303,106,26,0,50,17,0,0,0,0,0
48,121,021515,1002,506,390,318,50,35,499,131,34,0,0,0,0
48,121,021516,432,296,503,218,36,14,552,221,0,5,0,0,0
48,121,021517,357,84,226,69,0,0,352,75,9,0,0,0,0
48,121,021518,233,285,133,125,26,16,145,12,0,0,0,0,0
48,121,021519,1097,530,843,349,332,21,950,333,23,0,0,0,0
48,121,021520,277,225,223,81,41,14,267,48,7,19,0,27,0
48,121,021521,354,500,228,88,23,9,182,59,0,9,0,0,0
48,121,021522,176,105,95,42,2,0,164,18,0,0,0,0,0
48,121,021523,218,219,324,64,48,35,195,30,0,8,0,0,0
48,121,021524,183,130,167,32,0,0,85,0,0,0,0,0,0
48,121,021525,684,685,873,158,64,25,164,15,0,0,0,0,0
48,121,021526,329,383,744,178,63,6,218,38,47,0,0,0,0
48,121,021527,240,372,613,225,68,0,104,10,0,0,0,0,0
48,121,021611,571,404,247,76,18,20,256,47,0,0,0,0,0
48,121,021612,402,321,231,118,22,0,328,27,0,0,0,0,0
48,121,021613,465,416,419,121,42,10,491,75,4,0,0,0,0
48,121,021614,298,211,240,123,68,0,234,86,9,0,0,0,0
48,121,021615,333,192,253,127,80,59,387,39,0,0,0,0,0
48,121,021616,443,240,212,23,22,21,561,149,0,0,0,0,0
48,121,021618,314,190,117,185,53,67,215,115,0,29,0,40,0
48,121,021619,212,77,98,77,47,45,487,63,23,0,0,0,0
48,121,021620,167,155,70,4,18,0,414,85,0,0,0,0,0
48,121,021621,477,297,175,89,26,48,160,42,0,0,0,0,0
48,121,021622,634,284,326,153,19,41,223,79,0,0,0,0,0
48,121,021623,657,232,524,95,15,78,468,154,0,0,0,0,0
48,121,021624,684,476,420,149,39,0,763,170,43,0,0,0,0
48,121,021625,549,336,360,184,66,14,359,46,0,0,0,0,0
48,121,021626,267,182,133,47,15,0,73,16,0,12,0,0,0
48,121,021627,978,314,97,111,0,0,1925,436,63,0,0,0,0
48,121,021628,781,348,491,220,17,0,495,199,0,0,0,0,0
48,121,021629,675,516,464,175,15,0,283,37,0,0,0,0,0
48,121,021630,585,382,322,125,7,35,321,36,0,0,0,0,0
48,121,021631,584,449,334,175,27,13,147,106,0,0,0,0,0
48,121,021632,498,318,115,68,21,0,357,80,0,0,0,0,0
48,121,021633,575,279,158,121,49,4,201,121,109,0,0,0,0
48,121,021634,701,343,121,16,0,0,1493,346,0,0,0,0,0
48,121,021635,389,170,316,25,0,0,849,243,0,0,0,0,0
48,121,021636,786,189,285,140,0,0,2533,307,25,0,0,0,0
48,121,021637,468,237,201,80,21,35,781,80,0,0,0,0,0
48,121,021638,310,287,278,65,9,0,679,83,15,0,0,0,0
48,121,021715,481,326,295,90,41,8,308,81,0,0,0,0,0
48,121,021716,554,332,371,68,7,0,1047,49,0,0,0,0,0
48,121,021717,606,404,237,299,49,0,484,32,26,0,0,0,0
48,121,021718,671,490,683,479,54,0,297,13,15,0,0,0,0
48,121,021719,363,290,445,115,33,0,149,2,6,0,0,0,0
48,121,021720,180,260,319,132,9,0,30,7,5,0,0,0,0
48,121,021721,384,261,367,73,8,0,232,0,0,0,0,0,0
48,121,021722,499,308,145,128,0,0,265,96,22,0,0,0,0
48,121,021723,89,116,163,22,31,0,105,11,24,0,0,0,0
48,121,021724,445,209,344,132,52,0,171,4,0,0,0,0,0
48,121,021725,249,308,417,72,0,11,285,17,0,0,0,0,0
48,121,021726,319,254,223,67,75,0,93,21,0,0,0,0,0
48,121,021727,306,433,476,87,37,0,145,0,6,0,0,0,0
48,121,021728,248,111,56,100,14,2,255,172,0,0,0,0,0
48,121,021729,304,213,255,126,0,15,89,41,0,0,0,0,0
48,121,021730,492,315,191,101,0,0,135,88,5,0,0,0,0
48,121,021731,455,207,216,198,12,17,143,15,6,0,0,0,0
48,121,021732,234,219,65,24,5,0,354,45,9,0,0,0,0
48,121,021733,320,87,286,28,100,43,148,92,20,0,0,0,0
48,121,021734,208,268,115,53,0,0,712,31,0,0,0,0,0
48,121,021735,467,111,215,28,0,0,780,267,36,0,0,0,0
48,121,021736,319,82,135,12,23,0,433,175,0,0,0,0,0
48,121,021737,407,330,224,112,7,0,702,113,0,0,0,0,0
48,121,021738,277,122,186,38,0,0,488,36,78,0,0,0,0
48,121,021739,511,149,120,15,63,0,576,228,15,0,0,0,0
48,121,021740,390,235,202,110,0,0,700,371,11,0,0,0,0
48,121,021741,208,155,68,63,7,0,105,31,16,0,0,0,0
48,121,021742,529,363,347,93,50,79,472,42,0,0,0,0,0
48,121,021743,352,126,229,94,7,14,461,67,0,0,0,0,0
48,121,021744,232,214,105,67,174,53,306,0,23,0,0,0,0
48,121,021745,322,342,244,111,75,106,219,126,0,0,0,0,0
48,121,021746,337,227,272,129,7,27,72,15,0,0,0,0,0
48,121,021747,302,274,376,152,16,0,210,48,0,0,8,0,0
48,121,021748,411,257,418,58,33,0,224,23,0,0,0,0,0
48,121,021749,224,218,304,128,30,10,62,6,0,0,0,0,0
48,121,021750,262,307,342,113,53,0,37,17,0,0,0,0,0
48,121,021751,160,352,543,273,14,0,57,0,10,0,0,0,0
48,121,021752,326,361,417,267,9,10,156,15,0,0,0,0,0
48,121,021753,558,429,417,126,33,14,102,54,1,0,0,0,0
48,121,021800,667,197,244,79,0,13,331,164,0,0,0,0,0
48,121,021900,357,212,426,275,31,0,153,9,0,0,0,0,0
48,123,970100,442,150,123,74,31,5,607,9,31,0,0,0,0
48,123,970200,514,158,186,44,63,60,388,20,0,0,0,0,0
48,123,970300,478,228,112,163,52,8,309,8,0,0,0,0,0
48,123,970400,531,221,197,56,46,18,392,11,0,0,0,0,0
48,123,970500,369,196,56,68,35,22,397,43,0,0,0,0,0
48,125,950300,345,179,26,31,16,8,306,17,0,0,0,0,0
48,127,950200,628,495,379,209,105,127,854,43,0,0,0,0,0
48,127,950400,253,96,103,28,39,19,238,19,0,0,0,0,0
48,129,950200,246,76,67,20,12,32,181,16,0,0,0,0,0
48,129,950300,302,56,27,38,0,2,181,21,0,0,0,0,0
48,131,950100,390,344,170,89,25,8,657,73,0,0,0,0,0
48,131,950200,231,184,97,116,40,47,131,22,0,0,0,0,0
48,131,950500,457,159,176,78,65,29,324,8,0,0,0,0,0
48,133,950100,418,99,96,89,35,0,402,21,0,0,0,0,0
48,133,950200,1001,218,127,108,6,0,836,22,76,70,0,0,0
48,133,950300,525,303,201,0,20,19,575,117,0,0,0,0,0
48,133,950400,293,41,74,35,2,20,205,32,0,0,0,0,0
48,133,950500,385,36,71,71,15,0,304,2,0,0,0,0,0
48,135,000100,335,137,168,137,26,0,291,78,0,0,0,0,0
48,135,000300,190,114,77,70,0,16,242,62,0,0,0,0,0
48,135,000400,328,234,253,140,11,28,435,73,0,0,0,0,0
48,135,000500,470,118,493,40,54,33,357,76,0,0,0,0,0
48,135,000600,624,275,328,101,161,28,386,25,0,18,0,0,0
48,135,000700,488,278,324,88,9,11,688,112,24,0,0,0,0
48,135,000800,359,82,217,185,98,0,186,77,7,0,0,0,0
48,135,001000,372,235,332,172,19,25,489,108,0,9,0,0,0
48,135,001100,523,536,208,338,55,78,406,111,0,38,0,0,0
48,135,001300,384,456,291,187,9,22,322,125,0,0,2,0,0
48,135,001500,246,363,335,11,88,78,468,57,0,0,0,0,0
48,135,001600,536,354,185,169,126,0,425,64,18,15,0,34,0
48,135,001700,932,294,325,174,150,23,536,107,0,0,0,0,0
48,135,001800,279,190,253,51,30,16,246,8,0,0,0,0,0
48,135,001900,318,375,279,236,83,66,295,100,39,0,0,0,0
48,135,002000,237,288,223,128,21,0,318,45,0,0,0,0,0
48,135,002200,330,258,128,147,114,0,103,13,14,0,0,0,0
48,135,002300,400,142,223,38,26,0,706,118,0,0,0,0,0
48,135,002400,540,275,338,56,56,0,373,35,90,28,0,0,0
48,135,002501,262,344,312,90,21,28,378,86,0,0,0,0,0
48,135,002502,850,266,242,115,24,141,482,0,17,0,0,0,0
48,135,002503,427,393,404,130,0,0,851,208,15,0,0,0,67
48,135,002700,864,538,650,274,65,27,615,119,0,0,0,0,0
48,135,002801,256,154,256,129,103,62,119,49,0,0,0,0,0
48,135,002802,728,372,550,314,90,121,743,42,50,52,0,0,0
48,135,002900,508,218,153,94,21,30,366,100,0,0,0,0,0
48,135,003000,810,579,472,291,139,49,675,92,0,0,0,0,0
48,135,003100,276,213,145,140,10,27,354,52,0,0,0,0,0
48,137,950300,346,82,54,40,0,0,258,19,0,0,0,0,0
48,139,060101,644,417,367,189,141,81,481,65,0,0,0,0,0
48,139,060102,633,361,267,97,255,179,231,108,34,3,0,0,0
48,139,060204,1041,521,342,345,112,112,316,143,0,0,49,0,0
48,139,060206,413,192,320,175,29,204,663,84,0,0,0,0,0
48,139,060207,493,416,430,167,30,37,257,29,42,0,0,0,0
48,139,060208,458,240,218,147,0,22,290,41,31,0,0,0,0
48,139,060209,547,214,209,106,61,7,113,28,0,0,0,0,0
48,139,060210,215,137,77,32,5,4,63,0,0,0,0,0,0
48,139,060211,385,61,339,83,0,25,96,29,0,0,0,0,0
48,139,060212,470,210,317,138,89,29,372,60,0,38,0,0,0
48,139,060213,1046,488,307,204,34,0,154,17,7,0,0,0,0
48,139,060214,668,580,394,277,153,19,270,94,0,0,49,0,0
48,139,060300,423,133,295,198,10,51,259,39,7,0,0,0,0
48,139,060400,377,265,191,124,59,40,300,50,28,0,0,0,0
48,139,060500,262,254,200,151,9,31,155,13,0,0,0,0,0
48,139,060600,876,495,430,121,56,17,963,164,0,0,0,0,0
