state,county,tract,B16005B_003E,B16005B_005E,B16005B_006E,B16005B_008E,B16005B_010E,B16005B_011E,B16005C_003E,B16005C_005E,B16005C_006E,B16005C_008E,B16005C_010E,B16005C_011E,B16005D_003E,B16005D_005E,B16005D_006E,B16005D_008E,B16005D_010E,B16005D_011E,B16005E_003E,B16005E_005E,B16005E_006E,B16005E_008E,B16005E_010E,B16005E_011E,B16005F_003E,B16005F_005E,B16005F_006E,B16005F_008E,B16005F_010E,B16005F_011E,B16005G_003E,B16005G_005E,B16005G_006E,B16005G_008E,B16005G_010E,B16005G_011E,B16005H_003E,B16005H_005E,B16005H_006E,B16005H_008E,B16005H_010E,B16005H_011E,B16005I_003E,B16005I_005E,B16005I_006E,B16005I_008E,B16005I_010E,B16005I_011E
48,001,950100,620,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,85,0,0,30,80,0,0,0,0,0,0,3685,12,3,7,23,6,14,210,3,44,56,123
48,001,950401,2250,0,0,0,8,2,0,0,0,0,0,0,25,0,0,5,8,0,0,0,0,0,0,0,12,15,0,0,0,0,12,0,0,0,7,0,1845,105,0,2,0,0,401,742,23,7,184,224
48,001,950402,2381,57,0,0,36,0,0,17,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,8,0,0,7,0,9,0,0,0,11,0,1633,109,0,11,0,0,244,823,33,8,149,80
48,001,950500,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,36,0,0,0,0,57,60,9,9,0,0,0,1893,118,0,10,57,27,323,369,40,52,112,400
48,001,950600,1933,0,0,8,35,0,12,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,31,56,0,0,67,95,0,0,0,0,0,2762,9,161,0,0,36,61,238,154,34,114,292
48,001,950700,952,22,0,0,18,0,4,6,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0,7,13,0,6,18,76,0,7,0,0,2,541,0,0,0,3,0,145,145,112,71,58,216
48,001,950800,798,0,15,23,121,0,24,0,0,0,0,0,0,0,0,0,18,70,0,0,0,0,0,0,0,147,0,0,0,0,165,0,0,0,0,0,2915,80,0,0,0,0,77,314,0,0,0,0
48,001,950901,684,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,20,33,27,0,14,0,47,13,0,0,0,7,3697,38,0,17,0,0,101,267,84,92,139,161
48,001,950902,348,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,34,0,0,0,0,46,0,0,0,0,0,4040,15,10,0,0,8,93,91,43,0,21,75
48,001,951000,273,0,0,0,0,0,93,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,16,0,0,0,6,0,77,0,0,0,0,1,6014,24,0,7,0,0,255,73,165,8,56,0
48,001,951100,399,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,3,18,0,0,0,0,0,0,5,0,0,0,6,0,10,0,0,0,0,0,3588,26,0,0,0,0,255,48,0,47,16,21
48,003,950100,72,0,0,0,0,0,0,6,0,0,0,0,0,9,6,0,10,4,0,0,0,0,0,0,12,13,0,0,0,0,13,0,0,0,0,0,1313,32,9,6,0,0,109,143,57,9,23,46
48,003,950200,185,43,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,35,0,0,0,0,0,0,0,15,0,0,65,115,37,23,0,0,0,0,3035,49,8,0,0,0,1009,1474,184,8,95,332
48,003,950300,23,0,0,1,0,0,25,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,5,10,27,41,7,0,0,26,19,1307,14,27,0,0,0,622,815,102,22,288,537
48,003,950400,93,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,21,49,22,0,0,0,0,5,932,9,4,0,0,0,179,822,42,21,112,388
48,005,000101,204,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,128,0,0,64,0,0,0,0,0,0,0,4606,74,0,38,0,0,118,128,10,0,210,0
48,005,000102,106,0,0,0,0,0,46,10,0,0,0,0,0,0,0,34,0,38,0,0,0,0,0,0,30,49,17,0,36,17,145,0,0,0,0,0,3175,11,0,35,0,0,235,273,17,0,196,186
48,005,000200,415,0,0,0,0,0,10,0,0,0,0,0,0,88,0,33,59,80,0,0,0,0,0,0,0,45,0,0,16,121,106,0,0,0,0,0,4160,42,22,0,0,0,212,534,38,111,113,388
48,005,000301,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,62,0,0,0,0,3444,40,0,7,0,0,250,149,7,60,6,59
48,005,000302,480,0,0,0,0,0,0,29,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,0,8,59,51,0,0,0,0,0,3119,16,0,0,4,0,99,292,127,0,69,110
48,005,000400,1904,16,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,21,0,2,0,69,0,0,0,0,0,2264,2,10,36,0,0,91,328,109,0,91,165
48,005,000500,2328,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,7,0,30,63,0,0,0,0,0,0,471,40,0,0,0,0,55,136,31,0,113,248
48,005,000600,1579,31,0,0,46,52,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,28,77,57,14,65,179,47,15,0,0,0,0,1515,72,0,13,0,18,298,1083,279,28,256,942
48,005,000700,900,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,10,0,95,181,32,0,0,6,0,6,513,19,0,0,0,0,324,570,57,52,262,709
48,005,000800,1060,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,31,37,0,0,0,0,0,0,0,0,0,20,0,0,77,35,27,0,0,45,3820,11,34,15,27,0,79,278,87,20,22,212
48,005,000901,942,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,28,0,0,0,107,93,0,0,0,0,0,0,4556,71,0,40,0,29,255,100,52,0,107,136
48,005,000902,243,0,12,0,0,0,38,0,0,0,0,0,11,0,0,0,196,39,0,0,0,0,0,0,10,48,0,0,0,0,9,0,0,0,0,0,1883,36,0,0,0,0,68,97,66,0,0,11
48,005,001001,973,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,3,166,2,0,16,97,57,0,0,0,0,0,2127,79,0,0,0,0,433,1062,147,11,170,543
48,005,001002,224,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,72,0,0,15,18,95,7,13,0,0,11,3095,18,0,0,0,0,394,368,17,0,99,201
48,005,001100,273,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,4950,129,11,25,28,0,12,111,41,0,0,64
48,005,001200,25,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,4,15,0,0,0,0,0,0,0,55,0,0,0,0,40,0,0,0,0,0,2369,22,0,7,0,0,38,63,0,0,0,0
48,005,001300,42,0,0,0,0,0,0,0,0,0,79,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,4340,47,27,0,0,3,37,56,9,0,84,93
48,007,950100,0,0,0,13,0,0,0,0,0,0,0,0,0,24,5,0,16,42,0,0,0,0,0,0,32,65,34,1,0,29,86,2,0,14,0,27,4271,114,3,32,3,29,249,157,52,1,23,31
48,007,950200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,15,0,0,3,0,1008,5,0,22,0,0,53,21,0,0,3,0
48,007,950300,206,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,104,81,0,0,0,0,0,0,102,57,66,0,9,18,273,0,0,0,0,0,4602,49,18,29,0,0,923,812,125,14,9,102
48,007,950400,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,26,0,0,0,0,0,0,12,0,15,0,15,8,177,6,40,0,0,0,1910,23,5,23,0,0,529,278,130,0,15,27
48,007,950500,31,0,0,0,0,0,0,45,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,45,42,0,0,0,11,191,77,0,0,0,0,3576,95,6,98,0,0,860,539,138,0,138,345
48,007,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,009,020100,6,2,0,0,0,0,44,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,4,2528,19,4,5,0,0,27,34,2,4,0,27
48,009,020200,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,2349,0,0,17,0,0,93,68,11,0,10,31
48,009,020300,45,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,12,28,2,0,4,46,37,12,0,0,0,0,2622,42,0,0,10,6,88,96,23,0,22,113
48,011,950100,35,7,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,6,0,0,2,0,19,3,0,0,1,0,1517,2,1,6,9,0,65,86,14,0,44,13
48,013,960100,55,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,97,4,0,0,68,94,19,0,0,0,0,2951,70,16,73,18,24,1474,1084,510,0,0,204
48,013,960201,23,0,0,0,0,0,10,0,0,0,0,32,0,0,0,8,0,0,0,0,0,0,0,0,285,360,0,24,0,55,229,97,0,0,0,0,2184,85,0,0,5,0,1658,1883,271,56,66,382
48,013,960202,48,44,0,0,11,11,39,29,0,0,17,0,0,19,0,0,20,0,0,0,0,0,0,0,692,632,23,0,43,152,74,48,0,0,0,0,2488,46,0,0,18,0,2072,2368,850,21,216,494
48,013,960300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,159,113,0,0,0,143,49,0,0,17,0,264,15,20,0,0,0,1285,1025,625,0,85,59
48,013,960401,0,0,0,0,0,0,0,0,6,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,19,159,4,0,0,21,44,0,0,0,0,3,421,49,0,0,0,0,369,629,168,44,82,228
48,013,960402,94,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,333,129,14,0,29,31,369,90,0,10,0,0,3264,35,45,0,0,64,1725,1294,437,0,66,162
48,013,960500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,38,13,0,24,8,0,8,11,0,16,0,611,9,12,25,3,0,567,779,504,0,109,136
48,013,960600,25,0,0,0,0,0,22,16,0,0,0,0,0,34,0,0,71,0,0,0,0,0,0,0,88,14,11,0,24,8,0,7,86,0,14,68,2661,43,34,22,1,0,1007,886,443,0,64,95
48,015,760100,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,0,0,10,0,79,0,0,3,0,0,1258,31,9,0,0,0,132,176,37,0,83,77
48,015,760200,896,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,49,0,122,40,97,37,47,0,0,16,42,2625,121,24,11,13,0,283,393,89,127,473,479
48,015,760300,282,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,64,0,0,40,11,130,0,0,0,0,0,4233,93,63,0,0,0,430,956,0,0,161,374
48,015,760400,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,77,0,0,0,0,0,2795,141,22,29,0,0,164,5,0,0,4,0
48,015,760501,188,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,33,0,0,60,32,0,0,0,0,0,3201,146,0,60,0,0,349,134,52,0,52,153
48,015,760502,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,248,71,0,0,0,0,0,2781,37,0,0,0,0,271,259,0,0,83,524
48,017,950100,94,25,0,0,0,0,4,0,4,0,0,0,8,0,0,9,0,7,9,0,0,0,0,0,124,102,0,0,227,195,24,0,0,0,0,0,2496,171,0,11,0,0,716,1298,307,0,307,1099
48,019,000101,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,44,0,0,0,0,0,0,12,5,0,0,0,2,4,16,0,0,0,0,3392,48,0,21,12,2,248,191,0,0,99,49
48,019,000102,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,150,8,0,0,0,0,3729,37,12,39,0,19,400,177,1,59,9,32
48,019,000200,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,16,0,0,0,2,0,1928,35,0,19,53,0,126,357,15,0,16,6
48,019,000300,4,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,69,176,0,0,0,0,4610,0,0,40,21,41,575,593,0,0,47,0
48,019,000400,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,12,63,0,0,0,21,26,0,0,0,0,0,1717,91,0,32,4,0,184,118,0,0,12,21
48,021,950100,145,0,0,0,0,0,0,0,20,0,38,50,66,0,17,2,18,36,0,0,0,0,0,0,145,164,32,0,66,139,197,0,3,0,0,0,5297,81,16,78,74,79,885,346,283,17,440,652
48,021,950200,1041,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,326,14,0,197,214,46,0,0,0,80,36,2734,7,0,25,0,0,686,1305,154,0,294,709
48,021,950300,1497,183,0,0,0,141,179,0,0,0,0,0,0,158,0,0,48,76,0,0,0,0,0,0,34,12,0,0,13,9,107,0,0,0,0,0,7986,91,46,75,189,0,1027,691,54,0,145,380
48,021,950400,760,7,0,0,0,0,54,0,0,0,0,0,0,25,4,0,57,31,0,0,0,0,0,0,54,34,20,0,0,0,104,3,0,0,0,0,4717,34,9,47,13,0,675,473,101,0,49,329
48,021,950501,587,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,45,98,61,0,0,51,178,17,0,0,0,0,3384,131,35,0,0,75,725,1247,312,17,154,720
48,021,950502,204,0,0,0,0,0,18,0,0,0,0,14,0,0,0,33,0,0,0,0,0,0,0,0,0,22,0,30,0,0,0,0,0,0,0,0,3883,175,0,15,0,0,117,334,37,30,88,185
48,021,950600,87,0,0,0,0,0,34,39,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,206,66,0,0,21,77,93,0,0,0,0,0,3448,29,0,0,13,0,525,278,0,0,37,281
48,021,950700,733,0,0,0,0,0,20,0,0,0,17,0,0,0,0,0,55,0,0,0,0,0,0,0,70,163,33,0,0,10,8,0,0,0,0,0,2418,5,0,6,0,0,235,381,45,0,24,27
48,021,950801,0,0,0,20,37,22,34,0,28,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,180,158,0,23,128,12,16,0,0,0,0,2078,0,19,7,0,0,984,1679,383,0,337,1029
48,021,950802,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,202,52,26,22,112,0,0,0,0,0,0,2908,70,0,50,0,0,563,1092,470,28,144,985
48,023,950300,40,7,0,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,106,9,0,0,0,0,2880,0,0,10,20,0,246,74,29,0,0,64
48,025,950100,2,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,36,9,0,0,0,12,0,22,0,0,0,1092,39,0,6,0,0,184,313,68,2,0,16
48,025,950201,2124,51,0,19,6,0,0,10,10,0,0,0,24,41,0,0,22,0,0,0,0,0,0,0,94,50,0,0,6,4,32,0,0,0,0,0,1922,125,5,3,0,0,906,1949,151,12,171,475
48,025,950202,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,220,152,81,0,43,55,73,11,15,0,0,0,2194,84,35,0,0,0,962,1072,302,4,54,64
48,025,950300,44,16,26,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,175,29,0,0,0,94,20,14,0,0,0,1759,104,9,43,35,0,983,1240,268,0,44,48
48,025,950400,75,8,0,35,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,36,20,0,0,7,19,3,0,0,0,0,695,27,0,0,0,0,486,541,127,0,0,60
48,025,950500,227,20,0,1,0,0,36,22,0,0,0,0,13,6,0,0,4,0,0,0,0,0,0,0,793,312,32,0,0,24,82,8,0,0,0,0,1226,37,19,0,0,0,2505,2110,347,11,21,214
48,025,950600,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,179,12,8,0,35,59,9,0,0,0,0,1006,5,6,0,0,0,450,700,87,8,0,112
48,027,020100,41,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,24,20,38,0,0,12,141,14,0,0,40,0,4563,87,50,16,42,0,478,197,69,14,135,166
48,027,020201,130,0,0,0,0,0,12,0,0,0,0,0,0,57,0,0,0,43,0,0,0,0,0,0,33,0,0,0,0,0,22,35,0,0,0,0,5313,171,87,31,16,0,259,290,20,0,12,0
48,027,020202,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,116,0,0,0,0,0,4313,17,0,0,0,0,593,151,0,0,0,87
48,027,020300,749,0,0,17,0,0,25,0,0,0,0,46,14,57,0,66,95,36,0,0,0,0,0,0,82,111,13,0,42,73,148,11,22,0,0,0,5672,96,0,37,0,0,833,374,93,27,170,151
48,027,020401,714,0,0,16,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,0,16,45,0,145,0,0,0,0,0,1454,41,0,25,0,0,250,81,88,0,20,0
48,027,020402,392,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,0,4,0,49,0,0,0,0,0,989,10,0,0,0,0,289,101,117,21,59,100
48,027,020500,542,20,20,0,0,0,8,0,0,0,0,0,31,0,0,0,13,0,5,0,0,0,0,0,45,34,15,6,5,30,30,0,0,0,0,0,2003,7,0,6,6,16,488,295,168,6,35,169
48,027,020600,403,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,8,0,0,0,0,0,39,10,0,0,0,0,41,0,0,0,0,0,1769,17,37,9,0,0,211,55,0,54,0,0
48,027,020701,189,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,6,7,4,0,11,0,4,0,455,4,0,0,5,0,66,176,47,0,18,26
48,027,020702,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,36,15,0,19,21,34,4,0,0,0,0,464,14,0,0,10,0,354,349,80,0,82,226
48,027,020800,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,35,10,0,0,11,52,0,0,0,0,0,446,11,7,0,10,0,371,253,127,0,21,304
48,027,020900,637,0,0,12,1,0,0,0,0,0,0,0,0,0,0,57,0,18,9,0,0,0,0,0,7,8,11,0,21,20,2,0,0,0,0,0,812,21,0,9,14,0,117,183,108,0,180,236
48,027,021000,592,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,14,72,0,0,0,0,0,0,0,30,22,0,5,95,101,17,0,0,0,0,1419,129,13,9,23,0,396,202,185,22,185,602
48,027,021100,387,0,0,17,0,0,0,0,5,0,0,0,0,60,0,3,19,0,0,0,0,0,0,0,38,42,20,0,23,13,99,0,5,0,0,0,2828,15,22,32,107,0,710,451,100,0,141,162
48,027,021201,414,43,0,0,0,0,21,0,0,0,0,0,0,31,0,19,75,145,0,0,0,0,0,0,12,30,0,0,6,0,103,15,0,0,0,0,1335,26,8,22,0,0,144,284,0,0,6,33
48,027,021202,325,0,0,0,0,0,34,10,0,0,0,0,0,0,0,8,15,54,47,17,0,0,79,0,44,14,0,0,9,0,98,0,0,0,0,15,2391,60,10,9,0,0,364,279,8,0,77,126
48,027,021203,367,36,0,18,0,0,0,13,0,0,0,0,12,0,0,0,31,12,0,0,0,0,0,0,11,63,0,0,0,0,39,0,0,0,0,0,2375,46,8,12,0,8,231,315,84,17,13,15
48,027,021301,515,28,0,9,0,0,54,0,0,0,0,0,6,0,0,6,60,9,0,0,0,0,0,0,16,0,0,0,0,0,98,0,0,0,0,0,2893,118,12,10,58,9,431,219,0,16,0,0
48,027,021302,252,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,61,44,44,0,0,0,0,0,17,15,0,0,0,0,7,0,0,0,0,0,2413,23,0,37,35,0,99,35,0,9,10,0
48,027,021303,955,37,0,26,0,0,0,0,0,0,0,0,181,122,0,109,101,130,0,0,0,0,0,0,55,15,0,0,0,0,114,0,3,0,0,0,3402,48,43,52,26,16,325,301,31,0,38,46
48,027,021400,18,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,38,4,0,0,0,0,0,0,20,3,0,0,0,10,30,22,0,0,0,0,2931,58,15,7,8,0,138,90,15,0,20,162
48,027,021500,689,56,0,0,0,0,149,67,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,43,171,2,0,25,1,73,0,0,0,0,0,3305,118,11,36,0,0,939,884,79,17,137,251
48,027,021601,395,8,7,1,0,1,14,0,0,0,0,0,0,11,0,0,8,9,0,0,0,0,0,0,11,107,24,0,11,75,99,0,0,0,0,0,2247,0,14,15,0,0,546,635,299,0,124,447
48,027,021602,371,18,0,0,6,42,15,0,0,0,0,0,33,18,0,17,0,12,1,0,0,0,0,0,13,5,0,0,7,6,35,15,0,0,0,0,1215,15,0,18,0,0,175,292,36,17,40,68
48,027,021700,109,21,0,29,0,0,38,0,0,0,0,0,145,31,0,27,29,37,0,0,0,0,0,0,0,208,52,0,0,0,277,0,0,0,20,0,5861,42,0,20,49,92,363,437,53,0,34,0
48,027,021800,635,9,0,52,11,0,5,99,0,0,28,78,0,0,0,0,74,77,0,76,0,0,0,0,68,0,49,40,0,85,340,8,0,15,0,23,3567,154,8,24,11,0,545,282,82,40,165,262
48,027,021901,575,0,0,15,12,0,0,0,7,0,0,0,20,0,0,0,38,76,0,0,0,0,0,0,165,67,0,0,0,0,84,48,0,0,0,0,1896,49,20,44,21,21,336,100,0,9,0,27
48,027,021903,1225,44,16,100,93,84,28,0,0,0,0,0,38,40,0,42,92,174,139,33,0,0,0,0,101,82,0,0,0,80,927,17,7,24,0,77,3968,104,14,100,78,34,1007,653,0,12,62,203
48,027,021904,760,0,0,18,0,0,42,0,0,0,0,0,143,19,0,90,52,72,0,0,0,0,0,0,39,21,0,0,0,0,372,10,0,0,0,0,5122,29,16,118,55,0,752,293,8,28,94,0
48,027,022000,1415,77,0,20,22,0,74,0,0,0,0,0,0,0,0,39,36,61,0,31,0,0,0,0,54,39,0,17,0,0,254,0,0,41,0,0,4087,30,0,15,144,14,539,677,19,17,117,179
48,027,022101,990,55,0,21,0,0,4,0,0,0,0,0,18,10,0,5,6,52,185,87,0,0,0,0,25,47,33,0,15,44,423,36,4,0,0,6,1342,113,0,44,24,23,291,288,139,6,58,49
48,027,022103,1460,110,0,6,0,6,39,0,0,0,0,0,107,0,20,61,34,31,4,0,0,0,0,0,28,92,59,0,114,46,114,23,0,0,9,0,1484,48,5,10,87,7,515,324,137,0,140,68
48,027,022104,1078,45,12,18,6,0,90,0,0,0,0,0,95,0,0,16,0,76,114,0,0,0,14,0,167,43,0,0,9,6,412,41,0,0,0,0,1014,56,0,5,37,0,408,129,24,3,17,23
48,027,022105,360,8,13,10,0,0,13,0,0,0,0,0,17,0,9,17,0,15,0,0,0,0,0,0,0,92,0,0,0,0,59,0,0,6,0,0,711,9,0,59,62,11,101,131,40,16,0,0
48,027,022200,1301,20,15,11,14,0,0,0,0,0,0,0,0,0,8,12,0,0,52,12,0,0,0,0,0,0,0,0,34,21,161,12,0,0,7,0,692,7,0,20,0,0,177,206,77,0,74,164
48,027,022300,1218,8,0,0,7,6,0,0,0,0,0,0,181,0,0,19,14,33,19,0,0,0,0,0,41,75,34,0,20,107,132,28,6,0,0,0,1094,60,10,34,18,16,263,238,98,39,20,175
48,027,022401,2089,187,0,154,61,22,14,107,0,0,12,10,13,0,0,35,54,163,0,13,0,0,0,0,146,0,10,0,0,0,213,7,0,0,0,0,1292,18,0,26,104,0,645,415,10,0,22,60
48,027,022402,1467,32,23,0,56,23,0,0,0,0,26,0,150,18,0,42,74,46,48,22,0,0,0,23,263,235,0,0,7,0,335,0,15,24,8,9,1735,11,0,8,22,20,590,350,72,10,100,39
48,027,022403,1004,25,0,11,0,45,13,28,24,0,0,0,0,0,0,24,64,70,0,0,0,0,0,0,78,136,12,0,14,34,118,0,0,20,0,0,1431,55,13,10,80,0,403,225,56,0,33,97
48,027,022404,3061,190,0,58,21,0,0,74,0,17,0,0,135,63,80,0,173,209,0,0,0,0,0,0,138,0,0,0,13,16,555,31,0,10,37,25,2409,61,0,36,25,36,735,944,114,27,82,41
48,027,022405,279,0,0,4,12,0,17,3,0,0,0,0,16,10,0,0,0,5,0,0,0,0,0,0,45,34,0,0,62,0,120,4,0,0,0,9,781,11,36,0,41,12,159,100,0,53,66,9
48,027,022501,408,0,0,23,0,0,0,0,0,0,0,0,16,0,0,17,30,5,0,0,0,0,0,123,0,12,11,0,0,9,108,74,0,0,14,14,1264,9,10,89,30,0,146,120,98,0,113,23
48,027,022502,3028,58,0,54,63,0,165,0,0,0,0,0,68,0,0,0,59,45,207,0,0,0,0,0,280,116,43,55,59,46,594,0,0,0,0,0,2918,289,0,31,15,0,568,512,78,55,59,46
48,027,022600,709,28,29,7,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,11,0,0,0,0,16,98,59,0,54,160,128,9,0,0,60,0,1136,17,0,60,35,6,215,240,164,0,68,309
48,027,022801,638,39,8,0,12,0,47,0,0,0,0,0,45,0,0,0,17,19,0,0,0,0,0,0,31,38,0,32,59,57,41,0,0,27,0,0,532,28,0,7,40,11,106,112,22,59,206,193
48,027,022900,689,97,7,0,50,0,30,0,0,0,0,0,8,49,0,36,93,148,26,0,0,0,0,0,51,90,14,0,0,81,245,0,0,0,0,0,1106,44,0,9,18,8,372,481,76,0,69,236
48,027,023000,1497,107,0,157,43,75,25,0,0,0,0,0,29,15,37,41,113,47,0,0,0,0,0,0,210,236,57,0,48,0,226,74,10,21,17,0,2542,27,0,49,123,17,808,708,89,24,173,97
48,027,023103,1433,33,0,6,15,12,0,0,0,0,0,0,67,0,0,14,80,65,49,24,24,0,0,0,90,92,0,0,0,0,184,0,0,0,0,0,1185,92,8,38,94,0,416,212,86,0,29,17
48,027,023104,1172,0,0,0,0,0,0,0,0,0,0,0,33,0,0,10,29,81,0,0,0,0,0,0,30,22,0,0,0,23,203,29,26,0,0,10,1337,10,0,25,29,0,471,228,52,0,30,35
48,027,023105,3629,16,0,25,116,23,16,0,0,0,0,0,45,29,0,51,4,76,11,0,0,0,0,0,155,40,66,8,26,79,278,25,0,0,14,15,3561,64,0,0,155,20,1098,352,193,27,26,79
