state,county,tract,B23001_005E,B23001_007E,B23001_008E,B23001_009E,B23001_012E,B23001_014E,B23001_015E,B23001_016E,B23001_019E,B23001_021E,B23001_022E,B23001_023E,B23001_026E,B23001_028E,B23001_029E,B23001_030E,B23001_033E,B23001_035E,B23001_036E,B23001_037E,B23001_040E,B23001_042E,B23001_043E,B23001_044E,B23001_047E,B23001_049E,B23001_050E,B23001_051E,B23001_054E,B23001_056E,B23001_057E,B23001_058E,B23001_061E,B23001_063E,B23001_064E,B23001_065E,B23001_068E,B23001_070E,B23001_071E,B23001_072E,B23001_075E,B23001_076E,B23001_077E,B23001_080E,B23001_081E,B23001_082E,B23001_085E,B23001_086E,B23001_087E,B23001_091E,B23001_093E,B23001_094E,B23001_095E,B23001_098E,B23001_100E,B23001_101E,B23001_102E,B23001_105E,B23001_107E,B23001_108E,B23001_109E,B23001_112E,B23001_114E,B23001_115E,B23001_116E,B23001_119E,B23001_121E,B23001_122E,B23001_123E,B23001_126E,B23001_128E,B23001_129E,B23001_130E,B23001_133E,B23001_135E,B23001_136E,B23001_137E,B23001_140E,B23001_142E,B23001_143E,B23001_144E,B23001_147E,B23001_149E,B23001_150E,B23001_151E,B23001_154E,B23001_156E,B23001_157E,B23001_158E,B23001_161E,B23001_162E,B23001_163E,B23001_166E,B23001_167E,B23001_168E,B23001_171E,B23001_172E,B23001_173E
48,029,130900,0,12,0,192,0,34,26,44,0,29,0,0,0,92,0,11,0,72,0,14,0,113,29,9,0,239,0,25,0,69,0,66,0,9,0,14,0,0,0,7,17,0,34,0,0,19,17,0,91,0,0,7,90,0,33,50,0,0,112,20,46,9,119,43,50,0,65,0,30,0,137,0,105,0,159,17,81,0,52,0,64,0,21,22,45,0,0,0,13,0,0,85,25,0,87,0,0,157
48,029,131000,0,0,0,82,0,32,0,0,0,42,0,74,0,107,59,19,0,206,0,22,0,170,12,28,0,234,25,88,0,56,0,47,0,29,0,18,0,36,0,44,0,7,112,0,0,10,14,0,206,0,38,15,77,0,60,13,0,0,0,6,0,0,132,36,27,0,112,9,0,0,125,53,62,0,206,20,44,0,62,0,82,0,22,16,75,0,23,0,106,11,0,169,19,0,79,16,0,298
48,029,131100,0,6,0,37,0,14,6,0,0,21,0,7,0,74,0,8,0,95,0,9,0,65,16,0,0,82,23,41,0,73,6,37,0,11,0,14,0,30,4,23,0,0,5,0,0,44,10,0,59,0,22,21,75,0,26,23,0,0,79,0,24,0,7,0,46,0,70,32,6,0,55,0,12,0,131,19,49,0,38,0,31,0,51,5,5,0,59,0,9,11,0,44,0,0,31,0,0,126
48,029,131200,0,0,0,124,0,0,0,0,0,21,22,0,0,45,8,5,0,37,0,7,0,53,29,39,0,205,0,54,0,26,0,32,0,0,0,8,0,11,0,27,8,0,44,40,0,63,9,0,61,0,15,6,100,0,0,0,22,0,88,0,1,0,116,0,24,0,39,0,0,0,235,10,0,0,98,7,74,0,83,0,8,0,6,3,9,0,9,0,16,8,0,82,0,0,60,0,0,108
48,029,131300,0,29,7,89,0,13,0,0,0,0,48,140,0,136,0,0,0,0,0,27,0,243,0,138,0,241,12,71,0,245,0,26,0,32,0,0,0,19,0,26,0,0,55,0,0,73,38,0,293,0,124,0,175,0,27,0,0,0,96,48,200,0,46,19,133,0,45,16,1,0,109,0,185,0,467,21,80,0,18,0,23,0,31,0,107,0,88,14,77,22,0,113,47,0,166,0,0,280
48,029,131401,0,21,22,107,0,62,0,55,0,194,0,51,0,229,0,70,0,355,0,32,0,414,0,55,0,235,0,43,0,154,0,28,0,132,0,13,0,63,0,48,0,0,49,83,0,61,0,0,92,0,21,0,70,0,133,0,8,0,79,0,24,0,222,24,201,0,185,29,102,0,404,21,158,0,316,0,164,0,85,0,81,0,0,0,23,0,0,0,135,20,0,111,0,0,67,0,0,80
48,029,131402,0,11,0,33,0,1,0,0,0,21,30,0,0,82,12,11,0,113,0,0,0,120,7,56,0,129,8,81,0,62,4,1,0,4,0,0,0,27,1,9,0,0,27,4,0,7,0,0,52,0,41,0,68,0,45,22,4,0,32,0,32,0,52,14,7,0,19,0,49,0,178,0,52,0,105,45,67,0,18,6,67,0,23,0,5,0,41,4,13,12,0,7,9,0,27,0,0,101
48,029,131503,0,49,0,58,82,60,0,0,0,67,14,0,0,39,0,0,0,8,0,0,0,163,30,8,0,213,34,11,0,100,0,24,0,21,0,0,0,53,0,13,61,0,84,3,0,40,0,0,89,0,31,0,100,27,85,0,48,20,53,15,19,0,59,0,15,0,0,0,0,0,149,41,31,0,241,18,45,0,58,0,32,0,21,0,8,0,19,0,43,56,0,87,0,0,74,0,0,138
48,029,131504,0,42,61,42,0,0,0,0,0,47,0,0,0,183,25,0,0,119,55,7,0,197,0,28,0,234,0,18,0,56,0,23,0,30,0,0,0,57,0,14,0,0,99,41,0,52,0,0,53,0,0,5,9,0,38,7,18,0,35,0,0,0,81,0,0,0,68,31,38,0,65,0,93,0,174,19,53,0,69,0,38,0,31,6,35,0,48,0,42,0,0,81,4,0,18,0,0,79
48,029,131505,0,14,16,103,8,105,0,15,0,18,0,14,9,123,48,0,0,47,55,58,16,188,0,146,0,236,12,36,0,53,0,42,0,10,0,0,0,21,0,47,0,0,59,25,0,0,0,0,34,0,28,9,62,0,57,14,0,0,0,0,0,0,95,7,39,0,98,44,63,0,171,14,99,0,177,0,77,0,8,0,62,0,0,16,25,0,25,0,56,9,0,41,11,0,0,0,0,39
48,029,131506,0,60,24,50,0,8,0,0,0,22,6,0,0,128,11,2,16,54,16,0,13,232,0,16,0,207,0,45,0,59,0,20,0,0,0,0,0,3,0,19,11,0,6,0,0,0,3,0,6,0,11,6,32,0,66,0,0,0,25,0,0,10,133,0,54,7,85,0,102,0,162,44,12,0,207,29,43,0,21,0,0,0,22,0,0,0,9,0,0,9,0,22,0,0,7,0,0,1
48,029,131507,0,61,68,109,0,64,0,0,0,92,46,66,0,108,33,19,0,206,14,8,0,277,49,85,0,259,96,42,0,121,0,0,0,0,0,10,0,44,0,0,17,0,0,0,0,75,0,0,32,0,134,36,36,0,107,70,10,0,78,53,29,0,109,38,81,0,104,54,146,0,314,7,265,0,240,0,80,0,97,7,89,0,16,0,66,0,21,0,13,12,0,51,29,0,67,0,0,41
48,029,131601,0,0,0,122,0,0,0,3,0,50,0,4,10,103,13,5,0,63,0,11,0,149,13,35,25,167,0,37,0,66,0,35,0,12,0,23,0,11,0,79,29,0,9,0,0,51,0,0,32,0,48,0,27,0,0,11,19,0,42,0,0,0,39,13,41,0,74,0,42,0,114,0,22,0,207,0,30,0,56,0,48,0,0,0,23,0,32,0,49,0,0,0,0,0,0,0,0,69
48,029,131606,0,71,0,67,0,52,8,25,0,46,7,15,22,226,0,23,0,132,13,44,0,307,70,39,0,317,0,20,0,118,0,76,0,16,0,0,0,0,9,0,15,0,17,8,0,17,11,0,69,0,10,0,173,0,0,0,0,0,112,47,18,10,121,0,16,0,166,8,85,0,278,0,72,34,271,8,90,0,31,32,65,0,8,0,54,0,18,0,42,0,0,76,31,0,55,0,0,56
48,029,131608,0,84,0,72,0,32,0,0,0,92,0,12,0,193,0,34,9,198,0,128,12,189,36,39,0,227,0,33,0,30,0,53,0,43,0,70,0,0,12,0,20,0,48,0,0,22,0,0,58,0,43,0,168,0,0,0,8,17,11,0,94,16,196,85,8,11,123,0,8,0,457,0,108,0,298,0,132,0,65,13,41,0,22,0,46,0,16,0,60,21,0,27,12,14,37,0,0,70
48,029,131609,0,40,21,391,0,38,84,9,0,172,0,0,0,404,90,28,0,201,0,0,76,570,23,13,0,439,0,33,0,138,0,31,0,66,0,9,0,103,0,14,22,0,118,16,0,28,0,0,42,0,12,22,145,0,169,0,0,0,116,30,42,5,232,27,31,0,203,0,151,0,343,0,123,0,449,20,156,0,193,0,100,0,69,0,73,0,28,21,69,0,0,97,0,0,126,0,0,71
48,029,131610,0,42,8,113,0,72,0,13,0,10,13,0,52,280,0,25,9,130,0,11,18,212,21,0,0,420,20,35,0,130,14,17,0,65,0,16,0,7,0,48,0,0,18,0,0,50,0,0,24,0,58,30,73,0,82,0,0,0,69,0,0,21,179,20,56,0,117,28,39,9,283,9,54,0,449,11,37,0,143,0,36,0,8,0,44,0,24,0,71,15,0,0,0,0,19,0,0,12
48,029,131611,0,0,8,32,0,31,13,0,0,0,0,0,0,8,0,0,0,12,0,0,4,71,0,0,0,62,0,0,0,31,0,4,0,10,0,16,0,7,0,32,9,0,35,0,5,37,0,5,41,0,10,0,16,0,0,0,0,0,9,0,0,0,62,0,12,9,0,0,0,0,84,0,27,0,27,4,15,0,43,0,21,0,6,0,4,0,4,0,14,4,0,77,12,0,52,0,0,27
48,029,131612,0,23,0,19,0,0,0,0,0,24,0,0,0,40,0,0,0,47,5,0,29,142,0,9,5,92,0,14,0,5,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,34,0,45,0,24,39,11,0,24,6,0,0,33,0,17,0,83,0,43,0,181,0,35,0,70,15,10,0,0,5,7,0,3,0,18,0,0,0,32,0,0,0,22,0,0,0,0,0
48,029,131613,0,18,34,87,0,30,0,0,0,83,0,0,12,121,0,48,0,97,0,12,30,186,11,64,0,222,7,0,0,248,0,39,0,19,0,0,0,10,8,20,27,0,45,9,0,30,0,0,57,0,18,2,80,0,40,0,47,0,46,15,18,0,88,0,46,0,129,35,29,0,290,26,111,0,205,0,177,0,57,7,38,0,21,0,16,0,27,0,62,26,0,124,0,0,42,0,0,59
48,029,131614,0,26,48,81,0,70,0,0,0,35,0,62,0,76,0,0,25,244,0,21,23,172,0,70,0,144,11,11,0,26,8,7,0,19,0,0,0,16,0,31,22,0,6,9,5,0,6,0,42,0,74,18,159,0,22,8,57,0,7,0,0,0,119,13,74,32,46,20,55,0,176,0,95,0,217,44,32,0,60,0,81,0,0,0,0,0,0,0,9,11,0,29,5,0,123,8,0,26
48,029,131615,0,8,89,59,0,113,122,0,0,82,76,0,10,126,0,9,69,192,0,12,118,427,0,0,0,258,0,121,0,79,12,38,0,83,13,0,0,36,0,117,0,0,78,0,0,14,0,0,61,0,75,17,244,0,60,0,0,0,104,0,35,0,305,0,35,0,276,0,65,17,391,0,213,0,543,14,171,0,121,0,84,0,0,0,64,0,24,23,142,32,0,92,20,0,68,0,0,33
48,029,131700,43,2,17,17,14,15,2,3,1,0,0,0,22,7,0,0,30,5,0,14,55,31,2,4,28,46,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,19,0,2,4,0,43,4,0,13,11,6,2,16,8,11,0,39,13,41,2,39,0,17,5,27,0,5,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
48,029,131801,0,15,6,31,0,18,0,0,0,63,0,0,0,21,0,0,0,51,0,3,0,192,9,11,0,185,0,10,0,143,0,4,0,13,0,5,0,38,0,27,26,0,38,0,0,30,0,0,85,0,8,0,55,0,24,0,4,0,0,5,5,0,43,4,7,0,15,3,45,0,91,17,48,0,189,8,21,0,37,4,29,0,19,0,9,0,21,0,55,22,0,58,0,0,40,18,0,78
48,029,131802,0,24,17,119,0,31,10,15,0,128,10,0,0,160,17,6,0,49,10,16,0,306,0,45,0,366,5,68,0,200,0,82,0,15,0,16,0,80,4,64,28,0,29,13,0,44,4,0,172,0,54,0,71,0,44,0,69,0,159,13,10,0,78,5,13,10,131,13,3,0,269,27,15,0,322,19,60,0,132,0,38,0,32,0,16,0,72,0,78,27,0,120,0,0,106,0,0,104
48,029,140100,0,14,0,10,0,25,0,0,0,33,30,10,0,25,0,11,0,43,7,0,0,166,24,12,0,111,13,11,0,20,0,24,0,11,11,0,0,42,0,23,4,0,17,0,0,25,0,0,30,0,0,0,14,0,11,0,0,0,3,0,8,0,35,0,0,0,56,0,0,0,84,22,15,0,85,0,42,0,47,0,3,0,24,0,19,0,11,0,15,30,0,9,5,0,33,0,0,32
48,029,140200,0,11,21,66,0,0,14,0,0,33,0,12,0,0,14,0,0,35,0,0,0,236,0,72,0,106,9,29,0,36,0,41,0,14,0,0,0,45,0,39,7,0,8,10,0,92,0,0,169,0,0,0,50,0,8,0,13,0,43,0,22,0,62,3,0,0,27,0,16,0,181,8,41,10,84,0,91,0,96,0,22,0,12,0,37,0,0,0,53,25,0,8,0,0,63,0,0,88
48,029,140300,0,8,23,86,0,0,19,10,0,71,25,33,0,128,0,0,0,116,28,0,0,98,74,18,0,135,2,16,0,42,0,53,0,10,0,0,0,15,0,57,0,0,40,0,0,39,0,0,47,0,13,11,78,0,9,18,23,0,54,0,0,0,78,6,44,0,86,0,0,0,192,0,74,0,155,22,68,0,76,0,0,0,9,0,0,0,21,0,37,0,0,48,12,0,17,0,0,124
48,029,140400,0,19,23,0,0,0,0,0,0,34,33,11,0,146,0,32,0,163,0,0,0,230,0,37,0,201,0,78,0,76,9,22,0,0,0,13,0,0,0,10,24,0,76,0,0,9,0,0,52,0,0,0,127,0,48,8,31,0,10,48,78,0,121,0,32,0,44,0,0,0,181,0,85,0,156,32,67,0,99,0,24,0,0,0,7,0,27,23,30,25,0,119,11,0,20,0,0,121
48,029,140500,0,0,9,123,0,19,11,0,0,99,0,0,13,71,48,10,0,46,0,14,0,243,0,61,0,244,27,53,0,47,17,40,0,51,0,11,0,21,0,48,7,0,81,0,7,19,7,0,96,0,11,0,95,0,0,0,10,0,33,29,40,0,76,0,0,0,100,0,10,10,277,0,53,0,176,34,87,0,132,0,50,0,15,0,50,0,29,0,35,21,0,76,23,0,91,8,0,142
48,029,140600,0,22,27,46,0,13,0,0,0,18,0,14,0,52,6,8,0,20,56,20,0,120,0,0,0,110,4,49,0,33,1,30,0,6,0,15,0,5,0,0,0,0,42,0,0,24,0,0,41,0,27,6,80,0,38,0,18,0,51,0,6,0,31,0,56,0,58,0,21,0,143,5,22,0,88,48,44,0,60,5,21,0,0,0,5,0,17,0,6,5,0,56,0,0,51,0,0,150
48,029,140700,0,24,27,57,0,41,0,21,0,63,48,11,0,58,21,73,0,131,0,39,0,232,8,25,0,189,0,190,0,49,0,100,0,0,0,46,0,30,0,78,27,0,115,0,0,34,0,0,113,0,105,0,36,0,8,0,40,0,98,47,7,0,84,0,0,0,58,14,0,0,226,0,64,0,180,12,70,0,87,0,94,0,19,0,80,0,94,0,56,45,0,91,0,0,72,0,0,141
48,029,140800,0,33,47,111,0,57,0,2,0,91,0,44,0,270,29,31,0,80,101,57,0,164,16,87,0,242,83,69,0,141,0,39,0,0,0,32,0,45,0,35,9,0,104,0,0,27,0,0,104,0,30,34,187,0,170,0,14,0,48,7,0,0,151,0,27,0,89,0,70,0,153,0,176,0,285,25,147,0,45,0,103,0,17,0,0,0,47,0,13,0,0,43,14,0,86,0,0,155
48,029,140900,0,14,9,53,0,8,0,10,0,20,0,31,0,41,0,29,0,53,0,0,0,38,0,7,0,71,0,46,0,97,0,5,0,13,0,0,0,31,0,9,0,0,53,0,0,5,0,0,66,0,0,31,33,0,10,17,0,0,18,0,16,0,38,6,8,0,29,0,32,0,105,0,21,0,54,0,101,0,26,3,40,0,19,0,4,0,5,0,3,4,0,33,0,0,26,0,0,73
48,029,141000,0,71,0,29,0,0,0,23,0,13,0,0,0,64,25,0,0,84,0,0,0,134,45,29,0,176,23,90,0,42,26,44,0,0,0,15,0,53,0,32,19,41,53,0,0,6,11,0,28,0,0,0,85,0,41,9,72,0,76,28,0,0,11,0,35,0,23,0,12,0,150,29,207,0,172,0,95,0,19,9,60,0,31,0,6,0,0,0,56,0,0,35,0,0,32,0,0,110
48,029,141101,0,110,22,113,0,27,0,11,0,23,0,29,0,143,0,39,0,90,60,27,0,33,35,108,0,197,17,84,0,60,0,67,0,50,0,5,0,11,0,33,10,0,21,0,0,37,0,0,58,0,36,2,51,0,13,0,0,0,35,6,19,0,61,0,26,0,156,0,100,0,183,0,48,0,144,0,64,0,32,0,189,0,9,0,62,0,32,0,107,11,0,43,0,0,73,0,0,264
48,029,141102,0,41,15,60,0,0,0,9,0,15,0,8,0,55,0,11,0,166,0,0,0,168,53,8,0,142,0,68,0,24,0,106,0,18,0,0,0,0,0,0,21,0,40,0,0,25,0,0,56,0,44,11,92,0,53,0,14,0,102,0,69,0,33,41,7,0,125,0,40,0,176,11,34,0,114,0,134,0,18,17,17,0,0,0,20,0,0,0,47,49,0,49,28,0,38,0,0,79
48,029,141200,0,50,25,211,0,16,0,74,0,68,0,0,0,232,18,19,0,163,0,0,0,548,14,50,0,291,89,54,0,157,0,46,0,36,0,0,0,0,0,28,0,0,92,0,0,21,0,0,114,0,0,0,37,0,19,12,31,0,155,0,0,0,171,16,27,0,113,0,178,0,290,0,142,0,309,0,55,0,258,0,88,0,85,0,13,0,12,0,54,32,0,315,0,0,0,0,0,136
48,029,141300,0,25,22,97,0,70,15,12,0,71,50,38,0,223,29,20,0,169,30,20,0,203,9,51,0,163,19,115,0,166,0,66,0,39,0,24,0,24,8,73,46,0,34,6,0,21,7,0,150,0,28,8,91,0,18,24,74,0,114,47,28,0,174,0,49,0,180,13,39,0,157,0,125,0,261,14,100,0,148,0,68,0,38,7,75,0,91,0,41,48,0,63,0,0,93,0,0,225
48,029,141402,0,35,5,60,0,13,10,8,0,51,0,0,0,120,0,0,0,129,17,0,0,318,1,0,0,300,0,17,0,51,14,15,0,16,0,0,0,14,11,10,3,0,11,0,0,0,0,0,80,0,31,13,97,0,34,0,13,0,31,0,43,0,72,28,0,0,102,0,112,0,322,23,52,0,179,51,43,0,33,0,26,0,8,0,55,0,12,0,0,4,0,30,15,0,31,0,0,67
48,029,141403,0,64,9,78,0,25,0,0,0,24,35,51,0,74,0,68,0,231,0,0,0,331,16,0,0,269,0,110,0,44,0,13,0,49,0,0,0,10,0,18,21,0,29,0,0,28,56,0,125,0,60,19,78,0,0,0,0,0,60,0,0,0,145,0,12,0,90,0,16,0,140,25,61,0,209,29,87,0,13,13,46,0,10,0,14,0,34,0,25,8,0,92,11,0,124,0,0,129
48,029,141404,0,81,57,70,0,33,40,86,0,149,0,57,0,65,38,49,0,112,13,39,0,226,0,19,0,236,0,126,0,55,17,27,0,9,0,20,0,0,0,57,0,0,38,15,0,24,11,0,185,0,7,0,22,0,33,27,0,0,126,0,68,0,46,75,122,0,104,0,10,0,203,12,65,0,354,0,132,0,54,0,0,0,17,0,0,0,57,0,0,32,0,23,53,0,149,0,0,141
48,029,141600,0,8,46,108,0,69,0,16,0,96,0,23,13,49,12,27,0,176,0,0,0,430,10,10,0,255,12,0,0,113,7,0,0,7,0,0,0,18,0,12,10,0,23,3,0,9,0,0,41,0,26,8,228,0,10,16,32,0,36,0,59,0,90,0,34,11,37,0,44,0,390,6,142,0,243,0,78,0,71,0,49,0,5,0,0,0,0,0,42,25,9,30,0,0,0,9,0,64
48,029,141700,0,32,21,105,0,140,18,0,0,92,6,14,0,149,0,14,0,210,13,54,0,249,25,20,0,261,0,18,0,79,20,40,0,30,38,10,0,11,0,32,51,9,54,0,0,12,8,0,72,0,0,56,105,0,75,0,0,0,29,39,8,0,95,0,45,0,111,10,30,0,291,0,55,9,248,41,52,0,10,0,46,0,54,0,15,0,24,0,97,20,0,79,4,0,38,0,0,110
48,029,141800,0,43,51,90,0,52,0,33,0,80,19,12,0,119,7,34,0,84,14,24,0,123,26,6,0,338,9,95,0,82,0,78,0,27,0,7,0,17,0,19,42,0,76,7,0,17,7,0,82,0,15,13,190,0,13,0,54,0,14,33,18,0,102,24,16,0,49,0,31,0,199,4,103,0,259,5,65,0,60,3,60,0,13,0,14,0,33,0,40,21,3,26,3,0,79,18,0,160
48,029,141900,0,0,10,213,0,23,0,0,0,24,0,115,0,283,0,70,0,241,20,0,0,315,10,0,0,240,0,142,0,166,24,0,0,20,0,55,0,17,0,28,5,28,19,14,0,77,0,0,291,0,96,0,35,0,68,23,0,0,63,43,30,0,172,153,38,0,149,19,76,0,120,12,46,0,320,0,109,0,180,0,25,0,38,0,59,0,23,0,0,31,0,39,3,0,58,0,0,288
48,029,150100,0,60,13,102,0,22,11,61,0,59,0,56,0,188,39,25,0,158,0,12,0,347,68,7,0,361,28,108,0,53,0,14,0,3,0,40,0,10,6,16,36,0,114,0,0,52,10,0,18,0,29,0,114,0,15,12,31,0,97,0,66,0,156,40,37,0,54,9,87,0,236,11,108,0,248,9,150,0,65,0,9,0,47,0,15,0,11,0,120,26,0,95,7,0,52,0,0,115
48,029,150300,0,25,9,120,28,94,9,11,0,74,0,19,0,126,15,88,0,86,0,14,0,226,15,45,0,236,60,69,0,35,0,42,0,0,0,20,0,9,0,57,39,0,51,9,32,28,8,0,55,0,23,10,106,0,52,0,33,0,11,26,65,0,154,49,50,0,96,61,11,0,209,35,56,0,197,0,73,0,38,0,54,0,0,0,18,0,23,0,107,0,0,113,10,0,75,11,0,166
48,029,150400,0,17,0,87,0,30,0,44,0,45,0,28,0,67,0,0,0,81,38,32,0,118,0,0,0,241,24,126,0,57,0,0,0,61,0,10,0,32,4,14,7,0,84,0,0,8,4,0,77,0,85,17,97,0,0,0,35,0,34,13,0,0,62,10,53,0,58,0,35,0,128,0,104,0,126,0,54,0,65,0,21,0,6,0,121,0,36,6,41,14,0,45,8,0,54,9,0,327
48,029,150501,0,7,0,113,0,34,0,0,0,49,22,39,0,144,25,30,0,84,25,12,0,305,0,42,0,265,0,24,0,163,10,4,0,37,0,21,0,41,0,64,8,23,65,3,0,38,16,0,156,0,37,10,85,0,40,13,25,0,33,40,58,0,94,19,63,0,0,0,46,0,147,33,134,0,209,58,154,0,85,0,153,0,15,0,10,0,0,11,78,5,0,81,0,0,21,0,0,188
48,029,150502,0,41,0,64,0,55,0,10,0,14,0,0,0,69,0,60,0,100,22,11,0,282,0,35,0,267,21,28,0,64,0,0,0,6,0,30,0,34,0,61,18,0,95,0,0,14,0,0,70,0,20,0,72,0,0,0,28,0,70,20,41,0,89,33,89,0,62,28,21,0,129,0,44,0,142,38,88,0,74,7,32,0,8,0,38,0,0,0,41,23,0,71,7,0,69,7,0,185
48,029,150600,0,30,0,106,0,30,47,0,0,98,15,0,15,79,47,6,0,95,0,36,0,262,6,37,32,168,9,58,0,96,0,79,0,24,0,21,0,0,0,30,6,0,79,0,0,100,5,0,81,0,38,21,79,0,5,0,15,0,5,0,71,0,49,0,111,0,80,12,125,0,171,14,98,0,163,70,96,0,59,32,20,0,0,16,18,0,12,0,86,26,0,41,7,0,55,19,0,151
48,029,150700,0,0,0,67,0,106,0,43,0,154,0,0,0,151,0,0,0,104,12,36,0,208,0,37,0,244,33,111,0,139,0,61,0,64,0,21,0,103,0,132,8,0,113,14,0,46,0,0,130,0,53,48,109,0,50,56,57,0,63,0,13,0,132,0,120,0,146,0,81,0,186,64,109,0,234,0,135,0,121,0,81,0,48,0,12,0,53,0,27,15,0,114,62,0,67,0,0,247
48,029,150800,0,52,28,12,0,1,36,0,0,0,0,0,0,79,10,20,0,54,0,14,0,68,0,0,0,70,0,38,0,28,9,18,0,22,0,33,0,10,0,14,0,0,103,1,0,12,0,0,29,0,0,15,44,0,69,0,0,0,39,9,40,0,120,0,72,0,46,56,44,0,0,7,170,0,73,0,23,0,40,0,37,0,5,0,44,0,9,0,12,10,0,35,14,0,15,0,0,127
48,029,150900,0,56,10,136,0,0,0,9,0,108,60,37,0,120,108,38,0,230,25,14,0,268,24,218,0,521,7,94,0,57,0,64,0,0,0,59,0,37,0,90,0,8,104,0,0,92,7,0,113,0,51,8,73,0,14,13,17,0,73,10,24,0,134,21,66,0,70,0,53,0,196,12,70,0,293,0,163,0,118,0,115,0,0,0,62,0,28,0,31,6,0,87,42,0,160,0,0,133
48,029,151000,0,9,0,70,0,54,0,0,0,12,0,39,0,47,54,0,0,115,12,8,0,166,64,27,0,106,10,89,0,61,0,32,0,9,0,0,0,11,0,20,23,0,60,20,0,31,0,0,68,0,19,0,10,0,70,50,8,0,14,0,14,0,107,40,15,0,19,8,29,0,146,0,46,0,137,9,80,0,36,35,10,0,8,0,0,0,38,0,0,31,0,60,0,0,6,0,0,97
48,029,151100,0,64,43,222,0,108,0,0,0,33,55,16,0,119,0,48,0,116,0,23,0,535,173,52,0,305,62,88,0,139,30,69,0,0,0,19,0,0,0,48,12,0,134,60,0,142,0,0,127,0,50,0,208,0,37,0,20,0,52,0,137,0,27,22,47,0,13,16,41,0,353,147,157,0,307,0,145,0,141,16,73,0,29,0,33,0,19,0,59,22,0,255,0,0,74,94,0,215
48,029,151200,0,165,26,303,0,282,0,23,0,222,100,0,0,328,149,0,0,177,8,0,0,612,13,58,0,403,0,99,0,112,0,37,0,134,0,82,0,99,0,18,38,0,169,0,0,50,0,0,155,0,187,0,210,0,67,35,42,0,183,0,48,0,381,0,33,0,195,24,0,0,635,125,176,0,189,70,144,0,240,10,144,0,68,0,20,0,59,33,103,0,0,169,0,0,89,57,0,349
48,029,151301,0,86,26,102,0,41,0,51,0,44,38,23,0,144,18,17,0,126,49,0,0,346,0,50,0,253,0,137,0,126,0,44,0,13,0,10,0,58,13,0,27,9,122,1,0,71,1,0,116,0,63,23,84,0,30,20,94,0,15,46,0,0,140,24,98,0,75,19,40,0,198,16,87,0,223,21,131,0,112,27,133,0,0,0,13,0,8,0,83,20,29,130,0,0,78,15,0,183
48,029,151302,0,16,60,86,0,44,0,0,0,44,11,5,0,40,46,0,0,65,8,25,0,237,4,68,0,87,30,37,0,129,0,16,0,4,0,8,0,0,0,36,27,0,20,0,0,57,4,0,43,0,49,59,122,0,25,5,21,0,4,0,9,0,50,12,82,0,116,0,39,0,99,0,67,0,91,0,64,0,48,10,63,0,16,0,52,0,10,7,48,22,0,28,6,0,48,0,0,109
48,029,151400,0,52,64,83,0,40,53,14,0,85,21,34,0,142,59,48,0,161,0,1,0,275,70,20,0,213,13,53,0,39,0,40,0,21,0,7,0,22,24,90,14,8,0,0,7,35,20,0,117,0,41,0,183,0,11,25,92,0,149,0,11,0,23,16,77,0,117,11,30,0,103,7,110,0,227,9,76,0,60,15,64,0,7,0,51,0,4,0,8,0,0,66,5,0,65,8,0,162
48,029,151500,0,6,0,11,0,22,6,27,0,10,0,24,0,47,26,9,0,83,50,25,0,128,0,56,0,136,10,57,0,11,0,42,0,0,0,0,0,21,30,7,0,0,61,0,0,21,0,6,63,0,20,0,38,0,0,0,17,0,6,0,33,0,50,0,36,0,90,16,53,0,41,47,43,0,102,45,38,0,54,0,22,0,16,0,4,0,46,0,43,0,0,54,0,0,7,9,0,85
48,029,151600,0,80,26,180,0,114,0,26,0,164,0,47,0,177,0,12,0,149,8,30,0,186,0,100,0,420,1,56,0,149,23,90,0,72,0,42,0,0,0,145,31,0,63,53,0,59,31,0,158,0,17,67,68,0,115,0,34,0,118,0,0,0,180,0,64,0,237,33,85,0,261,0,141,0,297,0,100,0,192,0,99,0,26,0,105,0,13,0,83,33,0,103,0,0,105,0,0,351
48,029,151700,0,67,12,92,0,10,10,11,0,226,10,15,0,195,47,34,0,170,0,48,0,430,4,50,0,285,7,83,0,47,0,72,0,14,3,23,0,19,0,73,0,0,132,30,0,94,0,0,154,0,35,7,134,0,96,0,46,0,55,9,0,0,204,27,126,0,87,58,41,0,336,57,166,0,346,24,96,0,97,0,108,0,7,0,18,0,84,0,39,18,0,128,6,0,177,7,0,139
48,029,151900,0,21,0,40,0,32,48,0,0,121,0,0,0,262,15,14,0,286,0,42,0,235,10,83,0,313,15,94,0,106,0,37,0,1,0,0,0,16,0,17,24,0,74,25,0,64,0,0,90,0,0,10,180,0,105,31,0,0,147,0,51,0,304,43,65,0,249,0,32,0,198,27,174,0,302,0,132,0,28,0,31,0,33,0,18,0,6,10,36,42,0,68,0,0,44,0,0,113
