state,county,tract,B08006_020E,B08006_021E,B08006_025E,B08006_031E,B08006_032E,B08006_033E,B08006_034E,B08006_037E,B08006_038E,B08006_042E,B08006_048E,B08006_049E,B08006_050E,B08006_051E
48,113,004900,487,100,26,0,0,96,0,346,139,53,0,0,0,12
48,113,005000,565,291,68,0,63,14,5,372,43,20,0,22,0,35
48,113,005100,544,88,14,12,0,0,0,345,79,24,0,21,0,0
48,113,005200,1244,88,19,22,18,7,46,808,106,0,0,0,0,17
48,113,005300,1443,193,8,0,0,82,21,903,109,69,0,0,101,7
48,113,005400,764,76,87,0,0,0,39,560,86,77,0,0,0,0
48,113,005500,447,0,12,0,3,81,15,363,7,28,0,5,9,0
48,113,005600,1181,309,82,0,0,68,22,641,161,22,0,0,54,60
48,113,005700,614,63,43,0,20,20,52,427,41,62,0,8,0,8
48,113,005901,665,10,13,0,0,25,0,811,25,13,0,15,23,14
48,113,005902,338,99,133,0,16,23,27,534,94,86,0,0,9,0
48,113,006001,643,177,65,0,0,20,0,374,112,23,0,0,0,22
48,113,006002,533,148,10,0,95,7,28,729,161,25,0,119,0,5
48,113,006100,767,67,35,0,0,49,87,615,16,117,0,28,0,0
48,113,006200,848,125,46,0,0,0,47,850,140,59,0,0,32,0
48,113,006301,1338,308,19,0,0,0,45,749,159,0,0,0,63,5
48,113,006302,1270,132,0,0,10,0,32,566,93,47,0,40,0,26
48,113,006401,556,55,0,13,0,19,0,451,66,5,0,0,33,25
48,113,006402,1307,185,89,0,10,124,0,662,19,48,0,5,35,26
48,113,006501,1376,88,41,0,0,38,31,773,116,10,0,0,72,0
48,113,006502,737,217,52,0,0,40,16,479,115,18,0,7,68,10
48,113,006700,1557,495,80,0,8,149,0,827,63,70,9,9,39,23
48,113,006800,1076,286,19,0,0,115,29,775,19,34,0,0,0,7
48,113,006900,664,183,32,9,24,42,7,281,63,66,0,21,80,0
48,113,007101,633,55,0,0,0,23,36,351,86,5,0,0,0,35
48,113,007102,1161,203,25,0,0,0,150,1211,118,20,0,0,31,111
48,113,007201,1637,1145,173,48,0,61,0,541,266,178,0,0,58,31
48,113,007202,1352,1360,145,29,93,288,14,614,345,58,0,58,41,49
48,113,007301,599,15,0,0,15,0,41,340,46,0,0,0,7,43
48,113,007302,1160,147,11,11,9,8,87,711,37,41,11,13,0,105
48,113,007601,493,32,3,0,5,0,88,237,27,0,0,0,0,37
48,113,007604,827,45,0,0,0,41,67,374,10,0,0,0,0,38
48,113,007605,431,7,12,0,0,5,30,310,5,8,0,0,0,93
48,113,007700,936,56,0,0,38,46,90,876,45,0,0,0,0,92
48,113,007801,487,35,0,0,0,0,36,426,22,0,0,0,0,11
48,113,007804,991,248,35,0,49,0,0,1145,157,10,0,0,15,40
48,113,007805,442,60,113,0,0,0,107,484,59,0,0,0,0,63
48,113,007809,533,13,53,0,0,0,7,382,11,83,0,0,0,23
48,113,007810,610,40,45,6,78,41,92,645,26,13,0,67,0,40
48,113,007811,1247,307,29,0,64,43,0,953,59,116,0,0,57,11
48,113,007812,786,31,0,0,0,0,63,408,10,18,0,0,0,72
48,113,007815,738,271,42,0,53,11,0,360,132,81,0,0,48,22
48,113,007818,1045,371,270,0,116,180,0,489,0,67,0,72,0,11
48,113,007819,476,152,96,0,18,0,38,285,26,106,0,17,0,0
48,113,007820,982,337,199,0,0,115,69,511,53,158,0,0,0,22
48,113,007821,671,235,22,0,48,49,41,362,44,142,0,12,0,42
48,113,007822,364,0,5,0,0,0,24,257,31,12,0,7,32,20
48,113,007823,88,44,15,0,0,9,17,131,8,8,0,15,0,0
48,113,007824,458,38,5,0,0,0,84,349,21,16,0,0,0,51
48,113,007825,1248,132,162,16,0,42,56,743,53,120,0,0,0,8
48,113,007826,34,0,24,0,0,0,8,67,0,19,0,0,0,0
48,113,007827,461,0,74,0,0,0,7,613,18,45,0,0,0,34
48,113,007902,1219,81,81,15,0,0,26,1107,137,11,0,0,0,153
48,113,007903,525,45,33,0,0,21,15,427,14,0,0,0,5,34
48,113,007906,411,24,0,0,0,0,156,399,11,9,0,0,0,95
48,113,007909,657,87,22,0,0,17,31,573,35,47,0,13,0,27
48,113,007910,1164,158,153,0,0,0,11,772,109,30,0,0,0,0
48,113,007911,1237,94,38,0,40,0,0,872,28,13,0,0,0,0
48,113,007912,527,57,33,0,0,0,13,734,30,42,0,0,0,8
48,113,007913,560,75,47,27,50,0,122,770,45,34,0,0,0,61
48,113,007914,786,28,38,9,0,15,41,496,54,116,0,27,48,18
48,113,008000,1626,66,0,13,62,6,183,1313,111,0,0,16,17,127
48,113,008100,1549,76,18,0,0,0,192,1575,62,0,0,21,38,101
48,113,008200,865,57,20,35,9,0,112,799,83,14,0,9,6,46
48,113,008400,1709,318,159,0,0,10,22,1040,207,55,0,0,28,60
48,113,008500,930,238,0,0,27,38,5,721,70,47,0,0,0,14
48,113,008603,191,23,0,0,0,0,0,145,20,12,0,0,0,0
48,113,008604,239,38,52,0,0,0,14,364,73,62,0,0,0,20
48,113,008701,244,0,126,0,0,0,0,520,66,139,0,28,0,0
48,113,008703,371,160,36,0,0,0,71,227,28,74,0,0,0,35
48,113,008704,304,39,45,0,0,0,35,495,30,106,0,0,0,0
48,113,008705,171,32,18,0,0,0,8,226,46,22,0,0,0,31
48,113,008801,329,41,25,0,1,0,6,348,25,4,0,17,0,7
48,113,008802,765,116,26,0,0,0,35,772,53,64,0,0,15,30
48,113,008900,207,67,56,0,13,0,14,169,103,24,0,17,19,0
48,113,009000,1000,232,52,0,106,70,33,1146,115,25,0,0,0,38
48,113,009101,929,61,48,12,39,0,0,658,72,92,0,0,0,0
48,113,009103,676,132,25,0,0,75,0,491,51,40,0,0,0,30
48,113,009104,651,110,26,0,17,0,0,520,104,19,0,0,0,0
48,113,009105,611,174,36,0,2,30,24,510,169,27,0,0,0,10
48,113,009201,1313,342,18,0,9,8,9,744,81,28,0,7,20,117
48,113,009202,969,184,54,14,9,0,0,557,51,96,0,0,7,34
48,113,009301,1113,343,0,11,21,27,74,521,41,0,0,0,0,12
48,113,009303,673,231,41,0,0,0,0,410,74,23,0,0,20,0
48,113,009304,352,46,43,0,0,17,0,657,45,130,0,47,0,17
48,113,009401,1027,96,8,0,0,0,16,680,45,0,0,0,0,54
48,113,009402,587,56,0,0,0,24,97,500,34,0,0,7,0,55
48,113,009500,560,82,30,0,0,8,58,445,8,0,0,6,0,68
48,113,009603,1035,73,0,0,67,60,122,852,32,0,11,10,0,102
48,113,009604,906,50,16,0,41,81,50,646,95,62,0,52,0,75
48,113,009605,671,230,22,0,28,0,21,490,29,18,0,0,7,6
48,113,009607,938,177,11,0,0,0,11,567,240,0,9,0,9,112
48,113,009608,829,199,23,0,0,72,17,576,197,21,0,6,0,86
48,113,009609,710,44,2,0,10,0,71,542,55,0,0,0,0,53
48,113,009610,995,524,73,0,81,0,0,334,149,114,0,34,15,53
48,113,009611,754,205,0,0,28,0,27,524,116,17,0,0,0,64
48,113,009701,1172,432,8,0,32,0,24,693,215,24,0,66,31,37
48,113,009702,583,96,0,0,0,0,104,675,63,12,0,0,14,130
48,113,009802,1248,405,27,0,14,21,8,767,157,78,0,14,29,47
48,113,009803,446,30,29,17,9,0,21,332,100,12,0,18,0,18
48,113,009804,1064,1376,184,0,31,42,40,697,388,30,0,0,0,18
48,113,009900,613,135,27,0,16,15,57,374,102,0,0,0,11,25
48,113,010000,739,38,175,0,53,0,36,798,82,94,0,19,27,20
48,113,010101,633,185,59,0,0,29,12,513,109,56,0,0,37,22
48,113,010102,568,223,33,0,0,21,25,238,85,17,0,30,12,27
48,113,010500,338,81,10,0,0,55,23,240,68,37,0,0,15,0
48,113,010601,1015,382,0,0,56,29,65,643,180,0,0,0,51,47
48,113,010602,449,47,13,0,0,0,0,357,38,18,0,0,13,12
48,113,010701,1092,205,0,0,0,122,0,440,127,24,0,0,61,0
48,113,010703,579,108,12,0,0,80,24,286,15,0,0,0,37,0
48,113,010704,1066,168,90,0,0,28,0,704,43,102,0,0,10,0
48,113,010801,1756,272,43,0,0,83,71,1318,77,131,0,36,65,36
48,113,010803,1165,95,34,30,1,34,14,1134,107,43,14,0,40,75
48,113,010804,612,90,17,0,0,53,0,388,20,42,0,0,56,38
48,113,010805,995,236,45,0,0,21,0,871,92,93,0,0,67,0
48,113,010902,732,75,86,0,24,0,0,1005,229,168,0,103,70,56
48,113,010903,951,56,0,0,82,34,0,533,51,0,0,16,41,0
48,113,010904,627,8,40,0,20,53,0,686,6,34,0,18,17,0
48,113,011001,1088,118,163,0,20,0,0,1100,190,52,0,0,0,48
48,113,011002,348,48,59,0,12,0,86,437,67,19,0,0,10,39
48,113,011101,672,28,31,0,0,22,8,858,58,35,0,0,0,14
48,113,011103,647,135,49,0,0,53,0,449,55,63,0,0,0,20
48,113,011104,326,28,0,0,0,0,8,519,20,44,0,0,0,0
48,113,011105,409,98,13,0,0,0,6,327,112,46,0,18,32,9
48,113,011200,987,179,36,0,0,41,0,1038,62,26,0,0,0,14
48,113,011300,559,45,10,0,0,0,0,878,14,55,0,0,0,9
48,113,011401,461,119,42,0,0,0,43,577,6,62,0,4,0,12
48,113,011500,362,119,0,7,0,23,20,143,0,63,0,0,0,0
48,113,011601,482,141,151,0,0,0,48,547,52,32,0,0,0,26
48,113,011602,1289,421,0,0,0,0,94,832,90,0,0,0,0,0
48,113,011701,1170,214,11,0,18,12,22,892,259,11,10,0,0,30
48,113,011702,969,119,7,0,0,0,18,805,77,15,0,0,41,64
48,113,011800,1503,80,0,0,38,113,42,1256,249,41,0,0,117,0
48,113,011900,1540,231,50,0,23,0,1,1347,229,15,0,2,77,0
48,113,012000,985,278,25,0,36,0,0,1156,167,48,0,0,5,0
48,113,012100,860,157,99,0,26,15,0,966,108,87,0,21,0,13
48,113,012204,1460,96,0,0,15,0,97,1197,69,62,0,0,0,36
48,113,012206,793,168,16,12,0,53,59,909,63,70,0,0,88,24
48,113,012207,1149,143,0,78,0,26,0,1119,100,142,0,32,19,0
48,113,012208,462,125,27,0,28,0,0,300,71,34,0,8,8,3
48,113,012209,659,52,84,0,8,5,89,624,51,14,0,0,8,31
48,113,012210,697,79,7,0,15,14,19,599,43,102,0,0,0,9
48,113,012211,582,143,21,0,0,0,36,475,51,94,0,20,30,0
48,113,012301,852,90,54,0,0,0,8,689,224,0,0,32,25,0
48,113,012302,1169,111,93,0,44,0,23,878,147,71,0,21,0,65
48,113,012400,1046,193,48,22,0,19,50,1048,152,0,0,0,0,23
48,113,012500,1432,149,3,0,1,7,112,1139,75,14,0,17,49,20
48,113,012601,1248,244,126,0,8,25,6,888,203,66,0,44,10,11
48,113,012603,433,17,7,0,0,0,40,282,13,0,0,0,0,16
48,113,012604,1213,313,0,0,52,0,30,990,159,89,0,0,0,69
48,113,012701,1219,185,51,0,0,10,62,1071,24,18,0,23,9,44
48,113,012702,806,55,5,0,0,0,10,479,71,60,0,0,0,22
48,113,012800,1697,280,45,0,0,24,205,1812,14,73,16,0,0,104
48,113,012900,1029,132,92,0,0,9,41,936,297,65,0,12,0,104
48,113,013004,1254,31,2,10,19,42,212,1123,10,20,0,56,28,165
48,113,013005,641,14,25,0,10,0,68,710,54,8,0,0,0,0
48,113,013007,477,174,23,0,0,0,35,513,67,23,0,0,0,66
48,113,013008,731,64,8,0,0,0,74,609,69,0,0,0,0,73
48,113,013009,882,108,11,0,13,0,64,915,101,103,0,10,7,15
48,113,013010,907,288,39,0,0,0,0,1012,80,100,0,0,0,33
48,113,013011,972,237,79,23,0,8,56,562,75,27,0,0,0,71
48,113,013101,518,7,0,0,0,9,58,404,24,0,0,9,0,96
48,113,013102,356,13,0,0,0,0,35,310,26,0,0,0,3,40
48,113,013104,270,15,6,0,0,22,34,265,4,0,0,0,14,21
48,113,013105,1390,107,114,46,0,213,70,1167,125,216,0,0,13,52
48,113,013200,1556,94,112,0,15,0,136,1362,36,45,0,72,0,79
48,113,013300,507,28,0,0,11,15,129,347,19,0,0,9,37,27
48,113,013400,455,23,15,0,0,6,67,330,16,0,0,4,0,54
48,113,013500,584,54,14,0,18,0,48,282,54,0,0,0,0,53
48,113,013605,1203,35,33,0,52,0,201,963,36,78,0,52,0,55
48,113,013606,1536,177,82,18,0,119,256,1014,93,63,0,19,10,61
48,113,013607,708,115,31,0,5,11,76,505,79,93,0,82,0,92
48,113,013608,587,24,0,0,2,26,51,331,24,9,0,5,0,60
48,113,013609,829,119,15,12,0,0,60,554,40,61,0,21,8,92
48,113,013610,1115,188,13,0,8,48,70,775,48,0,0,0,0,61
48,113,013611,661,34,15,0,6,0,0,538,12,0,0,0,0,17
48,113,013615,896,162,56,0,138,0,14,643,344,188,0,72,0,50
48,113,013616,1955,195,53,0,68,47,172,1616,103,138,0,70,0,38
48,113,013617,634,59,0,0,0,0,60,642,104,0,0,0,0,19
48,113,013618,608,53,20,0,3,0,27,442,52,19,0,0,0,37
48,113,013619,1136,106,12,0,0,53,143,772,137,33,0,0,38,137
48,113,013620,1192,78,0,0,62,0,57,1124,63,14,0,0,0,88
48,113,013621,865,166,142,0,0,0,33,763,271,12,0,0,14,55
48,113,013622,718,45,33,7,18,7,29,710,31,7,0,0,0,21
48,113,013623,1614,225,62,26,0,0,132,2029,235,35,0,30,20,71
48,113,013624,821,69,89,0,10,38,62,1011,66,9,0,0,11,101
48,113,013625,879,265,15,0,10,0,6,545,114,53,0,8,0,0
48,113,013626,717,57,36,10,72,0,67,879,54,38,0,56,0,24
48,113,013711,597,121,28,0,21,0,0,521,130,21,0,0,0,2
48,113,013712,559,63,47,0,0,4,20,365,68,0,0,17,6,5
48,113,013713,322,186,20,0,28,0,0,137,35,0,0,6,0,0
48,113,013714,1227,244,0,0,12,0,18,1101,250,8,0,21,0,0
48,113,013715,602,105,6,0,0,0,8,542,56,6,0,0,0,2
48,113,013716,1125,91,10,0,0,0,48,828,142,8,0,0,0,73
48,113,013717,524,157,9,49,14,0,24,427,78,0,0,0,0,34
48,113,013718,1054,302,43,24,242,11,9,582,258,29,0,0,0,10
48,113,013719,801,57,31,0,94,77,40,706,74,39,0,0,0,17
48,113,013720,1414,84,21,46,26,16,48,1244,116,20,0,0,11,36
48,113,013721,1504,142,27,10,0,31,108,1485,213,0,0,10,30,121
48,113,013722,899,109,0,0,17,18,89,949,121,19,0,11,43,57
48,113,013725,921,65,13,0,0,0,25,888,158,42,0,22,0,13
48,113,013726,946,7,16,0,52,10,107,714,88,21,0,0,10,93
48,113,013727,822,0,0,0,7,17,169,1011,27,20,0,23,0,29
48,113,013803,1194,98,57,0,44,29,15,1100,158,18,0,12,16,58
48,113,013804,744,76,0,0,0,0,65,605,137,29,0,0,0,19
48,113,013805,888,40,9,0,8,0,0,852,57,9,0,25,0,23
48,113,013806,970,25,6,16,69,42,40,806,116,0,0,0,0,70
48,113,013901,686,94,11,10,19,16,6,514,148,0,0,13,0,0
48,113,013902,862,80,8,18,0,0,18,814,82,59,0,7,6,31
48,113,014001,817,92,0,10,0,0,50,643,111,0,0,37,12,76
48,113,014002,44,0,0,0,4,0,0,24,0,0,0,0,0,0
48,113,014103,798,112,49,0,0,17,12,485,123,97,0,15,52,0
48,113,014113,1530,163,0,0,0,68,0,794,342,48,0,0,48,72
48,113,014114,824,184,26,0,8,0,18,641,68,30,0,38,0,24
48,113,014115,1499,448,36,0,42,0,54,1397,135,38,0,30,33,16
48,113,014116,1267,118,25,0,16,44,0,752,115,15,0,15,62,48
48,113,014119,947,42,17,0,16,89,70,784,54,8,0,8,0,96
48,113,014120,1210,67,11,0,9,33,110,985,78,18,0,0,22,149
48,113,014121,1459,28,71,0,0,0,119,1176,182,0,0,0,0,28
48,113,014123,1327,104,0,0,1,9,183,1054,131,8,0,0,0,138
48,113,014124,963,108,19,0,9,31,126,623,137,0,0,6,11,67
48,113,014126,1433,76,0,0,9,11,253,1161,63,6,0,10,9,158
48,113,014127,1736,216,47,0,48,34,131,1787,86,8,0,15,14,64
48,113,014128,973,35,44,0,0,0,67,762,76,0,0,0,5,78
48,113,014129,938,447,16,0,18,297,17,1198,29,17,0,0,0,51
48,113,014130,918,93,0,30,0,0,226,903,75,19,27,6,0,85
48,113,014131,889,153,15,0,0,0,69,1216,68,25,0,0,0,18
48,113,014132,513,39,8,0,0,0,1,433,40,8,0,12,0,20
48,113,014133,1182,163,100,0,0,84,65,799,93,63,0,0,68,11
48,113,014134,1011,55,0,0,0,20,134,721,64,0,0,0,11,70
48,113,014135,870,102,0,0,10,15,86,943,33,0,0,10,0,68
48,113,014136,1953,29,30,0,42,89,87,1275,85,16,0,27,0,74
48,113,014137,1420,50,10,0,24,0,52,928,61,0,0,0,0,61
48,113,014138,1086,39,17,0,0,27,109,898,42,0,0,0,27,125
48,113,014203,524,151,0,0,0,0,11,671,35,8,0,0,22,37
48,113,014204,250,72,17,0,88,14,71,234,26,7,0,172,19,42
48,113,014205,351,11,14,0,0,0,31,300,17,13,0,0,5,29
48,113,014206,1706,85,0,0,105,0,156,1228,71,0,0,0,0,68
48,113,014302,1190,235,104,0,0,88,0,1216,346,39,0,0,18,74
48,113,014306,1084,262,24,0,0,22,12,871,133,43,9,18,24,7
48,113,014307,839,119,10,8,0,29,15,789,124,0,0,9,44,41
48,113,014308,724,198,39,0,0,0,13,470,97,97,0,17,40,0
48,113,014309,824,246,65,0,83,46,0,729,121,90,0,0,29,0
48,113,014310,960,183,0,0,0,14,0,1043,91,6,0,0,56,46
48,113,014311,1425,155,35,0,31,9,37,476,135,0,0,88,0,17
48,113,014312,1466,168,0,0,58,80,47,1064,92,0,0,39,0,69
48,113,014403,975,120,0,23,78,41,10,875,68,8,0,0,18,0
48,113,014405,584,232,0,0,22,5,0,539,89,0,0,0,0,0
48,113,014406,747,322,6,9,78,48,31,617,205,7,0,23,23,30
48,113,014407,1110,107,54,0,32,0,12,879,110,41,0,16,64,31
48,113,014408,944,33,54,14,36,0,82,987,42,52,0,23,0,27
48,113,014501,645,110,16,0,0,20,14,710,94,0,0,0,8,7
48,113,014502,922,351,0,0,0,37,12,599,116,14,0,0,0,44
48,113,014601,406,33,0,0,0,11,40,323,52,0,0,0,7,17
48,113,014602,771,171,22,12,25,11,0,656,131,64,11,0,26,17
48,113,014603,324,92,6,0,0,17,0,147,78,15,0,0,0,0
48,113,014701,877,277,6,0,0,23,12,691,104,45,0,0,0,0
48,113,014702,768,205,49,0,0,0,10,381,129,0,16,17,7,58
48,113,014703,374,95,0,0,0,0,0,248,49,0,0,0,0,10
48,113,014901,318,105,20,0,0,29,5,207,48,25,0,0,8,18
48,113,014902,480,130,12,19,10,10,6,302,83,11,0,19,5,0
48,113,015000,1370,458,0,10,0,0,18,1057,117,56,0,1,0,43
48,113,015100,1376,209,22,0,0,44,52,803,106,42,0,0,50,20
48,113,015202,934,246,8,0,28,29,9,505,61,33,8,0,22,29
48,113,015204,1462,257,12,0,0,11,18,1269,193,40,0,51,0,25
48,113,015205,883,331,16,0,0,28,6,559,96,0,0,21,34,0
48,113,015206,649,162,5,20,0,52,45,620,103,41,18,0,17,10
48,113,015303,459,48,0,0,7,4,18,262,38,0,0,0,0,5
48,113,015304,850,72,0,0,0,8,23,596,80,0,0,0,0,21
48,113,015305,878,34,69,30,0,38,25,662,136,88,7,0,13,53
48,113,015306,1037,226,12,0,7,8,22,1058,104,40,0,0,0,111
48,113,015401,1705,50,0,0,0,122,53,1481,94,7,0,16,0,91
48,113,015403,657,75,0,0,12,21,7,532,72,6,0,26,91,0
48,113,015404,754,158,0,0,22,19,37,487,67,0,0,0,28,4
48,113,015500,712,74,0,0,0,0,0,463,67,0,0,0,24,16
48,113,015600,1136,227,1,0,21,52,41,751,122,23,0,12,19,7
48,113,015700,559,106,0,0,0,45,0,394,21,0,0,13,30,4
48,113,015800,478,43,37,0,0,25,10,268,39,25,0,0,0,19
48,113,015900,716,146,9,0,0,15,3,621,180,0,0,0,0,11
48,113,016001,1077,158,14,0,14,42,8,574,94,23,0,0,12,0
48,113,016002,569,49,0,0,0,49,0,210,43,0,0,7,35,25
48,113,016100,345,56,0,0,17,46,0,620,34,0,0,40,9,21
48,113,016201,763,272,27,0,19,36,3,787,267,0,0,0,22,0
48,113,016202,1345,108,50,0,0,148,21,928,67,14,0,0,121,113
48,113,016301,1624,172,0,0,0,84,32,1021,135,11,0,0,39,8
48,113,016302,348,103,0,0,0,0,3,341,25,0,0,0,0,0
48,113,016401,2129,267,0,0,0,114,88,1795,217,0,0,0,96,83
48,113,016406,876,142,0,0,0,59,11,804,42,0,0,0,53,0
48,113,016407,1282,73,0,0,0,82,107,1055,123,0,0,17,111,0
48,113,016408,1413,237,0,0,0,0,20,1393,115,0,0,0,27,55
48,113,016409,820,105,0,0,0,0,20,759,142,0,0,0,22,18
48,113,016410,1093,163,11,0,0,78,16,891,164,0,0,20,33,48
48,113,016411,2012,154,0,0,0,55,9,1702,127,0,0,0,13,88
48,113,016412,1009,128,0,0,16,54,19,1172,122,5,0,11,9,58
48,113,016413,1700,91,0,0,0,62,34,1256,186,0,0,17,61,83
48,113,016502,1444,198,20,2,15,64,28,1345,86,46,0,14,48,71
48,113,016509,1189,58,6,0,0,8,37,1526,117,25,0,0,32,29
48,113,016510,2195,365,2,0,77,40,57,2117,355,0,0,0,0,156
48,113,016511,568,37,0,0,6,38,0,870,20,7,0,6,0,53
48,113,016513,1125,153,9,0,0,64,59,937,251,25,0,0,38,27
48,113,016514,1659,95,0,0,0,15,13,1614,152,0,0,0,69,34
48,113,016516,981,118,0,0,11,34,0,851,207,13,0,44,45,27
48,113,016517,805,101,0,0,9,0,40,761,68,0,0,9,0,55
48,113,016518,892,96,0,8,32,0,13,911,194,0,0,70,13,11
48,113,016519,508,36,0,0,0,7,30,389,119,0,0,1,11,32
48,113,016520,1436,231,49,0,1,10,1,1198,115,73,0,60,49,11
48,113,016521,886,69,0,6,86,43,81,994,125,7,0,353,1,72
48,113,016522,686,77,0,0,22,19,31,728,96,0,0,36,26,25
48,113,016523,916,77,0,0,0,74,80,899,49,0,0,0,19,97
48,113,016605,570,159,0,0,62,0,61,1251,186,32,0,0,0,46
48,113,016606,1554,100,0,0,0,70,14,1779,90,119,0,12,113,46
48,113,016607,649,55,79,0,0,13,0,636,137,42,0,20,0,0
48,113,016610,789,122,0,0,23,0,20,868,131,42,0,8,20,52
48,113,016611,1400,53,18,0,0,0,36,1132,144,80,0,0,0,112
48,113,016612,2634,433,84,0,0,0,72,2838,586,46,0,0,0,62
48,113,016615,717,27,0,0,14,15,17,993,99,20,0,0,12,18
48,113,016616,1278,157,1,0,0,0,28,1219,168,6,0,0,9,22
48,113,016617,1020,72,0,0,0,0,28,1024,80,30,0,11,13,43
48,113,016618,658,23,0,0,7,33,29,956,205,0,0,32,0,32
48,113,016619,714,52,1,0,0,0,1,788,89,0,0,31,0,0
48,113,016620,1100,30,0,0,0,22,41,1221,88,17,0,0,31,41
48,113,016621,567,38,61,0,25,0,73,973,126,43,0,21,0,62
48,113,016622,817,25,91,0,0,10,62,866,131,35,0,0,9,0
48,113,016623,947,106,112,0,0,78,0,1035,176,0,0,0,31,37
48,113,016624,554,129,0,0,0,0,0,705,102,7,0,20,0,5
48,113,016625,1951,167,0,0,0,18,75,2311,156,0,0,38,108,175
48,113,016626,914,35,28,10,0,46,4,1091,69,0,0,0,9,21
48,113,016701,890,26,16,0,0,0,43,1124,60,10,0,0,0,0
48,113,016703,1526,166,0,0,0,55,12,1735,392,0,0,0,44,74
48,113,016704,704,133,15,0,0,7,31,646,71,14,0,0,39,34
48,113,016705,1000,131,16,0,0,51,9,1644,42,12,0,21,46,59
48,113,016802,702,69,0,0,0,30,0,555,92,17,0,0,24,34
48,113,016803,1039,27,0,0,0,0,51,895,135,23,0,0,0,55
48,113,016804,1734,100,12,0,0,47,45,1945,55,0,0,58,17,119
48,113,016902,928,227,5,0,1,9,26,590,70,0,0,0,7,45
48,113,016903,1002,34,0,0,7,74,15,611,46,0,0,0,5,0
48,113,017001,1367,221,0,0,5,20,149,975,39,8,0,0,0,48
48,113,017003,2235,274,17,0,0,0,15,1040,161,0,0,0,0,166
48,113,017004,1678,84,0,0,14,69,49,1251,71,0,0,60,0,46
48,113,017101,1105,63,0,7,0,52,11,850,88,21,0,0,12,12
48,113,017102,997,60,17,0,28,0,59,546,200,0,0,0,0,6
48,113,017201,947,141,25,0,0,44,19,592,63,6,0,20,63,25
48,113,017202,1092,240,12,0,15,114,69,994,215,25,0,19,51,198
48,113,017301,1153,127,0,0,0,90,0,1038,87,6,0,15,0,7
48,113,017303,1388,229,0,0,0,68,59,1628,350,0,0,0,35,49
48,113,017304,2137,242,0,0,0,38,0,2404,291,0,0,0,40,69
48,113,017305,2007,181,37,0,0,14,106,2268,187,36,0,0,14,53
48,113,017306,1593,141,32,0,0,0,40,1358,321,0,0,0,42,58
48,113,017400,1160,69,0,0,0,55,34,1094,108,0,0,8,33,7
48,113,017500,775,75,15,0,0,7,63,909,46,0,0,14,10,20
48,113,017602,747,8,33,0,5,74,13,723,71,8,0,0,40,0
48,113,017604,554,146,10,0,0,47,40,488,56,14,0,18,13,9
48,113,017605,714,141,12,0,5,27,0,549,58,58,0,0,25,17
48,113,017606,1085,186,0,0,0,95,40,536,143,0,0,0,40,67
48,113,017702,1483,107,0,0,46,0,31,1758,189,0,0,0,0,78
48,113,017703,733,99,0,0,69,0,10,702,170,0,0,0,11,13
48,113,017704,935,241,7,0,0,46,68,934,42,20,0,0,20,0
48,113,017804,1545,236,11,0,69,153,0,1136,0,0,0,0,65,29
48,113,017805,1065,55,0,14,18,37,0,1302,247,0,0,0,0,77
48,113,017806,1071,229,30,0,0,0,11,889,53,0,0,0,20,0
48,113,017807,1232,291,15,0,14,218,74,1225,260,17,0,14,0,27
48,113,017808,959,50,0,0,0,35,31,1047,49,29,0,16,10,101
48,113,017811,944,67,0,0,0,35,18,1033,118,0,0,9,37,41
48,113,017812,439,48,22,0,21,0,30,497,168,13,36,0,28,0
48,113,017813,1213,301,0,0,95,193,44,1283,195,0,0,20,37,44
48,113,017814,1133,304,0,0,0,27,77,1223,169,0,0,11,0,88
48,113,017900,754,202,10,0,1,0,20,626,113,44,0,11,0,28
48,113,018001,1009,196,108,0,16,16,0,1124,128,53,9,0,15,32
48,113,018002,609,160,6,0,0,0,13,549,137,0,0,7,30,32
48,113,018104,1494,142,0,0,64,153,87,1069,182,19,0,0,22,101
48,113,018105,1174,246,12,0,0,11,28,916,200,62,0,23,33,50
48,113,018110,939,16,14,0,51,0,81,839,160,29,0,70,0,0
48,113,018111,1148,163,0,0,0,0,36,1023,246,40,0,0,0,24
48,113,018118,1810,213,46,0,68,58,23,1519,154,23,0,9,17,60
48,113,018120,1286,164,78,0,16,0,17,1054,146,0,0,6,0,25
48,113,018121,1282,243,0,0,0,13,76,986,227,67,0,0,9,39
48,113,018122,3232,363,16,0,0,22,190,2996,281,0,0,21,35,264
48,113,018123,2065,168,0,10,24,20,47,1418,219,41,0,18,0,88
48,113,018124,3539,387,50,0,23,97,325,2976,528,60,0,23,24,228
48,113,018126,1320,208,41,0,0,29,112,1048,319,37,0,0,0,149
48,113,018127,606,113,15,0,16,0,10,560,54,0,0,11,7,18
48,113,018128,1083,143,43,0,14,55,33,1277,207,73,0,9,8,8
48,113,018129,856,72,41,0,36,14,45,855,60,34,0,18,22,59
48,113,018130,593,75,0,0,0,69,37,903,205,24,0,8,43,65
48,113,018132,853,167,20,0,0,31,45,1317,172,58,0,0,0,4
48,113,018133,928,54,14,0,0,41,18,863,41,30,0,0,0,27
48,113,018134,1204,180,11,0,6,9,49,1252,215,13,0,0,0,46
48,113,018135,857,144,0,0,0,98,9,746,55,0,0,0,16,70
48,113,018136,1890,62,28,0,0,106,190,1689,128,47,0,0,59,70
