state,county,tract,Citizen,Naturalized Citizen,Not a U.S. Citizen,English,Speaks Spanish,Speaks Other Language
48,113,015100,4038,685,1380,2471,3310,322
48,113,015202,1756,190,1779,935,2742,48
48,113,015204,5183,940,934,3692,2729,636
48,113,015205,2163,236,1498,999,2884,14
48,113,015206,2610,141,883,1931,1618,85
48,113,015303,963,86,805,458,1386,10
48,113,015304,2347,277,757,1545,1517,319
48,113,015305,3049,288,877,1851,2135,228
48,113,015306,3597,726,603,2506,1714,706
48,113,015401,5216,232,567,4809,953,253
48,113,015403,2362,137,335,1742,1062,30
48,113,015404,2710,165,685,1737,1817,6
48,113,015500,2274,138,787,1568,1565,66
48,113,015600,2898,294,1490,1454,3191,37
48,113,015700,1713,211,696,715,1905,0
48,113,015800,1575,119,512,883,1306,17
48,113,015900,2875,228,637,1926,1790,24
48,113,016001,2902,411,1265,1878,2700,0
48,113,016002,1939,120,396,1225,1230,0
48,113,016100,3044,77,195,2451,780,85
48,113,016201,3540,272,768,2149,2299,132
48,113,016202,4925,498,1653,3275,3763,38
48,113,016301,4141,1007,1103,1690,4090,471
48,113,016302,1363,101,522,931,846,209
48,113,016401,6796,900,1290,5326,2968,692
48,113,016406,3274,290,926,2229,2165,96
48,113,016407,4636,571,1132,3148,2959,232
48,113,016408,5374,695,564,3509,2823,301
48,113,016409,2831,381,206,2238,864,316
48,113,016410,4173,610,243,3200,1163,663
48,113,016411,6610,829,914,5025,2465,863
48,113,016412,3595,458,155,3309,304,595
48,113,016413,4892,576,608,3971,1538,567
48,113,016502,5107,311,793,3473,2624,114
48,113,016509,4829,278,429,4202,1162,172
48,113,016510,9814,800,727,7168,3421,752
48,113,016511,3168,123,145,2549,818,69
48,113,016513,4461,369,184,3773,822,419
48,113,016514,6018,357,272,5280,1176,191
48,113,016516,3805,306,1218,2601,2608,120
48,113,016517,3310,187,383,2696,1085,99
48,113,016518,3941,213,187,3342,934,65
48,113,016519,1918,182,213,1503,746,64
48,113,016520,5069,588,1430,3704,2986,397
48,113,016521,4273,184,482,3556,1251,132
48,113,016522,3018,133,176,2346,792,189
48,113,016523,3848,269,77,3479,465,250
48,113,016605,6034,348,536,4953,1949,16
48,113,016606,6156,225,479,5502,1238,120
48,113,016607,2680,50,167,2433,350,114
48,113,016610,3879,137,67,3605,371,107
48,113,016611,5956,52,145,5266,752,135
48,113,016612,12141,271,343,11076,1573,106
48,113,016615,3387,124,150,3077,543,41
48,113,016616,4758,338,294,4230,808,352
48,113,016617,4269,199,6,4013,340,121
48,113,016618,3888,90,132,3558,395,157
48,113,016619,3260,76,203,2985,543,11
48,113,016620,4944,90,26,4728,194,138
48,113,016621,4169,80,227,3801,639,36
48,113,016622,3721,31,97,3479,360,10
48,113,016623,5222,201,417,4528,1211,101
48,113,016624,2568,206,158,2192,551,189
48,113,016625,8100,417,349,7405,1064,397
48,113,016626,3802,256,524,3301,1146,135
48,113,016701,5987,102,24,5807,306,0
48,113,016703,8649,97,840,7150,2386,50
48,113,016704,3366,135,292,2877,757,159
48,113,016705,5805,76,481,5100,1235,27
48,113,016802,2788,152,234,2507,631,36
48,113,016803,4785,68,386,4445,650,144
48,113,016804,7504,171,254,6696,1196,37
48,113,016902,5206,153,675,4037,1944,53
48,113,016903,3272,183,783,2369,1822,47
48,113,017001,7416,234,973,6346,1950,327
48,113,017003,6841,381,1898,5202,3870,48
48,113,017004,5444,231,1947,2895,4712,15
48,113,017101,3497,216,814,2755,1772,0
48,113,017102,2912,286,959,1890,2267,0
48,113,017201,3358,165,1445,2220,2735,13
48,113,017202,5984,273,1533,4728,2919,143
48,113,017301,4319,329,912,2670,2852,38
48,113,017303,5770,418,453,4722,1669,250
48,113,017304,7805,1238,534,6465,2360,752
48,113,017305,8157,703,570,7378,1570,482
48,113,017306,6060,588,787,4859,2341,235
48,113,017400,4384,130,685,3779,1397,23
48,113,017500,3233,165,109,2862,471,174
48,113,017602,3135,229,533,2233,1494,170
48,113,017604,2328,124,612,1518,1503,43
48,113,017605,2386,346,1074,1341,2391,74
48,113,017606,3096,342,885,2363,1752,208
48,113,017702,6206,652,423,5583,936,762
48,113,017703,3408,193,498,2654,1395,50
48,113,017704,3812,331,1061,2883,2271,50
48,113,017804,5282,178,855,4271,1953,91
48,113,017805,4703,193,665,3525,1984,52
48,113,017806,3129,205,1082,2394,1992,30
48,113,017807,4733,249,973,3505,2363,87
48,113,017808,3704,395,184,3126,637,520
48,113,017811,3413,365,361,2869,902,368
48,113,017812,1976,120,111,1593,453,161
48,113,017813,4531,437,353,3971,842,508
48,113,017814,4249,714,507,3616,887,967
48,113,017900,3422,283,1033,2496,2242,0
48,113,018001,4700,151,668,3967,1423,129
48,113,018002,2199,215,760,1583,1445,146
48,113,018104,5712,591,311,4915,777,922
48,113,018105,3901,485,1429,2329,3303,183
48,113,018110,4129,467,153,3878,420,451
48,113,018111,5053,543,719,4029,2220,66
48,113,018118,5333,906,970,4596,894,1719
48,113,018120,3004,781,938,2087,1686,950
48,113,018121,3991,342,1167,2978,1995,527
48,113,018122,10396,1789,546,9467,1395,1869
48,113,018123,4961,1256,868,3908,1563,1614
48,113,018124,13683,1142,968,12645,1650,1498
48,113,018126,4667,669,869,3501,2275,429
48,113,018127,2101,228,640,1485,1434,50
48,113,018128,3955,442,861,3093,1785,380
48,113,018129,3515,311,284,3124,696,290
48,113,018130,3218,58,278,2836,616,102
48,113,018132,4811,414,190,4126,910,379
48,113,018133,3021,227,240,2458,910,120
48,113,018134,4611,475,117,4412,357,434
48,113,018135,3343,231,274,3169,416,263
48,113,018136,6712,986,299,6103,858,1036
48,113,018137,2494,400,570,2059,771,634
48,113,018138,3141,464,604,2710,794,705
48,113,018139,5825,766,307,5016,1189,693
48,113,018140,4256,405,386,3444,1163,440
48,113,018141,2766,59,230,2392,622,41
48,113,018142,2562,214,352,2045,874,209
48,113,018203,3614,900,1235,2386,2595,768
48,113,018204,2441,259,1516,1108,3008,100
48,113,018205,2486,491,1371,1366,2637,345
48,113,018206,2567,339,1607,1296,3159,58
48,113,018300,4286,301,2010,2737,3848,12
48,113,018401,3062,100,1399,2220,2246,95
48,113,018402,3044,169,563,2394,1328,54
48,113,018403,560,40,159,417,287,55
48,113,018501,2511,258,902,1388,2063,220
48,113,018503,3148,272,1421,2948,985,908
48,113,018505,2176,284,996,1685,1509,262
48,113,018506,1818,224,785,1701,894,232
48,113,018600,2702,151,426,1947,1313,19
48,113,018700,3869,346,1746,2251,3703,7
48,113,018801,2809,192,1168,2053,1832,284
48,113,018802,717,37,85,601,185,53
48,113,018900,3726,784,1402,2499,2514,899
48,113,019004,3596,906,1459,2973,1623,1365
48,113,019013,2492,369,2145,1236,3389,381
48,113,019014,4894,708,1948,2319,3718,1513
48,113,019016,1829,267,815,1731,583,597
48,113,019018,3213,681,607,2956,639,906
48,113,019019,3992,829,1810,3119,1678,1834
48,113,019020,2783,1204,845,2410,508,1914
48,113,019021,4479,1141,1344,3583,2147,1234
48,113,019023,3600,458,494,3458,319,775
48,113,019024,2885,847,526,2526,394,1338
48,113,019025,3722,724,232,3424,461,793
48,113,019026,4216,501,345,3412,934,716
48,113,019027,3032,1053,748,2318,865,1650
48,113,019028,2355,682,438,1882,890,703
48,113,019029,3812,840,710,3208,1091,1063
48,113,019031,5084,579,312,4566,617,792
48,113,019032,2121,466,1154,1144,2056,541
48,113,019033,2266,469,1405,1170,2498,472
48,113,019034,2463,789,916,2357,656,1155
48,113,019035,2478,230,1481,2087,1560,542
48,113,019036,2477,130,126,2315,154,264
48,113,019037,2792,477,220,2527,561,401
48,113,019038,658,71,82,639,29,143
48,113,019039,3991,764,783,3933,310,1295
48,113,019040,3244,790,1160,3005,287,1902
48,113,019041,2020,367,199,1941,180,465
48,113,019042,3372,846,760,3171,481,1326
48,113,019043,6617,303,137,6244,320,493
48,113,019100,4197,595,660,3544,923,985
48,113,019202,2893,228,1455,2436,1759,381
48,113,019203,3340,101,187,3278,249,101
48,113,019204,5110,391,3148,3732,4492,425
48,113,019205,3060,187,122,3077,33,259
48,113,019206,4532,210,1024,4351,555,860
48,113,019208,3199,301,2630,2003,3594,533
48,113,019210,3623,83,46,3604,38,110
48,113,019211,4532,201,369,3966,826,310
48,113,019212,1645,78,2040,356,3407,0
48,113,019213,1601,192,1261,977,1750,327
48,113,019301,2713,69,20,2625,115,62
48,113,019302,4728,152,187,4392,358,317
48,113,019400,3517,152,125,3288,169,337
48,113,019501,6665,93,120,6462,257,159
48,113,019502,3705,217,136,3702,113,243
48,113,019600,2099,120,43,2020,78,164
48,113,019700,1505,17,18,1461,43,36
48,113,019800,4317,130,59,4122,331,53
48,113,019900,2500,535,922,729,3202,26
48,113,020000,3138,487,575,2816,380,1004
48,113,020100,1390,119,683,774,1314,104
48,113,020200,3477,46,147,3394,222,54
48,113,020300,2121,25,63,2048,161,0
48,113,020400,4838,378,409,4301,999,325
48,113,020500,4181,375,356,3311,1298,303
48,113,020600,2203,139,38,2043,97,240
48,113,020700,3637,321,249,3312,556,339
48,113,980000,0,0,0,0,0,0
48,113,980100,0,0,0,0,0,0
48,115,950401,3912,9,168,2804,1249,36
48,115,950402,3250,36,290,2008,1525,43
48,115,950500,3090,126,172,2119,1269,0
48,115,950600,1363,44,166,1045,386,142
48,117,950300,4656,153,770,2924,2650,5
48,117,950400,4034,172,651,2421,2417,19
48,117,950500,2865,137,466,1024,2444,0
48,117,950600,2958,180,431,2228,1315,26
48,119,950100,2770,10,0,2772,8,0
48,119,950200,2029,25,33,1961,52,74
48,121,020103,9125,286,694,8308,1780,17
48,121,020104,2805,104,193,2650,416,36
48,121,020105,6510,87,363,6205,617,138
48,121,020106,5366,222,191,5332,364,83
48,121,020107,4505,186,235,4325,450,151
48,121,020108,10084,668,524,9342,1516,418
48,121,020109,2130,196,374,2032,173,495
48,121,020110,4298,413,290,3898,348,755
48,121,020111,3605,42,86,3256,290,187
48,121,020112,2662,53,106,2530,180,111
48,121,020113,8307,661,511,7333,1648,498
48,121,020114,6204,541,1398,4884,2830,429
48,121,020115,3752,280,690,3538,1066,118
48,121,020202,8293,148,886,7449,1742,136
48,121,020203,4715,87,165,4500,380,87
48,121,020204,3555,0,44,3299,285,15
48,121,020205,1664,48,64,1530,170,76
48,121,020303,9389,355,269,9156,724,133
48,121,020305,6465,130,178,6260,296,217
48,121,020306,5653,175,322,5280,631,239
48,121,020307,7528,710,391,7195,737,697
48,121,020308,8396,426,442,7752,1238,274
48,121,020309,8095,135,277,7633,782,92
48,121,020310,2499,127,25,2422,148,81
48,121,020401,5875,278,522,5373,1029,273
48,121,020402,4569,170,158,4325,290,282
48,121,020403,3193,49,58,2950,327,23
48,121,020503,5410,301,339,4757,983,310
48,121,020504,2233,102,333,2040,628,0
48,121,020505,6075,340,26,5713,702,26
48,121,020506,1481,62,271,1469,345,0
48,121,020601,4081,138,986,3533,1387,285
48,121,020602,6128,205,1385,5186,2278,254
48,121,020700,2433,90,589,2312,233,567
48,121,020800,4494,108,207,4248,425,136
48,121,020900,3874,127,840,3329,1005,507
48,121,021000,5436,111,467,4580,867,567
48,121,021100,2018,52,511,1961,240,380
48,121,021201,4918,221,591,4495,746,489
48,121,021202,4049,105,737,3348,1472,71
48,121,021301,3129,122,523,2840,298,636
48,121,021303,5793,418,513,5129,600,995
48,121,021304,4303,137,621,4033,948,80
48,121,021305,3269,247,150,2949,361,356
48,121,021403,8616,486,574,8264,960,452
48,121,021404,7222,216,193,7000,422,209
48,121,021405,7063,392,1239,6202,2223,269
48,121,021406,5709,353,868,5295,1128,507
48,121,021407,5296,414,571,4690,1378,213
48,121,021408,5459,279,329,5574,243,250
48,121,021409,6883,314,104,6562,473,266
48,121,021502,3203,97,961,2648,1583,30
48,121,021505,5078,194,407,4661,539,479
48,121,021512,4227,246,84,4305,98,154
48,121,021513,3140,125,156,3150,85,186
48,121,021514,3839,104,24,3605,196,166
48,121,021515,5917,521,1286,4979,1652,1093
48,121,021516,5200,393,220,5155,507,151
48,121,021517,1591,301,523,1541,164,710
48,121,021518,2436,405,55,2557,69,270
48,121,021519,9579,1063,1675,9335,1580,1402
48,121,021520,3261,125,177,2964,423,176
48,121,021521,3594,365,218,3195,832,150
48,121,021522,923,272,143,968,131,239
48,121,021523,2946,87,312,2547,761,37
48,121,021524,1245,272,50,1284,62,221
48,121,021525,5778,974,725,5300,634,1543
48,121,021526,5419,270,127,5229,237,350
48,121,021527,4872,323,148,4650,216,477
48,121,021611,3343,404,393,3039,644,457
48,121,021612,2704,594,509,2316,726,765
48,121,021613,3419,548,1132,2779,1479,841
48,121,021614,2593,413,523,1986,1291,252
48,121,021615,3028,397,701,2173,1678,275
48,121,021616,2719,315,488,2437,683,402
48,121,021618,2651,245,1342,1733,2458,47
48,121,021619,1676,214,751,1223,1270,148
48,121,021620,1445,58,171,1271,290,113
48,121,021621,3090,417,236,2809,213,721
48,121,021622,3920,634,469,3301,373,1349
48,121,021623,3387,1092,1340,2973,170,2676
48,121,021624,4733,633,1247,4181,1159,1273
48,121,021625,3572,769,576,3267,280,1370
48,121,021626,1792,65,50,1783,29,95
48,121,021627,6072,473,382,5996,235,696
48,121,021628,4737,1195,710,3552,1412,1678
48,121,021629,4812,759,485,4560,276,1220
48,121,021630,3949,433,256,3633,531,474
48,121,021631,4211,784,233,3584,610,1034
48,121,021632,3049,181,107,3008,199,130
48,121,021633,3731,295,312,3035,951,352
48,121,021634,3553,501,938,3184,1412,396
48,121,021635,2902,243,583,2721,561,446
48,121,021636,5630,430,808,5318,748,802
48,121,021637,2867,518,636,2354,1142,525
48,121,021638,2691,356,509,2557,825,174
48,121,021715,3665,348,91,3357,329,418
48,121,021716,4625,166,173,3878,937,149
48,121,021717,5138,236,295,4951,524,194
48,121,021718,7653,277,235,7312,463,390
48,121,021719,4080,231,38,4038,72,239
48,121,021720,2515,422,152,2462,66,561
48,121,021721,3265,102,140,3089,358,60
48,121,021722,3328,225,217,3140,369,261
48,121,021723,1156,177,148,960,251,270
48,121,021724,3654,212,80,3644,9,293
48,121,021725,3424,91,155,3307,254,109
48,121,021726,2882,123,130,2699,193,243
48,121,021727,3880,342,225,3590,211,646
48,121,021728,1762,32,335,1409,709,11
48,121,021729,2750,196,97,2575,117,351
48,121,021730,3062,187,55,2766,292,246
48,121,021731,2798,238,485,2538,687,296
48,121,021732,1664,116,174,1593,207,154
48,121,021733,2397,176,720,1908,1025,360
48,121,021734,2214,41,192,1971,419,57
48,121,021735,3177,45,286,2948,266,294
48,121,021736,1815,50,464,1774,108,447
48,121,021737,3117,419,562,2894,314,890
48,121,021738,1661,223,614,1473,473,552
48,121,021739,2105,111,959,1774,1125,276
48,121,021740,3484,279,555,3061,856,401
48,121,021741,1388,175,177,1171,364,205
48,121,021742,4184,419,585,3924,734,530
48,121,021743,2458,222,443,1803,1083,237
48,121,021744,2014,192,1385,1332,1851,408
48,121,021745,3057,273,1325,2532,1749,374
48,121,021746,2893,148,213,2812,172,270
48,121,021747,3537,100,382,3373,102,544
48,121,021748,3727,99,177,3553,179,271
48,121,021749,2838,301,135,2942,123,209
48,121,021750,3290,255,194,3088,202,449
48,121,021751,3624,642,495,3353,144,1264
48,121,021752,4090,369,314,3808,363,602
48,121,021753,4528,422,88,4354,176,508
48,121,021800,3278,497,227,3280,91,631
48,121,021900,3703,264,274,3664,82,495
48,123,970100,3295,34,102,2675,634,122
48,123,970200,4855,73,187,3919,1180,16
48,123,970300,3793,8,46,3384,378,85
48,123,970400,3702,28,94,3258,525,41
48,123,970500,2855,39,32,2565,338,23
48,125,950300,2106,10,97,1913,291,9
48,127,950200,6945,395,167,2392,5080,35
48,127,950400,1937,43,101,513,1567,1
48,129,950200,1914,2,44,1821,112,27
48,129,950300,1462,23,11,1395,99,2
48,131,950100,4452,86,78,1618,2998,0
48,131,950200,2626,40,55,1254,1467,0
48,131,950500,3262,177,91,1016,2501,13
48,133,950100,2920,8,169,2585,504,8
48,133,950200,5440,146,142,5249,380,99
48,133,950300,4614,17,11,4393,239,10
48,133,950400,1717,12,72,1598,201,2
48,133,950500,1952,16,156,1835,283,6
48,135,000100,2411,128,327,1815,1044,7
48,135,000300,1796,13,62,1559,303,9
48,135,000400,3535,170,145,2780,1056,14
48,135,000500,3857,204,192,2660,1508,85
48,135,000600,4444,325,280,2647,2336,66
48,135,000700,3505,115,656,2153,2098,25
48,135,000800,2947,170,418,1716,1760,59
48,135,001000,3873,285,299,2453,1892,112
48,135,001100,4908,526,1105,2262,4176,101
48,135,001300,4204,319,501,2559,2331,134
48,135,001500,3359,386,750,1723,2707,65
48,135,001600,4648,292,351,3610,1681,0
48,135,001700,6565,105,0,5042,1586,42
48,135,001800,2421,121,259,1229,1572,0
48,135,001900,3864,298,968,1082,4048,0
48,135,002000,2409,134,677,1038,2182,0
48,135,002200,2592,238,396,1099,2127,0
48,135,002300,2831,68,324,2400,750,73
48,135,002400,4304,29,247,3549,990,41
48,135,002501,3775,161,109,2786,1118,141
48,135,002502,5030,323,164,4322,968,227
48,135,002503,4705,223,668,4022,1237,337
48,135,002700,6858,418,1185,5005,3448,8
48,135,002801,2767,276,636,909,2760,10
48,135,002802,6954,417,989,3761,4535,64
48,135,002900,3365,162,113,2793,710,137
48,135,003000,7586,535,822,5684,2928,331
48,135,003100,2498,141,820,1230,2205,24
48,137,950300,1680,170,92,987,955,0
48,139,060101,5941,313,671,4925,1893,107
48,139,060102,5941,200,813,4632,2296,26
48,139,060204,8033,217,488,7480,1164,94
48,139,060206,5258,92,552,4199,1599,104
48,139,060207,5133,144,232,4627,606,276
48,139,060208,3545,85,82,3385,258,69
48,139,060209,3435,43,31,3264,188,57
48,139,060210,1320,4,30,1219,126,9
48,139,060211,2811,54,182,2714,332,1
48,139,060212,4143,197,225,3760,630,175
48,139,060213,5621,246,132,5168,704,127
48,139,060214,6818,199,125,6689,389,64
48,139,060300,3763,129,151,3194,824,25
48,139,060400,4151,54,138,3765,570,8
48,139,060500,2835,94,241,2365,747,58
48,139,060600,7010,169,454,6712,742,179
48,139,060701,1523,119,177,1164,585,70
48,139,060702,3369,50,183,3132,457,13
48,139,060703,1740,28,89,1640,170,47
48,139,060801,5801,2,125,5591,335,2
48,139,060802,5788,28,128,5526,346,72
48,139,060803,1206,50,54,1110,200,0
48,139,060900,4887,246,381,4438,1032,44
48,139,061000,3769,22,154,3424,509,12
48,139,061100,3825,231,582,3138,1495,5
48,139,061200,1631,106,112,1277,540,32
48,139,061300,1996,30,264,1621,664,5
48,139,061400,6836,125,668,6384,956,289
48,139,061500,4067,209,802,2934,2140,4
48,139,061600,4349,60,815,3067,2126,31
48,139,061700,4237,194,334,3564,1083,118
48,141,000101,5790,675,440,3478,3280,147
48,141,000106,4568,764,468,2790,2504,506
48,141,000107,3932,777,643,1961,3252,139
48,141,000108,2103,199,184,1316,1071,99
48,141,000109,2511,534,498,721,2801,21
48,141,000110,2953,361,438,1653,2092,7
48,141,000111,2205,222,108,1715,674,146
48,141,000112,3153,386,527,1439,2481,146
48,141,000204,3529,565,327,1601,2588,232
48,141,000205,2545,334,472,1039,2216,96
48,141,000206,3277,772,572,1181,3381,59
48,141,000207,3370,498,400,1710,2476,82
48,141,000208,2027,472,550,770,2185,94
48,141,000301,4300,670,1246,1389,4756,71
48,141,000302,3269,718,1077,841,3997,226
48,141,000401,5230,482,317,3180,2678,171
48,141,000403,2082,202,363,825,1805,17
48,141,000404,2354,200,754,718,2566,24
48,141,000600,2768,638,651,680,3118,259
48,141,000800,3641,509,1099,1301,3914,34
48,141,000900,5652,1041,1796,2223,5954,312
48,141,001001,1953,456,668,329,2748,0
48,141,001002,2397,650,752,391,3400,8
48,141,001104,5257,849,1165,2702,3853,716
48,141,001107,5427,707,700,3208,3581,45
48,141,001109,3492,728,210,2145,2081,204
48,141,001110,3211,790,724,1745,2716,264
48,141,001111,3381,436,640,1650,2679,128
48,141,001112,3461,435,647,2177,2140,226
48,141,001113,5582,723,792,3267,3770,60
48,141,001114,2985,520,1102,1047,3360,200
48,141,001115,1800,237,1117,429,2684,41
48,141,001201,3290,632,991,562,4321,30
48,141,001202,3414,460,896,1812,2819,139
48,141,001203,558,43,109,73,637,0
48,141,001301,2825,327,288,1874,1518,48
48,141,001302,5407,740,807,2876,3806,272
48,141,001400,1351,215,398,447,1422,95
48,141,001501,3545,613,936,1698,3029,367
48,141,001502,2075,408,366,1243,1270,336
48,141,001600,2543,462,721,703,2893,130
48,141,001700,620,100,483,114,1077,12
48,141,001800,466,75,521,126,934,2
48,141,001900,1292,225,857,179,2195,0
48,141,002000,1190,269,754,312,1901,0
48,141,002100,1389,186,843,313,2105,0
48,141,002201,1943,469,584,553,2420,23
48,141,002202,2060,498,1095,437,3161,55
48,141,002300,2837,596,942,840,3418,117
48,141,002400,1936,206,991,478,2598,57
48,141,002500,4015,1088,814,1464,4405,48
48,141,002600,2080,563,645,445,2835,8
48,141,002800,2773,540,1515,343,4485,0
48,141,002900,415,128,564,51,1056,0
48,141,003000,2303,696,995,279,3707,8
48,141,003100,2493,551,638,436,3246,0
48,141,003200,1392,542,497,189,2242,0
48,141,003300,3297,736,708,1020,3646,75
48,141,003402,5186,843,1124,1750,5347,56
48,141,003403,4181,373,550,1943,3081,80
48,141,003404,4932,478,733,2474,3549,120
48,141,003501,1613,330,381,439,1885,0
48,141,003502,3007,377,1045,694,3710,25
48,141,003601,2379,520,832,439,3280,12
48,141,003602,1442,372,739,203,2350,0
48,141,003701,2481,468,1122,487,3584,0
48,141,003702,2463,621,1071,371,3784,0
48,141,003801,3346,1013,846,344,4861,0
48,141,003803,1808,406,540,355,2399,0
48,141,003804,2638,405,635,433,3245,0
48,141,003901,2256,551,695,214,3288,0
48,141,003902,1842,293,310,235,2177,33
48,141,003903,4106,774,1603,557,5907,19
48,141,004002,4901,1058,2171,629,7501,0
48,141,004003,4697,985,1546,912,6271,45
48,141,004004,3680,1020,1074,726,5048,0
48,141,004103,4197,741,948,1269,4617,0
48,141,004104,4095,961,927,948,5009,26
48,141,004105,2160,570,769,314,3185,0
48,141,004106,3466,846,656,700,4241,27
48,141,004107,1095,207,72,515,859,0
48,141,004201,3675,724,897,891,4379,26
48,141,004202,4010,762,669,1215,4226,0
48,141,004303,4952,738,232,1927,3951,44
48,141,004307,3757,613,482,1799,2753,300
48,141,004309,4538,585,458,1763,3678,140
48,141,004310,3694,585,605,1562,3265,57
48,141,004311,3469,353,324,1845,2216,85
48,141,004312,4380,403,422,1594,3577,34
48,141,004313,2358,228,377,1043,1839,81
48,141,004314,3811,701,393,1359,3490,56
48,141,004316,4196,938,921,1302,4549,204
48,141,004317,2951,240,573,1786,1953,25
48,141,004318,3466,430,130,1369,2597,60
48,141,004319,4422,760,477,1702,3934,23
48,141,004320,2155,475,442,489,2583,0
48,141,010101,2910,166,91,2502,481,184
48,141,010102,3795,135,134,3162,489,413
48,141,010103,2181,147,86,1797,418,199
48,141,010203,3536,371,666,1254,3192,127
48,141,010207,4744,281,785,2901,2673,236
48,141,010210,5704,473,365,4413,1941,188
48,141,010211,2601,232,133,1919,891,156
48,141,010212,4941,524,505,3356,2381,233
48,141,010213,5321,868,632,3236,2822,763
48,141,010214,4586,862,766,3369,2457,388
48,141,010215,4371,1103,775,2068,3729,452
48,141,010216,4005,1224,1464,1442,5184,67
48,141,010217,3629,598,1109,1613,3444,279
48,141,010218,2200,390,300,1040,1766,84
48,141,010219,6029,891,669,3006,4477,106
48,141,010220,2082,457,1268,499,3269,39
48,141,010221,3940,804,1153,934,4928,35
48,141,010222,1420,184,280,408,1476,0
48,141,010303,2890,337,353,1599,1911,70
48,141,010307,4479,692,446,1822,3751,44
48,141,010311,5591,677,1007,2100,5134,41
48,141,010312,3476,531,186,1403,2675,115
48,141,010316,3016,538,504,1225,2763,70
48,141,010317,3243,466,439,1286,2776,86
48,141,010319,391,73,142,203,362,41
48,141,010322,3272,375,1036,1093,3411,179
48,141,010323,3149,553,438,1216,2835,89
48,141,010324,6582,1034,1120,1613,7092,31
48,141,010325,5732,752,1119,1692,5887,24
48,141,010326,3510,696,414,1356,3237,27
48,141,010327,2884,484,265,1185,2349,99
48,141,010328,2463,336,405,835,2145,224
48,141,010329,2950,506,1319,852,3895,28
48,141,010330,7998,1213,1202,3302,6807,304
48,141,010331,8183,1261,1087,3655,6708,168
48,141,010332,5590,651,1063,1481,5797,26
48,141,010333,2814,495,1112,590,3831,0
48,141,010334,2403,354,768,479,3015,31
48,141,010335,2000,403,1078,178,3276,27
48,141,010336,4152,717,1054,1241,4682,0
48,141,010337,4995,547,797,1324,4918,97
48,141,010338,5241,872,486,2588,3983,28
48,141,010339,5645,801,1602,1754,6227,67
48,141,010340,1297,206,453,272,1670,14
48,141,010341,15726,2518,3277,6242,14767,512
48,141,010342,9583,1100,1577,3297,8648,315
48,141,010343,5311,452,664,2907,3302,218
48,141,010344,1598,333,869,229,2571,0
48,141,010345,3813,644,2094,872,5653,26
48,141,010346,2969,565,974,555,3953,0
48,141,010347,2665,528,1045,458,3780,0
48,141,010401,3472,929,1308,606,4982,121
48,141,010404,2912,673,603,469,3712,7
48,141,010405,3686,1117,1002,390,5396,19
48,141,010406,1991,355,1063,278,3131,0
48,141,010407,3737,622,2408,249,6518,0
48,141,010408,2019,625,1120,322,3442,0
48,141,010409,3627,920,1380,403,5524,0
48,141,010501,2519,406,934,351,3508,0
48,141,010502,1244,232,442,294,1624,0
48,141,010504,920,216,517,0,1648,5
48,141,010505,2245,288,667,269,2931,0
48,141,010506,2073,320,1054,246,3201,0
48,141,010600,5094,198,113,4400,561,444
48,141,980000,0,0,0,0,0,0
48,143,950100,2959,60,89,2854,239,15
48,143,950201,2686,126,264,2229,812,35
48,143,950202,6015,131,373,5438,1017,64
48,143,950300,4363,330,582,3295,1871,109
48,143,950400,5390,112,168,4841,722,107
48,143,950500,7210,145,66,6567,841,13
48,143,950600,3044,101,168,2797,516,0
48,143,950700,1907,51,474,1867,552,13
48,145,000200,2276,87,90,1992,461,0
48,145,000300,2795,102,326,2211,1012,0
48,145,000400,1839,0,149,1644,344,0
48,145,000500,2447,22,28,2317,161,19
48,145,000700,2612,45,19,2413,217,46
48,145,000800,3559,50,18,3186,398,43
48,147,950100,2728,55,190,2502,406,65
48,147,950300,2731,31,40,2668,107,27
48,147,950401,3761,70,510,3322,859,160
48,147,950402,5527,4,268,5450,314,35
48,147,950500,2274,30,17,2233,44,44
48,147,950600,2351,29,18,2304,67,27
48,147,950701,3851,125,136,3683,359,70
48,147,950702,3084,63,142,2994,257,38
48,147,950800,3719,44,127,3651,217,22
48,149,970100,1699,33,41,1599,71,103
48,149,970200,2271,17,115,2204,155,44
48,149,970300,4656,199,447,3834,1235,233
48,149,970400,3364,75,100,2937,541,61
48,149,970500,3300,111,338,2663,921,165
48,149,970600,4308,57,289,3837,635,182
48,149,970700,1967,14,60,1907,77,57
48,151,950300,1610,7,3,1433,175,12
48,151,950400,1978,15,41,1552,477,5
48,153,950500,2187,58,84,1599,730,0
48,153,950600,3189,45,230,1923,1528,13
48,155,950100,1090,18,11,1050,55,14
48,157,670101,5463,479,1691,3237,4363,33
48,157,670102,2614,203,345,2138,1000,24
48,157,670200,5979,726,1083,4936,2790,62
48,157,670300,2985,103,370,2676,601,181
48,157,670400,4658,110,236,4571,364,69
48,157,670500,3269,455,184,3005,632,271
48,157,670601,7376,1010,519,7444,849,612
48,157,670602,1420,86,193,1219,448,32
48,157,670700,2711,505,298,2460,466,588
48,157,670800,12252,680,1566,10605,3371,522
48,157,670901,7882,2079,905,7245,756,2865
48,157,670902,4240,466,351,3746,1093,218
48,157,671001,4789,330,29,4533,411,204
48,157,671002,5929,307,186,5703,574,145
48,157,671100,5809,979,1120,4754,2507,647
