state,county,tract,Citizen,Naturalized Citizen,Not a U.S. Citizen,English,Speaks Spanish,Speaks Other Language
48,377,950200,2417,432,1679,260,4143,125
48,379,950100,5814,53,66,5666,256,11
48,379,950200,4274,73,130,4128,301,48
48,381,020100,1870,16,16,1812,56,34
48,381,020200,1954,22,120,1868,98,130
48,381,020300,1616,26,0,1521,121,0
48,381,020400,1584,44,56,1586,12,86
48,381,020500,3316,44,88,2965,460,23
48,381,020600,3482,44,228,2837,917,0
48,381,020800,6109,71,78,5665,552,41
48,381,020900,2496,28,180,2270,272,162
48,381,021000,2084,5,12,1964,103,34
48,381,021101,3711,23,43,3522,249,6
48,381,021102,1788,35,107,1532,340,58
48,381,021200,4934,99,15,4870,121,57
48,381,021300,4466,89,480,4109,667,259
48,381,021500,4240,34,105,4101,192,86
48,381,021602,4800,84,94,4715,111,152
48,381,021603,1701,58,34,1631,109,53
48,381,021604,4534,94,5,4038,561,34
48,381,021605,1873,19,14,1789,115,2
48,381,021606,4677,41,72,4594,176,20
48,381,021608,6533,35,82,6171,403,76
48,381,021609,3223,77,208,3081,304,123
48,381,021702,3278,20,60,3051,216,91
48,381,021703,5780,151,79,5123,809,78
48,381,021704,6567,92,29,6407,148,133
48,381,021801,6042,111,182,5634,620,81
48,381,021802,4960,94,190,4596,384,264
48,381,021900,4302,27,117,4187,228,31
48,381,022001,4477,115,186,3906,578,294
48,381,022002,4990,433,226,4286,1040,323
48,383,950100,2428,297,586,1393,1910,8
48,385,950100,3126,6,75,2787,420,0
48,387,950100,2379,10,43,2315,111,6
48,387,950500,4255,75,199,3953,557,19
48,387,950600,2518,4,8,2493,37,0
48,387,950700,2493,14,10,2461,27,29
48,389,950100,2146,99,1740,1193,2723,69
48,389,950200,2060,135,162,635,1694,28
48,389,950300,1764,87,155,722,1281,3
48,389,950400,3217,155,218,1699,1887,4
48,389,950500,1039,17,55,585,526,0
48,391,950200,3169,18,178,2517,844,4
48,391,950400,3380,23,62,2395,1029,41
48,393,950100,889,3,0,887,3,2
48,395,960100,1833,26,12,1782,43,46
48,395,960200,1383,16,47,1247,105,94
48,395,960300,4078,15,43,3978,156,2
48,395,960400,2538,64,77,2396,240,43
48,395,960500,4643,90,557,3586,1691,13
48,397,040101,5928,156,50,5444,486,204
48,397,040102,6266,316,240,5904,684,234
48,397,040200,4340,119,78,3945,478,114
48,397,040301,4428,306,392,4266,564,296
48,397,040302,6622,204,316,6295,426,421
48,397,040401,7841,264,620,7507,1163,55
48,397,040402,8470,339,729,7974,1261,303
48,397,040503,4455,379,1374,3643,2434,131
48,397,040504,6187,211,243,6233,203,205
48,397,040505,9397,410,378,9053,816,316
48,397,040506,6561,143,30,6332,140,262
48,399,950100,1125,42,29,1085,80,31
48,399,950200,1801,83,39,1589,323,11
48,399,950500,2090,35,98,2080,143,0
48,399,950600,4320,34,110,3972,444,48
48,401,950100,4562,38,261,4137,724,0
48,401,950200,3055,128,143,3082,136,108
48,401,950300,6067,101,302,5817,647,6
48,401,950400,5172,64,361,4892,688,17
48,401,950501,4373,69,381,3927,873,23
48,401,950502,4140,126,92,3858,480,20
48,401,950600,2063,39,20,2072,34,16
48,401,950700,4696,137,116,4192,665,92
48,401,950800,2952,32,247,2855,325,51
48,401,950900,2825,99,205,2519,512,98
48,401,951000,2046,26,343,1793,620,2
48,401,951100,2819,173,157,2732,407,10
48,401,951200,2271,5,9,2235,45,5
48,403,950100,2173,30,0,2143,31,29
48,403,950200,3096,7,17,2947,173,0
48,403,950300,4669,18,21,4549,137,22
48,405,950100,2690,0,0,2647,11,32
48,405,950200,2741,65,65,2570,299,2
48,405,950300,2745,29,14,2731,15,42
48,407,200101,6124,74,135,5775,414,144
48,407,200102,9569,165,486,8774,1387,59
48,407,200200,4544,56,13,4441,172,0
48,407,200300,4139,8,9,4088,66,2
48,409,010201,3367,58,115,2797,695,48
48,409,010202,4406,177,111,3551,1066,77
48,409,010301,3672,62,205,2922,819,198
48,409,010302,4040,141,303,3240,1124,120
48,409,010500,1809,27,121,666,1243,48
48,409,010601,5185,73,117,4218,1156,1
48,409,010602,3552,103,45,2713,937,50
48,409,010603,2050,101,186,1936,325,76
48,409,010604,2540,89,41,2294,255,121
48,409,010700,2921,35,151,2206,852,49
48,409,010800,3862,78,209,1779,2351,19
48,409,010900,4208,47,235,2593,1887,10
48,409,011000,6111,53,106,3290,2972,8
48,409,011100,2295,44,52,1129,1256,6
48,409,011200,3028,94,37,2132,1009,18
48,409,011300,4300,117,32,1547,2873,29
48,411,950100,1857,72,319,1459,789,0
48,411,950200,3108,90,114,2874,387,51
48,413,950300,2627,123,286,1986,1045,5
48,415,950100,4071,83,357,2818,1623,70
48,415,950200,1024,34,27,762,322,1
48,415,950300,5299,58,191,4408,1140,0
48,415,950600,4334,213,177,3372,1347,5
48,417,950300,3035,80,47,2913,237,12
48,419,950100,4477,44,418,4186,726,27
48,419,950200,3455,31,250,3310,344,82
48,419,950300,3956,0,677,3632,1001,0
48,419,950400,3912,278,912,3483,1318,301
48,419,950500,2637,3,162,2609,193,0
48,419,950600,2581,1,43,2539,85,1
48,421,950200,2340,75,473,1874,1001,13
48,423,000100,4183,231,957,3009,2362,0
48,423,000201,3198,45,149,2850,539,3
48,423,000202,1008,41,479,885,640,3
48,423,000300,3603,548,1355,1918,3588,0
48,423,000400,1861,42,474,1241,1128,8
48,423,000500,1946,59,506,1658,841,12
48,423,000600,1033,127,890,690,1352,8
48,423,000700,3836,135,325,3567,704,25
48,423,000800,4346,154,650,3610,1466,74
48,423,000900,3765,209,487,3121,1321,19
48,423,001000,4838,153,231,4331,796,95
48,423,001101,3338,46,97,3135,265,81
48,423,001102,2397,36,22,2270,150,35
48,423,001200,2686,74,124,2425,409,50
48,423,001300,1923,87,140,1873,168,109
48,423,001401,8543,175,102,8417,108,295
48,423,001403,6578,74,147,6442,308,49
48,423,001404,5108,95,97,5005,228,67
48,423,001500,4692,17,137,4520,300,26
48,423,001601,5234,137,685,4457,1561,38
48,423,001602,3679,109,161,3534,362,53
48,423,001604,5091,132,614,4204,1629,4
48,423,001700,5635,363,1349,3746,3467,134
48,423,001801,5357,263,222,4878,940,24
48,423,001802,7659,159,1017,6663,2139,33
48,423,001803,4820,194,178,4414,398,380
48,423,001901,5205,173,323,4929,329,443
48,423,001905,7967,205,203,7739,236,400
48,423,001906,5218,160,19,5175,112,110
48,423,001907,5783,113,75,5740,224,7
48,423,001908,8443,180,38,8345,135,181
48,423,002003,3032,162,207,2905,209,287
48,423,002004,2494,8,39,2326,123,92
48,423,002006,3043,25,88,2910,227,19
48,423,002007,6424,210,514,6303,262,583
48,423,002008,4831,180,101,4711,109,292
48,423,002009,6796,66,220,6680,313,89
48,423,002101,3789,19,60,3688,142,38
48,423,002102,5376,60,37,5257,199,17
48,423,002200,5952,135,79,5748,374,44
48,423,980000,0,0,0,0,0,0
48,425,000100,5943,309,210,5500,950,12
48,425,000200,1580,48,44,1365,302,5
48,427,950101,891,69,167,160,927,40
48,427,950104,2324,480,780,55,3529,0
48,427,950105,2244,290,1211,155,3590,0
48,427,950106,1673,375,817,107,2758,0
48,427,950107,2277,285,1580,65,4077,0
48,427,950108,2486,214,604,651,2613,40
48,427,950202,1692,115,386,197,1996,0
48,427,950203,2234,537,1069,153,3687,0
48,427,950204,2895,409,1296,166,4353,81
48,427,950401,4119,403,1391,324,5588,1
48,427,950402,2687,393,1276,42,4229,85
48,427,950500,2212,200,1282,225,3465,4
48,427,950600,4341,512,1199,549,5468,35
48,427,950701,1886,803,820,149,3360,0
48,427,950702,1881,279,799,128,2831,0
48,429,950200,3417,134,282,2952,876,5
48,429,950300,1992,16,135,1757,370,16
48,429,950500,2922,5,3,2720,173,37
48,431,950100,1104,9,115,856,372,0
48,433,950300,1256,17,21,1161,133,0
48,435,950300,3293,138,316,1964,1776,7
48,437,950200,1773,12,141,1526,375,25
48,437,950300,3914,69,165,2994,1131,23
48,437,950400,985,52,63,763,327,10
48,439,100101,3698,495,1718,1831,3566,514
48,439,100102,3012,355,1438,1938,2782,85
48,439,100201,2512,367,1347,766,3460,0
48,439,100202,2607,426,1787,928,3892,0
48,439,100300,2582,162,1527,1200,3068,3
48,439,100400,3545,544,2804,1217,5676,0
48,439,100501,6396,516,2343,3758,5351,146
48,439,100502,4305,414,2238,2138,4652,167
48,439,100601,1977,34,12,1915,74,34
48,439,100602,3000,138,548,2165,1389,132
48,439,100700,3056,266,985,2109,2189,9
48,439,100800,3466,494,1587,1254,4264,29
48,439,100900,996,208,681,182,1703,0
48,439,101201,1146,112,525,760,926,97
48,439,101202,2210,269,1199,1166,2481,31
48,439,101301,3790,177,725,3145,1466,81
48,439,101302,2459,53,426,2128,796,14
48,439,101401,4225,211,691,3376,1532,219
48,439,101402,2176,161,1065,1407,1986,9
48,439,101403,3286,92,836,2384,1805,25
48,439,101500,2913,176,730,2329,1347,143
48,439,101700,2370,48,135,2101,452,0
48,439,102000,1453,165,432,1189,718,143
48,439,102100,4071,77,265,3501,740,172
48,439,102201,3082,145,116,2905,414,24
48,439,102202,2427,129,47,2369,162,72
48,439,102301,2027,112,301,1688,720,32
48,439,102302,3640,188,988,2564,2240,12
48,439,102401,3124,357,215,2999,431,266
48,439,102402,3912,69,54,3759,196,80
48,439,102500,2786,65,416,2540,692,35
48,439,102601,2279,91,720,1929,1052,109
48,439,102602,2817,115,488,2135,1270,15
48,439,102700,3103,48,68,2740,360,119
48,439,102800,1225,10,0,1198,23,14
48,439,103500,2847,311,1490,1549,3079,20
48,439,103601,1831,46,264,1553,580,8
48,439,103602,1811,22,241,1519,538,17
48,439,103701,2579,224,1147,1348,2602,0
48,439,103702,1871,68,567,1366,1123,17
48,439,103800,2008,119,666,1721,712,360
48,439,104100,2588,75,272,2200,681,54
48,439,104201,5425,57,217,5183,282,234
48,439,104202,3014,62,233,2842,357,110
48,439,104300,4824,59,445,4442,545,341
48,439,104400,3467,311,714,2566,1898,28
48,439,104502,1232,192,965,509,1830,50
48,439,104503,1519,267,584,372,1955,43
48,439,104504,1549,303,980,804,2028,0
48,439,104505,3007,8,637,2765,667,220
48,439,104601,2371,106,868,1655,1690,0
48,439,104602,3226,200,1189,2036,2579,0
48,439,104603,2042,255,1094,1075,2316,0
48,439,104604,2408,91,310,1776,1033,0
48,439,104605,3178,130,521,2455,1262,112
48,439,104701,2244,307,1727,586,3692,0
48,439,104702,1714,306,1203,705,2426,92
48,439,104802,3221,458,1512,1638,3343,210
48,439,104803,3398,595,2288,966,5105,210
48,439,104804,1492,486,983,931,1806,224
48,439,104900,1753,113,765,913,1527,191
48,439,105001,3087,396,1839,1073,4249,0
48,439,105006,1382,55,372,909,891,9
48,439,105007,3935,362,326,3608,654,361
48,439,105008,5923,520,827,5145,1341,784
48,439,105201,3883,86,877,2883,1826,137
48,439,105203,1940,61,57,1834,181,43
48,439,105204,2108,199,600,1751,956,200
48,439,105205,3799,77,182,3462,572,24
48,439,105403,5698,125,159,5574,142,266
48,439,105404,3621,130,63,3572,128,114
48,439,105405,3347,35,166,3211,244,93
48,439,105406,4720,264,156,4371,309,460
48,439,105502,4712,85,196,4277,664,52
48,439,105503,5060,246,217,4743,628,152
48,439,105505,3526,33,920,3376,596,507
48,439,105507,5622,427,278,5519,232,576
48,439,105508,5381,326,593,5082,645,573
48,439,105510,6401,687,502,5739,993,858
48,439,105511,4777,551,409,4361,870,506
48,439,105512,3532,190,125,3286,443,118
48,439,105513,2308,170,203,2066,344,271
48,439,105514,2203,42,237,2060,310,112
48,439,105600,3684,298,823,2932,1832,41
48,439,105701,3001,64,402,2153,1250,64
48,439,105703,2747,70,256,2394,599,80
48,439,105704,6142,604,1777,4119,3880,524
48,439,105800,2626,207,856,1618,2009,62
48,439,105901,1958,263,1242,1041,2403,19
48,439,105902,3234,207,2446,2378,1533,1976
48,439,106001,5970,545,962,4788,2537,152
48,439,106002,2917,215,404,2319,1127,90
48,439,106004,4482,166,584,3986,1126,120
48,439,106101,1162,30,264,872,584,0
48,439,106102,2463,160,436,2003,1056,0
48,439,106201,3343,50,238,3042,589,0
48,439,106202,3932,126,465,3754,443,326
48,439,106300,2417,0,548,2288,677,0
48,439,106400,1653,36,589,1406,837,35
48,439,106502,2435,35,97,2156,344,67
48,439,106503,4101,102,223,3710,619,97
48,439,106507,1450,92,23,1376,101,88
48,439,106509,3666,275,150,3245,409,437
48,439,106510,6113,911,659,5508,1046,1129
48,439,106511,5582,521,1085,4935,1707,546
48,439,106512,4103,258,184,3723,510,312
48,439,106513,2549,165,335,2296,554,199
48,439,106514,4230,308,636,3941,659,574
48,439,106515,2605,105,447,2619,436,102
48,439,106516,3217,70,952,2640,1522,77
48,439,106517,5634,1132,1095,4863,902,2096
48,439,106518,2396,228,911,2202,393,940
48,439,106600,1801,156,51,1641,294,73
48,439,106700,2117,69,99,1842,387,56
48,439,110101,4980,229,1265,4197,1501,776
48,439,110102,3027,221,714,2612,1112,238
48,439,110202,2857,328,1051,1814,2026,396
48,439,110203,6063,320,1103,5219,1790,477
48,439,110204,4539,665,852,3824,1666,566
48,439,110301,2728,206,949,1910,1749,224
48,439,110302,3075,207,1503,2058,2556,171
48,439,110401,3966,191,225,3632,734,16
48,439,110402,3493,316,579,2300,1950,138
48,439,110500,5871,418,1094,4254,2805,324
48,439,110600,2038,119,151,1863,353,92
48,439,110701,5666,190,434,5127,1032,131
48,439,110703,4039,295,548,3090,1428,364
48,439,110704,3943,144,165,3417,791,44
48,439,110805,5023,271,403,4357,959,381
48,439,110806,4015,235,160,3923,290,197
48,439,110807,5337,389,226,4563,1125,264
48,439,110808,1885,112,71,1804,65,199
48,439,110809,1670,92,5,1554,37,176
48,439,110901,3873,80,256,3629,388,192
48,439,110903,1438,25,94,1400,97,60
48,439,110905,4020,178,41,3901,257,81
48,439,110906,4139,91,77,4058,157,92
48,439,110907,2745,77,0,2719,55,48
48,439,111003,2508,114,99,2190,467,64
48,439,111005,7510,398,955,6759,1803,301
48,439,111008,6288,302,169,5837,755,167
48,439,111010,2803,14,6,2683,123,17
48,439,111011,7819,400,353,6821,1199,552
48,439,111012,6464,536,479,5815,1288,376
48,439,111013,6585,678,359,6138,966,518
48,439,111015,2202,15,0,2141,59,17
48,439,111016,8618,301,107,8380,555,91
48,439,111017,8132,1107,642,7850,879,1152
48,439,111018,1874,95,25,1828,140,26
48,439,111102,4411,483,875,3545,2137,87
48,439,111103,2818,220,668,2051,1637,18
48,439,111104,2087,76,264,1854,536,37
48,439,111202,4200,355,1308,3270,2549,44
48,439,111203,5193,187,127,4801,530,176
48,439,111204,4298,96,284,4131,425,122
48,439,111301,7896,193,810,7522,1358,19
48,439,111304,6735,258,132,6364,225,536
48,439,111306,4063,138,407,3537,1017,54
48,439,111307,2342,290,358,2283,367,340
48,439,111308,1455,42,6,1362,66,75
48,439,111309,3577,50,340,3174,700,93
48,439,111310,5829,577,647,4900,1292,861
48,439,111311,5443,309,270,5251,282,489
48,439,111312,2998,39,123,2917,161,82
48,439,111313,5615,478,268,5433,422,506
48,439,111314,4421,446,259,4256,340,530
48,439,111402,5425,206,499,5204,782,144
48,439,111404,6795,419,265,6413,550,516
48,439,111405,2106,29,50,1967,217,1
48,439,111406,3128,213,103,2883,249,312
48,439,111407,2757,288,141,2558,267,361
48,439,111408,2535,169,123,2475,211,141
48,439,111409,4275,298,94,4059,304,304
48,439,111505,3556,82,47,3438,225,22
48,439,111506,5172,220,243,4825,562,248
48,439,111513,3217,366,368,2364,1204,383
48,439,111514,4862,994,417,3702,1601,970
48,439,111516,4598,664,411,3664,1256,753
48,439,111521,4913,818,1568,3484,2663,1152
48,439,111522,5427,729,1670,3589,3819,418
48,439,111523,6286,839,962,4835,1999,1253
48,439,111524,4614,958,828,3721,1744,935
48,439,111525,4375,796,1185,3176,2628,552
48,439,111526,3624,227,233,3433,511,140
48,439,111529,3418,104,173,3088,330,277
48,439,111530,5284,345,36,5119,121,425
48,439,111531,3809,290,269,3627,233,508
48,439,111532,6424,622,107,6043,381,729
48,439,111533,3981,226,420,3747,482,398
48,439,111534,5681,255,131,5488,383,196
48,439,111536,2208,209,525,1656,879,407
48,439,111537,4714,919,412,4133,959,953
48,439,111538,4769,237,438,4040,1034,370
48,439,111539,6971,692,1016,6058,1327,1294
48,439,111540,4655,820,595,3582,1277,1211
48,439,111541,3139,332,256,2611,638,478
48,439,111542,4787,522,653,4125,1179,658
48,439,111543,4956,648,699,4478,898,927
48,439,111544,5898,577,358,5127,1117,589
48,439,111545,2100,161,143,2084,149,171
48,439,111546,5832,557,135,5157,922,445
48,439,111547,12050,2453,1642,9828,3392,2925
48,439,111548,5332,1584,483,4573,867,1959
48,439,111549,6568,675,232,5925,622,928
48,439,111550,9247,1470,1949,8051,2370,2245
48,439,111551,5889,672,51,5409,396,807
48,439,111552,3440,145,101,3289,177,220
48,439,111553,2857,128,455,2621,592,227
48,439,113001,3102,176,91,2775,449,145
48,439,113002,4506,434,1301,3336,2294,611
48,439,113102,3640,199,239,3541,280,257
48,439,113104,2894,238,247,2608,326,445
48,439,113107,1992,105,49,1956,81,109
48,439,113108,4258,210,227,4098,181,416
48,439,113109,3196,354,125,2845,474,356
48,439,113110,3228,537,336,3178,367,556
48,439,113111,2732,154,617,2350,989,164
48,439,113112,2104,124,476,1874,658,172
48,439,113113,3204,415,243,3045,409,408
48,439,113114,2645,393,475,2695,320,498
48,439,113115,2446,109,832,1930,1107,350
48,439,113116,3442,273,401,3066,550,500
48,439,113206,5029,253,561,3922,1813,108
48,439,113207,4075,85,0,3858,217,85
48,439,113210,6290,197,197,5808,707,169
48,439,113212,3659,66,167,3336,421,135
48,439,113213,2894,66,36,2467,424,105
48,439,113214,3711,329,477,3226,831,460
48,439,113215,4040,153,228,3924,364,133
48,439,113216,4336,29,162,3955,391,181
48,439,113217,3778,265,248,3473,499,319
48,439,113218,2130,123,117,2120,173,77
48,439,113220,4350,355,1387,3402,1869,821
48,439,113221,4567,202,201,4231,236,503
48,439,113301,3534,14,263,3393,393,25
48,439,113302,3537,95,491,3230,802,91
48,439,113403,2137,16,180,1995,338,0
48,439,113404,4820,90,613,4657,704,162
48,439,113405,5086,107,276,4744,638,87
48,439,113407,3904,105,1482,2897,2503,91
48,439,113408,4237,297,521,4075,586,394
48,439,113509,3597,374,301,2773,1172,327
48,439,113510,2710,349,847,2400,414,1092
48,439,113511,2986,517,385,2681,513,694
48,439,113512,5272,174,120,4766,393,407
48,439,113513,3931,547,833,3256,573,1482
48,439,113514,3438,305,926,2640,1311,718
48,439,113516,3422,226,590,2837,909,492
48,439,113517,2498,270,420,2163,448,577
48,439,113518,3973,505,530,3537,443,1028
48,439,113519,4871,431,344,4537,359,750
48,439,113520,3914,608,373,3671,572,652
48,439,113607,3704,160,113,3274,565,138
48,439,113610,9650,674,196,8923,442,1155
48,439,113611,3988,233,179,3801,122,477
48,439,113612,3818,193,55,3629,210,227
48,439,113613,3846,63,23,3728,151,53
48,439,113618,4986,226,157,4681,406,282
48,439,113619,3361,262,764,3006,1052,329
48,439,113622,5201,408,116,4945,272,508
48,439,113623,3062,147,89,2919,341,38
48,439,113624,3598,291,256,3351,523,271
48,439,113625,3157,141,63,3188,25,148
48,439,113626,3360,89,227,3161,280,235
48,439,113627,4759,307,310,4220,659,497
48,439,113628,4021,191,523,3718,372,645
48,439,113629,3827,160,242,3720,228,281
48,439,113630,3111,152,36,2754,357,188
48,439,113631,5056,292,1440,3795,2314,679
48,439,113632,4690,250,28,4695,107,166
48,439,113633,3781,250,100,3525,282,324
48,439,113634,4509,335,116,4371,230,359
48,439,113703,7591,339,1199,7122,1599,408
48,439,113705,3971,158,1089,3381,1700,137
48,439,113707,4512,252,194,4393,207,358
48,439,113709,4190,265,233,3898,379,411
48,439,113710,3134,55,439,2951,516,161
48,439,113711,3587,161,52,3585,93,122
48,439,113803,5060,136,88,4698,371,215
48,439,113808,5082,329,511,4788,781,353
48,439,113809,3882,237,307,3349,854,223
48,439,113810,3830,208,126,3594,450,120
48,439,113811,3055,152,116,2775,373,175
48,439,113812,4951,306,99,4575,318,463
48,439,113813,4393,206,171,4273,160,337
48,439,113814,3763,90,76,3723,83,123
48,439,113815,5230,252,118,5241,60,299
48,439,113816,4659,222,190,4444,435,192
48,439,113906,5382,438,280,5385,365,350
48,439,113907,5945,426,292,5925,285,453
48,439,113908,4640,387,115,4571,160,411
48,439,113909,6113,296,193,5959,213,430
48,439,113910,8249,419,42,8016,212,482
48,439,113911,6702,230,416,6272,599,477
48,439,113912,5463,273,66,5205,187,410
48,439,113916,3860,42,172,3215,763,96
48,439,113917,4775,788,819,3928,1104,1350
48,439,113918,4154,264,265,3889,321,473
48,439,113919,6543,406,187,6138,587,411
48,439,113920,4550,294,174,4084,478,456
48,439,113921,18507,1297,1107,17629,1442,1840
48,439,113922,15360,1251,914,13947,1628,1950
48,439,113923,2769,330,154,2256,562,435
48,439,113924,4188,346,171,3704,774,227
48,439,113925,3397,301,157,2960,587,308
48,439,113926,10967,710,814,9489,1700,1302
48,439,113927,10585,533,271,10309,686,394
48,439,113928,6592,811,271,5910,1439,325
48,439,113929,7535,524,158,7154,605,458
48,439,114003,6393,353,653,4901,2266,232
48,439,114005,7150,275,143,6362,1063,143
48,439,114006,6299,41,47,5958,401,28
48,439,114007,10617,1453,1043,8496,3355,1262
48,439,114008,10155,980,781,8451,2337,1128
48,439,114102,6857,347,189,6770,344,279
48,439,114103,18703,696,505,17436,1724,744
48,439,114104,6517,72,17,6178,382,46
48,439,114203,4381,44,61,4257,206,23
48,439,114204,5719,162,37,5654,220,44
48,439,114205,2857,56,24,2764,132,41
48,439,114206,4107,122,143,3652,637,83
48,439,114207,5514,373,115,5212,612,178
48,439,121601,6101,349,1061,5298,1960,253
48,439,121604,4962,108,658,4520,1115,93
48,439,121605,2395,309,63,2140,431,196
48,439,121606,2895,231,38,2649,161,354
48,439,121608,4713,294,70,4512,309,256
48,439,121609,4903,709,60,4995,38,639
48,439,121610,1989,36,51,1947,94,35
48,439,121611,3760,286,132,3531,293,354
48,439,121702,1585,74,202,1475,272,114
48,439,121703,2842,255,1798,2046,2318,531
48,439,121704,1910,158,1117,1497,1595,93
48,439,121903,2832,419,2172,1765,3409,249
48,439,121904,2561,173,1085,1868,1825,126
48,439,121905,2804,846,1662,1782,2051,1479
48,439,121906,1984,228,1437,1210,2125,314
48,439,122001,2575,229,1307,1460,2523,128
48,439,122002,2636,255,1580,1251,3034,186
48,439,122100,4396,332,944,3370,1973,329
48,439,122200,1210,72,612,861,1003,30
48,439,122300,2269,165,1372,1994,390,1422
48,439,122400,3605,183,1552,3288,1321,731
48,439,122500,3585,106,201,3551,274,67
48,439,122600,3046,106,191,2975,152,216
48,439,122700,3800,249,326,3523,583,269
48,439,122801,2012,159,1304,1515,1662,298
48,439,122802,2527,274,1610,1942,1839,630
48,439,122900,4553,689,1532,2392,3564,818
48,439,123000,4618,200,480,4160,757,381
48,439,123100,1857,72,384,1435,869,9
48,439,123200,2007,93,262,1645,670,47
48,439,123300,4117,156,230,3807,544,152
48,439,123400,1743,46,204,1451,451,91
48,439,123500,1948,86,490,1413,1079,32
48,439,123600,1919,118,460,1200,1213,84
48,439,980000,0,0,0,0,0,0
48,441,010100,5957,117,266,5759,247,334
48,441,010200,2408,4,29,2065,368,8
48,441,010300,1981,55,69,1656,392,57
48,441,010400,1580,96,117,870,892,31
48,441,010500,2858,72,113,2279,732,32
48,441,010600,3360,65,139,3136,357,71
48,441,010700,2726,149,189,1752,1305,7
48,441,010800,1273,63,135,830,626,15
48,441,010900,5332,106,211,4786,557,306
48,441,011000,1232,12,43,1141,121,25
48,441,011200,2696,49,22,2083,640,44
48,441,011300,2956,127,537,2686,359,575
48,441,011400,4069,38,42,3863,277,9
48,441,011500,2462,99,56,2334,260,23
48,441,011600,2385,72,45,2142,319,41
48,441,011700,1910,4,35,1577,372,0
48,441,011900,1953,24,91,1515,553,0
48,441,012000,1854,40,0,1793,60,41
48,441,012100,543,9,0,498,45,9
48,441,012200,2260,4,50,1968,313,33
48,441,012300,3514,123,73,3221,423,66
48,441,012400,2168,85,18,1961,278,32
48,441,012500,2803,21,46,2564,288,18
48,441,012600,2695,44,252,2519,175,297
48,441,012700,6601,246,179,6268,479,279
48,441,012801,3111,56,133,2823,316,161
48,441,012802,3416,312,509,3044,548,645
48,441,012900,1709,20,50,1496,68,215
48,441,013000,863,24,14,837,47,17
48,441,013100,5573,99,136,4540,1030,238
48,441,013200,1630,11,6,1433,182,32
48,441,013300,2752,147,161,2408,436,216
48,441,013401,3217,46,85,3025,220,103
48,441,013402,5552,72,95,5267,284,168
48,441,013404,6914,289,83,6319,797,170
48,441,013500,7282,171,19,7259,140,73
48,441,013600,4932,59,88,4449,583,47
48,441,980000,0,0,0,0,0,0
48,443,950100,695,12,82,400,364,25
48,445,950100,1898,101,333,1348,771,213
48,445,950300,2061,65,350,1202,1164,110
48,445,950400,6542,151,203,4628,1997,271
48,447,950300,1458,14,28,1388,106,6
48,449,950100,1764,62,147,1606,361,6
48,449,950200,2070,54,340,1698,733,33
48,449,950300,6314,215,1485,5309,2653,52
48,449,950400,4902,180,355,4467,832,138
48,449,950500,1561,190,535,920,1366,0
48,449,950600,2613,377,816,1720,2057,29
48,449,950700,843,72,316,565,650,16
48,449,950800,3341,304,947,2328,2258,6
48,451,000100,2266,65,132,1878,571,14
48,451,000200,3714,219,203,2620,1472,44
48,451,000300,5441,216,266,4480,1338,105
48,451,000400,5014,405,479,2626,3272,0
48,451,000700,3147,247,667,2035,2009,17
48,451,000801,3666,113,76,2969,808,78
48,451,000802,3909,198,226,2775,1522,36
48,451,000900,1867,155,278,966,1334,0
48,451,001000,4749,65,76,3951,928,11
48,451,001101,5001,108,7,4404,659,53
48,451,001102,3791,47,105,3258,670,15
48,451,001200,6350,273,165,4443,2177,168
48,451,001301,6737,79,106,5941,877,104
48,451,001303,3570,92,52,3231,432,51
48,451,001304,2609,63,0,2488,125,59
48,451,001400,4011,297,340,2756,1688,204
48,451,001500,2948,81,0,2718,147,164
48,451,001600,4169,123,238,3784,717,29
48,451,001702,2707,17,69,2350,430,13
48,451,001704,7219,184,112,6637,805,73
48,451,001706,3228,19,94,2834,438,69
48,451,001707,4567,163,23,4416,237,100
48,451,001708,5306,60,53,5173,230,16
48,451,001800,2462,53,150,1822,824,19
48,451,980000,0,0,0,0,0,0
48,453,000101,3584,153,19,3389,223,144
48,453,000102,2303,85,21,2259,83,67
48,453,000203,1398,26,164,1293,185,110
48,453,000204,2765,68,147,2703,140,137
48,453,000205,3042,182,345,2702,382,485
48,453,000206,2815,103,105,2628,140,255
48,453,000302,4086,253,511,3837,637,376
48,453,000304,2622,118,351,2118,525,448
48,453,000305,2837,56,118,2670,233,108
48,453,000306,2582,112,226,2270,493,157
48,453,000307,1516,34,269,1280,481,58
48,453,000401,2792,179,320,2515,401,375
48,453,000402,2451,97,91,2239,250,150
48,453,000500,4203,169,267,4012,239,388
48,453,000601,8530,445,533,7666,869,973
48,453,000603,6276,400,724,5547,722,1131
48,453,000604,5696,231,501,4948,251,1229
48,453,000700,1008,67,57,925,152,55
48,453,000801,1224,71,308,736,867,0
48,453,000802,2649,94,354,2072,999,26
48,453,000803,2121,32,162,1767,471,77
48,453,000804,1828,96,261,1513,631,41
48,453,000901,1826,20,184,1481,520,29
48,453,000902,4105,141,598,2618,2192,34
48,453,001000,2937,186,579,1601,1948,153
48,453,001100,4090,308,331,3788,522,419
48,453,001200,4087,135,265,3592,319,576
48,453,001303,2411,76,65,2251,193,108
48,453,001304,3538,57,56,3383,145,123
48,453,001305,5076,115,277,4219,1113,136
48,453,001307,3189,64,53,2704,525,77
48,453,001308,2264,104,378,1693,1035,18
