state,county,tract,B11001B_003E,B11001B_005E,B11001B_006E,B11001B_008E,B11001B_009E,B11001C_003E,B11001C_005E,B11001C_006E,B11001C_008E,B11001C_009E,B11001D_003E,B11001D_005E,B11001D_006E,B11001D_008E,B11001D_009E,B11001E_003E,B11001E_005E,B11001E_006E,B11001E_008E,B11001E_009E,B11001F_003E,B11001F_005E,B11001F_006E,B11001F_008E,B11001F_009E,B11001G_003E,B11001G_005E,B11001G_006E,B11001G_008E,B11001G_009E,B11001H_003E,B11001H_005E,B11001H_006E,B11001H_008E,B11001H_009E,B11001I_003E,B11001I_005E,B11001I_006E,B11001I_008E,B11001I_009E
48,113,003700,278,178,194,452,56,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0
48,113,003800,132,45,237,297,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,14,0
48,113,003901,85,50,316,128,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
48,113,003902,50,92,192,201,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,0,0,5,0
48,113,004000,14,16,106,224,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,3,0,0
48,113,004100,39,15,63,61,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,10,0,48,31,31,29,0
48,113,004201,8,0,0,22,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,7,0,9,0,0,14,0,225,67,87,234,110,282,208,123,134,26
48,113,004202,4,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,46,0,16,14,5,5,0,0,5,0,142,0,30,219,53,194,57,102,112,36
48,113,004300,17,0,36,20,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,32,20,33,6,0,3,0,0,0,0,27,0,0,12,15,217,53,100,100,28
48,113,004400,61,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,24,8,0,0,0,0,0,518,38,51,350,175,119,0,77,42,46
48,113,004500,6,0,25,26,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,88,24,0,24,40,0,0,0,0,10,231,0,83,189,64,636,106,94,253,129
48,113,004600,21,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,17,0,0,0,0,0,0,153,0,14,139,60,86,7,36,95,33
48,113,004700,0,0,12,25,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,55,15,51,12,22,10,0,0,0,5,26,37,20,41,22,352,152,171,83,69
48,113,004800,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,18,20,12,2,0,5,0,0,14,0,10,21,0,246,136,124,115,67
48,113,004900,104,87,261,409,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,26,0,0,0,26,0,0,0,0,24,0,137,43,128,28,26
48,113,005000,0,0,25,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,13,5,0,0,11,0,22,0,29,0,0,88,31,537,102,97,121,25
48,113,005100,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,21,5,5,4,0,7,0,4,0,0,30,0,38,60,17,336,22,89,92,0
48,113,005200,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,47,18,47,0,7,6,0,14,0,0,81,45,90,110,27,370,116,268,51,50
48,113,005300,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,32,16,37,10,8,0,0,9,0,126,0,46,146,62,830,273,261,169,28
48,113,005400,168,17,352,292,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,10,9,5,0,25,0,0,9,0,17,28,9,58,0,399,68,83,54,0
48,113,005500,231,127,246,251,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,27,30,0,0,0,0,0,0,18,0,0,0,0,196,5,105,30,0
48,113,005600,174,42,142,245,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,58,0,0,37,0,0,9,0,0,11,12,10,0,657,145,244,9,48
48,113,005700,212,107,175,431,29,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,24,19,0,0,0,0,16,5,0,22,0,0,0,0,287,49,48,20,0
48,113,005901,274,121,423,732,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,1,0,12,0,24,0,7,0,0,0,0,0,0,0,161,47,45,36,0
48,113,005902,204,56,316,533,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,39,0,152,0,75,35,0
48,113,006001,95,24,47,173,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,29,0,0,8,0,0,38,0,0,0,0,20,7,370,70,221,108,0
48,113,006002,259,35,509,323,47,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,16,17,21,8,0,0,13,10,170,0,10,101,25,139,0,53,38,49
48,113,006100,295,38,139,114,45,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,16,8,0,0,0,17,0,70,0,17,94,25,313,76,120,63,24
48,113,006200,135,21,230,152,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,14,19,101,10,0,36,0,0,0,0,77,10,29,138,60,373,128,258,130,0
48,113,006301,95,54,21,65,7,11,0,16,21,0,0,0,0,0,0,0,0,0,0,0,57,5,69,0,32,11,21,16,0,0,7,9,42,105,13,683,229,143,33,53
48,113,006302,8,12,7,28,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,65,7,55,13,0,16,0,0,6,0,40,46,24,239,64,386,81,236,82,51
48,113,006401,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,107,16,11,19,7,4,0,0,0,0,38,16,0,33,0,335,42,136,47,27
48,113,006402,30,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,19,24,55,0,13,0,0,7,0,46,13,25,60,9,752,143,188,104,65
48,113,006501,16,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,257,21,39,18,0,27,0,0,7,0,71,7,0,26,0,949,77,292,72,33
48,113,006502,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,15,52,0,22,17,0,0,0,0,47,0,9,31,11,586,82,140,5,22
48,113,006700,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,137,50,7,20,27,0,0,0,0,95,57,9,114,34,785,283,318,215,108
48,113,006800,8,49,91,114,74,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,182,1,32,53,0,31,5,0,0,0,22,32,17,219,46,590,67,289,170,27
48,113,006900,33,0,8,204,40,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,86,0,10,11,0,0,0,0,0,0,17,11,30,224,38,401,63,107,88,0
48,113,007101,0,0,0,0,0,0,0,0,0,0,43,0,18,5,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,334,37,57,401,69,19,0,0,8,0
48,113,007102,132,116,161,347,0,0,0,0,0,0,15,0,0,43,12,0,0,0,0,0,81,42,116,48,13,20,0,29,13,27,323,46,10,530,115,282,42,175,91,13
48,113,007201,27,0,34,25,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,171,188,30,60,0,0,0,0,0,71,0,52,104,65,915,277,352,150,221
48,113,007202,0,0,23,57,16,0,0,0,0,0,0,0,50,48,0,0,0,0,0,0,154,162,107,91,204,0,0,0,0,0,161,37,76,91,53,831,289,269,315,395
48,113,007301,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,7,0,0,0,14,0,0,0,479,30,28,252,9,25,0,7,22,0
48,113,007302,9,0,0,19,20,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,26,0,87,9,0,34,0,8,5,0,758,0,121,413,112,134,0,182,93,17
48,113,007601,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,450,56,24,116,34,14,0,0,5,0
48,113,007604,44,37,0,0,0,0,0,0,0,0,49,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,58,18,183,25,6,0,0,0,19
48,113,007605,0,0,10,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,5,0,0,5,0,34,0,10,4,0,375,0,92,267,10,13,0,8,5,0
48,113,007700,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,22,0,993,48,30,1249,76,80,0,0,82,0
48,113,007801,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,28,609,14,4,360,70,28,0,0,37,0
48,113,007804,301,70,333,674,10,0,0,0,0,0,34,0,16,80,14,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,70,15,40,155,169,210,0,0,148,56
48,113,007805,125,0,40,199,0,0,0,3,0,0,8,0,0,9,0,0,0,0,0,0,8,0,0,0,0,10,8,0,0,0,382,18,25,253,107,80,22,13,47,0
48,113,007809,10,20,10,134,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,47,0,298,19,25,306,115,104,0,24,0,0
48,113,007810,44,34,42,343,9,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,556,10,41,122,53,139,26,32,31,29
48,113,007811,109,138,446,557,134,0,0,0,0,0,0,0,0,31,41,0,0,0,0,0,49,0,12,71,31,0,0,28,0,0,165,48,68,325,28,148,82,58,71,71
48,113,007812,9,0,0,8,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,895,0,16,95,55,35,0,0,9,0
48,113,007815,97,0,74,141,17,0,0,0,0,0,164,11,9,56,26,0,0,0,0,0,25,0,0,29,17,0,0,16,0,27,85,0,19,128,29,165,83,169,112,51
48,113,007818,88,111,62,427,77,0,15,0,0,0,34,0,0,0,57,0,0,0,0,0,33,0,34,33,38,27,0,0,27,0,63,0,9,344,56,387,121,213,186,70
48,113,007819,37,31,26,192,48,0,0,0,0,0,18,0,0,17,8,0,0,0,0,0,0,0,15,46,12,0,0,0,9,0,66,22,0,151,51,73,47,59,141,31
48,113,007820,155,106,111,299,73,18,0,6,0,0,51,0,0,73,15,0,0,0,0,0,34,24,26,30,0,0,0,0,0,0,83,39,28,331,40,309,107,117,91,51
48,113,007821,40,29,118,188,19,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,56,14,40,11,0,32,0,0,16,0,48,0,43,74,13,315,48,129,104,0
48,113,007822,7,0,0,64,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,5,0,0,20,6,113,0,31,309,72,30,0,7,55,17
48,113,007823,4,0,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,10,0,0,3,10,11,7,20,30,59,40,8
48,113,007824,7,0,22,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,455,17,19,52,30,10,0,0,0,0
48,113,007825,66,104,348,142,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,57,35,0,0,0,0,0,0,0,645,0,35,245,137,207,57,35,10,41
48,113,007826,0,21,30,41,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,39,5,4,0,0,0,0
48,113,007827,122,21,150,113,64,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,35,0,19,0,7,24,0,55,6,26,338,30,59,31,23,90,11
48,113,007902,66,0,0,50,13,13,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,759,31,26,1104,154,137,0,24,67,54
48,113,007903,0,0,3,0,0,0,0,3,0,0,13,0,0,11,0,0,0,0,0,0,6,0,0,15,5,0,0,0,6,0,393,19,26,297,109,13,0,0,36,34
48,113,007906,8,0,0,12,0,4,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,9,0,30,0,0,20,0,508,0,74,420,0,10,0,11,9,0
48,113,007909,25,0,29,194,11,0,0,0,0,0,29,0,0,70,12,0,0,0,0,0,0,6,11,70,0,6,0,22,47,8,100,9,0,676,81,22,6,0,157,4
48,113,007910,13,51,0,85,0,0,0,0,15,0,67,11,14,176,27,0,0,0,0,0,0,38,0,0,0,0,42,0,42,27,225,0,56,932,160,35,45,16,91,16
48,113,007911,0,0,0,161,0,0,0,0,0,46,27,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,225,13,89,755,303,24,25,0,63,96
48,113,007912,9,0,0,36,0,0,0,0,0,0,23,0,0,45,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,169,0,28,528,151,49,0,0,20,39
48,113,007913,42,0,16,35,0,0,0,0,0,0,25,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,242,79,16,484,135,18,0,64,58,35
48,113,007914,80,0,15,35,10,0,0,0,0,0,0,0,4,59,24,0,0,0,0,0,0,0,0,0,0,17,0,0,21,38,95,39,26,463,391,17,0,11,110,138
48,113,008000,0,0,0,0,0,0,0,0,0,0,86,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,117,92,416,36,29,0,13,48,0
48,113,008100,60,0,14,46,0,0,0,0,0,0,23,0,0,11,0,0,0,0,0,0,18,0,0,32,0,0,0,0,0,7,1067,89,139,940,284,196,0,0,147,40
48,113,008200,69,0,35,91,0,9,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,10,9,14,0,0,29,472,60,111,462,109,104,30,70,68,10
48,113,008400,62,46,17,117,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,247,40,86,0,0,0,0,0,0,0,181,36,51,199,61,1183,177,377,115,44
48,113,008500,24,37,22,63,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,236,0,25,0,0,0,8,0,0,0,100,25,19,85,23,637,38,167,21,19
48,113,008603,29,11,144,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,9,0,69,13,29,0,0
48,113,008604,63,77,303,521,59,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,0,0,0,0,0,8,0,39,0,81,23,58,0,0
48,113,008701,164,87,694,568,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,10,0,0,0,0,0,0,41,10,26,0,0
48,113,008703,137,18,197,268,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,6,0,0,0,0,0,0,27,8,0,152,25,12,11,0
48,113,008704,177,103,377,430,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,1,10,0,0
48,113,008705,78,28,97,127,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,14,0,0,0,5,92,0,13,0,0
48,113,008801,162,32,254,368,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,5,60,5,28,0,0
48,113,008802,344,172,511,510,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,0,0,0,7,0,0,161,115,72,50,0
48,113,008900,140,115,220,312,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,20,0,0,0,0,0,0,0,0,36,0,0,70,71,28,20,0
48,113,009000,115,47,521,296,44,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,209,14,75,0,0,0,0,0,15,0,139,21,86,81,0,528,134,259,124,42
48,113,009101,106,109,106,87,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,200,6,97,0,32,30,0,0,7,0,38,0,49,106,30,577,68,107,11,32
48,113,009103,109,9,170,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,6,0,0,6,0,0,0,0,23,0,14,20,0,410,90,84,15,0
48,113,009104,63,20,136,27,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,44,14,17,0,0,5,0,0,0,0,32,0,5,62,5,360,83,116,35,16
48,113,009105,23,0,58,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,29,30,0,0,2,0,0,0,0,47,0,33,40,5,484,63,158,65,0
48,113,009201,84,56,131,161,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,69,0,11,10,0,26,2,28,0,0,130,14,33,116,30,683,10,248,31,21
48,113,009202,34,12,131,123,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,131,80,40,9,0,9,0,0,0,0,91,17,32,88,16,587,87,124,115,28
48,113,009301,11,0,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,14,10,7,11,13,0,3,0,0,19,19,39,51,16,776,141,77,22,11
48,113,009303,57,0,86,73,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,7,36,62,0,0,0,0,0,0,0,0,39,0,0,380,56,246,142,46
48,113,009304,197,76,781,333,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,27,18,0,0,0,0,39,0,8,0,13,11,0,178,26,89,88,17
48,113,009401,7,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,72,0,108,0,0,5,16,6,0,195,21,41,357,113,256,104,69,143,19
48,113,009402,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,35,0,0,13,0,3,0,0,0,0,472,11,68,456,41,86,1,15,32,0
48,113,009500,12,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,425,23,81,207,59,47,0,0,7,7
48,113,009603,43,69,7,61,10,0,0,0,15,0,33,0,11,7,0,0,0,0,0,0,53,0,0,24,0,0,0,10,0,0,856,18,99,392,65,117,8,12,94,0
48,113,009604,33,17,26,112,0,0,0,0,0,0,19,0,50,10,0,0,0,0,0,0,24,29,0,0,0,0,0,0,33,0,558,33,86,444,26,190,116,63,26,0
48,113,009605,42,0,0,15,10,18,0,0,0,0,31,0,0,54,0,0,0,0,0,0,50,0,29,0,0,0,0,7,0,0,155,7,27,418,19,246,57,143,9,29
48,113,009607,0,26,16,49,0,0,0,0,7,0,39,0,0,0,0,5,0,0,0,0,0,25,37,46,0,13,0,0,0,0,459,0,42,317,133,89,51,56,85,0
48,113,009608,0,41,24,17,37,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,38,0,52,28,0,7,0,0,0,0,528,64,68,314,69,171,0,103,79,37
48,113,009609,0,0,0,0,10,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,729,5,50,204,66,15,0,8,15,0
48,113,009610,34,0,16,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,91,16,109,35,70,0,0,0,0,0,32,24,54,55,0,543,114,215,116,165
48,113,009611,9,14,0,39,45,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,141,33,9,0,0,0,0,0,0,0,157,17,29,353,53,305,40,55,14,48
48,113,009701,34,0,19,42,0,0,0,0,0,0,24,0,32,0,0,0,0,0,0,0,113,42,30,0,27,24,0,0,8,0,267,8,44,183,41,490,128,89,64,81
48,113,009702,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,512,34,106,236,104,150,0,23,0,0
48,113,009802,17,0,10,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,85,64,40,37,12,0,20,7,0,52,27,31,81,0,820,164,243,195,153
48,113,009803,0,0,39,58,15,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,44,0,10,5,6,32,0,0,6,0,43,12,13,109,38,224,14,74,25,11
48,113,009804,7,30,32,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,124,104,27,115,0,0,0,0,0,35,15,35,69,18,744,313,431,88,249
48,113,009900,20,0,27,145,16,0,0,0,0,0,77,13,40,72,19,0,0,0,0,0,15,12,33,0,0,13,0,0,0,0,86,17,44,250,0,116,51,100,40,31
48,113,010000,97,41,88,436,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,113,106,10,79,25,16,460,247,26,8,24,30,50
48,113,010101,68,44,321,234,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,21,0,42,20,10,0,0,0,0,65,33,17,21,0,265,26,135,84,49
48,113,010102,0,0,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,52,39,0,5,0,0,26,0,15,23,0,12,0,384,86,126,77,34
48,113,010500,179,27,144,122,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,35,0,0,0,0,0,0,0,65,0,0,0,6,141,69,78,0,0
48,113,010601,1,7,5,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,73,32,64,0,50,0,8,0,0,40,17,16,8,24,743,140,254,122,87
48,113,010602,15,0,67,20,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,28,0,60,14,0,0,0,0,0,0,69,16,9,22,0,206,48,185,38,6
48,113,010701,15,0,25,49,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,164,65,18,55,20,0,0,0,0,0,73,28,6,87,23,579,177,178,180,43
48,113,010703,20,0,37,43,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,83,26,7,0,15,6,0,0,0,0,104,14,0,5,0,294,71,49,46,55
48,113,010704,11,8,245,88,48,10,0,0,0,0,0,0,8,7,0,0,0,0,0,0,138,52,44,0,0,6,0,0,0,0,84,0,36,53,11,436,152,160,106,30
48,113,010801,95,14,197,344,13,0,0,0,0,0,23,0,26,0,28,0,0,0,0,0,184,43,74,0,0,0,0,0,0,0,91,22,14,147,0,909,362,421,127,72
48,113,010803,383,151,302,279,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,12,19,0,0,0,0,0,195,56,29,289,56,413,33,72,0,19
48,113,010804,61,0,170,429,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,39,67,0,0,0,0,7,24,0,76,0,18,32,0,342,59,145,27,0
48,113,010805,47,17,226,136,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,148,14,57,31,0,0,0,34,10,0,36,0,53,103,0,598,127,128,65,12
48,113,010902,459,40,944,841,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,33,0,19,26,0,37,0,110,0,0,95,0
48,113,010903,124,47,239,217,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,20,50,31,0,0,0,0,16,23,7,0,25,29,214,92,44,95,40
48,113,010904,120,22,444,703,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,0,21,0,12,0,0,0,0,38,19,108,29,11,71,0
48,113,011001,903,50,516,797,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,23,0,0,55,0,0,109,0,59,27,0,22,17
48,113,011002,324,42,248,216,44,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,38,13,119,10,0,15,10
48,113,011101,497,93,403,313,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,55,0,18,48,0,24,0,16,0,0
48,113,011103,163,24,176,257,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,10,0,20,0,23,50,0,333,27,38,37,0
48,113,011104,256,48,321,260,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,19,0,92,13,32,8,0
48,113,011105,209,37,390,326,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,25,0,21,17,0,120,58,37,0,0
48,113,011200,511,229,812,309,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,17,0,0,0,0,20,0,0,0,0,23,54,23,242,0,107,39,0
48,113,011300,410,93,497,699,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,35,0,9
48,113,011401,234,134,549,421,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,0,9,0,66,21,29,17,0
48,113,011500,41,66,98,169,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,8,13,0,0,0,0,0,0,0,0,0,0,0,173,94,77,33,0
48,113,011601,124,69,468,228,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,17,0,0,5,0,0,0,0,26,9,42,26,0,136,111,33,48,27
48,113,011602,105,19,101,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,24,8,0,0,0,0,0,0,159,34,48,89,31,794,26,111,112,76
48,113,011701,207,56,165,141,81,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,65,0,85,21,0,0,10,0,0,0,58,4,13,11,9,631,80,258,32,24
48,113,011702,35,0,53,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,9,15,0,6,10,0,38,0,0,104,12,48,140,8,717,61,127,31,6
48,113,011800,397,21,387,177,43,45,0,0,0,0,12,0,0,0,0,0,0,0,0,0,71,0,130,0,0,46,0,0,0,0,157,16,0,88,14,724,16,309,63,0
48,113,011900,265,104,274,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,50,0,0,0,0,20,0,0,166,0,48,40,10,916,107,200,62,45
48,113,012000,302,56,391,411,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,95,19,0,18,47,0,0,0,0,33,25,28,65,17,540,95,138,143,18
48,113,012100,240,118,402,223,7,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,57,20,68,18,0,0,0,0,0,0,18,23,0,51,18,295,46,213,86,0
48,113,012204,220,0,268,236,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,81,18,0,0,25,0,0,0,0,462,0,174,374,159,251,101,121,29,38
48,113,012206,243,23,177,202,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,87,10,11,0,0,9,0,35,29,0,208,10,90,177,76,263,41,83,23,10
48,113,012207,386,129,428,403,11,11,0,0,0,0,26,0,0,19,0,0,0,0,0,0,198,0,0,86,32,8,0,14,0,0,86,29,17,175,0,504,0,122,207,32
48,113,012208,20,9,159,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,11,94,18,0,0,0,8,5,8,20,7,44,45,0,157,34,166,62,13
48,113,012209,26,0,59,131,8,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,131,45,38,27,0,0,0,0,0,0,339,6,23,136,47,238,45,71,42,23
48,113,012210,72,27,187,426,40,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,108,32,15,60,43,0,0,7,0,9,169,0,43,223,41,171,46,44,99,43
48,113,012211,115,34,372,319,19,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,143,20,71,29,0,0,0,0,8,0,30,8,16,114,7,222,44,134,148,0
