state,county,tract,Married Couple,Male Householder family no wife present,Female Householder family no husband present,Alone,Non-family
48,001,950100,1045,51,192,522,43
48,001,950401,48,16,0,35,0
48,001,950402,55,5,0,9,0
48,001,950500,602,114,275,320,51
48,001,950600,1056,287,308,487,46
48,001,950700,299,42,139,270,36
48,001,950800,897,65,258,630,36
48,001,950901,1150,33,118,391,97
48,001,950902,1125,17,174,529,50
48,001,951000,1482,252,342,806,20
48,001,951100,1024,70,152,479,60
48,003,950100,416,54,59,112,0
48,003,950200,1531,151,147,553,92
48,003,950300,712,51,260,360,38
48,003,950400,561,73,62,148,32
48,005,000101,1099,174,225,502,65
48,005,000102,1000,44,181,321,38
48,005,000200,1158,254,483,461,38
48,005,000301,957,184,188,371,32
48,005,000302,897,195,187,273,34
48,005,000400,662,120,443,531,191
48,005,000500,404,146,422,590,97
48,005,000600,896,169,425,311,47
48,005,000700,501,119,355,161,16
48,005,000800,1309,127,317,624,81
48,005,000901,1368,40,505,546,147
48,005,000902,651,27,113,708,29
48,005,001001,791,107,255,282,23
48,005,001002,1068,161,227,98,32
48,005,001100,1240,90,243,544,59
48,005,001200,722,77,112,261,2
48,005,001300,957,192,176,510,52
48,007,950100,1501,31,109,669,171
48,007,950200,324,0,21,204,55
48,007,950300,1590,126,227,489,118
48,007,950400,565,72,225,406,87
48,007,950500,1406,121,241,707,85
48,007,990000,0,0,0,0,0
48,009,020100,797,39,7,135,15
48,009,020200,726,41,52,188,49
48,009,020300,748,39,99,355,46
48,011,950100,452,7,52,121,33
48,013,960100,1331,99,357,560,71
48,013,960201,1321,142,306,380,64
48,013,960202,1687,203,317,364,138
48,013,960300,454,133,378,208,0
48,013,960401,425,58,129,149,0
48,013,960402,1455,130,363,558,84
48,013,960500,512,62,140,222,39
48,013,960600,1294,208,184,553,83
48,015,760100,525,70,115,188,21
48,015,760200,1020,74,299,618,71
48,015,760300,1559,83,313,578,58
48,015,760400,1031,15,75,263,9
48,015,760501,1150,19,109,470,0
48,015,760502,1099,71,115,691,77
48,017,950100,1447,95,245,569,44
48,019,000101,1019,24,187,627,44
48,019,000102,1298,12,96,403,98
48,019,000200,704,33,61,206,75
48,019,000300,1539,126,208,649,103
48,019,000400,404,95,136,404,18
48,021,950100,2063,180,353,605,84
48,021,950200,1476,28,515,647,59
48,021,950300,2929,266,362,659,335
48,021,950400,1403,73,323,1219,114
48,021,950501,1072,185,313,332,106
48,021,950502,1346,91,82,455,55
48,021,950600,1022,217,129,499,91
48,021,950700,594,67,343,630,20
48,021,950801,1256,97,202,261,129
48,021,950802,1321,158,141,349,58
48,023,950300,826,28,138,790,24
48,025,950100,341,6,84,138,6
48,025,950201,207,28,26,108,8
48,025,950202,1232,34,211,531,12
48,025,950300,885,13,359,635,133
48,025,950400,358,43,134,245,5
48,025,950500,791,281,572,467,142
48,025,950600,493,19,213,120,53
48,027,020100,1479,75,184,430,62
48,027,020201,1680,74,157,333,43
48,027,020202,1235,126,213,301,74
48,027,020300,2029,101,425,469,62
48,027,020401,541,54,160,352,26
48,027,020402,333,76,98,150,0
48,027,020500,721,80,178,310,83
48,027,020600,456,67,112,256,64
48,027,020701,79,11,65,419,23
48,027,020702,257,28,128,172,68
48,027,020800,384,91,461,185,11
48,027,020900,188,27,162,460,52
48,027,021000,561,82,180,599,141
48,027,021100,830,113,235,828,115
48,027,021201,566,11,171,475,43
48,027,021202,670,66,183,445,65
48,027,021203,897,34,177,417,123
48,027,021301,1034,59,142,599,29
48,027,021302,723,29,150,518,42
48,027,021303,1269,72,248,682,129
48,027,021400,839,105,136,309,6
48,027,021500,952,100,330,322,109
48,027,021601,645,139,275,482,119
48,027,021602,166,0,93,127,28
48,027,021700,1745,0,454,811,94
48,027,021800,1026,170,631,566,90
48,027,021901,606,51,239,352,100
48,027,021903,1836,145,423,378,0
48,027,021904,1693,50,451,568,130
48,027,022000,1513,176,287,608,88
48,027,022101,491,57,493,584,78
48,027,022103,1069,106,247,208,66
48,027,022104,607,57,354,480,124
48,027,022105,307,45,166,101,51
48,027,022200,473,7,206,569,88
48,027,022300,589,107,200,601,131
48,027,022401,993,124,445,390,72
48,027,022402,1196,60,182,359,71
48,027,022403,789,111,125,301,35
48,027,022404,1343,74,687,310,11
48,027,022405,378,38,21,253,153
48,027,022501,503,51,107,388,41
48,027,022502,1935,198,353,737,51
48,027,022600,497,55,199,475,111
48,027,022801,298,62,178,473,42
48,027,022900,489,99,307,545,95
48,027,023000,1457,144,395,728,45
48,027,023103,724,80,333,384,97
48,027,023104,592,28,240,325,143
48,027,023105,1996,70,464,246,261
48,027,023106,1737,42,675,498,180
48,027,023107,1038,50,651,434,206
48,027,023108,2200,149,1017,881,143
48,027,023201,612,15,116,67,19
48,027,023202,998,96,45,8,0
48,027,023203,699,0,67,50,0
48,027,023204,512,25,117,5,13
48,027,023300,1808,137,184,349,127
48,027,023402,778,48,199,396,8
48,027,023403,1384,65,108,382,68
48,027,023404,711,27,49,289,35
48,027,023500,251,25,144,305,22
48,027,980001,0,0,0,0,0
48,027,980002,0,0,0,0,0
48,027,980003,0,0,0,0,0
48,029,110100,276,80,70,1074,266
48,029,110300,230,45,348,653,40
48,029,110500,41,24,393,281,9
48,029,110600,277,81,197,596,50
48,029,110700,144,49,124,285,31
48,029,110800,122,21,96,473,57
48,029,110900,79,22,23,238,63
48,029,111000,289,53,87,242,30
48,029,120100,730,48,169,10,0
48,029,120300,1585,129,367,940,95
48,029,120400,1330,120,137,804,89
48,029,120501,884,182,716,1163,220
48,029,120502,667,139,392,556,80
48,029,120600,673,334,406,1363,141
48,029,120701,619,126,346,862,145
48,029,120702,631,156,232,1146,312
48,029,120800,1423,107,192,1019,79
48,029,120901,234,52,193,366,135
48,029,120902,834,200,312,1802,217
48,029,121000,1223,191,448,921,132
48,029,121108,1242,158,240,1382,434
48,029,121110,1077,47,205,319,81
48,029,121111,884,241,403,770,63
48,029,121112,662,124,258,724,143
48,029,121115,1283,60,211,631,54
48,029,121116,779,159,289,861,169
48,029,121117,930,50,212,530,192
48,029,121118,1081,314,146,658,258
48,029,121119,801,153,265,779,298
48,029,121120,1033,159,256,562,125
48,029,121121,702,99,119,149,52
48,029,121122,1275,64,253,308,92
48,029,121203,553,212,261,478,129
48,029,121204,916,259,558,1820,279
48,029,121205,422,108,433,363,85
48,029,121206,1529,225,317,510,129
48,029,121300,1327,186,222,616,46
48,029,121402,891,162,290,201,104
48,029,121403,626,148,538,554,141
48,029,121404,618,43,448,547,108
48,029,121501,1848,111,157,406,120
48,029,121504,1390,120,423,763,93
48,029,121505,788,162,226,341,84
48,029,121506,725,197,207,288,88
48,029,121507,824,74,327,326,87
48,029,121508,700,110,333,346,48
48,029,121601,769,67,367,803,166
48,029,121604,1342,101,502,510,276
48,029,121605,471,3,85,173,18
48,029,121606,807,158,221,697,217
48,029,121701,749,88,233,423,89
48,029,121702,1769,25,217,599,67
48,029,121802,1424,172,549,562,124
48,029,121803,737,90,275,292,170
48,029,121804,776,192,635,696,63
48,029,121808,701,24,204,157,23
48,029,121809,933,167,209,376,79
48,029,121810,900,101,237,223,55
48,029,121811,915,91,216,213,92
48,029,121812,968,147,423,446,63
48,029,121813,259,41,89,189,31
48,029,121903,1310,84,134,306,33
48,029,121904,938,20,38,134,16
48,029,121905,1560,13,59,395,58
48,029,121906,1166,169,329,346,68
48,029,121907,2253,89,257,704,170
48,029,121908,650,0,90,87,16
48,029,121909,1045,138,123,448,131
48,029,121910,1055,21,104,163,80
48,029,130200,148,129,153,76,30
48,029,130300,314,74,307,254,23
48,029,130401,445,109,187,493,10
48,029,130402,438,49,494,357,11
48,029,130500,351,80,447,339,94
48,029,130600,342,117,513,468,44
48,029,130700,211,66,95,168,62
48,029,130800,563,166,608,422,0
48,029,130900,377,117,652,337,70
48,029,131000,628,59,330,693,42
48,029,131100,283,94,206,246,24
48,029,131200,331,48,355,258,117
48,029,131300,871,53,323,824,50
48,029,131401,1089,198,377,467,99
48,029,131402,450,39,163,171,36
48,029,131503,678,0,97,313,100
48,029,131504,592,85,221,265,53
48,029,131505,619,74,169,165,71
48,029,131506,427,100,259,291,21
48,029,131507,795,167,535,282,64
48,029,131601,577,69,69,131,38
48,029,131606,969,202,256,148,76
48,029,131608,730,170,528,456,126
48,029,131609,1230,226,337,432,82
48,029,131610,1018,97,277,118,38
48,029,131611,240,0,90,58,0
48,029,131612,355,9,77,71,15
48,029,131613,824,58,290,283,46
48,029,131614,630,58,207,198,14
48,029,131615,1210,53,664,687,8
48,029,131700,234,11,14,8,1
48,029,131801,617,35,69,133,23
48,029,131802,1067,61,200,413,39
48,029,140100,238,91,92,126,49
48,029,140200,303,80,199,318,109
48,029,140300,431,86,295,214,52
48,029,140400,501,111,252,425,44
48,029,140500,596,58,374,343,78
48,029,140600,257,39,276,208,68
48,029,140700,589,134,299,648,132
48,029,140800,629,131,369,396,98
48,029,140900,304,18,120,252,14
48,029,141000,379,132,252,308,117
48,029,141101,244,114,464,650,86
48,029,141102,351,38,429,327,118
48,029,141200,811,191,525,630,105
48,029,141300,939,135,263,433,63
48,029,141402,673,47,196,227,98
48,029,141403,564,175,281,248,125
48,029,141404,893,65,216,372,53
48,029,141600,874,71,202,216,9
48,029,141700,953,81,186,331,32
48,029,141800,728,118,145,325,65
48,029,141900,1095,124,205,259,109
48,029,150100,617,166,332,615,108
48,029,150300,471,234,304,325,107
48,029,150400,454,127,171,485,68
48,029,150501,548,180,307,318,41
48,029,150502,493,110,276,187,26
48,029,150600,663,107,318,294,18
48,029,150700,658,127,563,505,52
48,029,150800,343,19,410,254,34
48,029,150900,698,171,322,613,198
48,029,151000,391,92,307,220,68
48,029,151100,984,116,398,283,87
48,029,151200,1211,291,772,401,228
48,029,151301,882,62,381,340,19
48,029,151302,542,53,210,90,27
48,029,151400,626,89,341,279,4
48,029,151500,436,23,168,171,52
48,029,151600,1152,147,605,386,130
48,029,151700,1159,148,321,197,83
48,029,151900,890,155,421,145,88
48,029,152000,224,33,187,113,39
48,029,152100,943,76,119,258,68
48,029,152201,1311,325,305,209,25
48,029,152202,674,95,253,167,43
48,029,160100,606,137,598,439,177
48,029,160200,347,80,146,200,36
48,029,160300,813,54,476,319,20
48,029,160400,584,58,465,220,109
48,029,160501,355,65,549,189,0
48,029,160502,537,52,329,202,80
48,029,160600,534,74,530,266,11
48,029,160701,386,85,296,151,57
48,029,160702,574,116,417,636,100
48,029,160901,318,69,251,218,5
48,029,160902,646,99,381,160,40
48,029,161000,442,43,378,331,75
48,029,161100,1363,144,606,427,15
48,029,161200,397,45,211,117,23
48,029,161302,639,176,616,62,0
48,029,161303,486,76,410,118,21
48,029,161304,512,51,365,123,35
48,029,161400,264,33,52,13,0
48,029,161501,1034,197,688,571,37
48,029,161503,556,62,225,291,38
48,029,161504,673,38,299,163,32
48,029,161600,648,61,336,231,40
48,029,161801,524,135,110,390,42
48,029,161802,1084,107,458,169,117
48,029,161901,181,43,45,25,47
48,029,161902,1168,211,277,441,117
48,029,162001,337,39,126,111,29
48,029,162003,770,151,276,254,114
48,029,162004,569,136,132,192,71
48,029,170101,402,83,256,225,111
48,029,170102,587,69,271,177,75
48,029,170200,478,229,486,445,95
48,029,170300,620,109,532,340,58
48,029,170401,373,126,422,416,15
48,029,170402,474,110,443,412,22
48,029,170500,657,78,286,496,44
48,029,170600,708,90,184,438,46
48,029,170700,557,144,393,307,9
48,029,170800,113,51,132,177,6
48,029,170900,397,109,255,327,19
48,029,171000,676,90,570,240,65
48,029,171100,461,139,313,333,0
48,029,171200,402,72,373,190,77
48,029,171301,421,91,214,148,17
48,029,171302,548,10,205,211,79
48,029,171401,597,105,426,136,41
48,029,171402,563,70,574,294,25
48,029,171501,273,58,198,197,19
48,029,171502,622,116,390,422,0
48,029,171601,545,32,502,196,14
48,029,171602,461,13,236,166,0
48,029,171700,1203,96,638,365,125
48,029,171801,686,176,449,526,28
48,029,171802,853,135,417,531,112
48,029,171902,1479,185,850,1337,237
48,029,171903,1067,163,489,421,73
48,029,171912,1323,50,266,298,25
48,029,171913,812,92,475,266,113
48,029,171914,994,114,313,127,77
48,029,171915,350,22,169,87,24
48,029,171916,1448,143,326,313,71
48,029,171917,1774,119,352,407,163
48,029,171918,931,172,211,527,121
48,029,171919,502,145,184,173,90
48,029,171920,1165,333,597,209,124
48,029,171921,903,78,321,298,78
48,029,171922,578,46,137,173,48
48,029,171923,1549,21,445,889,174
48,029,171924,811,87,96,933,301
48,029,171925,1687,215,508,671,137
48,029,172002,1686,165,307,829,135
48,029,172003,1329,24,86,160,97
48,029,172004,933,4,89,279,59
48,029,172005,1067,38,122,466,97
48,029,172006,1632,66,346,460,28
48,029,172007,2182,100,228,341,36
48,029,180101,679,121,282,648,117
48,029,180102,253,24,132,359,57
48,029,180201,627,70,349,545,178
48,029,180202,727,28,473,970,87
48,029,180300,581,84,288,505,28
48,029,180400,491,151,371,280,59
48,029,180501,675,89,281,706,166
48,029,180503,725,84,249,245,28
48,029,180504,598,107,398,120,49
48,029,180602,439,58,187,526,61
48,029,180603,166,46,193,290,12
48,029,180604,982,87,336,799,119
48,029,180701,552,76,155,941,234
48,029,180702,812,14,454,1385,435
48,029,180800,228,74,175,540,87
48,029,180901,770,149,337,622,109
48,029,180902,1211,86,478,582,147
48,029,181001,644,110,235,416,44
48,029,181003,808,98,380,1092,279
48,029,181004,698,12,238,1427,316
48,029,181005,309,133,295,822,193
48,029,181100,1226,81,364,699,159
48,029,181200,1150,22,90,741,71
48,029,181301,582,122,364,792,309
48,029,181302,642,190,430,1450,317
48,029,181303,353,92,206,534,103
48,029,181402,223,17,62,720,116
48,029,181403,503,114,520,1382,445
48,029,181404,792,79,255,1321,173
48,029,181503,966,111,624,1077,307
48,029,181504,706,141,423,1426,315
48,029,181505,798,129,359,471,77
48,029,181506,730,48,189,772,180
48,029,181601,603,50,124,332,93
48,029,181602,883,191,399,414,34
48,029,181703,1481,90,350,611,141
48,029,181704,1046,52,372,378,76
48,029,181705,763,112,334,942,60
48,029,181711,1779,49,315,458,39
48,029,181712,725,44,195,331,62
48,029,181713,1307,91,485,545,67
48,029,181715,983,210,454,331,70
48,029,181716,1075,149,582,674,64
48,029,181718,1070,105,286,339,93
48,029,181720,1027,90,101,220,10
48,029,181721,838,13,133,105,27
48,029,181722,824,45,273,282,78
48,029,181723,818,113,297,147,80
48,029,181724,923,0,317,178,58
48,029,181725,632,17,461,913,234
48,029,181726,1645,162,317,501,265
48,029,181727,602,77,249,138,35
48,029,181728,1912,104,481,478,96
48,029,181729,1011,53,129,234,44
48,029,181730,715,115,176,281,48
48,029,181731,1390,128,401,431,48
48,029,181808,256,5,95,257,38
48,029,181809,823,199,460,604,195
48,029,181811,870,75,103,322,67
48,029,181813,628,101,604,1201,369
48,029,181814,371,0,387,701,319
48,029,181815,599,51,165,553,148
48,029,181816,1022,10,199,173,166
48,029,181817,642,34,128,528,107
48,029,181818,824,0,399,828,128
48,029,181819,915,84,359,533,221
48,029,181820,200,56,187,411,649
48,029,181821,522,53,140,437,142
48,029,181822,948,49,247,617,154
48,029,181823,377,24,33,155,360
48,029,181824,901,86,136,205,249
48,029,181825,595,42,182,193,127
48,029,181826,1240,61,367,210,127
48,029,181901,292,90,88,799,454
48,029,181902,1548,33,193,303,40
48,029,182001,1143,116,61,431,76
48,029,182002,2303,133,146,458,73
48,029,182003,950,49,109,199,77
48,029,182101,2063,103,67,331,27
48,029,182102,1724,111,229,268,51
48,029,182103,614,43,35,152,13
48,029,182105,762,10,7,14,0
48,029,182106,1496,116,138,314,0
48,029,190100,340,135,195,585,43
48,029,190200,533,65,280,904,245
48,029,190400,428,8,38,519,116
48,029,190501,404,27,165,363,55
48,029,190503,436,131,182,655,128
48,029,190504,362,87,172,328,41
48,029,190601,535,45,213,342,49
48,029,190603,452,64,132,252,37
48,029,190604,561,106,304,236,49
48,029,190700,331,85,191,688,102
48,029,190800,500,10,25,300,32
48,029,190901,815,209,374,789,175
48,029,190902,486,133,191,448,258
48,029,191003,1027,170,596,976,300
48,029,191004,435,65,391,264,111
48,029,191005,339,37,169,115,39
48,029,191006,851,220,419,593,27
48,029,191101,327,93,37,168,41
48,029,191102,630,45,29,391,11
48,029,191201,518,53,125,411,33
48,029,191202,1033,34,284,699,196
48,029,191303,337,15,65,146,87
48,029,191304,374,65,109,368,185
48,029,191405,1579,69,378,1070,146
48,029,191406,1718,92,169,607,62
48,029,191408,324,110,191,650,211
48,029,191409,724,92,502,1435,177
48,029,191410,727,222,291,1404,280
48,029,191411,842,0,116,963,218
48,029,191412,589,28,36,105,6
48,029,191413,1105,17,420,1013,192
48,029,191503,1075,117,277,627,101
48,029,191504,732,23,58,114,6
48,029,191505,631,5,8,167,46
48,029,191506,1081,58,247,844,219
48,029,191701,400,27,37,68,4
48,029,191702,1776,72,189,858,159
48,029,191804,1639,60,180,211,105
48,029,191806,1975,59,186,489,183
48,029,191807,949,128,134,312,90
48,029,191808,895,16,44,307,68
48,029,191809,1421,98,154,446,46
48,029,191810,1162,38,233,403,25
48,029,191811,1052,13,74,266,30
48,029,191812,1053,22,116,55,0
48,029,191813,1373,32,234,467,154
48,029,191814,951,27,134,120,121
48,029,191815,1130,48,122,400,68
48,029,191816,712,0,73,510,71
48,029,191817,2213,240,504,1050,146
48,029,191900,586,91,439,574,62
48,029,192000,421,169,191,1151,259
48,029,192100,390,16,123,757,184
48,029,192200,212,34,72,217,35
48,029,192300,931,82,198,691,67
48,029,980001,0,0,0,0,0
48,029,980002,4,0,0,0,0
48,029,980003,250,0,14,3,0
48,029,980004,0,0,0,0,0
48,029,980005,4,4,0,0,0
48,029,980100,19,23,0,21,15
48,031,950100,1148,34,176,548,71
48,031,950200,1270,34,205,533,67
48,033,950100,181,5,15,51,4
48,035,950100,870,76,135,473,40
48,035,950200,203,38,114,168,36
48,035,950300,481,17,54,204,35
48,035,950400,980,54,28,335,8
48,035,950500,446,38,100,272,39
48,035,950600,359,24,62,268,31
48,035,950700,611,10,89,207,56
48,037,010100,639,82,515,595,63
48,037,010400,436,74,560,582,24
48,037,010500,195,36,224,384,7
48,037,010600,191,104,173,249,32
48,037,010700,543,8,317,845,226
48,037,010800,496,61,563,711,136
48,037,010901,1582,124,376,815,22
48,037,010902,1173,166,419,660,187
48,037,011000,1452,203,466,666,167
48,037,011100,925,55,399,410,31
48,037,011200,1548,36,189,279,60
48,037,011300,1145,149,370,510,68
48,037,011401,1919,143,345,730,31
48,037,011402,446,63,126,198,30
48,037,011501,1054,130,174,403,92
48,037,011502,455,0,338,370,53
48,037,011600,1040,112,237,584,61
48,037,011700,481,40,118,243,27
48,039,660100,1159,56,112,282,35
48,039,660200,1110,73,126,319,123
48,039,660300,2182,124,572,634,9
48,039,660400,2035,222,455,651,60
48,039,660500,1738,238,384,730,124
48,039,660601,2775,187,678,839,85
48,039,660602,6883,221,811,2136,348
48,039,660701,3025,133,761,1300,198
48,039,660702,2667,156,667,1111,138
48,039,660801,2077,136,166,405,87
48,039,660802,1348,123,558,292,30
48,039,660900,1145,149,251,366,221
48,039,661000,1206,108,270,602,14
48,039,661100,568,46,150,212,31
48,039,661200,576,156,297,457,68
48,039,661300,409,21,174,221,71
48,039,661400,1422,124,302,486,28
48,039,661501,892,39,251,282,38
48,039,661502,1007,39,185,286,49
48,039,661601,1129,221,255,539,115
48,039,661602,544,40,88,197,125
48,039,661700,543,30,88,179,82
48,039,661800,1285,100,264,205,66
48,039,661900,1312,229,331,247,68
48,039,662000,1440,42,242,448,33
48,039,662100,1047,89,253,536,100
48,039,662200,1118,22,302,561,128
48,039,662300,833,32,382,349,26
48,039,662400,1149,117,231,455,117
48,039,662500,573,65,131,92,25
48,039,662600,754,96,119,250,40
48,039,662700,569,45,152,175,26
48,039,662800,1104,96,204,775,54
48,039,662900,1023,125,224,408,46
48,039,663000,522,74,173,353,134
48,039,663100,1238,95,137,196,84
48,039,663200,1024,86,185,495,53
48,039,663300,406,13,59,279,55
48,039,663400,1371,35,378,920,195
48,039,663500,841,191,371,503,224
48,039,663600,1394,49,121,245,19
48,039,663700,640,104,159,464,59
48,039,663800,1112,96,230,682,133
48,039,663900,288,71,125,262,36
48,039,664000,734,71,220,273,104
48,039,664100,1069,236,177,382,153
48,039,664200,395,38,43,304,40
48,039,664300,655,170,462,530,103
48,039,664400,1027,273,228,511,53
48,039,664501,1122,47,193,511,96
48,039,990000,0,0,0,0,0
48,041,000101,1715,116,315,424,208
48,041,000102,1512,87,228,416,11
48,041,000103,351,2,122,177,17
48,041,000201,895,165,433,1194,322
48,041,000202,1124,116,332,384,120
48,041,000300,1045,295,471,315,194
48,041,000400,513,68,396,420,181
48,041,000500,557,89,550,434,86
48,041,000603,680,78,286,344,56
48,041,000604,661,106,535,281,57
48,041,000700,367,39,256,326,88
48,041,000800,857,93,183,682,200
48,041,000900,342,72,133,254,91
48,041,001000,599,200,290,1322,961
48,041,001100,647,17,221,802,331
48,041,001301,242,54,71,359,478
48,041,001302,553,63,202,511,505
48,041,001303,400,203,189,779,784
48,041,001400,132,7,34,403,520
48,041,001601,343,0,245,567,707
48,041,001604,595,46,158,871,777
48,041,001605,326,19,224,558,425
48,041,001606,209,112,144,514,440
48,041,001701,394,82,229,1007,730
48,041,001702,207,0,268,322,282
48,041,001801,668,23,281,641,258
48,041,001803,1246,103,244,379,399
48,041,001804,183,0,155,36,31
48,041,001900,1088,53,289,1131,76
48,041,002001,1294,92,50,242,73
48,041,002002,1353,205,137,893,250
48,041,002006,356,28,21,231,9
48,041,002007,1123,209,173,276,493
48,041,002008,1613,118,46,306,131
48,041,002009,1254,15,20,115,20
48,041,002010,724,33,41,151,21
48,041,002011,701,39,66,164,128
48,041,002012,217,49,95,1119,1454
48,041,002013,863,102,133,373,544
48,041,002014,233,14,74,97,169
48,041,002015,10,0,0,0,0
48,041,980000,0,0,0,0,0
48,043,950300,816,99,112,607,147
48,043,950400,285,86,75,286,57
48,043,950500,650,12,77,655,107
48,045,950200,385,14,80,147,9
48,047,950100,280,34,128,203,29
48,047,950200,523,191,427,525,6
48,049,950100,517,64,22,181,16
48,049,950200,963,65,97,520,52
48,049,950300,737,48,113,249,32
48,049,950500,706,17,102,295,7
48,049,950600,348,17,116,529,42
48,049,950700,62,21,88,103,32
48,049,950800,373,110,135,182,74
48,049,950900,916,145,134,344,73
48,049,951000,398,52,98,176,52
48,049,951100,723,27,221,430,82
48,049,951200,838,48,193,281,68
48,049,951300,704,44,62,169,16
48,051,970100,284,39,5,132,12
48,051,970200,925,55,93,292,65
48,051,970300,908,15,123,522,7
48,051,970400,569,30,237,273,16
48,051,970500,795,108,239,458,41
48,053,960100,1542,33,193,431,77
48,053,960200,845,7,27,232,90
48,053,960300,1144,139,399,348,137
48,053,960400,1433,59,214,526,14
48,053,960500,881,157,329,537,183
48,053,960600,1108,54,112,405,32
48,053,960700,1185,185,272,1117,81
48,053,960800,1270,81,159,630,106
48,055,960101,953,150,218,397,79
48,055,960102,630,101,238,180,75
48,055,960200,624,40,170,394,113
48,055,960300,917,74,106,383,68
48,055,960400,619,41,177,381,26
48,055,960500,845,106,418,409,236
48,055,960600,460,26,137,132,58
48,055,960700,962,45,373,553,145
48,057,000100,1063,162,294,367,171
48,057,000200,708,62,155,381,115
48,057,000300,347,17,61,131,5
48,057,000400,1248,103,419,657,68
48,057,000500,950,78,106,202,3
48,057,990000,0,0,0,0,0
48,059,030101,912,72,123,657,71
48,059,030102,913,21,162,535,52
48,059,030200,880,33,213,516,60
48,061,010100,1526,138,438,533,170
48,061,010201,409,26,117,51,11
48,061,010203,1497,108,506,287,37
48,061,010301,799,54,425,234,34
48,061,010302,1511,186,444,356,29
48,061,010401,1002,118,238,217,17
48,061,010402,1226,68,389,422,133
48,061,010500,306,60,135,152,25
48,061,010601,1199,164,565,617,56
48,061,010602,418,15,41,140,7
48,061,010700,395,60,197,306,70
48,061,010800,986,168,361,652,114
48,061,010900,225,8,86,137,29
48,061,011000,421,64,245,300,0
48,061,011100,365,30,185,204,9
48,061,011200,222,53,143,87,0
48,061,011301,328,44,66,96,16
48,061,011302,828,36,145,385,66
48,061,011400,1164,75,364,442,50
48,061,011500,728,140,479,256,92
48,061,011600,795,66,532,453,34
48,061,011700,847,111,382,356,50
48,061,011801,605,116,517,450,81
48,061,011802,546,38,247,149,31
48,061,011901,904,107,457,346,68
48,061,011902,835,56,199,273,15
48,061,011903,372,33,149,193,7
48,061,012001,1051,151,357,436,61
48,061,012002,979,133,320,309,32
48,061,012101,1119,40,157,254,33
48,061,012102,857,78,387,188,0
48,061,012200,1860,295,560,214,81
48,061,012301,917,80,154,345,69
48,061,012304,796,66,192,357,109
48,061,012305,759,134,103,907,72
48,061,012401,1036,167,446,302,9
48,061,012402,710,146,420,130,41
48,061,012504,2613,42,1352,365,106
48,061,012505,1597,89,387,112,18
48,061,012506,912,96,73,314,6
48,061,012507,963,60,328,252,27
48,061,012508,615,29,167,81,0
48,061,012607,417,20,165,57,0
48,061,012608,728,66,272,134,0
48,061,012609,1254,92,431,112,11
48,061,012612,1186,102,248,192,30
48,061,012613,890,70,220,349,46
48,061,012700,799,46,315,146,33
48,061,012800,748,127,279,398,14
48,061,012900,529,149,267,451,35
48,061,013002,635,87,366,409,29
48,061,013003,198,27,179,197,19
48,061,013004,550,57,163,181,0
48,061,013102,721,67,295,67,8
48,061,013104,564,73,269,391,82
48,061,013106,519,12,437,430,0
48,061,013203,297,82,90,151,2
48,061,013204,339,45,113,107,5
48,061,013205,550,63,302,118,3
48,061,013206,426,70,274,22,0
48,061,013207,690,109,288,94,0
48,061,013303,627,56,280,85,43
48,061,013305,554,34,382,258,24
48,061,013306,327,40,196,82,0
48,061,013307,209,24,137,99,3
48,061,013308,472,32,187,61,4
48,061,013309,397,51,170,65,0
48,061,013401,334,31,162,128,31
48,061,013402,269,25,133,92,12
48,061,013500,370,28,158,179,6
48,061,013600,342,43,287,273,7
48,061,013700,485,48,344,244,0
48,061,013801,287,74,201,192,17
48,061,013802,324,110,564,123,0
48,061,013901,389,52,179,96,13
48,061,013902,462,77,275,220,27
48,061,013903,538,39,313,246,12
48,061,014001,210,33,129,490,30
48,061,014002,282,13,177,186,20
48,061,014100,1431,293,751,244,83
48,061,014200,736,87,331,289,13
48,061,014300,768,40,390,327,25
48,061,014400,2565,422,767,433,102
48,061,014500,1493,82,501,436,35
48,061,980001,0,0,0,0,0
48,061,980100,0,0,0,0,0
48,061,990000,0,0,0,0,0
48,063,950101,585,36,195,271,0
48,063,950102,915,123,156,354,60
48,063,950200,760,82,321,521,31
48,065,950100,614,43,40,238,43
48,065,950200,849,33,186,256,22
48,067,950100,1579,70,205,622,47
48,067,950200,631,21,150,340,27
48,067,950300,304,53,150,143,30
48,067,950400,663,50,353,697,113
48,067,950500,587,46,213,299,30
48,067,950600,1173,53,257,891,30
48,067,950700,889,194,288,472,87
48,069,950100,269,6,30,135,4
48,069,950200,806,65,163,281,75
48,069,950300,409,37,80,127,14
48,071,710100,1749,104,200,266,127
48,071,710200,4132,294,294,775,129
48,071,710300,464,45,118,266,19
48,071,710401,1199,324,59,557,113
48,071,710500,812,24,113,320,48
48,071,710600,0,0,0,0,0
48,071,990000,0,0,0,0,0
48,073,950100,979,49,189,426,33
48,073,950200,1503,115,145,486,97
48,073,950300,1503,178,245,405,146
48,073,950400,208,40,90,217,26
48,073,950500,392,100,485,257,20
48,073,950600,942,101,409,561,67
48,073,950700,555,112,281,253,72
48,073,950801,906,50,219,311,53
48,073,950802,954,40,86,394,17
48,073,950900,398,34,145,145,42
48,073,951000,611,69,275,420,37
48,073,951100,321,66,118,118,11
48,075,950100,271,13,21,53,18
48,075,950200,997,77,253,536,128
48,077,030200,646,65,134,276,23
