state,county,tract,B16008_006E,B16008_007E,B16008_009E,B16008_010E,B16008_014E,B16008_015E,B16008_017E,B16008_018E,B16008_022E,B16008_024E,B16008_025E,B16008_027E,B16008_028E,B16008_030E,B16008_032E,B16008_033E,B16008_035E,B16008_036E,B16008_039E,B16008_041E,B16008_042E,B16008_044E,B16008_045E,B16008_047E,B16008_049E,B16008_050E,B16008_052E,B16008_053E
48,113,019042,15,22,56,44,138,47,89,0,0,0,0,0,41,81,33,5,466,220,0,0,0,28,28,129,90,131,32,322
48,113,019043,19,0,14,0,286,15,228,65,44,0,0,0,0,142,0,0,47,70,42,0,0,0,0,26,0,0,38,31
48,113,019100,110,18,23,43,480,0,74,5,7,0,0,5,0,89,53,93,248,100,4,32,0,8,33,0,17,120,258,188
48,113,019202,272,105,5,0,154,76,0,6,0,0,0,0,0,67,34,32,19,76,0,93,0,15,10,94,136,857,57,193
48,113,019203,53,0,0,0,62,13,15,0,6,0,0,0,0,18,0,17,20,40,0,0,0,0,0,57,57,47,26,0
48,113,019204,632,183,24,0,638,22,26,0,7,0,0,7,0,104,19,89,49,116,6,212,0,30,0,30,394,2303,85,88
48,113,019205,0,0,10,0,12,11,25,23,0,0,0,0,0,59,0,6,107,15,22,0,0,0,0,17,4,0,35,44
48,113,019206,144,0,0,0,83,0,100,0,0,0,0,0,0,83,12,0,58,57,0,0,0,0,0,63,100,216,392,253
48,113,019208,526,307,0,0,362,63,37,0,0,0,0,12,0,37,51,107,34,60,8,180,103,81,54,54,218,1677,117,138
48,113,019210,0,0,0,0,30,8,34,8,8,0,0,0,0,24,0,0,39,12,0,0,0,0,0,29,0,0,8,9
48,113,019211,244,95,30,0,193,12,12,12,0,0,0,0,0,32,14,61,49,45,0,14,0,0,0,0,36,157,36,126
48,113,019212,644,481,0,0,120,60,0,0,0,0,0,0,0,0,12,66,0,0,0,20,92,0,0,16,93,1819,0,0
48,113,019213,242,113,0,0,181,102,0,10,0,0,0,0,0,12,0,26,41,113,0,122,15,84,0,12,33,916,65,14
48,113,019301,31,10,0,0,36,14,26,3,0,0,0,0,0,32,17,0,20,0,0,0,0,0,0,0,7,0,7,6
48,113,019302,29,0,11,0,254,0,113,16,0,0,0,0,0,52,32,0,61,7,0,0,0,12,0,35,29,14,36,61
48,113,019400,8,20,97,0,91,0,82,0,0,0,0,11,0,35,9,10,28,59,9,16,0,0,0,25,8,7,60,0
48,113,019501,44,54,31,0,26,27,79,0,14,0,0,0,0,32,15,0,32,0,0,20,0,0,0,12,71,0,17,0
48,113,019502,23,9,35,0,22,0,55,0,8,0,0,6,0,108,0,15,70,10,0,12,0,0,0,25,8,24,58,9
48,113,019600,10,0,28,0,38,8,27,0,7,0,0,0,0,20,12,10,59,12,0,0,0,0,0,5,0,0,7,31
48,113,019700,7,0,10,0,29,7,12,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,9,0,0,9,0
48,113,019800,28,0,0,0,134,39,27,7,0,0,0,0,0,40,44,37,9,0,0,11,0,0,0,0,31,7,10,0
48,113,019900,587,284,0,0,649,256,16,0,0,0,19,0,0,0,103,408,0,5,0,16,7,0,0,21,52,821,0,5
48,113,020000,66,12,206,0,177,25,8,7,0,0,0,13,0,136,0,11,197,130,0,36,0,53,0,43,36,17,188,202
48,113,020100,287,81,17,0,224,47,8,8,0,0,0,0,0,2,15,54,25,23,0,80,7,3,0,54,102,417,12,8
48,113,020200,0,46,0,0,16,21,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,93,54,0
48,113,020300,32,0,0,0,34,16,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,24,39,0,0
48,113,020400,0,0,0,0,622,22,30,0,0,0,0,0,0,60,120,85,97,16,41,0,0,0,0,36,50,100,114,68
48,113,020500,407,56,54,0,290,80,49,18,0,0,0,15,0,69,63,107,41,80,0,64,0,0,14,15,92,139,23,9
48,113,020600,19,0,80,8,32,13,41,0,0,14,0,0,0,22,19,0,68,16,0,0,0,0,0,11,0,0,10,17
48,113,020700,29,38,25,0,158,35,70,0,0,0,0,0,0,30,41,20,173,57,0,0,0,0,0,0,28,207,0,14
48,113,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,115,950401,104,36,0,0,806,168,27,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,13,18,117,9,0
48,115,950402,74,57,0,0,821,292,20,0,0,0,0,0,0,19,13,4,0,0,0,0,0,6,6,3,38,226,2,9
48,115,950500,34,24,0,0,614,319,0,0,0,0,0,0,0,20,45,61,0,0,0,0,0,0,0,0,51,121,0,0
48,115,950600,50,0,5,4,185,58,7,9,0,0,0,0,0,0,0,32,10,2,0,0,8,0,23,0,8,45,15,67
48,117,950300,436,137,0,0,937,234,0,0,0,0,0,0,0,0,79,74,0,0,2,9,16,0,0,10,206,522,0,5
48,117,950400,420,39,0,0,940,246,6,0,0,0,0,0,0,28,43,88,13,0,0,77,0,0,0,10,138,426,0,0
48,117,950500,356,166,0,0,1123,208,0,0,0,0,0,0,0,0,71,66,0,0,0,16,0,0,0,12,109,329,0,0
48,117,950600,175,22,0,0,495,55,0,0,0,0,0,0,0,7,37,127,9,0,0,0,20,0,0,10,69,315,15,2
48,119,950100,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,119,950200,0,0,0,9,32,0,25,7,0,0,0,0,0,5,13,0,7,0,0,0,0,0,0,0,0,7,26,0
48,121,020103,240,58,0,0,412,112,15,0,0,60,0,0,0,0,76,150,0,0,0,0,0,0,0,20,35,637,2,0
48,121,020104,167,0,0,0,0,11,36,0,0,15,0,0,0,13,34,42,0,0,22,0,0,0,0,24,0,147,0,0
48,121,020105,83,0,0,0,288,0,0,0,0,0,0,0,0,0,35,0,21,31,19,23,0,10,0,47,101,87,24,52
48,121,020106,23,0,25,0,39,15,0,0,0,0,0,0,0,44,137,13,28,0,24,52,0,12,0,0,22,63,3,15
48,121,020107,59,0,0,4,173,22,10,13,0,0,0,22,0,51,8,33,58,14,0,11,6,0,0,50,50,88,11,19
48,121,020108,150,33,41,0,627,20,130,13,0,0,0,0,0,132,287,112,129,8,7,0,25,0,0,133,108,154,97,0
48,121,020109,42,6,60,0,74,20,12,0,20,0,0,0,0,61,12,12,87,4,5,0,0,14,6,30,7,0,270,42
48,121,020110,108,0,161,13,106,0,77,0,2,0,0,35,0,42,13,14,178,129,10,30,0,15,0,11,50,27,133,14
48,121,020111,78,0,86,6,205,7,0,0,0,0,0,0,0,18,0,0,18,6,0,0,0,0,0,15,0,0,71,0
48,121,020112,44,0,0,0,97,0,13,6,0,0,0,0,0,14,20,0,7,12,0,0,0,12,0,14,7,12,37,24
48,121,020113,274,53,82,0,478,173,73,15,0,41,0,0,0,122,142,151,205,0,0,0,11,0,0,52,150,175,52,71
48,121,020114,533,295,122,0,386,36,48,0,0,0,0,0,0,86,68,156,114,117,0,35,18,0,0,14,385,918,28,0
48,121,020115,186,50,14,0,160,6,4,0,0,0,0,0,0,172,53,19,28,8,13,14,0,0,0,21,40,538,50,14
48,121,020202,297,37,11,0,484,53,11,3,3,0,0,0,0,40,45,46,11,3,0,92,38,0,0,9,116,534,12,85
48,121,020203,140,11,36,0,27,9,6,0,0,0,0,0,0,14,28,0,45,0,0,40,0,0,0,0,23,102,0,0
48,121,020204,30,0,0,0,201,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,37,0,0
48,121,020205,35,27,0,0,51,6,26,0,0,0,0,0,0,5,0,15,16,12,0,0,0,0,0,6,5,31,17,5
48,121,020303,152,56,0,13,182,45,20,4,7,0,0,5,0,109,95,88,51,0,4,1,0,0,0,119,37,68,15,25
48,121,020305,50,0,0,0,204,0,73,0,0,0,0,0,0,85,13,0,32,0,0,0,0,0,57,37,0,29,30,25
48,121,020306,103,70,5,0,204,23,114,0,0,0,0,0,0,106,5,0,34,30,0,0,0,0,0,40,43,183,56,0
48,121,020307,132,29,62,37,173,32,18,0,0,0,0,69,0,100,43,114,384,0,9,120,0,3,0,41,36,58,38,86
48,121,020308,147,56,27,0,452,146,104,0,19,0,0,0,0,221,63,22,88,13,0,0,0,0,0,48,9,343,37,5
48,121,020309,192,23,6,0,259,28,0,30,8,0,0,0,0,35,36,0,54,2,0,3,0,0,0,33,66,175,0,0
48,121,020310,25,0,0,0,79,0,18,0,0,0,0,0,0,20,19,25,49,14,0,0,0,0,0,25,0,0,0,0
48,121,020401,283,22,29,0,201,25,32,0,16,0,0,31,0,59,43,58,46,25,0,0,0,12,0,15,0,397,82,16
48,121,020402,31,0,20,0,174,15,27,0,0,0,0,0,0,0,44,0,113,13,0,0,0,0,0,23,26,0,63,46
48,121,020403,18,19,0,0,188,51,8,0,0,0,0,0,0,15,26,0,0,8,0,0,0,0,0,26,25,0,7,0
48,121,020503,157,0,20,0,529,11,15,0,13,11,0,0,0,66,115,0,80,16,0,0,0,16,0,0,35,125,64,99
48,121,020504,36,109,0,0,152,12,0,0,0,0,0,0,0,12,45,45,0,0,47,0,0,0,0,57,74,155,0,0
48,121,020505,224,0,0,0,250,0,18,0,23,0,0,0,0,85,193,35,4,0,0,0,0,0,0,22,0,0,0,4
48,121,020506,52,13,0,0,6,0,0,0,0,0,0,0,0,40,15,7,0,0,0,45,0,0,0,19,48,159,0,0
48,121,020601,77,39,0,0,376,40,79,0,0,0,0,0,0,40,62,12,24,0,0,35,90,0,0,23,80,576,121,61
48,121,020602,468,33,0,0,433,23,16,13,0,0,0,0,0,16,0,71,62,56,0,90,0,17,0,28,261,899,27,63
48,121,020700,0,0,23,9,129,18,79,0,0,0,0,0,0,17,8,0,39,26,0,0,0,0,0,120,66,12,251,140
48,121,020800,111,0,13,0,38,15,84,10,0,0,0,0,0,25,11,66,0,6,0,0,0,0,0,0,38,146,10,13
48,121,020900,108,127,26,0,354,14,65,8,0,0,0,0,0,24,44,19,40,0,8,31,22,0,0,125,30,256,186,182
48,121,021000,154,17,49,7,525,0,146,16,0,0,0,7,0,0,38,39,18,9,15,0,0,12,0,43,24,70,117,186
48,121,021100,10,0,0,0,82,0,43,4,0,0,0,0,0,14,0,10,28,0,0,0,0,0,0,68,6,132,93,212
48,121,021201,132,47,0,0,271,0,92,11,0,0,0,0,0,33,77,28,83,0,0,0,0,0,0,97,132,59,88,215
48,121,021202,278,6,0,0,456,24,22,0,0,0,0,0,0,25,22,51,7,0,0,0,0,0,6,60,99,536,17,19
48,121,021301,0,0,35,0,206,20,80,0,0,0,0,0,0,14,8,0,100,0,0,0,0,29,0,38,21,43,195,197
48,121,021303,74,56,165,17,220,101,89,57,0,0,0,0,0,54,17,29,234,84,0,0,36,15,19,61,8,59,78,237
48,121,021304,7,0,0,0,298,38,33,0,0,0,0,0,0,106,31,0,0,0,0,0,0,0,0,0,8,566,47,0
48,121,021305,7,0,23,0,215,19,188,0,9,0,0,0,0,123,77,0,30,8,0,0,0,0,0,0,43,0,97,10
48,121,021403,70,27,0,0,229,44,97,0,19,29,0,0,0,60,84,40,189,65,0,55,0,0,0,36,35,347,35,66
48,121,021404,34,12,19,8,127,34,113,0,0,0,0,0,0,78,62,17,35,24,0,0,0,0,0,47,89,47,10,0
48,121,021405,426,54,0,0,463,9,63,0,0,0,0,0,0,17,111,91,162,11,43,212,15,0,0,94,207,635,0,33
48,121,021406,73,28,76,0,279,16,50,0,14,0,0,0,0,45,71,23,165,35,16,0,0,18,0,33,70,568,74,89
48,121,021407,356,57,53,0,247,0,5,0,0,8,0,0,0,52,68,192,61,33,0,36,16,0,11,60,44,354,39,11
48,121,021408,0,0,24,22,106,14,8,0,61,0,0,0,0,73,47,38,0,60,0,0,0,0,0,155,18,20,136,0
48,121,021409,27,33,28,0,302,44,50,0,0,0,0,0,0,59,33,34,66,122,0,0,0,0,0,104,0,0,0,0
48,121,021502,327,64,0,0,215,0,0,0,0,0,0,0,0,38,0,39,4,16,0,95,0,0,0,13,194,649,10,0
48,121,021505,112,74,17,0,124,89,78,0,0,0,0,0,0,17,0,21,148,8,0,0,0,0,0,60,0,119,228,0
48,121,021512,0,0,0,0,62,0,39,0,0,0,0,0,0,179,18,0,29,20,0,0,0,0,0,0,0,18,66,0
48,121,021513,1,13,8,0,63,0,11,0,9,0,0,0,0,52,0,0,52,12,17,0,0,44,0,28,7,1,39,20
48,121,021514,39,0,47,0,104,0,81,0,0,0,0,0,0,37,20,9,0,38,0,0,0,0,0,0,10,14,0,0
48,121,021515,292,127,186,0,249,70,112,44,0,0,0,0,14,98,51,75,256,27,0,99,0,23,47,44,76,613,290,94
48,121,021516,77,10,13,0,183,0,0,0,0,0,0,0,0,60,117,78,79,59,0,0,0,0,0,178,9,33,0,0
48,121,021517,0,0,45,20,36,9,43,0,0,0,0,12,0,35,5,0,189,60,23,0,0,6,0,45,63,51,293,42
48,121,021518,4,0,19,0,54,0,9,0,0,0,0,0,0,197,0,11,90,107,0,0,0,0,0,10,0,0,45,0
48,121,021519,83,22,98,49,284,49,145,13,0,0,0,0,0,342,87,107,340,187,23,0,0,0,202,134,373,575,167,201
48,121,021520,155,18,0,0,92,0,43,10,0,0,0,0,0,21,6,6,80,12,0,0,0,0,0,0,86,60,0,31
48,121,021521,198,0,0,0,193,88,38,0,80,0,0,0,0,38,166,44,0,37,0,0,0,0,0,0,106,37,9,66
48,121,021522,30,0,48,16,40,0,13,0,0,0,0,2,0,112,59,2,84,13,60,0,0,0,0,20,0,0,33,30
48,121,021523,232,24,0,0,117,38,13,0,0,0,0,0,0,9,23,31,10,14,0,21,19,0,0,16,7,249,0,0
48,121,021524,23,0,17,0,17,0,8,0,14,0,0,0,0,76,12,5,136,29,0,0,0,0,0,14,0,5,31,0
48,121,021525,262,27,232,20,109,0,71,0,0,0,0,48,0,183,132,9,438,164,0,0,0,42,37,60,80,15,360,131
48,121,021526,15,0,0,7,143,19,73,7,0,0,0,0,0,57,23,12,142,36,0,0,0,7,0,17,25,0,46,32
48,121,021527,71,0,139,0,100,0,21,0,0,0,0,0,0,90,37,0,157,39,0,0,0,0,0,19,8,0,69,52
48,121,021611,157,4,47,0,197,15,37,5,37,0,0,11,0,56,91,48,55,106,0,0,11,0,54,65,46,75,62,80
48,121,021612,152,4,76,15,160,19,30,9,9,7,0,0,0,47,98,116,134,183,0,0,0,35,17,21,49,121,92,174
48,121,021613,296,15,167,0,188,57,12,11,0,46,0,36,0,24,22,96,49,275,0,177,0,40,0,82,140,442,70,181
48,121,021614,264,12,7,9,253,95,0,0,0,39,0,0,16,26,84,69,57,122,0,49,0,0,0,7,43,383,23,18
48,121,021615,368,68,15,16,387,9,59,0,0,0,0,0,0,30,141,86,32,108,0,8,0,0,0,37,106,505,20,25
48,121,021616,88,38,52,0,155,34,64,0,0,0,0,9,0,131,25,17,60,73,0,0,0,0,0,18,32,294,81,63
48,121,021618,403,84,0,0,375,54,13,0,0,0,0,0,0,4,40,167,34,0,0,39,23,0,0,7,82,1191,0,0
48,121,021619,234,136,6,0,100,39,8,0,0,0,0,0,0,70,6,73,50,15,0,0,24,0,0,0,48,610,44,25
48,121,021620,42,0,9,0,108,26,0,0,0,0,0,0,0,10,6,25,17,0,0,27,0,29,0,1,24,32,4,54
48,121,021621,27,0,170,0,76,28,25,0,0,0,0,35,0,34,0,47,182,119,0,0,0,0,0,11,0,35,66,124
48,121,021622,21,0,273,6,163,0,249,0,0,13,0,0,0,84,135,18,227,157,0,7,0,8,0,9,0,16,218,211
48,121,021623,0,34,342,0,79,23,125,0,11,0,0,0,0,157,23,0,591,310,0,0,0,162,11,21,0,11,374,761
48,121,021624,79,0,157,0,200,174,50,0,9,0,0,10,0,65,43,0,303,203,0,197,62,0,54,34,13,391,244,252
48,121,021625,23,8,180,19,61,39,110,0,70,0,0,7,0,32,40,0,393,227,11,38,0,37,0,22,71,0,320,77
48,121,021626,0,0,25,0,29,0,18,5,0,0,0,0,0,18,0,0,47,0,11,0,0,0,0,39,0,0,0,0
48,121,021627,0,0,0,0,121,5,94,5,0,0,0,0,0,54,56,53,255,55,0,0,0,0,0,95,0,0,158,129
48,121,021628,302,0,239,0,402,64,287,0,0,0,0,0,0,95,109,141,346,504,0,0,0,0,67,14,96,298,117,118
48,121,021629,27,0,69,52,141,39,57,4,0,0,0,55,0,71,6,0,489,138,0,0,0,0,30,66,10,53,175,151
48,121,021630,66,0,17,0,203,24,95,0,38,0,0,0,0,46,71,27,164,87,0,0,0,0,0,5,74,66,65,46
48,121,021631,79,0,163,8,308,50,142,0,30,0,0,0,15,75,9,62,443,150,0,20,0,0,11,18,53,29,47,55
48,121,021632,8,13,16,7,50,46,8,7,0,20,0,0,0,73,22,10,40,16,0,0,0,0,0,41,0,30,17,19
48,121,021633,317,22,45,0,255,67,17,0,0,0,0,0,0,23,0,72,141,59,0,0,0,14,0,4,39,179,51,25
48,121,021634,112,0,0,0,353,94,43,40,0,0,0,0,0,112,87,168,134,0,0,0,80,0,0,161,149,369,124,55
48,121,021635,142,0,32,11,100,11,17,0,0,0,0,0,0,72,16,0,52,103,0,0,0,0,0,60,58,234,231,0
48,121,021636,60,0,34,0,406,16,49,0,41,0,0,0,0,141,66,0,135,47,0,14,0,0,0,71,71,115,410,127
48,121,021637,215,43,19,0,218,35,43,10,0,0,0,0,0,30,96,62,165,165,6,39,0,0,0,34,0,434,117,6
48,121,021638,198,25,0,0,120,8,0,0,0,0,0,0,0,137,61,10,89,59,11,40,0,0,0,69,164,199,26,0
48,121,021715,90,0,49,0,97,23,99,0,8,0,0,0,0,42,43,43,125,87,0,0,0,11,0,0,9,24,25,22
48,121,021716,205,19,28,0,442,35,18,0,0,0,0,0,0,0,60,57,30,19,0,0,0,0,0,0,24,95,35,19
48,121,021717,161,11,0,0,84,10,35,0,0,0,0,20,0,49,60,0,18,89,0,0,0,0,0,65,26,172,32,0
48,121,021718,88,32,30,0,184,63,61,0,0,0,0,0,0,78,0,0,182,17,11,0,0,19,0,28,29,67,81,0
48,121,021719,0,3,14,0,41,3,18,0,0,0,0,0,0,22,16,0,133,60,0,0,0,0,0,15,0,9,0,14
48,121,021720,8,0,86,0,49,0,8,7,27,0,0,5,0,78,0,9,246,57,0,0,0,13,0,0,0,0,90,49
48,121,021721,121,0,9,0,83,22,12,0,0,0,0,0,0,16,47,0,39,0,0,19,0,0,0,55,21,45,0,0
48,121,021722,44,0,15,15,157,0,27,14,0,0,0,0,0,72,47,0,25,81,0,11,0,30,0,12,16,94,12,42
48,121,021723,73,0,19,0,107,0,18,6,0,0,0,0,0,27,32,0,35,83,0,0,0,63,0,0,6,33,0,46
48,121,021724,0,0,37,0,0,0,23,15,0,0,0,19,0,11,9,0,144,29,0,0,0,0,0,54,0,0,21,5
48,121,021725,0,0,23,6,73,35,26,21,34,0,0,0,0,0,0,47,10,0,11,0,41,0,0,22,22,36,0,23
48,121,021726,11,0,78,0,65,64,33,0,0,0,0,20,0,0,44,9,50,0,18,0,0,0,0,50,0,0,43,19
48,121,021727,7,20,207,43,98,13,0,0,0,0,0,0,0,49,61,0,121,111,0,0,0,7,0,49,12,0,135,22
48,121,021728,206,54,0,0,62,20,11,0,0,0,0,0,0,0,32,0,0,0,0,35,0,0,0,0,10,290,0,0
48,121,021729,50,0,43,0,36,6,108,0,6,0,0,0,0,51,3,11,92,33,11,0,0,0,18,0,0,11,31,26
48,121,021730,44,67,27,0,150,0,49,0,8,0,0,0,0,33,15,0,86,45,0,0,0,0,0,0,0,16,17,22
48,121,021731,220,8,19,11,93,0,15,0,0,0,0,0,0,81,7,16,122,12,0,61,0,31,0,25,108,174,86,0
48,121,021732,8,5,7,0,88,0,0,0,0,0,0,7,0,5,21,20,41,22,0,12,0,4,0,32,8,45,26,47
48,121,021733,191,37,0,0,132,74,42,50,0,0,0,28,0,30,30,8,24,56,0,20,42,0,0,7,26,465,70,90
48,121,021734,111,7,0,0,142,0,11,0,0,0,0,0,0,27,0,0,0,14,0,0,0,11,0,1,73,86,0,21
48,121,021735,21,15,25,0,132,19,17,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,40,39,28,179
48,121,021736,11,10,11,0,26,20,13,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,30,11,352,71
48,121,021737,0,7,124,14,53,27,81,11,0,0,0,0,0,49,74,0,246,50,0,0,0,24,0,45,62,91,157,183
48,121,021738,83,20,0,0,47,41,38,0,0,0,0,0,0,35,24,129,27,8,0,0,0,60,36,6,93,36,100,283
48,121,021739,105,109,0,20,132,47,0,0,0,0,0,0,0,38,48,25,0,0,0,0,0,15,16,44,176,483,112,113
48,121,021740,36,54,124,0,258,0,40,0,0,0,0,0,0,89,31,71,31,57,0,24,0,0,0,0,77,305,40,109
48,121,021741,97,13,44,6,60,9,1,0,0,0,0,0,0,8,12,37,67,51,0,5,0,0,0,5,43,88,26,10
48,121,021742,132,58,48,0,217,26,0,0,0,0,0,0,0,179,26,33,61,120,0,0,0,0,36,42,88,154,94,171
48,121,021743,96,73,0,38,386,84,6,8,0,0,0,0,0,36,0,78,57,51,0,0,16,0,25,0,64,286,0,52
48,121,021744,402,148,0,0,61,14,57,0,0,0,0,0,0,0,34,112,46,0,0,0,36,41,0,0,121,923,35,229
48,121,021745,305,151,32,0,52,0,0,0,0,18,0,0,0,15,57,156,0,27,0,10,60,21,52,0,139,801,27,215
48,121,021746,5,0,44,0,45,7,24,0,13,0,0,0,0,28,21,18,41,27,0,0,0,75,0,3,41,35,25,34
48,121,021747,65,0,73,13,37,0,59,0,0,0,0,7,0,0,0,0,93,0,42,0,0,0,84,41,0,0,60,155
48,121,021748,40,0,65,0,76,8,21,0,0,0,0,0,0,8,11,0,51,29,14,0,0,0,0,14,44,0,105,0
48,121,021749,36,0,15,0,9,6,9,0,104,7,0,0,0,23,29,19,112,7,20,0,0,20,0,32,0,17,46,0
48,121,021750,22,5,102,0,65,25,0,23,0,0,0,0,0,40,16,11,152,36,0,0,35,0,0,0,0,23,111,25
48,121,021751,49,0,183,67,36,0,37,0,14,0,0,11,0,45,0,15,422,135,0,0,0,24,27,42,36,8,198,160
48,121,021752,62,11,102,0,200,0,27,0,0,0,0,0,15,81,17,35,184,37,12,0,0,33,0,27,20,18,144,60
48,121,021753,23,0,94,0,107,0,49,0,0,0,0,0,0,94,46,0,147,135,0,0,0,16,0,5,0,0,53,14
48,121,021800,16,0,41,0,41,12,52,0,14,0,0,0,0,90,22,0,215,156,0,0,0,0,0,60,0,0,115,52
48,121,021900,11,0,114,11,27,0,53,0,9,0,0,0,0,31,6,0,177,41,47,19,0,0,0,90,19,0,82,17
48,123,970100,85,17,11,0,435,29,84,8,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,49,0,38,15,0
48,123,970200,18,18,0,0,691,220,13,2,0,0,0,0,0,26,4,42,0,1,0,0,0,0,0,0,23,164,0,0
48,123,970300,29,0,0,0,281,19,84,0,0,0,0,0,0,0,7,0,0,1,0,6,0,0,0,4,29,7,0,0
48,123,970400,51,0,0,0,312,48,33,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,25,69,0,0
48,123,970500,4,7,0,0,221,82,17,6,0,0,0,0,0,15,13,11,0,0,0,0,0,0,0,32,0,0,0,0
48,125,950300,29,1,0,0,117,48,6,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,8,13,75,0,1
48,127,950200,564,130,0,0,3014,824,21,0,0,0,0,0,0,0,168,213,14,0,0,0,0,0,0,0,8,159,0,0
48,127,950400,165,13,0,0,803,442,0,1,0,0,0,0,0,0,0,43,0,0,0,4,0,0,0,0,21,76,0,0
48,129,950200,6,0,8,0,73,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,19,0
48,129,950300,20,15,0,0,35,2,0,0,0,0,0,0,0,5,10,8,0,0,0,0,0,0,0,0,0,9,0,2
48,131,950100,26,16,0,0,2309,483,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,17,61,0,0
48,131,950200,141,8,0,0,1024,199,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,15,40,0,0
48,131,950500,155,5,0,0,1607,506,0,8,0,0,0,0,0,35,54,83,5,0,0,13,0,0,0,0,0,78,0,0
48,133,950100,187,0,0,0,143,12,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,11,109,49,0,0
48,133,950200,38,0,0,0,84,8,75,5,0,0,0,0,0,19,108,0,9,10,0,38,38,0,0,0,0,66,0,0
48,133,950300,0,0,0,0,143,88,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,3,0
48,133,950400,52,0,0,0,59,8,2,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,10,62,0,0
48,133,950500,53,22,0,0,11,48,3,0,0,0,0,0,0,0,10,3,3,0,0,22,0,0,0,20,48,66,0,0
48,135,000100,125,26,0,0,397,48,0,0,0,0,0,0,0,0,8,113,7,0,0,0,24,0,0,0,76,227,0,0
48,135,000300,29,13,9,0,170,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,20,30,0,0
48,135,000400,152,48,0,0,598,28,0,0,0,0,0,0,0,30,113,27,0,0,0,0,0,0,0,41,33,57,0,14
48,135,000500,351,24,11,0,721,82,8,0,0,0,0,0,0,0,111,50,43,0,0,12,0,8,0,0,18,139,0,15
48,135,000600,464,18,0,0,1221,87,22,0,0,0,8,0,0,0,140,156,0,21,0,0,0,0,0,15,31,211,0,23
48,135,000700,281,73,0,0,891,100,25,0,0,0,0,0,0,9,70,36,0,0,0,30,0,0,0,9,140,477,0,0
48,135,000800,368,73,0,0,695,86,30,0,0,0,0,0,0,6,95,69,0,0,0,16,24,0,0,15,67,267,29,0
48,135,001000,277,62,0,0,968,77,47,0,0,0,0,0,0,0,86,144,36,19,0,0,0,0,0,11,26,252,0,10
48,135,001100,629,132,0,0,1525,344,16,0,0,0,0,0,0,0,280,193,38,15,0,65,0,0,0,0,212,796,0,32
48,135,001300,447,37,0,0,1031,213,31,0,0,0,0,0,0,103,15,128,73,0,0,39,15,0,0,11,66,340,25,5
48,135,001500,412,65,26,0,1007,111,31,8,0,0,0,0,0,13,173,200,0,0,0,0,0,0,0,11,145,594,0,0
48,135,001600,159,118,0,0,716,67,0,0,0,0,0,0,0,0,162,130,0,0,0,0,0,0,0,22,81,248,0,0
48,135,001700,214,12,0,0,1165,144,29,0,0,0,0,0,0,41,0,51,0,13,0,0,0,0,0,0,0,0,0,0
48,135,001800,392,29,0,0,600,212,0,0,0,0,0,0,0,0,31,90,0,0,0,16,22,0,0,41,46,134,0,0
48,135,001900,571,153,0,0,1644,443,0,0,0,0,0,0,0,0,47,251,0,0,0,21,0,0,0,29,199,719,0,0
48,135,002000,299,106,0,0,816,179,0,0,0,0,0,0,0,12,13,109,0,0,0,0,24,0,0,17,69,567,0,0
48,135,002200,416,58,0,0,912,121,0,0,0,0,0,0,0,6,85,147,0,0,0,0,0,0,0,8,71,317,0,0
48,135,002300,8,48,0,0,386,14,0,0,0,0,0,0,0,0,42,26,0,0,0,0,59,0,0,25,50,117,17,56
48,135,002400,193,0,0,0,498,52,41,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,29,38,175,0,0
48,135,002501,145,21,6,0,654,129,41,10,0,0,0,0,0,17,86,0,19,39,0,0,0,0,0,0,21,62,26,0
48,135,002502,55,15,0,0,611,99,23,0,0,0,0,0,0,79,40,47,144,13,0,0,0,0,0,16,15,86,0,47
