state,county,tract,B16008_006E,B16008_007E,B16008_009E,B16008_010E,B16008_014E,B16008_015E,B16008_017E,B16008_018E,B16008_022E,B16008_024E,B16008_025E,B16008_027E,B16008_028E,B16008_030E,B16008_032E,B16008_033E,B16008_035E,B16008_036E,B16008_039E,B16008_041E,B16008_042E,B16008_044E,B16008_045E,B16008_047E,B16008_049E,B16008_050E,B16008_052E,B16008_053E
48,001,950100,131,3,0,0,91,3,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,51,56,123,0,6
48,001,950401,12,0,0,0,804,23,31,0,0,0,0,0,0,5,16,30,8,0,0,0,0,0,0,9,168,194,5,2
48,001,950402,0,0,0,0,942,33,47,0,0,0,0,0,0,0,27,7,17,0,0,0,0,4,0,19,122,73,30,7
48,001,950500,241,40,0,0,237,0,9,0,0,29,0,0,0,13,61,140,4,0,0,60,9,0,0,52,12,278,7,0
48,001,950600,177,221,0,0,70,94,0,0,0,0,0,0,0,6,0,67,35,0,8,39,62,0,0,34,75,199,0,0
48,001,950700,77,20,0,0,93,93,3,0,10,0,0,0,0,0,17,5,4,3,30,0,0,8,0,41,41,211,10,1
48,001,950800,51,0,27,0,305,0,11,15,0,0,0,0,0,23,0,0,18,58,0,0,0,0,12,0,0,0,121,0
48,001,950901,103,21,0,0,192,63,10,0,0,0,0,0,0,7,14,43,9,0,0,0,0,0,0,102,125,118,9,0
48,001,950902,8,43,0,0,98,10,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,75,0,8
48,001,951000,54,0,6,0,32,165,5,0,0,0,0,0,0,21,50,0,0,0,0,0,0,0,0,0,6,0,8,1
48,001,951100,41,0,12,0,30,2,7,0,0,0,0,0,0,12,10,0,3,18,0,0,0,0,0,35,6,21,0,0
48,003,950100,38,53,6,6,128,4,18,9,0,0,0,0,0,9,16,6,10,4,0,7,0,0,0,6,0,40,0,0
48,003,950200,212,52,22,0,1280,140,9,20,0,0,0,0,0,8,10,61,0,0,0,0,0,0,0,0,85,271,0,35
48,003,950300,272,58,0,0,557,71,0,0,0,0,0,0,0,18,136,135,0,0,0,65,16,0,0,5,87,386,0,0
48,003,950400,263,34,0,0,568,12,0,0,0,0,0,0,0,6,63,111,0,0,0,21,18,0,0,15,28,259,0,0
48,005,000101,0,0,0,0,202,10,0,0,0,0,0,0,0,38,118,0,0,0,0,0,0,0,0,0,92,0,0,0
48,005,000102,119,8,0,0,175,9,0,0,48,0,0,0,0,0,105,52,0,38,0,74,0,0,0,21,17,134,0,0
48,005,000200,285,38,118,0,249,22,12,0,0,0,0,0,0,33,13,123,0,0,0,20,29,0,0,111,80,236,59,80
48,005,000301,50,7,0,0,139,0,0,0,0,0,0,0,0,34,6,0,0,0,0,0,0,0,0,33,0,59,0,0
48,005,000302,144,99,0,0,162,28,2,0,0,0,0,0,0,0,25,34,4,0,0,8,6,0,0,0,36,70,0,0
48,005,000400,79,98,0,0,251,42,16,0,0,0,0,0,0,36,3,64,2,0,0,46,0,0,0,0,42,101,0,0
48,005,000500,88,8,0,0,112,28,26,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,113,216,0,0
48,005,000600,556,147,0,0,631,132,25,0,0,0,0,0,0,14,59,97,0,0,14,29,12,0,0,13,168,851,0,8
48,005,000700,314,29,0,0,278,28,11,0,0,0,0,0,0,22,57,68,0,0,0,35,13,0,0,30,170,628,19,0
48,005,000800,212,65,17,0,72,37,9,19,0,0,0,0,0,15,10,40,42,0,0,0,20,16,0,20,12,152,0,37
48,005,000901,64,0,0,0,36,52,71,0,0,0,0,0,0,28,41,69,24,0,0,0,0,0,0,12,66,67,0,29
48,005,000902,12,0,0,0,96,78,25,0,0,0,0,0,0,0,0,11,82,17,0,0,0,0,0,0,0,0,114,22
48,005,001001,361,0,0,0,779,147,20,0,0,0,0,0,0,0,74,155,6,7,0,47,0,0,0,11,49,388,0,0
48,005,001002,126,0,0,0,260,17,0,0,0,0,0,0,0,0,27,80,0,3,0,11,0,0,0,0,61,121,0,0
48,005,001100,100,0,0,0,44,52,96,0,0,0,0,0,0,16,0,64,0,0,0,0,0,0,0,9,0,0,28,0
48,005,001200,0,0,12,0,63,0,10,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,15
48,005,001300,0,9,0,0,103,27,0,0,0,0,0,0,0,0,5,0,0,3,0,79,0,0,0,0,0,93,0,0
48,007,950100,0,0,11,0,269,52,17,8,0,0,0,0,0,52,1,0,18,42,0,0,0,0,0,8,23,31,0,56
48,007,950200,6,0,0,0,20,0,1,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,5,0,0,0,0
48,007,950300,167,0,0,0,663,144,31,0,0,0,0,0,0,43,0,50,0,81,0,0,0,0,0,0,9,52,104,0
48,007,950400,0,0,0,0,301,130,6,5,0,0,0,0,0,23,0,19,0,0,0,0,0,0,0,12,15,8,0,26
48,007,950500,114,75,0,0,587,84,10,0,0,0,0,0,0,15,51,62,0,0,0,0,0,0,0,98,87,283,0,0
48,007,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,009,020100,20,4,0,0,23,2,10,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,3,0,21,0,4
48,009,020200,26,11,0,0,42,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,10,14,12,0
48,009,020300,40,2,0,0,83,21,15,0,0,0,0,0,0,0,0,30,0,0,0,12,0,0,1,0,20,90,11,22
48,011,950100,44,0,3,1,44,14,1,0,0,0,0,0,0,6,12,2,9,0,0,14,0,0,0,0,18,11,2,0
48,013,960100,145,149,0,0,992,377,17,0,0,0,0,0,0,73,0,63,18,0,0,0,39,0,0,0,0,126,0,0
48,013,960201,521,51,0,0,1446,220,13,0,0,0,0,0,0,0,66,96,0,0,0,0,0,0,0,64,0,286,5,0
48,013,960202,710,138,17,0,1808,712,19,0,0,0,0,0,0,21,130,246,31,11,0,0,0,0,0,0,86,248,18,0
48,013,960300,185,22,0,0,848,623,7,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,41,59,0,0
48,013,960401,110,54,0,0,568,114,0,0,0,0,0,0,0,18,45,74,0,0,0,0,0,0,0,26,37,154,0,0
48,013,960402,251,15,0,0,1068,467,10,0,0,37,0,0,0,10,29,130,0,0,0,0,0,0,0,0,0,61,0,35
48,013,960500,155,109,0,0,633,407,0,0,0,0,0,0,0,25,51,29,0,0,0,0,0,0,0,0,61,107,0,0
48,013,960600,87,71,34,0,839,406,6,0,0,0,0,0,0,22,39,0,71,0,0,0,0,0,0,0,25,95,1,0
48,015,760100,24,2,3,0,165,37,18,7,0,2,0,0,0,3,10,5,0,0,0,0,0,0,0,0,71,72,0,0
48,015,760200,201,50,0,0,221,39,99,24,0,0,0,0,0,105,71,57,12,0,27,218,0,0,0,6,184,422,5,0
48,015,760300,366,18,0,0,636,0,93,45,0,0,0,0,0,0,55,140,0,0,0,0,0,0,0,0,106,234,0,0
48,015,760400,5,0,0,0,14,13,127,9,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
48,015,760501,98,0,0,0,175,52,9,0,0,0,0,0,0,26,0,40,0,0,0,21,0,0,0,34,31,113,0,0
48,015,760502,163,0,0,0,133,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,179,0,0,0,83,309,0,0
48,017,950100,659,70,0,0,835,237,0,0,0,0,0,0,0,20,98,137,0,7,0,0,136,0,0,0,209,826,0,0
48,019,000101,21,0,0,0,199,0,35,0,0,0,0,0,0,25,46,2,0,13,0,0,0,0,0,0,65,47,0,33
48,019,000102,104,0,0,0,93,13,29,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,71,0,32,0,19
48,019,000200,23,9,6,0,363,6,0,0,0,0,0,0,0,19,10,0,53,0,0,0,0,0,0,0,6,6,0,0
48,019,000300,103,0,0,0,490,0,0,0,0,0,0,0,0,40,47,0,21,45,0,0,0,0,0,0,0,0,0,0
48,019,000400,47,0,0,0,147,0,15,0,0,0,0,0,0,26,5,21,4,0,0,0,0,0,0,6,7,0,39,0
48,021,950100,154,176,0,0,373,123,48,0,0,0,0,0,0,63,114,73,18,17,0,185,37,0,0,34,193,601,22,39
48,021,950200,579,0,0,0,728,154,5,0,0,0,0,0,0,13,53,82,0,0,0,49,90,0,0,12,192,537,0,0
48,021,950300,418,0,154,46,331,54,220,0,0,0,0,0,0,35,78,162,130,76,0,0,0,0,0,40,127,218,47,141
48,021,950400,162,72,25,0,345,29,7,13,0,0,0,0,0,23,24,42,39,31,0,0,19,0,0,24,25,268,31,0
48,021,950501,506,99,4,0,843,217,48,44,0,0,0,0,0,0,50,89,0,0,0,0,15,0,0,17,104,616,0,75
48,021,950502,210,37,0,0,265,0,34,0,0,0,0,0,0,78,38,15,0,0,0,4,0,0,0,0,46,170,0,0
48,021,950600,183,0,0,0,111,0,13,0,0,0,0,0,0,0,10,23,13,0,0,0,10,0,0,0,27,248,0,0
48,021,950700,79,12,0,0,307,33,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,23,0,0,24,27,32,0
48,021,950801,411,340,0,19,1268,43,0,0,0,0,0,22,22,27,111,78,15,0,0,44,0,0,0,0,182,951,0,0
48,021,950802,463,323,0,0,671,147,28,0,0,0,0,0,0,27,0,52,0,0,0,37,0,0,0,51,107,933,0,0
48,023,950300,16,0,0,0,58,29,16,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,10,0,42,0,0
48,025,950100,26,0,0,0,325,68,4,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0
48,025,950201,13,0,8,6,2076,160,79,0,0,0,0,0,0,3,16,26,5,0,0,0,0,0,0,31,161,449,17,0
48,025,950202,75,14,0,0,1053,288,28,35,0,0,0,0,0,6,11,34,0,2,0,0,0,0,0,0,43,30,0,0
48,025,950300,82,33,27,0,1217,244,22,0,0,0,0,0,0,43,37,25,35,0,0,0,0,0,0,0,7,23,9,0
48,025,950400,83,0,0,0,493,127,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,35,0,26,0,0
48,025,950500,155,57,0,0,1997,309,34,0,0,0,0,0,0,11,2,95,4,0,0,0,26,0,0,1,19,93,0,0
48,025,950600,45,6,0,0,660,81,0,6,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,8,0,101,0,0
48,027,020100,25,0,0,0,205,69,68,50,0,0,0,0,0,16,0,29,47,4,0,0,0,0,0,14,135,137,12,0
48,027,020201,127,0,110,17,222,72,94,18,0,0,0,0,0,31,12,0,16,0,0,0,0,0,0,0,0,0,0,43
48,027,020202,82,0,0,0,69,0,17,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,14,0,0
48,027,020300,82,36,64,0,361,57,20,0,0,0,0,0,0,130,128,75,95,36,0,0,0,0,0,17,42,76,0,0
48,027,020401,0,0,45,0,50,98,27,0,0,0,0,0,0,41,0,0,20,0,0,0,0,0,0,16,0,0,53,0
48,027,020402,41,6,0,0,70,111,0,0,0,0,0,0,0,0,22,5,0,0,0,15,6,0,0,21,22,89,10,0
48,027,020500,71,34,20,0,231,134,0,20,0,0,0,0,0,12,21,78,13,0,0,0,0,0,0,0,14,107,6,0
48,027,020600,0,0,22,0,55,37,17,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,22
48,027,020701,56,0,0,0,120,53,4,0,0,2,1,0,0,0,10,18,4,0,0,0,1,0,0,0,6,6,5,0
48,027,020702,116,34,0,7,247,39,0,0,0,10,0,0,0,0,45,46,10,0,0,10,6,0,0,0,24,174,0,0
48,027,020800,58,0,0,0,195,127,11,7,0,0,0,0,0,0,10,133,10,0,0,0,0,0,0,0,11,171,0,0
48,027,020900,84,64,6,0,99,44,15,0,0,0,0,0,0,9,22,0,14,18,0,27,0,0,0,69,132,236,0,0
48,027,021000,206,94,0,0,64,91,78,13,0,0,0,0,0,22,55,0,31,0,0,65,19,0,0,9,65,583,6,72
48,027,021100,160,0,15,0,291,127,60,0,0,0,0,0,0,52,23,13,0,0,0,14,0,0,0,0,104,149,126,0
48,027,021201,123,0,31,0,187,8,43,0,0,0,0,0,0,22,6,0,30,46,19,0,0,33,33,0,0,33,12,66
48,027,021202,119,0,0,0,185,8,52,10,0,0,0,0,0,9,68,0,64,29,0,0,0,0,0,8,9,126,30,40
48,027,021203,24,14,6,0,345,70,35,8,0,0,0,0,0,8,0,0,9,12,0,13,0,0,0,39,0,15,22,8
48,027,021301,33,0,0,0,198,0,134,12,6,0,0,0,0,19,0,0,46,9,0,0,0,0,0,16,0,0,72,9
48,027,021302,10,5,0,13,48,0,0,0,0,0,0,0,0,46,10,0,18,0,0,0,0,0,15,0,0,0,78,29
48,027,021303,33,18,103,0,316,56,56,0,0,0,0,0,0,151,0,43,105,33,0,0,0,0,29,36,38,3,22,84
48,027,021400,40,12,22,0,76,11,32,7,0,0,0,0,0,3,10,33,7,0,0,0,0,8,0,4,10,129,31,4
48,027,021500,179,0,11,0,852,79,16,11,0,0,0,0,0,42,57,65,0,0,0,43,21,0,0,11,31,165,6,0
48,027,021601,151,58,0,0,492,262,11,0,1,0,0,0,0,15,0,59,8,10,0,0,37,0,0,0,124,351,0,0
48,027,021602,96,0,0,0,211,36,46,0,0,0,0,0,0,6,12,5,0,7,0,0,0,0,0,46,28,80,6,30
48,027,021700,197,0,15,0,258,53,40,0,0,0,0,0,0,76,20,0,17,37,0,0,0,0,0,0,14,0,61,92
48,027,021800,154,59,80,0,138,23,147,8,0,29,0,0,0,117,41,0,75,20,0,9,10,10,10,14,86,252,11,47
48,027,021901,38,0,25,0,69,7,65,20,0,0,0,0,0,30,0,0,60,20,0,0,0,0,0,38,0,27,11,77
48,027,021903,161,0,100,14,536,16,55,7,16,20,0,16,18,214,42,67,184,108,0,0,24,0,0,48,0,112,63,166
48,027,021904,97,16,0,0,196,8,48,0,0,0,0,0,0,223,78,0,44,72,0,0,0,0,0,31,16,0,63,0
48,027,022000,130,0,0,0,547,19,78,0,0,0,0,15,0,34,22,13,41,61,15,32,0,0,0,83,48,166,139,14
48,027,022101,58,27,22,0,303,112,141,0,0,0,0,0,0,70,38,11,30,62,0,0,0,0,0,6,20,38,0,19
48,027,022103,238,15,9,0,174,127,31,0,0,0,0,0,0,16,114,17,72,16,11,0,0,0,10,50,26,51,58,12
48,027,022104,59,0,0,0,137,24,26,0,0,0,0,0,0,30,32,0,28,44,0,0,4,0,0,12,0,19,14,32
48,027,022105,9,18,0,13,122,22,17,0,0,0,0,0,0,91,0,0,51,26,0,0,0,0,0,11,0,0,11,0
48,027,022200,108,51,12,0,98,34,39,15,0,0,0,0,0,7,51,73,0,0,0,0,8,0,0,36,23,83,14,0
48,027,022300,21,64,16,0,258,34,22,16,0,0,0,0,0,49,20,0,23,47,0,0,0,0,0,43,0,175,16,8
48,027,022401,149,0,7,0,325,10,88,0,85,0,0,0,0,107,22,0,118,155,0,0,0,11,0,23,0,60,80,30
48,027,022402,118,26,11,0,240,57,53,0,0,0,0,7,0,55,90,36,67,72,0,0,0,0,8,29,10,9,30,12
48,027,022403,60,0,0,0,200,56,45,13,24,0,0,0,0,41,51,75,34,45,0,0,0,0,0,0,0,22,92,25
48,027,022404,110,102,45,0,976,12,35,0,0,0,0,0,0,104,62,41,74,121,0,0,0,0,0,17,20,0,137,124
48,027,022405,0,0,0,0,100,0,24,36,0,0,0,0,0,57,49,0,38,12,0,0,0,0,0,0,17,9,15,5
48,027,022501,9,0,23,0,120,98,29,10,0,0,0,0,0,94,54,23,60,5,0,0,0,0,28,35,59,0,0,95
48,027,022502,189,0,0,0,591,78,21,0,0,0,0,0,0,103,63,46,74,20,18,0,0,0,0,19,59,0,0,25
48,027,022600,53,36,9,0,197,140,18,0,0,0,0,0,0,17,8,19,96,0,0,9,0,0,0,50,51,290,5,6
48,027,022801,98,22,21,0,42,8,18,0,0,52,0,0,0,16,0,59,69,19,0,114,0,0,0,50,40,134,0,11
48,027,022900,71,13,0,0,416,63,45,0,0,0,12,0,0,14,31,16,37,115,0,0,0,0,0,31,38,208,99,41
48,027,023000,41,0,76,37,683,89,26,0,36,0,2,0,0,235,51,1,134,39,0,11,0,43,0,21,111,94,119,17
48,027,023103,25,0,0,0,215,86,116,32,0,0,0,0,0,58,7,13,101,70,0,0,0,17,7,0,7,4,71,0
48,027,023104,41,0,0,0,187,52,10,0,0,0,0,0,0,27,23,0,30,41,0,0,0,0,29,8,18,35,17,21
48,027,023105,20,47,67,62,344,84,55,0,0,0,0,0,0,89,0,0,69,55,0,0,0,0,0,14,26,79,220,79
48,027,023106,301,41,32,8,1003,105,241,0,0,0,0,0,0,74,14,9,107,121,0,0,0,0,0,107,69,200,47,69
48,027,023107,157,0,34,0,354,48,58,0,0,0,0,0,0,0,51,18,118,23,0,0,0,0,0,0,25,67,133,31
48,027,023108,317,22,0,0,1475,535,357,0,0,0,0,0,0,310,93,23,91,78,0,0,45,0,0,69,170,57,90,12
48,027,023201,14,0,5,0,87,5,22,5,0,0,0,0,0,5,17,10,24,0,0,0,0,0,0,3,0,6,31,0
48,027,023202,93,0,45,0,405,103,113,39,0,0,0,0,0,0,18,0,23,19,0,27,0,0,0,12,29,116,22,0
48,027,023203,92,11,6,0,127,14,21,0,0,0,0,0,0,15,83,17,0,6,0,0,0,0,0,0,0,19,5,0
48,027,023204,4,5,0,0,305,69,122,17,0,0,0,0,0,20,61,0,19,6,0,0,0,6,0,22,28,4,33,0
48,027,023300,156,0,34,0,301,12,98,14,0,0,0,0,0,195,43,36,82,135,0,0,0,50,0,89,24,52,64,12
48,027,023402,89,0,0,0,226,57,12,0,13,8,0,0,0,2,9,13,2,0,0,25,3,0,0,0,6,115,0,0
48,027,023403,44,0,0,0,124,38,23,0,0,0,0,0,0,12,25,0,38,11,0,0,0,0,0,0,32,156,0,0
48,027,023404,98,5,0,8,142,33,12,0,0,0,0,0,0,40,22,0,7,0,0,0,0,0,0,36,5,16,0,0
48,027,023500,150,16,17,0,146,25,21,26,0,0,0,0,0,41,21,50,9,10,7,0,0,0,0,0,77,173,11,0
48,027,980001,0,0,0,0,21,1,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
48,027,980002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,027,980003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,029,110100,37,16,0,0,926,85,14,0,0,0,0,0,0,33,66,68,20,9,0,0,3,0,0,12,61,359,41,2
48,029,110300,158,32,0,0,879,193,65,9,0,0,0,0,0,27,92,86,11,0,0,34,0,0,0,41,33,291,9,0
48,029,110500,135,75,31,0,480,224,0,0,0,0,0,0,0,0,14,79,0,0,0,0,0,0,0,0,0,70,0,15
48,029,110600,148,80,0,0,2191,305,36,0,0,0,0,0,0,18,133,153,10,6,3,29,39,0,0,6,184,702,0,0
48,029,110700,112,48,0,0,561,55,7,0,0,19,0,0,0,0,54,88,0,5,0,17,0,0,0,0,13,162,0,0
48,029,110800,63,14,0,0,541,125,30,0,0,0,0,0,0,3,31,87,0,0,0,0,0,0,0,0,15,20,0,0
48,029,110900,4,0,0,0,183,14,22,0,0,0,0,0,0,3,0,20,0,6,0,0,0,0,0,11,0,35,4,0
48,029,111000,48,27,0,0,639,84,16,0,0,0,0,0,0,5,26,48,5,0,0,0,22,0,0,17,41,147,10,0
48,029,120100,91,25,62,0,404,83,134,27,7,0,0,0,0,43,90,0,51,30,12,0,0,0,0,72,25,17,30,45
48,029,120300,143,16,66,0,357,74,66,0,0,0,0,0,0,175,100,2,0,21,0,0,0,0,0,44,0,33,0,0
48,029,120400,47,40,0,0,466,48,73,0,0,0,0,0,0,90,0,59,15,0,0,38,0,0,0,99,15,86,0,1
48,029,120501,390,39,0,0,1096,130,136,7,0,0,0,0,0,68,59,50,38,55,0,0,0,0,0,9,66,436,24,15
48,029,120502,251,47,0,17,749,280,37,0,0,22,0,0,0,20,48,97,21,60,19,120,66,35,34,43,91,413,11,36
48,029,120600,82,15,9,0,631,16,59,10,14,0,0,0,0,91,62,76,35,15,0,0,0,0,0,4,69,67,69,42
48,029,120701,175,48,0,0,859,165,50,0,22,0,0,0,0,40,63,121,0,0,0,78,0,0,1,78,166,415,30,17
48,029,120702,0,0,0,0,385,13,26,0,0,0,0,0,0,51,5,0,84,0,0,0,27,0,0,0,13,29,80,80
48,029,120800,126,16,0,0,479,60,33,0,23,0,0,0,0,99,79,0,16,0,0,0,0,0,0,0,15,22,41,0
48,029,120901,32,0,0,0,124,84,29,0,0,0,0,0,0,0,6,22,0,0,0,34,20,0,0,10,11,167,36,0
48,029,120902,124,113,0,0,1150,116,79,5,0,0,0,0,0,89,132,48,39,19,0,0,0,0,0,166,229,308,62,29
48,029,121000,205,107,0,0,825,111,31,19,20,0,0,0,0,5,17,66,37,16,0,0,12,0,0,82,61,159,60,15
48,029,121108,72,60,14,0,720,75,158,0,0,0,0,0,0,22,75,15,52,9,0,0,0,0,0,25,113,0,0,74
48,029,121110,17,49,47,0,469,58,56,0,0,0,0,0,0,85,46,43,83,26,0,33,0,0,9,23,21,54,0,46
48,029,121111,185,0,0,0,1457,18,94,0,0,0,0,0,0,32,50,18,18,0,0,54,0,0,0,14,103,154,15,11
48,029,121112,144,0,0,0,294,84,72,0,0,0,0,0,0,33,13,17,13,27,0,13,0,0,0,13,39,55,17,0
48,029,121115,70,0,0,0,302,18,19,44,0,0,0,0,0,121,101,22,16,59,0,57,0,0,0,23,18,19,0,0
48,029,121116,92,19,0,0,460,22,46,0,0,0,0,0,0,26,42,0,13,0,0,0,0,0,49,26,19,132,0,85
48,029,121117,63,14,0,0,437,40,34,0,0,0,0,0,0,36,0,16,51,13,0,0,0,0,0,39,27,55,25,38
48,029,121118,76,0,0,0,566,75,0,0,0,0,0,0,0,37,30,10,38,0,0,0,18,0,0,0,57,36,16,0
48,029,121119,96,9,0,0,470,0,112,0,0,0,0,31,0,0,34,87,149,59,0,0,0,0,19,45,34,0,24,0
48,029,121120,289,0,90,0,470,58,23,0,0,0,0,0,0,65,81,0,45,21,0,0,0,0,0,0,0,0,0,0
48,029,121121,23,13,10,0,301,0,0,0,16,0,0,0,0,22,22,18,68,16,0,0,0,0,0,30,0,33,8,0
48,029,121122,111,0,12,0,605,145,66,0,0,0,0,0,0,41,65,37,97,0,6,0,0,0,0,50,8,62,0,10
48,029,121203,144,46,0,0,729,204,9,0,0,0,0,0,0,18,76,97,10,19,0,0,30,0,11,0,15,160,0,0
48,029,121204,270,47,24,0,872,101,0,0,0,0,0,0,0,89,15,16,79,34,0,0,0,0,7,12,137,65,55,34
48,029,121205,161,0,0,0,675,79,0,0,0,0,0,0,0,15,67,45,48,8,0,0,0,0,0,0,79,162,23,0
48,029,121206,288,142,18,0,1220,185,118,0,0,0,0,0,0,11,204,142,75,20,0,0,89,0,0,0,119,312,0,0
48,029,121300,29,0,12,0,490,122,0,0,0,0,0,0,0,89,56,42,55,26,0,0,0,0,0,0,118,52,0,0
48,029,121402,235,92,27,9,887,106,38,0,0,0,8,0,0,22,258,146,84,30,0,8,56,0,0,42,95,344,0,65
48,029,121403,184,12,51,0,626,103,70,0,0,0,0,0,0,10,56,57,38,96,0,0,0,7,0,39,212,186,0,99
48,029,121404,137,63,0,0,652,66,14,0,0,0,0,0,0,17,103,80,10,49,0,0,36,0,0,0,135,301,35,15
48,029,121501,139,0,0,28,924,171,22,0,0,0,0,0,0,114,62,82,110,10,0,0,0,0,0,11,175,78,8,37
48,029,121504,109,94,0,0,663,269,46,0,0,0,0,0,0,123,92,84,46,106,0,0,0,0,0,28,36,181,37,94
48,029,121505,34,0,0,10,538,49,0,8,9,0,0,0,0,58,66,21,22,41,0,0,0,0,0,9,13,18,20,0
48,029,121506,309,34,0,0,607,121,13,0,0,0,0,0,0,31,29,42,0,0,0,0,0,0,0,32,9,390,0,10
48,029,121507,118,21,0,0,378,39,0,11,0,22,0,0,0,90,14,126,0,26,0,0,0,0,0,0,80,103,9,8
48,029,121508,179,84,19,0,466,121,46,5,13,0,0,39,0,10,89,45,47,55,0,0,19,0,0,22,42,208,9,29
48,029,121601,58,0,23,0,539,189,41,0,0,0,0,0,0,61,65,116,0,91,0,0,0,0,0,0,139,95,0,56
48,029,121604,65,49,26,0,789,19,59,0,0,0,0,0,0,57,91,0,28,0,0,0,0,0,0,12,19,44,24,33
48,029,121605,87,0,0,0,186,133,11,0,0,0,0,0,0,18,16,6,15,0,0,0,0,0,0,0,25,12,11,0
48,029,121606,65,33,0,0,615,71,34,0,0,0,0,0,0,25,113,45,50,14,0,0,0,0,0,12,16,103,19,108
48,029,121701,64,0,0,0,362,68,68,0,0,0,0,0,0,68,101,36,55,0,0,35,0,0,0,11,17,107,26,9
48,029,121702,43,0,0,0,393,39,36,0,0,0,0,0,0,171,45,9,21,49,0,0,67,0,0,59,55,364,0,0
48,029,121802,508,46,0,0,953,153,55,0,0,0,0,0,0,165,168,112,66,150,0,14,12,0,0,21,204,97,46,115
48,029,121803,218,12,30,0,527,88,37,9,0,24,0,0,0,27,110,84,17,18,0,14,10,0,17,6,111,245,33,44
48,029,121804,349,57,89,33,1095,168,25,0,0,0,0,0,0,11,114,37,58,15,0,0,0,0,0,35,53,54,0,0
48,029,121808,100,0,45,0,629,28,19,8,0,0,0,27,0,75,31,55,10,65,0,0,0,0,0,0,0,35,40,5
48,029,121809,137,45,29,0,487,83,0,0,0,0,0,0,0,55,74,98,30,11,0,0,0,0,0,0,61,159,10,26
48,029,121810,262,3,45,0,349,40,17,0,0,0,0,0,0,43,50,27,28,0,0,0,0,18,20,20,25,12,0,61
48,029,121811,76,26,0,35,462,24,0,0,11,0,0,0,0,35,131,29,26,96,0,0,0,0,0,0,48,13,19,11
48,029,121812,186,20,0,0,665,127,16,0,0,0,0,0,0,0,141,153,44,11,0,0,0,0,0,0,0,11,22,0
48,029,121813,68,18,0,0,139,0,20,0,0,0,0,0,0,0,46,28,0,0,0,0,0,0,0,3,23,37,13,17
48,029,121903,55,23,9,0,426,33,131,22,0,0,0,0,0,91,33,11,17,0,0,0,0,0,0,68,23,44,41,0
48,029,121904,28,0,30,12,186,24,35,0,87,0,0,26,0,58,0,25,217,41,0,0,0,0,0,22,0,0,7,21
48,029,121905,191,43,49,22,404,106,33,0,0,0,0,0,14,156,43,7,125,79,0,0,7,0,0,36,0,12,67,0
48,029,121906,89,0,0,0,628,68,36,0,0,0,0,0,0,57,40,0,107,0,2,60,0,0,0,46,152,0,0,0
48,029,121907,427,30,124,0,845,98,154,40,0,0,10,0,0,195,251,96,142,12,28,26,13,64,0,11,109,311,84,151
48,029,121908,16,0,0,0,195,35,16,0,0,0,0,0,0,44,10,20,5,12,0,0,0,0,0,27,4,3,5,0
48,029,121909,142,0,10,0,373,61,37,4,0,88,0,0,0,38,176,224,98,156,0,0,0,13,13,21,20,95,22,14
48,029,121910,90,66,0,16,258,20,37,0,0,0,0,0,0,95,92,97,48,18,0,0,0,0,15,25,22,46,17,20
48,029,130200,62,80,0,0,336,86,0,0,0,0,0,0,0,11,13,65,1,0,0,58,15,0,0,10,43,438,6,0
48,029,130300,215,57,0,0,732,149,0,0,0,0,0,0,0,0,33,11,0,0,0,64,44,0,0,0,55,547,0,0
48,029,130401,183,11,0,6,1412,188,0,0,0,0,0,0,0,18,63,82,8,0,0,44,0,0,0,0,102,278,8,7
48,029,130402,168,111,0,0,746,184,0,0,0,0,0,0,0,0,7,153,0,0,0,0,32,0,0,20,29,485,0,0
