state,county,tract,C15010B_002E,C15010B_003E,C15010B_004E,C15010B_005E,C15010B_006E,C15010C_002E,C15010C_003E,C15010C_004E,C15010C_005E,C15010C_006E,C15010D_002E,C15010D_003E,C15010D_004E,C15010D_005E,C15010D_006E,C15010E_002E,C15010E_003E,C15010E_004E,C15010E_005E,C15010E_006E,C15010F_002E,C15010F_003E,C15010F_004E,C15010F_005E,C15010F_006E,C15010G_002E,C15010G_003E,C15010G_004E,C15010G_005E,C15010G_006E,C15010H_002E,C15010H_003E,C15010H_004E,C15010H_005E,C15010H_006E,C15010I_002E,C15010I_003E,C15010I_004E,C15010I_005E,C15010I_006E
48,091,310200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,120,62,52,97,68,38,30,0,20,0
48,091,310300,22,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,409,97,323,544,310,49,0,0,12,19
48,091,310401,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,77,17,50,37,12,0,17,0
48,091,310403,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,24,11,22,11,190,68,130,103,138,20,0,11,102,38
48,091,310404,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,158,78,71,156,159,14,0,0,12,25
48,091,310501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,64,0,58,25,71,0,18,20,0,37
48,091,310502,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,36,40,134,34,111,30,0,41,0,9
48,091,310503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,10,186,101,163,93,165,65,0,26,0,77
48,091,310603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,211,0,88,126,225,39,0,33,0,0
48,091,310604,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,216,47,164,57,92,9,0,0,16,0
48,091,310605,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,339,80,186,206,92,24,0,18,17,0
48,091,310606,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,72,206,158,106,15,0,71,0,46
48,091,310607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,405,146,238,204,358,0,0,49,44,0
48,091,310608,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,43,56,70,173,0,0,11,0,8
48,091,310701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,516,193,433,264,484,49,0,85,0,36
48,091,310702,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,313,129,220,311,308,23,0,0,33,45
48,091,310703,11,14,17,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,111,435,275,143,11,0,22,0,22
48,091,310704,0,0,13,0,0,0,0,199,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,372,39,167,74,226,68,0,267,49,20
48,091,310801,14,34,68,50,6,8,0,0,0,0,38,0,0,0,0,0,0,13,0,0,0,0,13,0,0,9,0,0,0,0,577,149,547,222,374,121,20,35,33,66
48,091,310802,0,0,0,0,41,0,0,0,0,0,22,0,31,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,485,61,275,99,196,5,11,0,0,14
48,091,310901,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,607,83,310,417,279,34,0,100,18,0
48,091,310902,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,91,380,475,316,0,15,0,43,29
48,091,310903,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,287,129,257,119,175,36,34,77,36,47
48,093,950100,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,130,90,76,0,0,3,0,8
48,093,950200,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,150,47,58,166,38,6,0,0,0,0
48,093,950300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,82,20,54,43,137,0,7,11,0,71
48,093,950400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7,37,49,50,6,0,0,0,82
48,095,950300,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,26,13,67,23,26,0,4,5,38
48,097,000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,26,130,191,115,0,0,0,0,0
48,097,000200,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,200,131,142,248,149,18,0,0,0,7
48,097,000400,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,38,22,49,0,0,0,0,11
48,097,000500,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,61,0,9,23,19,39,0,5,0,0
48,097,000600,34,0,0,0,0,9,0,0,0,25,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,56,35,112,71,59,0,0,0,0,25
48,097,000700,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,90,327,435,201,0,0,16,0,0
48,097,000900,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,156,46,122,190,100,10,0,0,2,0
48,097,001100,0,0,0,0,25,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,26,161,4,146,216,146,48,0,33,0,26
48,099,010101,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,141,43,38,99,31,0,0,25,0,0
48,099,010102,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,175,50,84,137,125,11,0,0,0,10
48,099,010201,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,10,81,17,2,0,4,12,0,5
48,099,010202,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,24,113,90,61,3,0,2,0,0
48,099,010300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,65,5,40,51,59,1,2,0,17,0
48,099,010400,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,125,0,76,105,38,0,0,25,0,0
48,099,010501,31,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,24,0,0,0,0,0,19,0,0,0,57,28,0,12,11,24
48,099,010502,19,0,0,0,0,2,0,0,0,0,11,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,46,8,22,0,16,0,15,0
48,099,010503,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,59,0,0,0,5,7,0,0,0,0
48,099,010504,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,27,8,0,0,0,9,0,0
48,099,010601,30,0,0,6,51,0,0,0,0,0,12,0,24,0,0,42,20,7,0,16,0,0,0,0,15,0,0,0,0,0,29,17,70,51,59,19,0,7,42,16
48,099,010603,178,0,15,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,45,60,169,0,0,0,0,0
48,099,010604,63,5,57,8,52,0,0,0,0,0,23,25,16,0,0,0,0,0,0,0,20,0,0,0,0,23,8,0,0,0,154,12,96,79,75,19,0,0,0,80
48,099,010701,10,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,10,77,91,139,0,12,10,13,34
48,099,010702,7,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,36,95,90,8,0,0,0,0
48,099,010802,15,0,21,7,30,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,45,88,72,103,0,0,19,0,0
48,099,010803,21,0,6,12,30,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,70,24,81,67,73,0,0,0,0,0
48,099,010804,61,0,45,16,25,0,0,0,0,0,34,0,0,0,18,0,0,0,0,0,0,0,0,0,17,30,0,0,5,0,63,17,105,121,33,0,10,19,0,34
48,099,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
48,101,950100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,52,3,48,36,30,1,0,0,5,4
48,103,950100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,7,0,0,0,0,5,74,0,24,82,91,14,0,11,9,23
48,105,950100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,12,58,58,47,0,0,0,50,0
48,107,950100,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,4,38,50,25,0,0,0,14,4
48,107,950200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,57,5,13,30,18,0,7,0,0,8
48,107,950300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,32,6,13,34,11,0,0,0,2,18
48,109,950300,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,32,40,19,15,0,7,16
48,111,950100,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,6,19,37,7,0,1,0,0,8
48,111,950300,0,0,0,4,5,6,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,82,0,35,47,21,0,0,8,21,39
48,113,000100,43,0,0,0,53,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,14,36,0,0,0,594,119,403,106,366,30,17,21,41,46
48,113,000201,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,381,86,507,184,413,8,0,41,0,41
48,113,000202,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,0,0,667,87,502,79,395,18,10,50,0,19
48,113,000300,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,593,62,634,130,508,65,18,48,21,28
48,113,000401,65,17,37,0,25,0,0,0,0,0,105,0,0,0,110,0,0,0,0,0,8,0,20,0,16,15,21,31,0,53,138,35,61,5,85,44,7,46,24,35
48,113,000404,27,0,0,0,20,0,0,0,0,0,161,0,0,7,9,0,0,0,0,0,0,25,0,0,21,42,0,0,0,40,249,17,194,61,175,116,32,64,18,87
48,113,000405,0,0,0,0,42,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,46,8,39,52,33,8,0,45,0,0
48,113,000406,50,0,0,0,29,0,0,0,0,0,314,73,0,0,18,0,0,0,0,0,33,0,0,0,0,75,0,0,0,0,159,16,18,28,51,134,0,0,0,74
48,113,000500,0,0,58,8,15,0,0,0,0,0,56,16,25,0,13,0,0,0,0,0,58,0,69,0,15,15,29,43,0,9,373,82,481,52,287,74,13,160,0,91
48,113,000601,0,39,15,0,34,0,0,0,0,0,62,29,53,0,0,0,0,0,0,0,0,0,77,0,34,0,0,10,10,22,181,28,346,93,241,69,11,77,0,34
48,113,000603,25,0,9,0,0,0,0,10,0,0,143,0,76,0,16,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,670,183,632,157,422,74,0,96,0,56
48,113,000605,11,0,17,0,0,0,0,0,0,0,128,12,0,0,0,0,0,0,0,0,28,9,0,0,17,0,0,9,0,0,417,119,245,6,278,39,9,124,0,51
48,113,000606,0,9,0,0,0,0,0,0,0,0,7,0,68,0,0,0,0,0,0,0,0,0,7,0,0,73,0,0,0,0,545,131,448,172,579,7,0,7,0,18
48,113,000701,29,52,56,0,114,0,0,0,0,0,140,32,69,0,55,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,727,274,759,80,702,45,0,89,0,35
48,113,000702,0,0,0,0,0,0,0,0,0,4,70,0,0,0,116,0,0,0,0,0,0,8,0,0,55,15,0,0,0,0,362,72,323,16,341,17,8,19,0,106
48,113,000800,99,15,62,0,51,0,0,0,0,0,29,0,77,0,13,0,0,0,0,0,68,0,17,28,0,34,0,16,0,0,177,12,233,30,268,128,70,47,41,43
48,113,000900,30,0,17,0,19,0,0,0,0,0,31,0,12,0,14,0,0,0,0,0,0,0,0,0,0,29,16,8,0,40,191,0,475,0,299,50,30,0,0,82
48,113,001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,5,222,43,209,38,253,5,5,0,6,10
48,113,001002,0,0,16,0,0,0,5,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,169,19,212,21,124,24,4,0,0,59
48,113,001101,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,14,25,321,71,216,80,414,27,10,49,0,70
48,113,001102,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,463,59,473,83,362,22,0,20,0,0
48,113,001202,26,0,71,17,58,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,230,63,237,93,137,39,0,0,0,31
48,113,001203,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,27,59,17,57,5,0,0,9,53
48,113,001204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,10,35,4,24,15,0,10
48,113,001301,9,0,45,6,0,0,0,0,0,0,26,14,16,0,0,0,0,0,0,0,0,0,12,0,14,0,0,5,0,30,379,64,168,109,267,47,51,12,0,32
48,113,001302,8,8,0,0,23,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,9,0,132,25,55,9,176,0,0,6,0,24
48,113,001400,0,0,8,0,11,0,0,0,0,0,47,0,34,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,181,16,218,25,191,51,0,66,9,0
48,113,001502,0,0,20,0,44,0,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23,50,15,22,12,112,15,0,36,0,11
48,113,001503,6,0,0,0,32,0,0,0,11,0,0,0,8,0,15,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,54,0,91,8,43,22,0,27,0,0
48,113,001504,8,12,0,13,16,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,19,188,26,10,19,168,0,0,25,0,0
48,113,001600,47,0,34,15,19,0,0,0,0,0,62,49,16,0,24,0,0,0,0,0,0,8,0,0,0,43,0,0,0,0,401,97,391,7,175,39,24,63,14,30
48,113,001701,0,0,0,0,0,0,6,0,0,0,19,5,0,0,5,0,0,0,0,0,13,0,0,0,0,4,0,0,0,12,64,0,44,0,60,5,0,0,0,0
48,113,001703,19,0,30,0,0,0,0,0,0,0,73,0,12,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,31,668,35,897,26,350,53,0,31,0,31
48,113,001704,0,0,0,0,9,0,0,0,0,0,52,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,290,49,326,79,61,44,0,93,0,0
48,113,001800,136,0,52,0,0,0,0,0,0,0,56,0,30,0,0,0,0,0,0,0,15,52,82,0,0,0,46,57,0,50,584,115,646,43,365,46,72,115,0,39
48,113,001900,14,0,0,0,56,0,0,0,0,0,121,16,41,0,26,0,0,0,0,0,21,0,0,0,0,24,47,38,0,105,718,55,843,105,514,76,15,45,0,45
48,113,002000,138,0,76,0,80,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,140,0,71,24,13,0,0,45
48,113,002100,14,23,64,0,38,0,0,0,0,0,23,0,15,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,166,52,193,22,92,27,0,7,0,9
48,113,002200,60,0,0,0,0,0,0,0,0,0,25,26,33,0,10,0,0,0,0,0,24,0,10,0,0,35,0,4,0,20,160,31,79,34,154,36,0,34,0,24
48,113,002400,0,0,0,0,14,0,0,0,0,0,10,10,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,27,0,14,0,0,20,0,0
48,113,002500,18,6,10,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,23,0,0,8,5,0,9,0,24,9
48,113,002701,0,21,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,002702,12,0,15,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,003101,78,18,35,0,9,0,0,0,0,0,14,0,87,0,20,0,0,0,0,0,0,33,54,0,0,28,10,20,0,15,282,111,386,80,354,67,33,122,8,24
48,113,003400,5,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,8,5,0,0,0,0,0
48,113,003700,60,32,8,46,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
48,113,003800,4,9,12,34,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,003901,12,0,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
48,113,003902,7,15,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14
48,113,004000,13,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,004100,10,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,11
48,113,004201,0,12,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,12,0,0,1,17,255,65,122,35,261,21,65,0,0,32
48,113,004202,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,10,0,0,0,0,8,0,2,82,51,105,25,241,14,14,20,29,20
48,113,004300,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,33,0,0
48,113,004400,24,0,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,327,112,270,96,374,11,9,10,8,17
48,113,004500,0,0,6,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,55,0,0,0,10,0,0,0,13,140,21,50,62,111,55,55,17,7,96
48,113,004600,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,76,32,71,30,109,26,11,32,0,38
48,113,004700,2,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,5,39,40,0,6,0,12
48,113,004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,5,11,0,0,10,12,14,14,34,0,5
48,113,004900,20,10,26,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
48,113,005000,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,14,0,0,0,48,65,11,11,0,11
48,113,005100,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,21,0,30,0,55,7,0,0,14,26
48,113,005200,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,93,47,49,0,82,42,6,90,25,18
48,113,005300,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,49,21,58,16,39,9,41,0
48,113,005400,25,5,15,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,10,42,0,24,32,0
48,113,005500,25,13,23,52,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
48,113,005600,15,0,47,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0
48,113,005700,0,38,28,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,24
48,113,005901,62,0,48,86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,005902,25,36,40,43,37,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,18,25,0,0,0,22,0
48,113,006001,8,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,13,0,0,28
48,113,006002,36,16,67,22,0,0,0,0,0,0,1,8,0,0,125,0,0,0,0,0,1,0,1,0,0,0,0,0,8,5,51,27,27,0,30,7,8,0,8,19
48,113,006100,47,9,0,43,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,16,0,0,0,0,0,38,0,31,11,58,20,0,75,7,16
48,113,006200,9,0,24,37,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,9,0,0,36,16,53,18,73,6,2,20,27,7
48,113,006301,15,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,13,23,15,0,15,50,26,34,35,17
48,113,006302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,46,12,58,6,54,61,7,11,9,12
48,113,006401,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,10,0,7,8,10,0,36,6,0
48,113,006402,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,7,0,0,16,26,0,15,8
48,113,006501,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,33,7,22
48,113,006502,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,10,0,9,0,7,10,0,22,0,13
48,113,006700,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,22,0,5,9,25,20,0,108,0,58
48,113,006800,19,4,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,11,10,0,0,0,7,22,13,17,58,19,65,15,9,14
48,113,006900,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,37,21,77,0,0,23,0,0
48,113,007101,0,0,0,0,0,0,0,0,0,0,81,0,13,0,5,0,0,0,0,0,0,0,0,0,0,15,0,7,0,34,442,36,314,34,311,10,0,6,8,7
48,113,007102,48,0,104,13,137,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,8,13,0,25,13,0,0,0,20,228,49,305,27,311,37,8,39,15,25
48,113,007201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,0,0,0,20,35,0,0,0,25,0,23,25,0
48,113,007202,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27
48,113,007301,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,337,42,472,61,284,11,0,7,0,0
48,113,007302,20,0,0,0,9,0,0,0,0,0,34,9,10,0,9,0,0,0,0,0,0,0,7,0,0,7,5,34,0,11,516,120,395,139,454,24,0,107,9,33
48,113,007601,0,8,0,0,0,0,0,0,0,0,6,27,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,284,32,247,106,306,3,21,0,14,0
48,113,007604,44,0,0,15,11,4,0,0,0,0,63,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,66,494,123,402,7,0,7,0,6
48,113,007605,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,20,0,10,211,80,329,88,242,14,0,0,5,15
48,113,007700,0,0,0,0,0,0,0,0,0,0,49,46,12,0,0,0,0,0,0,0,46,0,0,45,0,22,0,0,0,12,860,127,807,219,690,126,0,0,77,19
